strategy,segment,start,end,avg_weight,avg_turnover,cagr,vol,sharpe,maxdd,final_nav
baseline_bias_60_20_20,last_3y,2023-04-24,2026-04-24,0.7159815261663833,0.13141236583256097,0.3291546550569713,0.19911656264543878,1.537761427922452,-0.12784006987892382,2.348611227698555
baseline_bias_60_20_20,last_5y,2021-04-23,2026-04-24,0.796013464168866,0.12025872359199351,0.28216664436745575,0.19288427903930422,1.3935057601903158,-0.15869216109890472,3.466921629138354
baseline_bias_60_20_20,last_10y,2016-04-25,2026-04-24,0.795423766466132,0.12980521628057493,0.2323308255399541,0.19115695563379256,1.1924320682444518,-0.23241213351948864,8.07050152449638
baseline_bias_60_20_20,full_common,2010-09-29,2026-04-24,0.752763478900345,0.12153084986519898,0.2837498272870953,0.19934783888941834,1.3585903566648538,-0.2324121335194883,48.83822531382492
relative_mom_20,last_3y,2023-04-24,2026-04-24,0.8385769786526059,0.1646342544860524,0.1858894348547322,0.20425411524566986,0.9417927099869424,-0.17649993659193342,1.6679509701159514
relative_mom_20,last_5y,2021-04-23,2026-04-24,0.8237288952494818,0.14749973884076575,0.18613929950612573,0.19581626501024632,0.9752802745749206,-0.17649993659193464,2.3487170795249774
relative_mom_20,last_10y,2016-04-25,2026-04-24,0.8239574696189675,0.1387721590155508,0.1875644443649136,0.19216471073475355,0.9939252826223862,-0.2564529578581981,5.575261770112598
relative_mom_20,full_common,2010-07-02,2026-04-24,0.7677039618139083,0.12551515716867181,0.25741501177968895,0.1999684359022852,1.2506193452577379,-0.2564529578581992,37.39948096456502
