variant,gate_kind,enter,exit,scale_defense,cooldown_days,vol_window,annual,max_dd,sharpe,calmar,vol,total_return,monthly_win_rate,rebalanced_days,signal_days,gate_days,gate_ratio,avg_scale,condition_days,gate_entries
dd_9_x0p5_e4_cd0,dd,0.09,0.04,0.5,0.0,30.0,21.765563608673588,-22.80151526871648,1.0523798341582615,0.9545665431514453,17.26989562957857,1942.1496651353398,61.08108108108108,834,616,1451,0.38984416980118214,0.805077915099409,1057,26
dd_10_x0p5_e5_cd0,dd,0.1,0.05,0.5,0.0,30.0,22.211973717576015,-23.07384681147208,1.0496812401194675,0.962647186620501,17.739815492439753,2059.894380844075,61.62162162162163,834,616,1247,0.3350349274583557,0.8324825362708221,909,24
dd_12_x0p4_e6_cd0,dd,0.12,0.06,0.4,0.0,30.0,23.420216678700534,-23.31190670245592,1.0860761993862789,1.00464612258564,18.108805044786248,2411.1956949342252,62.70270270270271,834,616,972,0.261149919398173,0.8433100483610962,717,14
dd_11_x0p4_e5_cd0,dd,0.11,0.05,0.4,0.0,30.0,22.369012360789895,-23.66041717250247,1.0535563847011349,0.9454191867245092,17.80712549323093,2102.802033670176,61.62162162162163,834,616,1104,0.29661472326706073,0.8220311660397637,820,17
dd_12_x0p4_e5_cd0,dd,0.12,0.05,0.4,0.0,30.0,22.979048070913088,-24.022052488414207,1.0704530298921329,0.9565813779649279,18.025544058961014,2277.157303646627,62.70270270270271,834,616,1013,0.2721655024180548,0.8367006985491672,717,14
dd_12_x0p5_e5_cd0,dd,0.12,0.05,0.5,0.0,30.0,24.01935873980854,-24.298269198864546,1.1032425718407444,0.9885213857508403,18.295144244663764,2604.5661029729486,62.70270270270271,834,616,1013,0.2721655024180548,0.8639172487909726,717,14
dd_13_x0p5_e6_cd0,dd,0.13,0.06,0.5,0.0,30.0,25.344129744970445,-24.29826919886461,1.1470340390087665,1.0430425944146962,18.562977705527313,3082.6146435324217,62.16216216216216,834,616,893,0.2399247716281569,0.8800376141859215,624,10
dd_12_x0p5_e6_cd0,dd,0.12,0.06,0.5,0.0,30.0,24.388825881598564,-24.298269198864617,1.1157103683184242,1.0037268779102249,18.36858306439456,2730.6559202844405,62.70270270270271,834,616,972,0.261149919398173,0.8694250403009135,717,14
dd_11_x0p5_e5_cd0,dd,0.11,0.05,0.5,0.0,30.0,23.509408373999683,-24.298269198864723,1.0903398855217308,0.9675342791534346,18.102989801764853,2439.1389394164785,61.62162162162163,834,616,1104,0.29661472326706073,0.8516926383664697,820,17
dd_13_x0p4_e6_cd0,dd,0.13,0.06,0.4,0.0,30.0,24.56214383189672,-24.440715985247504,1.125267613219395,1.0049682606157082,18.329504472651195,2791.679333141828,62.16216216216216,834,616,893,0.2399247716281569,0.8560451370231059,624,10
dd_10_x0p4_e5_cd0,dd,0.1,0.05,0.4,0.0,30.0,20.8218290147409,-25.09653649991026,1.001552777791396,0.8296694252936199,17.39315273070937,1712.6999774262856,61.62162162162163,834,616,1247,0.3350349274583557,0.7989790435249866,909,24
dd_9_x0p6_e4_cd0,dd,0.09,0.04,0.6,0.0,30.0,23.245314679638952,-25.18163064748083,1.0956882117531235,0.9231060134687669,17.76497522901495,2357.2324347135204,61.62162162162163,834,616,1451,0.38984416980118214,0.844062332079527,1057,26
dd_10_x0p6_e5_cd0,dd,0.1,0.05,0.6,0.0,30.0,23.601213386328656,-25.486636211289582,1.0917940743511396,0.926023080906779,18.155574388199348,2468.204266889445,63.24324324324324,834,616,1247,0.3350349274583557,0.8659860290166577,909,24
dd_9_x0p4_e4_cd0,dd,0.09,0.04,0.4,0.0,30.0,20.28448187831402,-25.585658010625956,1.0017390840214362,0.7928067306257939,16.85477255098284,1593.0615652472043,60.0,834,616,1451,0.38984416980118214,0.7660934981192906,1057,26
dd_10_x0p5_e4_cd0,dd,0.1,0.04,0.5,0.0,30.0,21.924145970045217,-25.655164769858324,1.0486154991988708,0.8545704604401295,17.492523534945555,1983.2723646229113,62.16216216216216,834,616,1363,0.3662009672219237,0.8168995163890381,909,22
dd_11_x0p6_e5_cd0,dd,0.11,0.05,0.6,0.0,30.0,24.645549416742906,-26.43850152852651,1.1222656481625441,0.9321840494685734,18.45908601790033,2821.4817939178756,62.16216216216216,834,616,1104,0.29661472326706073,0.8813541106931756,820,17
dd_12_x0p6_e6_cd0,dd,0.12,0.06,0.6,0.0,30.0,25.35173203112182,-26.438501528526643,1.1412378913068058,0.9588944367277313,18.68189050909947,3085.5728107597924,62.70270270270271,834,616,972,0.261149919398173,0.8955400322407308,717,14
dd_13_x0p6_e6_cd0,dd,0.13,0.06,0.6,0.0,30.0,26.11886297628583,-26.438501528526647,1.1652423925316742,0.987910110870091,18.845122432379853,3397.651102702211,62.16216216216216,834,616,893,0.2399247716281569,0.9040300913487371,624,10
dd_10_x0p4_e4_cd0,dd,0.1,0.04,0.4,0.0,30.0,20.476287783971102,-28.862964230556027,0.9985900175803051,0.709431215048027,17.110457975292597,1634.8927024007942,61.08108108108108,834,616,1363,0.3662009672219237,0.7802794196668459,909,22
baseline,,,,,,,29.1419228413236,-34.67882857969543,1.2062855813174533,0.8403375787147059,20.41489684466887,4927.576330396678,63.24324324324324,834,616,0,0.0,1.0,0,0
