variant,enter,exit,scale_defense,cooldown_days,annual,max_dd,sharpe,calmar,vol,total_return,monthly_win_rate,rebalanced_days,signal_days,gate_days,gate_ratio,avg_scale,condition_days,gate_entries
dd_15_x0p00_e8_cd0,0.15,0.08,0.0,0.0,16.85317064666647,-20.964107865664573,0.782163106282263,0.8039059307774753,18.401176227736414,1022.0831057117099,46.27659574468085,575,447,900,0.23879013000795968,0.7612098699920403,661,8
dd_12_x0p50_e6_cd0,0.12,0.06,0.5,0.0,18.762593755374436,-21.614573341477918,0.8736841134489628,0.8680529316472515,18.319233015818877,1343.1066542177966,59.04255319148937,575,447,1267,0.3361634385778721,0.831918280711064,1012,14
dd_10_x0p50_e5_cd0,0.1,0.05,0.5,0.0,18.260804014816646,-21.61457334147795,0.8684957994932154,0.8448375883402017,17.840174992794473,1251.3034440413562,59.57446808510638,575,447,1526,0.4048819315468294,0.7975590342265853,1277,17
dd_10_x0p00_e5_cd0,0.1,0.05,0.0,0.0,12.629117632482378,-23.275634853635154,0.6252866163369748,0.5425896097742735,16.593398344530318,533.5855214865785,37.234042553191486,575,447,1526,0.4048819315468294,0.5951180684531706,1277,17
dd_15_x0p50_e8_cd0,0.15,0.08,0.5,0.0,20.36361979602188,-23.2798456413052,0.9150895412174898,0.8747317361886159,19.12743172448068,1676.548360605212,59.57446808510638,575,447,900,0.23879013000795968,0.8806049349960202,661,8
dd_12_x0p00_e6_cd0,0.12,0.06,0.0,0.0,13.651078671496396,-27.453570292851737,0.6599187618563295,0.4972423814417615,17.27025291666604,628.9580278454865,40.95744680851064,575,447,1267,0.3361634385778721,0.6638365614221279,1012,14
baseline,,,,,23.655854457980574,-30.12592220992373,0.9734295710555174,0.7852325413689125,21.176308879517862,2600.8790541293406,60.63829787234043,575,447,0,0.0,1.0,0,0
