variant,signal_enter,signal_exit,start,end,days,total_return,annual,vol,sharpe,max_dd,calmar,monthly_win_rate,signal_days,rebalanced_days,pair_changes,direction_changes,cash_days,cash_ratio,avg_weight,avg_realized_vol,end_nav
baseline_two_state,,,2010-11-22,2026-03-18,3722,4927.576330396678,29.1419228413236,20.41489684466887,1.2062855813174533,-34.67882857969543,0.8403375787147059,63.24324324324324,616,834,610,172,1,0.00026867275658248256,1.0838476881259935,0.20181233701370244,50.27576330396678
three_state_5_2,5.0,2.0,2010-11-22,2026-03-18,3722,4929.499409228679,29.145147013093762,21.069965069538124,1.175346080327805,-37.905867052549034,0.768882214795133,62.16216216216216,622,856,610,188,23,0.006179473401397098,1.1158578253618832,0.19434045048796622,50.29499409228679
three_state_7_3,7.0,3.0,2010-11-22,2026-03-18,3722,4642.621615157641,28.65095144579517,21.313327019712958,1.1463697104701693,-38.08782896320989,0.7522337771856183,61.62162162162163,625,852,610,194,35,0.009403546480386889,1.1278520883747718,0.19121601617257236,47.426216151576405
three_state_10_4,10.0,4.0,2010-11-22,2026-03-18,3722,4386.622354585981,28.185761025210553,21.544421062173193,1.1196228780584305,-39.564067443234585,0.7124080724422658,62.70270270270271,636,834,610,206,70,0.018807092960773777,1.1403963704243143,0.18673745579500678,44.86622354585981
