variant,switch_buffer,start,end,days,total_return,annual,vol,sharpe,max_dd,calmar,monthly_win_rate,signal_days,rebalanced_days,pair_changes,direction_changes,blocked_switches,successful_switches,avg_score_gap,median_score_gap,avg_weight,avg_realized_vol,end_nav
baseline_top1,,2010-11-22,2026-03-18,3722,4927.576330396678,29.1419228413236,20.41489684466887,1.2062855813174533,-34.67882857969543,0.8403375787147059,63.24324324324324,616,834,610,172,0,610,,,1.0838476881259935,0.20181233701370244,50.27576330396678
pair_buffer_0,0.0,2010-11-22,2026-03-18,3722,4927.576330396678,29.1419228413236,20.41489684466887,1.2062855813174533,-34.67882857969543,0.8403375787147059,63.24324324324324,616,834,610,172,0,609,0.3839815224842631,0.0,1.0838476881259935,0.20181233701370244,50.27576330396678
pair_buffer_1,1.0,2010-11-22,2026-03-18,3722,3575.2757670690435,26.52736879160105,20.343600430382626,1.1095795161927184,-37.58861834054271,0.7057287541476057,61.62162162162163,535,758,531,160,262,530,0.542118803895286,0.0,1.083019648687597,0.20198441049271654,36.752757670690436
pair_buffer_5,5.0,2010-11-22,2026-03-18,3722,2545.1110866843883,23.83952409854264,20.5152846052562,0.9976792949291466,-39.72633625218217,0.600093699736359,57.83783783783784,394,626,363,144,895,362,1.3491914021597482,0.0,1.0772798121423863,0.2034613049794151,26.451110866843884
pair_buffer_15,15.0,2010-11-22,2026-03-18,3722,1264.515998716781,18.602299428403658,20.963929050705087,0.7753710507005998,-40.1728026986072,0.46305704802240755,59.45945945945946,270,510,192,140,1776,191,3.9141528062866935,0.7121438730001444,1.067873239272725,0.20699808651680307,13.64515998716781
pair_buffer_8,8.0,2010-11-22,2026-03-18,3722,1550.4733979719338,20.084599178072438,20.538467358718783,0.8473905620371993,-40.28794525531476,0.4985262725808259,56.75675675675676,351,583,301,142,1143,300,1.9994254446015651,0.0,1.075309111087573,0.204770763874238,16.504733979719337
pair_buffer_2,2.0,2010-11-22,2026-03-18,3722,3515.287945312917,26.391511445605165,20.456039237638542,1.0993591419034308,-42.04521433713717,0.6276935880023425,62.70270270270271,487,707,475,154,458,474,0.7034750622889332,0.0,1.0814720828214102,0.202415699004303,36.152879453129174
pair_buffer_3,3.0,2010-11-22,2026-03-18,3722,3297.6696734288957,25.880310227507408,20.426740171343415,1.080865359998187,-42.573428634625785,0.6078981904327634,61.08108108108108,454,680,436,148,638,435,0.9106367523426274,0.0,1.080136133512382,0.20267450690499944,33.97669673428896
pair_buffer_10,10.0,2010-11-22,2026-03-18,3722,1254.6935260290616,18.546376375025986,20.657968566453153,0.7815086575341809,-44.02790415695313,0.4212414088326991,58.37837837837838,322,558,263,142,1353,262,2.546745685080706,0.0,1.0666069267008595,0.20629140166743978,13.546935260290615
