variant,switch_ratio,annual,max_dd,sharpe,calmar,vol,total_return,monthly_win_rate,signal_days,rebalanced_days,pair_changes,direction_changes,blocked_switches,successful_switches,avg_score_ratio,median_score_ratio
baseline_top1,,29.1419228413236,-34.67882857969543,1.2062855813174533,0.8403375787147059,20.41489684466887,4927.576330396678,63.24324324324324,616,834,610,172,0,610,,
pair_ratio_1.02,1.02,27.819148113922097,-35.6680705845534,1.1591988974167864,0.7799454149888781,20.347076450696054,4194.035332924454,62.70270270270271,580,803,575,170,142,574,1.0635451054838607,1.0
pair_ratio_1.05,1.05,27.847107709102104,-37.614845620403955,1.15600268055304,0.7403222650473036,20.438022875573303,4208.446218817865,62.70270270270271,528,759,524,158,311,523,1.0706530258160603,1.0
pair_ratio_1.3,1.3,20.19939265758368,-38.639353802736444,0.8548493181487878,0.5227673516670757,20.449419027700806,1574.8079256559852,60.54054054054055,422,654,415,148,1171,414,1.1489844706551395,1.0
pair_ratio_1.5,1.5,20.201280410762855,-40.57264297295207,0.8495287371481987,0.49790397988689394,20.620526157367312,1575.2108900203325,57.83783783783784,366,604,352,144,1430,351,1.2817624400644136,1.0
pair_ratio_1.15,1.15,23.505612585764425,-41.794234874498635,0.987482554393348,0.5624127982327706,20.4385894191306,2437.9438436307546,59.45945945945946,469,694,466,152,722,465,1.0990778977194755,1.0
pair_ratio_1.1,1.1,24.325157576065195,-42.60260053592565,1.0196626875732067,0.5709782330201282,20.44055482883562,2708.5428959152423,58.91891891891892,491,717,487,154,542,486,1.0751870832708685,1.0
pair_ratio_2,2.0,17.12454287976639,-44.13988795770105,0.7252285191865043,0.38796072378291313,20.580973700892283,1026.075623926857,58.37837837837838,324,565,297,138,1934,296,1.5061289966820828,1.0863336278038331
pair_ratio_1.2,1.2,22.171019726240647,-44.17107215506483,0.9329530311718515,0.5019352857999041,20.48233541317745,2048.833664526841,58.91891891891892,450,676,444,150,891,443,1.1040490166336137,1.0
