variant,enter,exit,scale_defense,cooldown_days,annual,max_dd,sharpe,calmar,vol,total_return,monthly_win_rate,gate_days,gate_ratio,avg_scale,condition_days,gate_entries
dd_10_x0p00_e5_cd0,0.1,0.05,0.0,0.0,10.231307632089148,-20.70966636243695,0.7116543534510379,0.4940353674961478,10.180088158577398,95.77729967295996,50.0,753,0.29904686258935664,0.7009531374106434,558,6
dd_15_x0p00_e8_cd0,0.15,0.08,0.0,0.0,11.875229480277415,-20.987017004133175,0.7468992884105524,0.5658369399490509,11.216802370529296,116.82069541935824,55.952380952380956,484,0.19221604447974583,0.8077839555202542,307,3
dd_15_x0p50_e8_cd0,0.15,0.08,0.5,0.0,14.155195675862275,-21.04638858329069,0.8392846555839539,0.6725712404217642,11.70895762862682,149.18814581146802,65.47619047619048,484,0.19221604447974583,0.9038919777601271,307,3
dd_10_x0p50_e5_cd0,0.1,0.05,0.5,0.0,13.359136248710834,-21.05653617343253,0.8437809307385701,0.6344413031031351,10.975111319915351,137.4473920331369,64.28571428571429,753,0.29904686258935664,0.8504765687053217,558,6
dd_12_x0p50_e6_cd0,0.12,0.06,0.5,0.0,12.937120535980796,-22.91022555174867,0.7972949964799746,0.5646876110738833,11.343787754198473,131.41744612455093,64.28571428571429,630,0.25019857029388404,0.874900714853058,411,6
dd_12_x0p00_e6_cd0,0.12,0.06,0.0,0.0,9.455673323953562,-24.542737446820524,0.636325996863311,0.3852737839225237,10.705542813429357,86.47151989725168,51.19047619047619,630,0.25019857029388404,0.749801429706116,411,6
baseline,,,,,16.29031511160641,-26.939885361834325,0.8619768022174549,0.6046913300783701,13.082109870450372,183.15918405485198,65.47619047619048,0,0.0,1.0,0,0
