variant,gate_kind,enter,exit,scale_defense,cooldown_days,vol_window,annual,max_dd,sharpe,calmar,vol,total_return,monthly_win_rate,rebalanced_days,signal_days,gate_days,gate_ratio,avg_scale,condition_days,gate_entries
dd_15_x0p4_e6_cd0,dd,0.15,0.06,0.4,0.0,30.0,25.806503291038773,-24.45201465872987,1.1614323161853541,1.0553937436736045,18.66538263136955,3267.281239161932,62.70270270270271,834,616,714,0.19183234819989253,0.8849005910800646,480,6
dd_14_x0p5_e6_cd0,dd,0.14,0.06,0.5,0.0,30.0,25.384667246921367,-25.142334527995004,1.1434377643002331,1.0096384334818445,18.66643524501223,3098.4181232176106,62.70270270270271,834,616,834,0.22407307898979043,0.8879634605051048,550,9
dd_14_x0p5_e7_cd0,dd,0.14,0.07,0.5,0.0,30.0,25.844642701091125,-25.14233452799502,1.1581390150500825,1.027933292046294,18.759607785041453,3282.952464554518,62.70270270270271,834,616,799,0.21466953250940354,0.8926652337452983,550,9
dd_14_x0p4_e6_cd0,dd,0.14,0.06,0.4,0.0,30.0,24.61239025388855,-25.61361032713044,1.121464099161822,0.9609106228893715,18.446795017609997,2809.599155145121,62.70270270270271,834,616,834,0.22407307898979043,0.8655561526061258,550,9
dd_15_x0p5_e6_cd0,dd,0.15,0.06,0.5,0.0,30.0,26.38201600569545,-26.188455188293645,1.1755232141783518,1.0073910742733816,18.85955717620826,3511.1296399983116,62.70270270270271,834,616,714,0.19183234819989253,0.9040838259000538,480,6
dd_15_x0p5_e7_cd0,dd,0.15,0.07,0.5,0.0,30.0,26.67195733819485,-26.188455188293762,1.184202743365116,1.0184624158402904,18.924495302440224,3640.140060681114,62.70270270270271,834,616,696,0.18699623858140785,0.906501880709296,480,6
dd_14_x0p6_e7_cd0,dd,0.14,0.07,0.6,0.0,30.0,26.519106061063667,-27.096095645629642,1.1733544410662469,0.978705803518263,19.010663696706242,3571.600948682318,62.70270270270271,834,616,799,0.21466953250940354,0.9141321869962384,550,9
dd_15_x0p6_e7_cd0,dd,0.15,0.07,0.6,0.0,30.0,27.181910669435894,-27.913433869362674,1.193417290326081,0.9737931490854772,19.149705692535445,3877.5547851646998,62.70270270270271,834,616,696,0.18699623858140785,0.9252015045674367,480,6
baseline,,,,,,,29.1419228413236,-34.67882857969543,1.2062855813174533,0.8403375787147059,20.41489684466887,4927.576330396678,63.24324324324324,834,616,0,0.0,1.0,0,0
