date,1.H20955,0.399606,1.H00016,1.H00852,1.H00905,signal
2026-04-22,-9.74496036683591,83.12829356857388,33.39817834015076,55.98688932983747,47.67309602850595,original_bias_momentum_naked
2026-04-23,-7.500921806416408,92.58654329197945,34.63861070528701,60.66712264537306,53.126736043822206,original_bias_momentum_naked
2026-04-24,-5.865598386254639,93.79981821058273,33.824347520433015,59.081893825328116,52.630782941773724,original_bias_momentum_naked
2026-04-27,-5.450339475123959,94.67086103633439,32.89915216810224,59.61761430768751,54.3338116576455,original_bias_momentum_naked
2026-04-28,-3.3106586404098874,92.38939257035375,31.72995318606002,58.6870426215991,54.62704105704521,original_bias_momentum_naked
2026-04-29,-0.9366873854479535,83.93391813378044,29.726678302977195,53.82038566918743,51.942772533500666,original_bias_momentum_naked
2026-04-30,0.8867817430646032,79.38555455153153,31.534045059417362,53.227638985951096,52.6057163517877,original_bias_momentum_naked
2026-05-06,3.172356454261093,72.0394645373461,33.34594817099434,51.64334050218251,53.00166942152202,original_bias_momentum_naked
2026-05-07,2.6840332125233193,62.29517326175968,32.81079396585429,47.86039658299857,51.18735497518502,original_bias_momentum_naked
2026-05-08,2.0370715229772234,45.889409857883216,29.073732914702756,42.118005255974936,45.644890447509006,original_bias_momentum_naked
2026-04-22,-0.12782887237976148,7.490594960303268,0.6350510514780436,3.054480794593516,2.475525364442893,weighted_log_slope_naked
2026-04-23,-0.07113309928372646,8.544114074899102,0.645167061054734,3.223733018824401,2.6459792623258283,weighted_log_slope_naked
2026-04-24,-0.03852322119915719,8.46712292238319,0.6613346522063632,3.0681383893877854,2.561961896949872,weighted_log_slope_naked
2026-04-27,-0.038786739723113306,7.778715604344537,0.6300034381750681,2.8603633307982967,2.465311954289444,weighted_log_slope_naked
2026-04-28,-0.013488960263637106,6.338946554718298,0.6036570286480716,2.3627532552741526,2.1219434137298614,weighted_log_slope_naked
2026-04-29,0.034590128783716256,5.73137138900553,0.612249209092045,2.12454410731038,2.022676726491416,weighted_log_slope_naked
2026-04-30,0.058968895925870735,4.933835156200016,0.6468752070576969,1.929888453636463,1.8928571910273941,weighted_log_slope_naked
2026-05-06,0.07566873348995196,4.709546758705761,0.7552295554351744,1.9758184814378135,2.061784561684901,weighted_log_slope_naked
2026-05-07,0.07278675222168185,4.62759081433136,0.8427610129484631,2.1619180224757475,2.3162456463949104,weighted_log_slope_naked
2026-05-08,0.07273789214525683,4.089959134937225,0.8315300256626741,2.2833772287587912,2.44956380813261,weighted_log_slope_naked
2026-04-22,-0.028715444104599096,5.648474901568553,0.42444808902117787,2.438776469005478,1.9189973830626714,weighted_log_slope_r2_naked
2026-04-23,-0.005020119371365015,6.884348232996564,0.4711796525190967,2.726425426982683,2.194901946529127,weighted_log_slope_r2_naked
2026-04-24,-0.000881123975027089,6.96770393514618,0.5132781021432271,2.598901100456837,2.146051294285569,weighted_log_slope_r2_naked
2026-04-27,-0.0010182547409719614,6.345591352178033,0.48970134014392985,2.3989047019585232,2.0739139987916575,weighted_log_slope_r2_naked
2026-04-28,-4.56673298353993e-05,4.811977698833583,0.471206140867335,1.8113652711023605,1.6777050239049678,weighted_log_slope_r2_naked
2026-04-29,0.0007056508817927916,4.291387869416156,0.48981206476173683,1.5798911744172555,1.6014225527530634,weighted_log_slope_r2_naked
2026-04-30,0.003742178755559531,3.565780466051995,0.5307292012406644,1.4050162615979889,1.4909488198871959,weighted_log_slope_r2_naked
2026-05-06,0.00861936679400451,3.445518342043351,0.6069715744462901,1.4773659495630735,1.6620035292162652,weighted_log_slope_r2_naked
2026-05-07,0.008550372444364625,3.4568492725521933,0.6862859982327967,1.6597885333332976,1.897453435235886,weighted_log_slope_r2_naked
2026-05-08,0.009628124518258443,3.0364161710640194,0.6843678892405193,1.795500643227889,2.045735707141577,weighted_log_slope_r2_naked
