strategy,annual,vol,sharpe,max_dd,total_return
V7.2 DK,34.72414914371071,21.82057318226322,1.5290739285666899,-17.372000717543436,144.58225736817803
V7.2 DK + volume filter,38.41149296568158,21.384085602989032,1.6872899651709943,-15.707665516652835,165.224162399985
delta,3.6873438219708703,-0.43648757927418913,0.1582160366043044,1.6643352008906014,20.64190503180697
