variant,override_count,start,end,days,cagr,max_dd,sharpe,total_return,rebalanced_days,avg_turnover_rebal,avg_bil
weekly_baseline,0,2003-08-22,2026-03-18,6987,0.13486089690467584,-0.20681096023783535,0.7543151343166673,16.38206869558178,579,1.114413167602154,0.08670255515316197
weekly_plus_override_15%,1619,2003-08-22,2026-03-18,6987,0.047570671986636004,-0.42160823608086323,0.3247109369296906,1.8546625660905032,1966,1.9490303376482763,0.2874746430260262
weekly_plus_override_20%,1619,2003-08-22,2026-03-18,6987,0.047570671986636004,-0.42160823608086323,0.3247109369296906,1.8546625660905032,1966,1.9490303376482763,0.2874746430260262
weekly_plus_override_25%,1619,2003-08-22,2026-03-18,6987,0.047570671986636004,-0.42160823608086323,0.3247109369296906,1.8546625660905032,1966,1.9490303376482763,0.2874746430260262
weekly_plus_override_30%,1619,2003-08-22,2026-03-18,6987,0.047570671986636004,-0.42160823608086323,0.3247109369296906,1.8546625660905032,1966,1.9490303376482763,0.2874746430260262
weekly_plus_override_40%,1577,2003-08-22,2026-03-18,6987,0.047427552317928834,-0.42208765963518424,0.3240158934494672,1.8458727716185885,1931,1.972364799030368,0.28570575550019206
