candidate,source_key,source_label,ma,days,scale_when_true,full_annual_pct,full_sharpe,full_max_dd_pct,full_annual_delta_pp,full_sharpe_delta,full_max_dd_delta_pp,full_signal_days_pct,full_defense_days_pct,full_switch_count,last_10y_annual_pct,last_10y_sharpe,last_10y_max_dd_pct,last_10y_annual_delta_pp,last_10y_sharpe_delta,last_10y_max_dd_delta_pp,last_10y_signal_days_pct,last_10y_defense_days_pct,last_10y_switch_count,last_5y_annual_pct,last_5y_sharpe,last_5y_max_dd_pct,last_5y_annual_delta_pp,last_5y_sharpe_delta,last_5y_max_dd_delta_pp,last_5y_signal_days_pct,last_5y_defense_days_pct,last_5y_switch_count,last_3y_annual_pct,last_3y_sharpe,last_3y_max_dd_pct,last_3y_annual_delta_pp,last_3y_sharpe_delta,last_3y_max_dd_delta_pp,last_3y_signal_days_pct,last_3y_defense_days_pct,last_3y_switch_count,last_1y_annual_pct,last_1y_sharpe,last_1y_max_dd_pct,last_1y_annual_delta_pp,last_1y_sharpe_delta,last_1y_max_dd_delta_pp,last_1y_signal_days_pct,last_1y_defense_days_pct,last_1y_switch_count,robust_pass,defense_score
zz500_ma34_d4_s050,zz500,ZZ500,34,4,0.5,18.074780871068796,1.314417065050492,-15.49093856736443,-3.1386065998487034,-0.03183570971562544,0.35484153934947216,33.62957696409527,33.62957696409527,214,17.380703416969133,1.271878146004283,-15.490938567364465,-2.6095812266818683,-0.012865160678031229,1.2434497875801753e-14,33.53934899052328,33.58055212196127,187,22.511712551837903,1.60567860497583,-11.412780959915791,-1.2764813873684915,0.11550964947105813,2.385674276158479,33.44343517753922,33.44343517753922,98,25.572856199492723,1.7149090350523852,-11.412780959915903,2.0919932750768773,0.3084332385207984,2.385674276158367,38.29201101928375,38.29201101928375,66,24.945980107237986,1.686941927846866,-10.990910882100401,5.084292598180706,0.4375659173231121,2.8075443539739027,30.04115226337449,30.04115226337449,14,False,3.9170276301290468
zz500_ma30_d4_s050,zz500,ZZ500,30,4,0.5,17.94916590669875,1.2996687789253025,-15.536442794358862,-3.264221564218751,-0.04658399584081496,0.3093373123550407,32.42090295058656,32.42090295058656,212,17.397810924100288,1.2684002409126198,-15.536442794358884,-2.592473719550714,-0.016343065769694354,-0.045504226994406594,32.3032550473836,32.34445817882159,183,22.329264475108346,1.5746325408250779,-11.390415399194865,-1.4589294640980484,0.08446358532030596,2.4080398368794054,31.213872832369944,31.213872832369944,96,26.28784275032261,1.7352494821067537,-11.390415399194886,2.8069798259067653,0.32877368557516684,2.408039836879384,34.9862258953168,34.9862258953168,62,25.382515726354548,1.7033382123634069,-11.390415399194875,5.520828217297268,0.45396220183965297,2.4080398368794285,27.160493827160494,27.160493827160494,10,False,3.8222081830287618
zz500_ma28_d4_s050,zz500,ZZ500,28,4,0.5,18.174261774791066,1.3145080329793934,-15.548027667237196,-3.0391256961264332,-0.03174474178672404,0.2977524394767066,32.172058300746535,32.172058300746535,220,17.475662652204747,1.272940602172532,-15.548027667237251,-2.514621991446255,-0.011802704509782158,-0.05708909987277444,32.26205191594561,32.3032550473836,189,22.3437573732705,1.5749664611004297,-11.412240346311208,-1.444436565935895,0.0847975055956578,2.386214889763062,31.79190751445087,31.79190751445087,102,26.012092686548026,1.7186706225885178,-11.412240346311242,2.531229762132181,0.31219482605693094,2.3862148897630284,36.36363636363637,36.36363636363637,60,25.70616892933848,1.7260664930426435,-11.16073874534661,5.844481420281202,0.47669048251888957,2.637716490727694,27.572016460905353,27.572016460905353,10,False,3.810249510831418
zz500_ma27_d4_s050,zz500,ZZ500,27,4,0.5,18.564925593001846,1.330772588707175,-15.548027667237218,-2.648461877915654,-0.015480186058942413,0.2977524394766853,31.603270529683613,31.603270529683613,226,17.7060508339814,1.2802214959398068,-15.54802766723723,-2.284233809669601,-0.004521810742507348,-0.057089099872753124,31.726411207251754,31.767614338689743,193,22.320141501186285,1.5594655524935566,-11.512852679689733,-1.4680524380201092,0.06929659698878465,2.2856025563845375,31.131296449215522,31.131296449215522,102,25.96436911269184,1.7148584363728157,-11.512852679689678,2.483506188275996,0.3083826398412288,2.2856025563845925,35.9504132231405,35.9504132231405,60,25.70616892933848,1.7260664930426435,-11.16073874534661,5.844481420281202,0.47669048251888957,2.637716490727694,27.572016460905353,27.572016460905353,10,False,3.712410998920693
zz500_ma41_d4_s050,zz500,ZZ500,41,4,0.5,17.653689758352222,1.2934048608238902,-15.619378094396307,-3.559697712565278,-0.05284791394222732,0.22640201231759605,35.94027728403839,35.94027728403839,204,16.667440896191586,1.2305036761777948,-15.490938567364454,-3.322843747459416,-0.05423963050451941,2.3092638912203256e-14,36.01153687680264,36.052740008240626,181,22.163322428424404,1.583551936891755,-11.048391303156668,-1.6248715107819898,0.09338298138698309,2.7500639329176018,35.26011560693642,35.26011560693642,94,24.562170478894686,1.6487403845506867,-11.04839130315679,1.0813075544788404,0.2422645880190999,2.750063932917479,39.531680440771346,39.531680440771346,64,25.760966475305878,1.7507823254491963,-10.93457360249066,5.899278966248598,0.5014063149254424,2.8638816335836434,32.510288065843625,32.92181069958848,13,False,3.6235245170332204
zz500_ma29_d4_s050,zz500,ZZ500,29,4,0.5,17.849685141559203,1.291721509374232,-15.536442794358752,-3.363702329358297,-0.054531265391885464,0.30933731235515083,32.2431567721294,32.2431567721294,214,17.27814420375391,1.2589168256527323,-15.536442794358829,-2.712140439897091,-0.02582648102958185,-0.045504226994351527,32.22084878450762,32.26205191594561,185,22.048024750277317,1.5547867377343279,-11.390415399194854,-1.7401691889290767,0.06461778222955594,2.408039836879416,31.544178364987612,31.544178364987612,96,25.967463899922727,1.7152383792804649,-11.390415399194875,2.4866009755068816,0.308762582748878,2.4080398368793947,35.9504132231405,35.9504132231405,60,25.382515726354548,1.7033382123634069,-11.390415399194875,5.520828217297268,0.45396220183965297,2.4080398368794285,27.160493827160494,27.160493827160494,10,False,3.621754960440163
hs300_ma19_d6_s050,hs300,HS300,19,6,0.5,19.706974664974975,1.3481256658343233,-15.47905124725325,-1.5064128059425244,0.001872891068205762,0.36672885946065215,20.334162815499468,20.334162815499468,184,18.32321713453151,1.2714828196323031,-15.479051247253206,-1.6670675091194909,-0.013260487050011038,0.011887320111270583,19.901112484548825,19.901112484548825,160,23.458163849681757,1.5699976992550781,-12.041830679951849,-0.3300300895246373,0.07982874375030624,1.7566245561224214,18.662262592898433,18.662262592898433,80,26.751885415262745,1.7058910180022275,-12.041830679951836,3.2710224908468994,0.2994152214706407,1.7566245561224338,20.52341597796143,20.52341597796143,50,30.576091160257036,2.0191646205083456,-11.702012566140718,10.714403651199756,0.7697886099845916,2.0964426699335856,14.40329218106996,14.40329218106996,12,False,3.618269847899225
zz500_ma41_d3_s050,zz500,ZZ500,41,3,0.5,17.355122084991393,1.2896418810185846,-15.490938567364465,-3.8582653859261065,-0.05661089374753292,0.3548415393494384,40.31283327408461,40.31283327408461,246,16.152693091669313,1.2093201673742089,-15.490938567364477,-3.8375915519816886,-0.07542313930810529,0.0,40.3790688092295,40.42027194066749,213,21.462988930466274,1.5581245099948593,-10.857963590845577,-2.32520500874012,0.06795555449008739,2.9404916452286933,39.96696944673823,39.96696944673823,114,24.649022363085237,1.6757522375143685,-10.857963590845554,1.1681594386693916,0.2692764409827817,2.9404916452287164,44.352617079889804,44.352617079889804,70,27.925464857470228,1.911234365301298,-10.857963590845564,8.063777348412948,0.6618583547775441,2.9404916452287395,35.390946502057616,35.80246913580247,15,False,3.4723751142685604
hs300_ma19_d10_s050,hs300,HS300,19,10,0.5,21.095784890530812,1.3888010971026243,-15.490938567364465,-0.1176025803866878,0.04254832233650685,0.3548415393494384,9.811589050835407,9.811589050835407,88,19.65933063743792,1.310565162772987,-15.490938567364477,-0.33095400621308,0.02582185609067289,0.0,9.270704573547588,9.270704573547588,76,24.465376921366122,1.5789573891185749,-12.423831746650304,0.6771829821597279,0.08878843361380295,1.374623489423966,8.422791081750619,8.422791081750619,38,24.24597496603791,1.5022499698541099,-12.423831746650372,0.7651120416220643,0.09577417332252303,1.3746234894238984,9.090909090909092,9.090909090909092,26,24.197424663633193,1.5471618658237836,-12.309712351656,4.335737154575913,0.29778585530002966,1.4887428844183042,5.349794238683128,5.349794238683128,8,False,3.39362787246958
zz500_ma28_d5_s050,zz500,ZZ500,28,5,0.5,18.68399453594445,1.3266482244047948,-15.503725378387212,-2.5293929349730497,-0.019604550361322692,0.3420547283266906,28.261642374688943,28.261642374688943,186,17.933927972107043,1.2824367001969759,-15.503725378387179,-2.056356671543959,-0.002306606485338314,-0.012786811022701627,28.38895756077462,28.43016069221261,161,22.924183198991365,1.5758364567432017,-11.822647176916668,-0.8640107402150292,0.08566750123842981,1.9758080591576022,27.580511973575554,27.580511973575554,84,25.131508546791338,1.6398875749199753,-11.822647176916579,1.6506456223754924,0.23341177838838845,1.975808059157691,32.231404958677686,32.231404958677686,54,25.430202961005598,1.7022979415792625,-11.39041539919492,5.568515451948318,0.4529219310555086,2.408039836879384,25.514403292181072,25.514403292181072,10,False,3.389482094682516
