candidate,source_key,source_label,segment,ma,days,scale_when_true,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,calmar,total_return_pct,baseline_annual_pct,baseline_sharpe,baseline_max_dd_pct,annual_delta_pp,sharpe_delta,max_dd_delta_pp,signal_days_pct,defense_days_pct,switch_count,max_dd_peak,max_dd_trough
sz50_ma10_d6_s050,sz50,SZ50,last_5y,10,6,0.5,2021-05-14,2026-05-14,1211,19.993427841768565,15.304486268795332,1.3063769335749362,-13.628975833519153,1.466979477107638,148.95129902121727,23.7881939392064,1.490168955504772,-13.79845523607427,-3.794766097437829,-0.1837920219298356,0.1694794025551171,11.560693641618498,11.560693641618498,80,2023-03-17,2023-08-30
sz50_ma10_d6_s050,sz50,SZ50,last_3y,10,6,0.5,2023-05-15,2026-05-14,726,23.359249366114867,16.168318545044098,1.444754400467631,-13.542722718877442,1.7248562088297053,87.72199205241202,23.480862924415845,1.4064757965315868,-13.79845523607427,-0.1216135583009787,0.0382786039360441,0.2557325171968276,12.947658402203857,12.947658402203857,46,2023-05-16,2023-08-30
sz50_ma10_d6_s050,sz50,SZ50,last_1y,10,6,0.5,2025-05-14,2026-05-14,243,21.106136928181705,15.366958749724349,1.3734752121046925,-12.47700632126062,1.691602647681374,21.20200741201441,19.86168750905728,1.249376010523754,-13.798455236074304,1.2444494191244253,0.1240992015809383,1.3214489148136843,11.522633744855968,11.522633744855968,16,2026-01-23,2026-03-11
sz50_ma10_d7_s050,sz50,SZ50,full,10,7,0.5,2014-10-17,2026-05-14,2813,19.29125603115438,15.333086690275746,1.258145631133026,-15.36231120042092,1.2557521963639044,677.1340997865981,21.2133874709175,1.3462527747661177,-15.845780106713905,-1.9221314397631204,-0.0881071436330913,0.483468906292984,8.460718094560967,8.460718094560967,142,2020-06-30,2020-07-20
sz50_ma10_d7_s050,sz50,SZ50,last_10y,10,7,0.5,2016-05-16,2026-05-14,2427,18.076458786215422,15.133468750618697,1.1944689670354929,-15.362311200420908,1.1766757326020156,429.3227582217724,19.990284643651,1.2847433066823142,-15.490938567364475,-1.9138258574355795,-0.0902743396468215,0.1286273669435687,8.117016893283889,8.117016893283889,124,2020-06-30,2020-07-20
sz50_ma10_d7_s050,sz50,SZ50,last_5y,10,7,0.5,2021-05-14,2026-05-14,1211,20.98530936556373,15.488226540691835,1.3549200943329145,-13.177166005405104,1.5925510354013772,159.42096295997223,23.7881939392064,1.490168955504772,-13.79845523607427,-2.8028845736426646,-0.1352488611718574,0.6212892306691646,8.257638315441785,8.257638315441785,62,2023-05-16,2023-07-19
sz50_ma10_d7_s050,sz50,SZ50,last_3y,10,7,0.5,2023-05-15,2026-05-14,726,23.778396273635938,16.299879088462244,1.4588081386730845,-13.177166005405097,1.8045151942293485,89.64201206824083,23.480862924415845,1.4064757965315868,-13.79845523607427,0.2975333492200924,0.0523323421414976,0.6212892306691753,9.77961432506887,9.77961432506887,42,2023-05-16,2023-07-19
sz50_ma10_d7_s050,sz50,SZ50,last_1y,10,7,0.5,2025-05-14,2026-05-14,243,22.47963190797784,15.470221098817635,1.453090538550604,-12.421609648673282,1.8097197177967048,22.582301996657648,19.86168750905728,1.249376010523754,-13.798455236074304,2.6179443989205566,0.2037145280268502,1.3768455874010217,8.23045267489712,8.23045267489712,14,2026-01-23,2026-03-11
sz50_ma10_d8_s050,sz50,SZ50,full,10,8,0.5,2014-10-17,2026-05-14,2813,19.999091439658343,15.47545756469438,1.292310185728153,-16.1285890463269,1.2399777427655958,732.4572970527764,21.2133874709175,1.3462527747661177,-15.845780106713905,-1.2142960312591562,-0.0539425890379645,-0.2828089396129982,5.9367223604692505,5.9367223604692505,110,2015-07-10,2016-10-24
sz50_ma10_d8_s050,sz50,SZ50,last_10y,10,8,0.5,2016-05-16,2026-05-14,2427,18.988939457778464,15.284194174775523,1.2423906187424076,-15.36231120042092,1.2360730888759874,471.8077167220482,19.990284643651,1.2847433066823142,-15.490938567364475,-1.0013451858725375,-0.0423526879399065,0.128627366943558,5.562422744128554,5.562422744128554,94,2020-06-30,2020-07-20
sz50_ma10_d8_s050,sz50,SZ50,last_5y,10,8,0.5,2021-05-14,2026-05-14,1211,21.78809653105789,15.64487801786965,1.3926664372947766,-13.81141954550288,1.5775421533807714,168.15009362775828,23.7881939392064,1.490168955504772,-13.79845523607427,-2.000097408148505,-0.0975025182099953,-0.0129643094286091,5.697770437654831,5.697770437654831,46,2023-05-16,2023-07-19
sz50_ma10_d8_s050,sz50,SZ50,last_3y,10,8,0.5,2023-05-15,2026-05-14,726,22.96512916297664,16.45502530832618,1.3956301332065633,-13.81141954550289,1.662763851848543,85.92847659724951,23.480862924415845,1.4064757965315868,-13.79845523607427,-0.5157337614392077,-0.0108456633250235,-0.0129643094286198,6.887052341597796,6.887052341597796,28,2023-05-16,2023-07-19
sz50_ma10_d8_s050,sz50,SZ50,last_1y,10,8,0.5,2025-05-14,2026-05-14,243,22.01610676617245,15.609183208732537,1.4104586045127314,-12.50054567537452,1.7612116573073393,22.11647494735676,19.86168750905728,1.249376010523754,-13.798455236074304,2.154419257115169,0.1610825939889775,1.297909560699784,5.349794238683128,5.349794238683128,6,2026-01-23,2026-03-11
sz50_ma10_d9_s050,sz50,SZ50,full,10,9,0.5,2014-10-17,2026-05-14,2813,20.87854659158752,15.591287092584722,1.339116294094632,-15.978707732319908,1.3066480056679914,806.2013853993922,21.2133874709175,1.3462527747661177,-15.845780106713905,-0.3348408793299775,-0.0071364806714855,-0.1329276256060048,3.981514397440455,3.981514397440455,76,2015-07-10,2016-10-24
sz50_ma10_d9_s050,sz50,SZ50,last_10y,10,9,0.5,2016-05-16,2026-05-14,2427,19.93506618178569,15.412542964626097,1.293431345336029,-15.490938567364465,1.2868856263999322,519.0779821249282,19.990284643651,1.2847433066823142,-15.490938567364475,-0.0552184618653157,0.0086880386537151,1.2434497875801752e-14,3.6258755665430575,3.6258755665430575,66,2020-06-30,2020-07-27
sz50_ma10_d9_s050,sz50,SZ50,last_5y,10,9,0.5,2021-05-14,2026-05-14,1211,23.3072120061391,15.842571430590729,1.471176071905521,-13.709046834735584,1.700133662617883,185.3109090204865,23.7881939392064,1.490168955504772,-13.79845523607427,-0.4809819330672944,-0.0189928835992509,0.0894084013386873,3.798513625103221,3.798513625103221,32,2023-05-16,2023-07-19
sz50_ma10_d9_s050,sz50,SZ50,last_3y,10,9,0.5,2023-05-15,2026-05-14,726,22.53505917958281,16.534849531222946,1.3628826278116166,-13.709046834735515,1.6438093363635056,83.98443971951184,23.480862924415845,1.4064757965315868,-13.79845523607427,-0.9458037448330394,-0.0435931687199702,0.089408401338753,4.958677685950414,4.958677685950414,26,2023-05-16,2023-07-19
sz50_ma10_d9_s050,sz50,SZ50,last_1y,10,9,0.5,2025-05-14,2026-05-14,243,20.434892244310944,15.676615319961826,1.3035270578011928,-13.078537214225816,1.5624753678173928,20.52746315985594,19.86168750905728,1.249376010523754,-13.798455236074304,0.5732047352536647,0.0541510472774389,0.7199180218484873,4.11522633744856,4.11522633744856,6,2026-01-23,2026-03-11
sz50_ma10_d10_s050,sz50,SZ50,full,10,10,0.5,2014-10-17,2026-05-14,2813,21.09912186326033,15.6628428293235,1.3470812478408576,-16.84068464880284,1.252866038600171,825.6102704052643,21.2133874709175,1.3462527747661177,-15.845780106713905,-0.1142656076571704,0.00082847307474,-0.9949045420889356,2.630643441166015,2.630643441166015,52,2015-07-10,2016-10-24
sz50_ma10_d10_s050,sz50,SZ50,last_10y,10,10,0.5,2016-05-16,2026-05-14,2427,20.13774222111373,15.49413295906793,1.2997011368311595,-15.490938567364498,1.2999691486440257,529.6503321051824,19.990284643651,1.2847433066823142,-15.490938567364475,0.1474575774627275,0.0149578301488455,-2.1316282072803012e-14,2.266172229089411,2.266172229089411,42,2020-06-30,2020-07-27
sz50_ma10_d10_s050,sz50,SZ50,last_5y,10,10,0.5,2021-05-14,2026-05-14,1211,23.55894985340918,15.88699192024839,1.4829081535178903,-13.869384508726856,1.6986298013863186,188.23763653207425,23.7881939392064,1.490168955504772,-13.79845523607427,-0.2292440857972124,-0.0072608019868813,-0.0709292726525863,2.477291494632535,2.477291494632535,24,2023-05-16,2023-07-19
sz50_ma10_d10_s050,sz50,SZ50,last_3y,10,10,0.5,2023-05-15,2026-05-14,726,22.83111461854146,16.60311951442483,1.3751099363409227,-13.869384508726869,1.6461519690492183,85.32123190931402,23.480862924415845,1.4064757965315868,-13.79845523607427,-0.649748305874386,-0.0313658601906641,-0.0709292726525969,3.1680440771349865,3.1680440771349865,18,2023-05-16,2023-07-19
sz50_ma10_d10_s050,sz50,SZ50,last_1y,10,10,0.5,2025-05-14,2026-05-14,243,20.051950815253704,15.809073595919095,1.2683824066977494,-13.079372309795312,1.533097333748695,20.14264629906959,19.86168750905728,1.249376010523754,-13.798455236074304,0.1902633061964245,0.0190063961739954,0.7190829262789915,2.880658436213992,2.880658436213992,4,2026-01-23,2026-03-11
sz50_ma10_d11_s050,sz50,SZ50,full,10,11,0.5,2014-10-17,2026-05-14,2813,20.908683404242367,15.691739116386682,1.3324643781776675,-16.75743502266621,1.2477257632782792,808.8310624513393,21.2133874709175,1.3462527747661177,-15.845780106713905,-0.3047040666751321,-0.0137883965884497,-0.9116549159523082,1.7063633131887666,1.7063633131887666,36,2015-07-10,2016-10-24
sz50_ma10_d11_s050,sz50,SZ50,last_10y,10,11,0.5,2016-05-16,2026-05-14,2427,19.884956486247795,15.522224626166794,1.281063569504494,-15.490938567364488,1.283650851739894,516.4888373074284,19.990284643651,1.2847433066823142,-15.490938567364475,-0.105328157403207,-0.0036797371778201,-1.0658141036401504e-14,1.4009064688916355,1.4009064688916355,28,2020-06-30,2020-07-27
sz50_ma10_d11_s050,sz50,SZ50,last_5y,10,11,0.5,2021-05-14,2026-05-14,1211,23.242479831274167,15.925920829839743,1.459411991281891,-13.517461881679903,1.719441122506474,184.56218386676017,23.7881939392064,1.490168955504772,-13.79845523607427,-0.545714107932227,-0.0307569642228808,0.2809933543943668,1.486374896779521,1.486374896779521,12,2023-05-16,2023-07-19
sz50_ma10_d11_s050,sz50,SZ50,last_3y,10,11,0.5,2023-05-15,2026-05-14,726,22.74282503848197,16.63792364843111,1.3669268785607471,-13.517461881679935,1.6824774678525312,84.92189882888432,23.480862924415845,1.4064757965315868,-13.79845523607427,-0.7380378859338705,-0.0395489179708397,0.280993354394333,1.9283746556473829,1.9283746556473829,10,2023-05-16,2023-07-19
sz50_ma10_d11_s050,sz50,SZ50,last_1y,10,11,0.5,2025-05-14,2026-05-14,243,19.774289159551817,15.82924969271444,1.2492246659456712,-13.431314476600974,1.4722527116762172,19.86362798403505,19.86168750905728,1.249376010523754,-13.798455236074304,-0.0873983495054631,-0.0001513445780827,0.3671407594733296,2.05761316872428,2.05761316872428,4,2026-01-23,2026-03-11
sz50_ma10_d12_s050,sz50,SZ50,full,10,12,0.5,2014-10-17,2026-05-14,2813,20.77185760233317,15.712216898293304,1.3220195302032434,-17.505996359049814,1.1865567189836104,796.9477092868323,21.2133874709175,1.3462527747661177,-15.845780106713905,-0.4415298685843218,-0.0242332445628741,-1.6602162523359103,1.0664770707429791,1.0664770707429791,24,2015-07-10,2016-10-24
sz50_ma10_d12_s050,sz50,SZ50,last_10y,10,12,0.5,2016-05-16,2026-05-14,2427,19.771433970178155,15.536347018512508,1.2725921960045872,-15.490938567364454,1.2763225342479658,510.6592054619202,19.990284643651,1.2847433066823142,-15.490938567364475,-0.218850673472847,-0.012151110677727,2.3092638912203256e-14,0.8240626287597858,0.8240626287597858,18,2020-06-30,2020-07-27
sz50_ma10_d12_s050,sz50,SZ50,last_5y,10,12,0.5,2021-05-14,2026-05-14,1211,23.39509768586468,15.937705648706144,1.4679087568519589,-13.79845523607427,1.695486725550352,186.3299614009805,23.7881939392064,1.490168955504772,-13.79845523607427,-0.3930962533417208,-0.0222601986528132,0.0,0.990916597853014,0.990916597853014,10,2026-01-23,2026-03-11
sz50_ma10_d12_s050,sz50,SZ50,last_3y,10,12,0.5,2023-05-15,2026-05-14,726,22.97528857768203,16.6570918823937,1.3793097102361889,-13.79845523607428,1.6650623699974836,85.97456479916357,23.480862924415845,1.4064757965315868,-13.79845523607427,-0.5055743467338161,-0.0271660862953979,-1.0658141036401504e-14,1.2396694214876034,1.2396694214876034,8,2026-01-23,2026-03-11
sz50_ma10_d12_s050,sz50,SZ50,last_1y,10,12,0.5,2025-05-14,2026-05-14,243,19.338690279208247,15.854786270836865,1.2197383142767206,-13.798455236074258,1.4015112524081514,19.42590614857793,19.86168750905728,1.249376010523754,-13.798455236074304,-0.5229972298490324,-0.0296376962470332,4.618527782440651e-14,1.2345679012345678,1.2345679012345678,2,2026-01-23,2026-03-11
sz50_ma10_d13_s050,sz50,SZ50,full,10,13,0.5,2014-10-17,2026-05-14,2813,20.847234446942565,15.73936122558233,1.3245286227409303,-16.652988463033214,1.251861459774614,803.4765192945256,21.2133874709175,1.3462527747661177,-15.845780106713905,-0.3661530239749346,-0.0217241520251871,-0.8072083563193111,0.6398862424457874,0.6398862424457874,14,2015-07-10,2016-10-24
sz50_ma10_d13_s050,sz50,SZ50,last_10y,10,13,0.5,2016-05-16,2026-05-14,2427,19.69477213277917,15.550307595537738,1.2665197785817892,-15.490938567364498,1.2713737161330618,506.7505741261287,19.990284643651,1.2847433066823142,-15.490938567364475,-0.2955125108718306,-0.0182235281005249,-2.1316282072803012e-14,0.4532344458178822,0.4532344458178822,10,2020-06-30,2020-07-27
sz50_ma10_d13_s050,sz50,SZ50,last_5y,10,13,0.5,2021-05-14,2026-05-14,1211,23.208697593749527,15.947095394616534,1.4553557885898385,-13.79845523607428,1.6819779603352545,184.17206620861344,23.7881939392064,1.490168955504772,-13.79845523607427,-0.5794963454568673,-0.0348131669149334,-1.0658141036401504e-14,0.5780346820809248,0.5780346820809248,8,2026-01-23,2026-03-11
sz50_ma10_d13_s050,sz50,SZ50,last_3y,10,13,0.5,2023-05-15,2026-05-14,726,22.5159555545492,16.66811636683659,1.3508398345086945,-13.79845523607428,1.6317736420004565,83.89840176834707,23.480862924415845,1.4064757965315868,-13.79845523607427,-0.9649073698666512,-0.0556359620228925,-1.0658141036401504e-14,0.6887052341597797,0.6887052341597797,6,2026-01-23,2026-03-11
sz50_ma10_d13_s050,sz50,SZ50,last_1y,10,13,0.5,2025-05-14,2026-05-14,243,18.872457304469425,15.869358589408623,1.189238821351299,-13.79845523607428,1.3677224719423535,18.9574082345374,19.86168750905728,1.249376010523754,-13.798455236074304,-0.9892302045878552,-0.0601371891724549,2.3092638912203256e-14,0.823045267489712,0.823045267489712,2,2026-01-23,2026-03-11
sz50_ma10_d14_s050,sz50,SZ50,full,10,14,0.5,2014-10-17,2026-05-14,2813,20.936583795963635,15.74326303999158,1.329875753379703,-16.589171025450845,1.2620632920019368,811.2718093752414,21.2133874709175,1.3462527747661177,-15.845780106713905,-0.2768036749538645,-0.0163770213864145,-0.7433909187369423,0.3910415926057589,0.3910415926057589,10,2015-07-10,2016-10-24
sz50_ma10_d14_s050,sz50,SZ50,last_10y,10,14,0.5,2016-05-16,2026-05-14,2427,19.778677289683834,15.554795179899362,1.2715485521302634,-15.490938567364475,1.2767901185375912,511.0296782254653,19.990284643651,1.2847433066823142,-15.490938567364475,-0.2116073539671674,-0.0131947545520507,0.0,0.2472187886279357,0.2472187886279357,8,2020-06-30,2020-07-27
sz50_ma10_d14_s050,sz50,SZ50,last_5y,10,14,0.5,2021-05-14,2026-05-14,1211,23.43380840554081,15.954805028275604,1.4687618158924969,-13.798455236074304,1.6982921642037223,186.7797429966734,23.7881939392064,1.490168955504772,-13.79845523607427,-0.3543855336655817,-0.0214071396122752,-3.3750779948604765e-14,0.2477291494632535,0.2477291494632535,6,2026-01-23,2026-03-11
sz50_ma10_d14_s050,sz50,SZ50,last_3y,10,14,0.5,2023-05-15,2026-05-14,726,22.95800484630306,16.679545097464832,1.3764167255252366,-13.798455236074291,1.6638097854810805,85.89616166508868,23.480862924415845,1.4064757965315868,-13.79845523607427,-0.5228580781127867,-0.0300590710063501,-2.1316282072803012e-14,0.2754820936639118,0.2754820936639118,4,2026-01-23,2026-03-11
sz50_ma10_d14_s050,sz50,SZ50,last_1y,10,14,0.5,2025-05-14,2026-05-14,243,19.084230958564152,15.870324541661772,1.20251044069486,-13.798455236074258,1.3830701069110205,19.17020973635186,19.86168750905728,1.249376010523754,-13.798455236074304,-0.7774565504931275,-0.0468655698288937,4.618527782440651e-14,0.411522633744856,0.411522633744856,2,2026-01-23,2026-03-11
sz50_ma10_d15_s050,sz50,SZ50,full,10,15,0.5,2014-10-17,2026-05-14,2813,21.04174618917454,15.748229112927154,1.3361341163053138,-16.927074873723257,1.2430822422743983,820.5254384507738,21.2133874709175,1.3462527747661177,-15.845780106713905,-0.1716412817429606,-0.0101186584608037,-1.0812947670093536,0.2132954141485958,0.2132954141485958,4,2015-07-10,2016-10-24
sz50_ma10_d15_s050,sz50,SZ50,last_10y,10,15,0.5,2016-05-16,2026-05-14,2427,19.947946763490275,15.559247107737406,1.282063754458301,-15.490938567364465,1.287717117768165,519.745095484204,19.990284643651,1.2847433066823142,-15.490938567364475,-0.0423378801607263,-0.0026795522240135,1.2434497875801752e-14,0.0824062628759785,0.0824062628759785,2,2020-06-30,2020-07-27
sz50_ma10_d15_s050,sz50,SZ50,last_5y,10,15,0.5,2021-05-14,2026-05-14,1211,23.7881939392064,15.963420692218424,1.490168955504772,-13.79845523607427,1.7239751502773475,190.9237019855941,23.7881939392064,1.490168955504772,-13.79845523607427,0.0,0.0,0.0,0.0,0.0,0,2026-01-23,2026-03-11
sz50_ma10_d15_s050,sz50,SZ50,last_3y,10,15,0.5,2023-05-15,2026-05-14,726,23.480862924415845,16.69482189620354,1.4064757965315868,-13.79845523607427,1.701702293676192,88.27773602971054,23.480862924415845,1.4064757965315868,-13.79845523607427,0.0,0.0,0.0,0.0,0.0,0,2026-01-23,2026-03-11
sz50_ma10_d15_s050,sz50,SZ50,last_1y,10,15,0.5,2025-05-14,2026-05-14,243,19.86168750905728,15.897285798477126,1.249376010523754,-13.798455236074304,1.4394138451912666,19.95145307533204,19.86168750905728,1.249376010523754,-13.798455236074304,0.0,0.0,0.0,0.0,0.0,0,2026-01-23,2026-03-11
sz50_ma10_d16_s050,sz50,SZ50,full,10,16,0.5,2014-10-17,2026-05-14,2813,21.14811450858816,15.753428405153684,1.342445210318131,-16.291229917034965,1.298128785628062,829.9724742452014,21.2133874709175,1.3462527747661177,-15.845780106713905,-0.0652729623293417,-0.0038075644479864,-0.4454498103210618,0.1421969427657305,0.1421969427657305,4,2015-07-10,2016-10-24
sz50_ma10_d16_s050,sz50,SZ50,last_10y,10,16,0.5,2016-05-16,2026-05-14,2427,19.97887310773652,15.559846810518843,1.2840019153807027,-15.490938567364465,1.2897135329054243,521.3494813853121,19.990284643651,1.2847433066823142,-15.490938567364475,-0.0114115359144832,-0.0007413913016114,1.2434497875801752e-14,0.0412031314379892,0.0412031314379892,2,2020-06-30,2020-07-27
