candidate,source_key,source_label,segment,ma,days,scale_when_true,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,calmar,total_return_pct,baseline_annual_pct,baseline_sharpe,baseline_max_dd_pct,annual_delta_pp,sharpe_delta,max_dd_delta_pp,signal_days_pct,defense_days_pct,switch_count,max_dd_peak,max_dd_trough
sz50_ma10_d2_s050,sz50,SZ50,full,10,2,0.5,2014-10-17,2026-05-14,2813,14.727177347544965,13.524895293611678,1.0888940008652908,-14.975702366278442,0.9834047837854272,393.8092260978581,21.2133874709175,1.3462527747661177,-15.845780106713905,-6.486210123372537,-0.2573587739008267,0.8700777404354607,40.20618556701031,40.20618556701031,578,2020-06-30,2020-07-14
sz50_ma10_d2_s050,sz50,SZ50,last_10y,10,2,0.5,2016-05-16,2026-05-14,2427,13.002252771445445,13.316326351252524,0.976414397520564,-14.975702366278409,0.8682232361083319,240.72703368193308,19.990284643651,1.2847433066823142,-15.490938567364475,-6.988031872205557,-0.3083289091617502,0.5152362010860685,39.88463123197363,39.92583436341162,507,2020-06-30,2020-07-14
sz50_ma10_d2_s050,sz50,SZ50,last_5y,10,2,0.5,2021-05-14,2026-05-14,1211,17.5434323282744,13.977596954812205,1.2551107593808928,-13.868185415628188,1.2650128190891177,124.53389844921313,23.7881939392064,1.490168955504772,-13.79845523607427,-6.244761610931995,-0.2350581961238791,-0.0697301795539164,39.05862923203964,39.14120561519405,245,2023-03-17,2023-08-30
sz50_ma10_d2_s050,sz50,SZ50,last_3y,10,2,0.5,2023-05-15,2026-05-14,726,21.51834004241482,15.093141003747016,1.425703240768286,-11.896162993407025,1.8088471093024283,79.44257184817667,23.480862924415845,1.4064757965315868,-13.79845523607427,-1.962522882001025,0.019227444236699,1.9022922426672475,39.39393939393939,39.53168044077135,145,2026-01-23,2026-03-12
sz50_ma10_d2_s050,sz50,SZ50,last_1y,10,2,0.5,2025-05-14,2026-05-14,243,20.983469085183515,14.602338516175006,1.4369937432925646,-11.896162993407057,1.7638854727202975,21.078735427133942,19.86168750905728,1.249376010523754,-13.798455236074304,1.121781576126235,0.1876177327688106,1.9022922426672475,36.21399176954733,36.21399176954733,42,2026-01-23,2026-03-12
sz50_ma10_d3_s050,sz50,SZ50,full,10,3,0.5,2014-10-17,2026-05-14,2813,15.416573420202615,14.12545070522222,1.091404001325286,-15.184359549831616,1.015292964422301,429.4235123725572,21.2133874709175,1.3462527747661177,-15.845780106713905,-5.796814050714882,-0.2548487734408313,0.6614205568822875,29.93245645218628,29.93245645218628,436,2015-07-10,2016-10-24
sz50_ma10_d3_s050,sz50,SZ50,last_10y,10,3,0.5,2016-05-16,2026-05-14,2427,14.160146855980948,13.951279986040191,1.014971161796606,-15.081746663503449,0.9388930322140544,277.40602664058594,19.990284643651,1.2847433066823142,-15.490938567364475,-5.830137787670054,-0.2697721448857082,0.4091919038610285,29.46023897816234,29.50144210960033,379,2020-06-30,2020-07-27
sz50_ma10_d3_s050,sz50,SZ50,last_5y,10,3,0.5,2021-05-14,2026-05-14,1211,17.82589442505218,14.437677011640185,1.2346788483133604,-14.67438842429133,1.2147623403196817,127.24697419150864,23.7881939392064,1.490168955504772,-13.79845523607427,-5.962299514154214,-0.2554901071914115,-0.8759331882170596,28.98431048720066,29.06688687035508,189,2023-03-08,2023-08-30
sz50_ma10_d3_s050,sz50,SZ50,last_3y,10,3,0.5,2023-05-15,2026-05-14,726,22.292406819173,15.473150375003565,1.440715450887477,-11.960695224556517,1.8638052722390608,82.89358679307375,23.480862924415845,1.4064757965315868,-13.79845523607427,-1.1884561052428495,0.0342396543558902,1.8377600115177533,29.47658402203857,29.614325068870524,109,2026-01-23,2026-03-11
sz50_ma10_d3_s050,sz50,SZ50,last_1y,10,3,0.5,2025-05-14,2026-05-14,243,19.80075134327848,14.916753939968572,1.3274169047076334,-11.96069522455655,1.6554849840689423,19.89021934728974,19.86168750905728,1.249376010523754,-13.798455236074304,-0.0609361657788021,0.0780408941838795,1.8377600115177533,27.57201646090536,27.57201646090536,34,2026-01-23,2026-03-11
sz50_ma10_d4_s050,sz50,SZ50,full,10,4,0.5,2014-10-17,2026-05-14,2813,16.233724034841003,14.569032373340624,1.114262335263016,-15.835940547816996,1.0251190313466314,474.67033705336,21.2133874709175,1.3462527747661177,-15.845780106713905,-4.979663436076496,-0.2319904395031016,0.0098395588969069,22.182723071453964,22.182723071453964,324,2015-07-10,2016-10-24
sz50_ma10_d4_s050,sz50,SZ50,last_10y,10,4,0.5,2016-05-16,2026-05-14,2427,14.991791623138509,14.395010323560994,1.0414575110516406,-15.118524565610292,0.9916173736450408,305.9039066554879,19.990284643651,1.2847433066823142,-15.490938567364475,-4.998493020512495,-0.2432857956306735,0.3724140017541852,21.67284713638237,21.714050267820355,279,2020-06-30,2020-07-27
sz50_ma10_d4_s050,sz50,SZ50,last_5y,10,4,0.5,2021-05-14,2026-05-14,1211,19.52994390307372,14.90328061264263,1.310445962247147,-13.900798110427449,1.4049512659581511,144.17642456335793,23.7881939392064,1.490168955504772,-13.79845523607427,-4.258250036132672,-0.1797229932576249,-0.1023428743531784,21.222130470685386,21.304706853839804,135,2023-03-17,2023-07-19
sz50_ma10_d4_s050,sz50,SZ50,last_3y,10,4,0.5,2023-05-15,2026-05-14,726,23.42938870027316,15.84230783182817,1.478912602190577,-12.959021814411765,1.8079596620647145,88.04237783557274,23.480862924415845,1.4064757965315868,-13.79845523607427,-0.0514742241426873,0.0724368056589901,0.8394334216625055,22.03856749311295,22.03856749311295,78,2024-04-19,2024-09-23
sz50_ma10_d4_s050,sz50,SZ50,last_1y,10,4,0.5,2025-05-14,2026-05-14,243,20.994712342014576,15.121635050930443,1.388389038044055,-11.94048327500976,1.7582799505238127,21.090034035765548,19.86168750905728,1.249376010523754,-13.798455236074304,1.1330248329572967,0.1390130275203007,1.8579719610645429,20.5761316872428,20.5761316872428,26,2026-01-23,2026-03-11
sz50_ma10_d5_s050,sz50,SZ50,full,10,5,0.5,2014-10-17,2026-05-14,2813,17.016912483517977,14.945057876672802,1.1386314207641215,-19.29105340167004,0.8821142178811664,521.3264997134607,21.2133874709175,1.3462527747661177,-15.845780106713905,-4.196474987399522,-0.207621354001996,-3.445273294956131,16.423746889441876,16.423746889441876,252,2015-07-10,2016-10-24
sz50_ma10_d5_s050,sz50,SZ50,last_10y,10,5,0.5,2016-05-16,2026-05-14,2427,16.14533216683105,14.779408426343418,1.092420731675089,-15.598425571898812,1.0350616536528865,348.639822278094,19.990284643651,1.2847433066823142,-15.490938567364475,-3.844952476819952,-0.1923225750072252,-0.1074870045343345,15.945611866501856,15.945611866501856,216,2020-06-30,2020-07-27
sz50_ma10_d5_s050,sz50,SZ50,last_5y,10,5,0.5,2021-05-14,2026-05-14,1211,19.883669954121697,15.170088304995057,1.3107155050359596,-13.117496266895756,1.51581289215241,147.81386520406895,23.7881939392064,1.490168955504772,-13.79845523607427,-3.9045239850846976,-0.1794534504688123,0.6809589691785138,15.68951279933939,15.68951279933939,100,2024-04-19,2024-09-23
sz50_ma10_d5_s050,sz50,SZ50,last_3y,10,5,0.5,2023-05-15,2026-05-14,726,23.74313155490617,16.024059508241194,1.4817176348287429,-13.117496266895712,1.8100353201415504,89.47997004962609,23.480862924415845,1.4064757965315868,-13.79845523607427,0.2622686304903254,0.075241838297156,0.6809589691785582,16.666666666666664,16.666666666666664,54,2024-04-19,2024-09-23
sz50_ma10_d5_s050,sz50,SZ50,last_1y,10,5,0.5,2025-05-14,2026-05-14,243,21.37770262720542,15.315523009701518,1.395819301349608,-12.16814405083404,1.7568581155759846,21.474912412946058,19.86168750905728,1.249376010523754,-13.798455236074304,1.5160151181481396,0.1464432908258541,1.630311185240263,15.22633744855967,15.22633744855967,18,2026-01-23,2026-03-11
sz50_ma10_d6_s050,sz50,SZ50,full,10,6,0.5,2014-10-17,2026-05-14,2813,18.033438095416376,15.161492284016678,1.1894236898057402,-17.430958813873566,1.0345637487860555,587.0437735060352,21.2133874709175,1.3462527747661177,-15.845780106713905,-3.179949375501124,-0.1568290849603772,-1.5851787071596632,11.944543192321364,11.944543192321364,196,2015-07-10,2016-10-24
sz50_ma10_d6_s050,sz50,SZ50,last_10y,10,6,0.5,2016-05-16,2026-05-14,2427,17.105173001847195,14.970094758640332,1.1426228943523924,-15.36231120042092,1.113450494439829,387.24165058884,19.990284643651,1.2847433066823142,-15.490938567364475,-2.8851116418038067,-0.1421204123299217,0.128627366943558,11.495673671199013,11.495673671199013,164,2020-06-30,2020-07-20
