candidate,source_key,source_label,ma,days,scale_when_true,robust_pass,defense_score,ann_return_full,sharpe_repo_full,max_dd_full,ann_delta_pp_full,max_dd_delta_pp_full,defense_days_pct_full,ann_return_last_10y,sharpe_repo_last_10y,max_dd_last_10y,ann_delta_pp_last_10y,max_dd_delta_pp_last_10y,defense_days_pct_last_10y,ann_return_last_5y,sharpe_repo_last_5y,max_dd_last_5y,ann_delta_pp_last_5y,max_dd_delta_pp_last_5y,defense_days_pct_last_5y,ann_return_last_3y,sharpe_repo_last_3y,max_dd_last_3y,ann_delta_pp_last_3y,max_dd_delta_pp_last_3y,defense_days_pct_last_3y,ann_return_last_1y,sharpe_repo_last_1y,max_dd_last_1y,ann_delta_pp_last_1y,max_dd_delta_pp_last_1y,defense_days_pct_last_1y
sz50_ma50_d18_s050,sz50,SZ50,50,18,0.5,False,0.4386134670337815,21.07134428229332,1.3733453820303212,-16.164913448387995,-0.1420431886241857,-0.3191333416740924,7.536437966583718,19.960727943765665,1.3079094544330256,-15.490938567364443,-0.0295566998853367,3.3750779948604765e-14,5.274000824062629,24.285512183821023,1.5443016343708282,-13.798455236074249,0.4973182446146289,2.3092638912203256e-14,3.3856317093311312,24.04989498459098,1.4527388019455163,-13.798455236074236,0.569032060175136,3.3750779948604765e-14,2.7548209366391188,20.532316495700176,1.2992212830960086,-13.798455236074258,0.670628986642896,4.618527782440651e-14,5.349794238683128
sz50_ma50_d19_s050,sz50,SZ50,50,19,0.5,False,0.9552566876841482,21.086131755457306,1.3714968022206817,-15.490938567364488,-0.1272557154601941,0.3548415393494153,6.896551724137931,20.10207594074349,1.3143608596157224,-15.490938567364465,0.1117912970924877,1.2434497875801752e-14,4.6559538524927895,24.50196494450616,1.5555773365564098,-13.798455236074291,0.7137710052997654,-2.1316282072803012e-14,2.8901734104046244,24.38839322771733,1.4713985410237216,-13.798455236074336,0.9075303033014848,-6.572520305780928e-14,2.3415977961432506,20.675025983874185,1.3081059896590652,-13.798455236074258,0.8133384748169057,4.618527782440651e-14,4.938271604938271
sz50_ma50_d20_s050,sz50,SZ50,50,20,0.5,False,0.8705681093644508,21.08157117983305,1.3690517974509904,-15.506597242425412,-0.1318162910844513,0.3391828642884906,6.327763953075009,19.98518845784773,1.304718038324905,-15.490938567364475,-0.0050961858032678,0.0,4.120313143798929,24.576587141691995,1.5597072304285011,-13.798455236074249,0.7883932024856009,2.3092638912203256e-14,2.477291494632535,24.269110694318098,1.4639569160612274,-13.798455236074258,0.7882477699022523,1.2434497875801752e-14,1.9283746556473829,20.36556276967816,1.288026234660082,-13.798455236074258,0.5038752606208767,4.618527782440651e-14,4.526748971193416
sz50_ma51_d2_s050,sz50,SZ50,51,2,0.5,False,-8.246175659950618,16.55524012646683,1.2297950797105597,-15.490938567364454,-4.6581473444506685,0.354841539349449,46.81834340561678,14.917620046901558,1.1207786737118188,-15.490938567364443,-5.072664596749444,3.3750779948604765e-14,45.73547589616811,16.778645177162677,1.233887203032842,-14.10902087645144,-7.009548762043718,-0.3105656403771686,46.573080099091655,20.13556675514163,1.3758332356668015,-14.109020876451428,-3.3452961692742136,-0.3105656403771579,48.34710743801653,19.33760014420349,1.3411235259493677,-14.109020876451416,-0.5240873648537878,-0.3105656403771135,43.62139917695473
sz50_ma51_d3_s050,sz50,SZ50,51,3,0.5,False,-5.994520237047784,17.671552033427652,1.2748639297732,-15.490938567364454,-3.541835437489848,0.354841539349449,39.67294703163882,16.168438337507762,1.1797024461481338,-15.490938567364443,-3.82184630614324,3.3750779948604765e-14,38.31891223733004,17.771211121622834,1.269188468026924,-13.966769110231558,-6.0169828175835605,-0.1683138741572882,38.81090008257638,21.82648630100146,1.459952162634104,-13.966769110231567,-1.654376623414386,-0.1683138741572989,40.77134986225895,20.528876019340547,1.414560516930793,-13.966769110231535,0.6671885102832675,-0.1683138741572314,38.2716049382716
sz50_ma51_d4_s050,sz50,SZ50,51,4,0.5,False,-2.788157302458095,18.645466091120035,1.3242273551513633,-15.490938567364498,-2.5679213797974647,0.3548415393494046,34.34056167792392,17.1521039493731,1.2299178432883375,-15.490938567364454,-2.838180694277902,2.3092638912203256e-14,32.797692624639474,20.174560223865832,1.4155579249716022,-13.541537404275427,-3.613633715340562,0.2569178317988427,33.03055326176714,23.15127063224791,1.52861655605741,-13.541537404275385,-0.3295922921679342,0.2569178317988871,35.26170798898072,19.292545796948723,1.317457500067395,-13.541537404275372,-0.5691417121085571,0.2569178317989316,34.5679012345679
sz50_ma51_d5_s050,sz50,SZ50,51,5,0.5,False,-5.626488349626396,18.039882863434983,1.2637451174321206,-16.094131630889763,-3.173504607482513,-0.2483515241758596,30.18130110202631,16.846367983882548,1.1912180431570336,-16.094131630889784,-3.143916659768454,-0.6031930635253069,28.4713638236506,19.945873761871024,1.3850208592680011,-14.36447159750922,-3.8423201773353695,-0.5660163614349507,28.32369942196532,22.808750397145204,1.4961409796653635,-14.36447159750921,-0.6721125272706416,-0.56601636143494,30.85399449035813,18.17894190294349,1.2311988734176378,-14.364471597509189,-1.682745606113787,-0.5660163614348832,30.8641975308642
sz50_ma51_d6_s050,sz50,SZ50,51,6,0.5,False,-4.645693983696759,18.672506642680275,1.2918767323318303,-16.638360601443637,-2.540880828237224,-0.7925804947297337,26.69747600426591,17.52351363742688,1.2219084855047078,-15.490938567364465,-2.4667710062241213,1.2434497875801752e-14,24.80428512566955,20.01356681396247,1.375600448067625,-14.305748094082094,-3.774627125243924,-0.5072928580078244,24.360033030553264,22.856334767886665,1.4868415036145424,-14.30574809408217,-0.6245281565291805,-0.5072928580079008,26.859504132231404,19.10320015456177,1.2871921290463664,-14.305748094082126,-0.7584873544955073,-0.5072928580078226,27.160493827160494
sz50_ma51_d7_s050,sz50,SZ50,51,7,0.5,False,-2.471032141400668,19.27205099328111,1.3205176594129684,-17.183589997994687,-1.9413364776363904,-1.3378098912807843,23.640241734802704,18.185655276318524,1.2546606232584747,-15.490938567364488,-1.8046293673324776,-1.0658141036401504e-14,21.631644004944377,20.658979126682688,1.4035806616449262,-13.442063002099848,-3.1292148125237063,0.3563922339744234,20.809248554913296,22.71597883121348,1.463644653461735,-13.44206300209988,-0.7648840932023653,0.3563922339743897,23.27823691460055,19.44856002724957,1.292780602250417,-13.442063002099824,-0.413127481807706,0.3563922339744785,23.868312757201647
sz50_ma51_d8_s050,sz50,SZ50,51,8,0.5,False,-2.701323766449309,19.804032921302195,1.3392478489374384,-16.83305199176709,-1.4093545496153048,-0.987271885053186,21.04514752932812,18.63721440447472,1.2685924243421045,-15.490938567364488,-1.3530702391762794,-1.0658141036401504e-14,18.953440461475072,21.34957278889127,1.4296960626433113,-13.7694632867704,-2.438621150315125,0.0289919493038706,17.91907514450867,22.2475749263197,1.4160387777630734,-13.769463286770367,-1.233287998096145,0.0289919493039025,19.97245179063361,18.62713086220431,1.2218041997215512,-13.769463286770344,-1.234556646852969,0.0289919493039594,20.5761316872428
sz50_ma51_d9_s050,sz50,SZ50,51,9,0.5,False,-1.02370299382844,20.294259986341068,1.364023120058422,-16.181595300107844,-0.919127484576432,-0.335815193393941,18.805545680767864,19.208203977390824,1.2981547779703135,-15.490938567364443,-0.7820806662601782,3.3750779948604765e-14,16.64606510094767,22.048187733256498,1.463172814335914,-13.394857714259,-1.7400062059498964,0.4035975218152696,15.441783649876134,22.5090613184048,1.4185561222106906,-13.394857714258968,-0.971801606011045,0.4035975218153016,16.94214876033058,19.502270777426567,1.2643985855381237,-13.394857714258922,-0.3594167316307128,0.4035975218153815,17.695473251028808
sz50_ma51_d10_s050,sz50,SZ50,51,10,0.5,False,-0.8366383492858982,20.66467052882393,1.3749086391392176,-15.490938567364443,-0.5487169420935736,0.3548415393494597,16.74369001066477,19.52880941505117,1.3047210762905763,-15.490938567364475,-0.4614752285998271,0.0,14.54470539761022,22.97079123908501,1.497503197957525,-14.046515038296302,-0.8174027001213844,-0.2480598022220324,13.212221304706851,23.90128259377866,1.4790625825396213,-14.046515038296302,0.4204196693628148,-0.2480598022220324,14.18732782369146,20.577550183627725,1.321050648667549,-14.046515038296317,0.7158626745704453,-0.248059802222011,14.814814814814811
sz50_ma51_d11_s050,sz50,SZ50,51,11,0.5,False,-0.7673654947025024,20.39720953317381,1.3524896591021789,-15.490938567364465,-0.8161779377436886,0.3548415393494384,15.00177746178457,19.28234791654091,1.2843579101937423,-15.490938567364475,-0.7079367271100914,0.0,12.77297074577668,22.768232887367645,1.4778994796113492,-13.798455236074249,-1.0199610518387487,2.3092638912203256e-14,11.230388109000826,23.496608944284937,1.4477016173378554,-13.79845523607428,0.0157460198690913,-1.0658141036401504e-14,11.707988980716252,19.59086700506292,1.249439798534007,-13.798455236074304,-0.2708205039943614,0.0,12.34567901234568
sz50_ma51_d12_s050,sz50,SZ50,51,12,0.5,False,-0.224976833674217,20.60518319148688,1.3628138426611842,-15.490938567364443,-0.6082042794306233,0.3548415393494597,13.47316032705297,19.348324918823568,1.2858394924921803,-15.490938567364475,-0.6419597248274336,0.0,11.248454882571076,23.07344877990993,1.492916806778757,-13.798455236074249,-0.7147451592964629,2.3092638912203256e-14,9.744013212221304,24.21019337151653,1.4860180764416016,-13.79845523607427,0.7293304471006863,0.0,9.917355371900827,19.806938573291767,1.2628298510589322,-13.798455236074236,-0.054748935765513,6.750155989720953e-14,11.11111111111111
sz50_ma51_d13_s050,sz50,SZ50,51,13,0.5,False,0.1800650682831568,20.816783548403063,1.3736245267202056,-15.490938567364475,-0.3966039225144371,0.3548415393494259,12.122289370778528,19.60579328192012,1.299505220429533,-15.490938567364454,-0.3844913617308876,2.3092638912203256e-14,9.84754841367944,23.46258040053213,1.5144442521055828,-13.798455236074258,-0.3256135386742649,1.2434497875801752e-14,8.340214698596201,24.37367719171244,1.4925624981645098,-13.798455236074226,0.8928142672965933,4.440892098500626e-14,8.264462809917356,19.53165760957798,1.2440655120224289,-13.79845523607427,-0.3300298994792996,3.3750779948604765e-14,9.876543209876544
sz50_ma51_d14_s050,sz50,SZ50,51,14,0.5,False,1.4973148976914108,21.458697084245017,1.4115571958032815,-15.490938567364465,0.2453096133275174,0.3548415393494384,10.842516885886951,20.25966390051328,1.3386399524417305,-15.490938567364475,0.2693792568622797,0.0,8.529048207663783,24.639579340195205,1.5833244490978655,-13.79845523607427,0.8513854009888107,0.0,7.018992568125516,25.17730729227281,1.538668243769548,-13.798455236074249,1.6964443678569658,2.3092638912203256e-14,6.749311294765841,20.51317555017802,1.3051445258838374,-13.79845523607428,0.6514880411207393,2.3092638912203256e-14,8.641975308641975
sz50_ma51_d15_s050,sz50,SZ50,51,15,0.5,False,1.427316907040575,21.16241012854545,1.3862447498082613,-15.490938567364454,-0.0509773423720503,0.354841539349449,9.776039815143974,20.14281561930147,1.326572801458126,-15.490938567364454,0.1525309756504675,2.3092638912203256e-14,7.457766790276062,24.463209655355467,1.567089117566398,-13.798455236074304,0.6750157161490726,-3.3750779948604765e-14,5.862923203963667,25.330529277022773,1.5426008908144713,-13.79845523607428,1.849666352606928,-1.0658141036401504e-14,5.371900826446281,21.384793457612016,1.3578843461238292,-13.798455236074258,1.5231059485547362,4.618527782440651e-14,7.818930041152264
sz50_ma51_d16_s050,sz50,SZ50,51,16,0.5,False,1.1679637876931452,21.34624390647648,1.3953583825577,-15.490938567364465,0.1328564355589812,0.3548415393494384,8.851759687166725,20.197410507722147,1.3276032492229763,-15.490938567364465,0.2071258640711448,1.2434497875801752e-14,6.551297898640297,24.35567660775117,1.5560728309223348,-13.79845523607428,0.5674826685447805,-1.0658141036401504e-14,4.872006606110652,24.864761197511463,1.5103335222047871,-13.798455236074258,1.3838982730956175,1.2434497875801752e-14,4.2699724517906334,21.18948982863336,1.3453276142838615,-13.798455236074291,1.327802319576076,1.2434497875801752e-14,6.995884773662551
sz50_ma51_d17_s050,sz50,SZ50,51,17,0.5,False,1.456070002317785,21.312598225123768,1.3913057932548452,-15.708857308182866,0.0992107542062683,0.136922798531037,7.998578030572342,20.22969787582818,1.327928901389339,-15.490938567364454,0.2394132321771778,2.3092638912203256e-14,5.686032138442522,24.653631634579053,1.5735611873316016,-13.798455236074258,0.865437695372659,1.2434497875801752e-14,4.046242774566474,25.21969060223599,1.5298045875085942,-13.79845523607427,1.7388276778201437,0.0,3.443526170798898,21.257108106256627,1.3475788723332696,-13.79845523607428,1.3954205971993474,2.3092638912203256e-14,6.172839506172839
sz50_ma51_d18_s050,sz50,SZ50,51,18,0.5,False,0.4159542587850717,21.031881445557588,1.3703716829825157,-16.164913448387995,-0.1815060253599121,-0.3191333416740924,7.323142552435123,19.915409527268245,1.3044928732942145,-15.490938567364443,-0.0748751163827563,3.3750779948604765e-14,5.026782035434693,24.285512183821023,1.5443016343708282,-13.798455236074249,0.4973182446146289,2.3092638912203256e-14,3.3856317093311312,24.04989498459098,1.4527388019455163,-13.798455236074236,0.569032060175136,3.3750779948604765e-14,2.7548209366391188,20.532316495700176,1.2992212830960086,-13.798455236074258,0.670628986642896,4.618527782440651e-14,5.349794238683128
sz50_ma51_d19_s050,sz50,SZ50,51,19,0.5,False,0.9613562460201964,21.096743072581138,1.3719705482597615,-15.490938567364488,-0.116644398336362,0.3548415393494153,6.718805545680769,20.114275057415583,1.3149153104112563,-15.490938567364465,0.1239904137645844,1.2434497875801752e-14,4.449938195302843,24.50196494450616,1.5555773365564098,-13.798455236074291,0.7137710052997654,-2.1316282072803012e-14,2.8901734104046244,24.38839322771733,1.4713985410237216,-13.798455236074336,0.9075303033014848,-6.572520305780928e-14,2.3415977961432506,20.675025983874185,1.3081059896590652,-13.798455236074258,0.8133384748169057,4.618527782440651e-14,4.938271604938271
sz50_ma51_d20_s050,sz50,SZ50,51,20,0.5,False,0.8891328358632564,21.113897761671296,1.3709724733747797,-15.506597242425412,-0.0994897092462032,0.3391828642884906,6.185567010309279,20.022317910845345,1.3069418643759745,-15.490938567364475,0.0320332671943432,0.0,3.955500618046971,24.576587141691995,1.5597072304285011,-13.798455236074249,0.7883932024856009,2.3092638912203256e-14,2.477291494632535,24.269110694318098,1.4639569160612274,-13.798455236074258,0.7882477699022523,1.2434497875801752e-14,1.9283746556473829,20.36556276967816,1.288026234660082,-13.798455236074258,0.5038752606208767,4.618527782440651e-14,4.526748971193416
sz50_ma52_d2_s050,sz50,SZ50,52,2,0.5,False,-7.992553067913548,16.703474839101283,1.242385338874266,-15.490938567364465,-4.509912631816217,0.3548415393494384,46.99608958407394,15.087033773694468,1.1352120757103936,-15.490938567364454,-4.903250869956533,2.3092638912203256e-14,45.941491553358055,17.127289320507934,1.2631889211796712,-14.10902087645144,-6.66090461869846,-0.3105656403771686,46.90338563170933,20.12475406907761,1.375283121525973,-14.109020876451416,-3.3561088553382348,-0.3105656403771473,48.7603305785124,19.33760014420349,1.3411235259493677,-14.109020876451416,-0.5240873648537878,-0.3105656403771135,43.62139917695473
sz50_ma52_d3_s050,sz50,SZ50,52,3,0.5,False,-5.577518239619451,17.895937630802862,1.2925527180266474,-15.490938567364454,-3.3174498401146373,0.354841539349449,39.88624244578742,16.42522793031187,1.200083850761998,-15.490938567364465,-3.565056713339132,1.2434497875801752e-14,38.56613102595797,18.29871610461056,1.3103275639608538,-13.966769110231612,-5.489477834595839,-0.1683138741573433,39.22378199834847,21.87619572006641,1.4640260836439636,-13.966769110231548,-1.6046672043494397,-0.1683138741572776,41.18457300275482,20.528876019340547,1.414560516930793,-13.966769110231535,0.6671885102832675,-0.1683138741572314,38.2716049382716
sz50_ma52_d4_s050,sz50,SZ50,52,4,0.5,False,-2.3170288422597616,18.81955676773115,1.3390116064845934,-15.490938567364454,-2.393830703186349,0.354841539349449,34.55385709207252,17.351366216071675,1.246863809045041,-15.490938567364443,-2.638918427579327,3.3750779948604765e-14,33.04491141326741,20.56535000862434,1.4489187144902058,-13.541537404275372,-3.222843930582055,0.2569178317988978,33.44343517753922,23.50347550118732,1.5536710868188313,-13.541537404275372,0.0226125767714755,0.2569178317988978,35.53719008264463,19.292545796948723,1.317457500067395,-13.541537404275372,-0.5691417121085571,0.2569178317989316,34.5679012345679
sz50_ma52_d5_s050,sz50,SZ50,52,5,0.5,False,-5.763123180385429,17.938286135441196,1.2576587476559813,-16.094131630889873,-3.275101335476304,-0.2483515241759697,30.35904728048347,16.72981151240165,1.1841250870630962,-16.094131630889862,-3.260473131249352,-0.603193063525385,28.677379480840543,19.69747349313138,1.3702566400933092,-14.36447159750922,-4.090720446075014,-0.5660163614349507,28.65400495458299,22.9004374758478,1.5024114964591126,-14.364471597509166,-0.5804254485680431,-0.5660163614348956,30.991735537190085,18.17894190294349,1.2311988734176378,-14.364471597509189,-1.682745606113787,-0.5660163614348832,30.8641975308642
sz50_ma52_d6_s050,sz50,SZ50,52,6,0.5,False,-4.28862990972503,18.739002372549017,1.298124094954311,-15.755665511413852,-2.474385098368483,0.0901145953000508,26.83967294703164,17.599842310517655,1.2290653270480287,-15.490938567364454,-2.390442333133347,2.3092638912203256e-14,24.969097651421507,19.91715484484411,1.3708330493227905,-14.30574809408215,-3.8710390943622848,-0.5072928580078795,24.607762180016515,23.149198666842864,1.5074949725335964,-14.30574809408215,-0.3316642575729815,-0.5072928580078795,26.997245179063363,19.10320015456177,1.2871921290463664,-14.305748094082126,-0.7584873544955073,-0.5072928580078226,27.160493827160494
sz50_ma52_d7_s050,sz50,SZ50,52,7,0.5,False,-2.9578257747377794,19.05540826138084,1.3062902803645644,-17.171650380564742,-2.1579792095366663,-1.325870273850839,23.746889441877,17.93687989953925,1.2381892748967886,-15.490938567364443,-2.053404744111752,3.3750779948604765e-14,21.755253399258343,20.147043943949704,1.3703354247907176,-13.442063002099914,-3.64114999525669,0.3563922339743559,20.97440132122213,22.497132315336632,1.4503661579194602,-13.442063002099902,-0.9837306090792132,0.3563922339743683,23.415977961432507,19.44856002724957,1.292780602250417,-13.442063002099824,-0.413127481807706,0.3563922339744785,23.868312757201647
sz50_ma52_d8_s050,sz50,SZ50,52,8,0.5,False,-3.0158276167586555,19.693923866004347,1.332585882987503,-17.724999913698657,-1.5194636049131525,-1.8792198069847537,21.116246000710984,18.510845347396376,1.2608647371824762,-15.490938567364454,-1.4794392962546254,2.3092638912203256e-14,19.03584672435105,21.35186412768433,1.4295630442466574,-13.7694632867704,-2.4363298115220644,0.0289919493038706,18.001651527663086,22.18861890495214,1.4123612833804084,-13.769463286770431,-1.2922440194637057,0.0289919493038368,20.110192837465565,18.62713086220431,1.2218041997215512,-13.769463286770344,-1.234556646852969,0.0289919493039594,20.5761316872428
sz50_ma52_d9_s050,sz50,SZ50,52,9,0.5,False,-1.195378429673042,20.215963537348003,1.359661960516873,-17.032721703066876,-0.9974239335694968,-1.1869415963529732,18.876644152150728,19.11827890867925,1.2930837182046768,-15.490938567364454,-0.8720057349717472,2.3092638912203256e-14,16.72847136382365,22.1125468774638,1.4675882911998508,-13.394857714259013,-1.6756470617425947,0.403597521815259,15.524360033030554,22.6168395726994,1.4255607141291382,-13.394857714258956,-0.8640233517164475,0.403597521815314,17.079889807162534,19.502270777426567,1.2643985855381237,-13.394857714258922,-0.3594167316307128,0.4035975218153815,17.695473251028808
sz50_ma52_d10_s050,sz50,SZ50,52,10,0.5,False,-0.834607409367011,20.68789891196272,1.3764938042029289,-15.490938567364465,-0.5254885589547804,0.3548415393494384,16.814788482047636,19.55547910991664,1.3065463893636746,-15.490938567364475,-0.4348055337343623,0.0,14.627111660486197,22.96235746120616,1.4969439357049354,-14.04651503829628,-0.8258364780002339,-0.248059802222011,13.294797687861273,23.887108556629745,1.4781711951909384,-14.04651503829628,0.4062456322138992,-0.248059802222011,14.325068870523417,20.577550183627725,1.321050648667549,-14.046515038296317,0.7158626745704453,-0.248059802222011,14.814814814814811
sz50_ma52_d11_s050,sz50,SZ50,52,11,0.5,False,-0.8571611502373853,20.32989245041445,1.3482237506992478,-15.490938567364454,-0.8834950205030445,0.354841539349449,15.072875933167436,19.20505037392557,1.2794301949449332,-15.490938567364465,-0.7852342697254322,1.2434497875801752e-14,12.855377008652658,22.73003172799628,1.475458055835272,-13.79845523607427,-1.0581622112101137,0.0,11.312964492155244,23.43251633520192,1.4438080966887037,-13.798455236074291,-0.0483465892139314,-2.1316282072803012e-14,11.84573002754821,19.59086700506292,1.249439798534007,-13.798455236074304,-0.2708205039943614,0.0,12.34567901234568
sz50_ma52_d12_s050,sz50,SZ50,52,12,0.5,False,-0.2628103057444955,20.592741828910626,1.3619988601971724,-15.490938567364475,-0.6206456420068776,0.3548415393494259,13.544258798435834,19.33405522367364,1.2849001649744212,-15.490938567364443,-0.6562294199773611,3.3750779948604765e-14,11.330861145447054,23.050567926481943,1.4914275171968805,-13.798455236074258,-0.7376260127244478,1.2434497875801752e-14,9.826589595375722,24.171676975953925,1.4836400009497417,-13.798455236074304,0.6908140515380801,-3.3750779948604765e-14,10.055096418732782,19.806938573291767,1.2628298510589322,-13.798455236074236,-0.054748935765513,6.750155989720953e-14,11.11111111111111
sz50_ma52_d13_s050,sz50,SZ50,52,13,0.5,False,0.2057623035935454,20.86157330404268,1.3767267588710337,-15.490938567364465,-0.3518141668748207,0.3548415393494384,12.15783860646996,19.657187752540885,1.3030731154795574,-15.490938567364454,-0.3330968911101166,2.3092638912203256e-14,9.88875154511743,23.46258040053213,1.5144442521055828,-13.798455236074258,-0.3256135386742649,1.2434497875801752e-14,8.340214698596201,24.37367719171244,1.4925624981645098,-13.798455236074226,0.8928142672965933,4.440892098500626e-14,8.264462809917356,19.53165760957798,1.2440655120224289,-13.79845523607427,-0.3300298994792996,3.3750779948604765e-14,9.876543209876544
sz50_ma52_d14_s050,sz50,SZ50,52,14,0.5,False,1.491393129671588,21.44837676820397,1.4108903867273035,-15.490938567364465,0.2349892972864715,0.3548415393494384,10.878066121578389,20.247820364473657,1.3378710182145908,-15.490938567364488,0.2575357208226556,-1.0658141036401504e-14,8.570251339101771,24.639579340195205,1.5833244490978655,-13.79845523607427,0.8513854009888107,0.0,7.018992568125516,25.17730729227281,1.538668243769548,-13.798455236074249,1.6964443678569658,2.3092638912203256e-14,6.749311294765841,20.51317555017802,1.3051445258838374,-13.79845523607428,0.6514880411207393,2.3092638912203256e-14,8.641975308641975
sz50_ma52_d15_s050,sz50,SZ50,52,15,0.5,False,1.435376682522178,21.17643565217073,1.3871869696459307,-15.49093856736442,-0.0369518187467683,0.3548415393494828,9.811589050835408,20.15893517026468,1.3276604621697048,-15.490938567364465,0.1686505266136784,1.2434497875801752e-14,7.498969921714051,24.463209655355467,1.567089117566398,-13.798455236074304,0.6750157161490726,-3.3750779948604765e-14,5.862923203963667,25.330529277022773,1.5426008908144713,-13.79845523607428,1.849666352606928,-1.0658141036401504e-14,5.371900826446281,21.384793457612016,1.3578843461238292,-13.798455236074258,1.5231059485547362,4.618527782440651e-14,7.818930041152264
sz50_ma52_d16_s050,sz50,SZ50,52,16,0.5,False,1.1679637876931452,21.34624390647648,1.3953583825577,-15.490938567364465,0.1328564355589812,0.3548415393494384,8.851759687166725,20.197410507722147,1.3276032492229763,-15.490938567364465,0.2071258640711448,1.2434497875801752e-14,6.551297898640297,24.35567660775117,1.5560728309223348,-13.79845523607428,0.5674826685447805,-1.0658141036401504e-14,4.872006606110652,24.864761197511463,1.5103335222047871,-13.798455236074258,1.3838982730956175,1.2434497875801752e-14,4.2699724517906334,21.18948982863336,1.3453276142838615,-13.798455236074291,1.327802319576076,1.2434497875801752e-14,6.995884773662551
sz50_ma52_d17_s050,sz50,SZ50,52,17,0.5,False,1.456070002317785,21.312598225123768,1.3913057932548452,-15.708857308182866,0.0992107542062683,0.136922798531037,7.998578030572342,20.22969787582818,1.327928901389339,-15.490938567364454,0.2394132321771778,2.3092638912203256e-14,5.686032138442522,24.653631634579053,1.5735611873316016,-13.798455236074258,0.865437695372659,1.2434497875801752e-14,4.046242774566474,25.21969060223599,1.5298045875085942,-13.79845523607427,1.7388276778201437,0.0,3.443526170798898,21.257108106256627,1.3475788723332696,-13.79845523607428,1.3954205971993474,2.3092638912203256e-14,6.172839506172839
sz50_ma52_d18_s050,sz50,SZ50,52,18,0.5,False,0.4159542587850717,21.031881445557588,1.3703716829825157,-16.164913448387995,-0.1815060253599121,-0.3191333416740924,7.323142552435123,19.915409527268245,1.3044928732942145,-15.490938567364443,-0.0748751163827563,3.3750779948604765e-14,5.026782035434693,24.285512183821023,1.5443016343708282,-13.798455236074249,0.4973182446146289,2.3092638912203256e-14,3.3856317093311312,24.04989498459098,1.4527388019455163,-13.798455236074236,0.569032060175136,3.3750779948604765e-14,2.7548209366391188,20.532316495700176,1.2992212830960086,-13.798455236074258,0.670628986642896,4.618527782440651e-14,5.349794238683128
sz50_ma52_d19_s050,sz50,SZ50,52,19,0.5,False,0.9613562460201964,21.096743072581138,1.3719705482597615,-15.490938567364488,-0.116644398336362,0.3548415393494153,6.718805545680769,20.114275057415583,1.3149153104112563,-15.490938567364465,0.1239904137645844,1.2434497875801752e-14,4.449938195302843,24.50196494450616,1.5555773365564098,-13.798455236074291,0.7137710052997654,-2.1316282072803012e-14,2.8901734104046244,24.38839322771733,1.4713985410237216,-13.798455236074336,0.9075303033014848,-6.572520305780928e-14,2.3415977961432506,20.675025983874185,1.3081059896590652,-13.798455236074258,0.8133384748169057,4.618527782440651e-14,4.938271604938271
sz50_ma52_d20_s050,sz50,SZ50,52,20,0.5,False,0.8891328358632564,21.113897761671296,1.3709724733747797,-15.506597242425412,-0.0994897092462032,0.3391828642884906,6.185567010309279,20.022317910845345,1.3069418643759745,-15.490938567364475,0.0320332671943432,0.0,3.955500618046971,24.576587141691995,1.5597072304285011,-13.798455236074249,0.7883932024856009,2.3092638912203256e-14,2.477291494632535,24.269110694318098,1.4639569160612274,-13.798455236074258,0.7882477699022523,1.2434497875801752e-14,1.9283746556473829,20.36556276967816,1.288026234660082,-13.798455236074258,0.5038752606208767,4.618527782440651e-14,4.526748971193416
sz50_ma53_d2_s050,sz50,SZ50,53,2,0.5,False,-10.23675816262236,16.68593995845633,1.239661779557656,-15.490938567364443,-4.527447512461169,0.3548415393494597,46.67614646285105,15.126397772606405,1.1369801042189345,-15.490938567364465,-4.863886871044599,1.2434497875801752e-14,45.7766790276061,16.930845648099215,1.2470813309727886,-15.10788496915133,-6.857348291107179,-1.30942973307706,46.7382328654005,19.788879923956458,1.34980071876644,-15.107884969151364,-3.691983000459388,-1.309429733077094,48.48484848484848,18.52385008096389,1.2767901960062424,-15.10788496915133,-1.3378374280933905,-1.3094297330770264,42.38683127572017
sz50_ma53_d3_s050,sz50,SZ50,53,3,0.5,False,-7.363192014962843,17.879623160575786,1.2903034178461583,-15.490938567364465,-3.3337643103417136,0.3548415393494384,39.45965161749022,16.4267126910012,1.1995349649664953,-15.490938567364475,-3.563571952649802,0.0,38.36011536876803,18.09545266785488,1.2945407488287617,-14.721885037673257,-5.692741271351512,-0.923429801598985,39.14120561519405,21.527090555212848,1.4386449180504437,-14.721885037673331,-1.9537723692029976,-0.9234298015990614,41.04683195592286,19.475325262501,1.3352593815647795,-14.72188503767331,-0.3863622465562812,-0.9234298015990065,37.03703703703704
sz50_ma53_d4_s050,sz50,SZ50,53,4,0.5,False,-4.245504793799219,18.99062561171188,1.348602541584427,-15.490938567364465,-2.2227618592056224,0.3548415393494384,34.12726626377533,17.38878978064482,1.2487935867723143,-15.490938567364465,-2.601494863006181,1.2434497875801752e-14,32.92130201895344,20.2480533555508,1.4245295279721146,-14.30038560157022,-3.540140583655596,-0.5019303654959497,33.44343517753922,22.96178947578833,1.5146575889525298,-14.300385601570264,-0.5190734486275161,-0.5019303654959941,35.53719008264463,18.24980188312069,1.240154304724085,-14.300385601570332,-1.611885625936594,-0.5019303654960279,33.33333333333333
