days,candidate_count,ma_min,ma_max,defense_score_max,defense_score_mean,ann10_delta_mean,dd10_delta_mean,ann5_delta_mean,dd5_delta_mean,ann3_delta_mean,dd3_delta_mean
5,18,28,54,3.389482094682516,2.012239803148746,-2.671372814013667,-0.011147104122742365,-0.6771440773158246,1.6244235381296077,0.8211224752250964,1.6244235381296113
6,10,26,41,2.594559228094509,1.2063462969333518,-2.1294647949013052,9.414691248821327e-15,-0.5652577011287935,1.2848543784884774,1.009991266416618,1.2848543784884516
7,8,34,41,0.8854071062420159,0.5597832881188298,-2.2113930884432897,1.7097434579227414e-14,-0.5356385647926469,1.2099181754277437,0.15567714857035894,1.2099181754277297
8,1,26,26,2.235102100572117,2.235102100572117,-1.090930792279309,1.2434497875801752e-14,-0.1021342932243456,1.2624483037249288,0.742986524574853,1.26244830372495
9,1,37,37,0.5016856591498158,0.5016856591498158,-1.735276620363237,1.2434497875801752e-14,-0.6907886057268229,1.032424217686712,0.3484471176309789,1.032424217686691
