window,start,end,n_days,annual_pct,vol_pct,sharpe,max_dd_pct,calmar,total_return_pct,dd_peak,dd_trough
full,2014-10-17,2026-05-14,2813,21.2133874709175,15.757358401436067,1.3462527747661175,-15.845780106713903,1.3387404929296807,835.8134372440188,2015-07-10,2016-10-24
last_10y,2016-05-16,2026-05-14,2427,19.990284643651,15.559749982487448,1.2847433066823142,-15.490938567364477,1.2904501916859654,521.9424287725691,2020-06-30,2020-07-27
last_5y,2021-05-14,2026-05-14,1211,23.788193939206394,15.963420692218424,1.490168955504772,-13.79845523607427,1.7239751502773475,190.9237019855941,2026-01-23,2026-03-11
last_3y,2023-05-15,2026-05-14,726,23.480862924415845,16.69482189620354,1.4064757965315868,-13.79845523607427,1.701702293676192,88.27773602971054,2026-01-23,2026-03-11
last_1y,2025-05-14,2026-05-14,243,19.86168750905728,15.897285798477126,1.249376010523754,-13.798455236074304,1.4394138451912666,19.951453075332036,2026-01-23,2026-03-11
