candidate,ma,days,defense_score,robust_pass,recent_pass,relaxed_recent_pass,full_annual_delta_pp,full_max_dd_delta_pp,last_10y_annual_delta_pp,last_10y_max_dd_delta_pp,last_5y_annual_delta_pp,last_5y_max_dd_delta_pp,last_3y_annual_delta_pp,last_3y_max_dd_delta_pp,last_1y_annual_delta_pp,last_1y_max_dd_delta_pp,full_defense_days_pct,last_10y_defense_days_pct,last_5y_defense_days_pct,last_3y_defense_days_pct,full_switch_count,last_10y_switch_count,last_5y_switch_count,last_3y_switch_count
zz500_ma37_d6_s050,37,6,2.047050028491589,False,True,True,-2.658956163841129,-2.563246680115516,-1.9552449361388788,2.3092638912203256e-14,-0.4528525163942873,1.5994879166243106,1.385869183077105,1.599487916624165,5.274141006874267,1.7855823358880158,27.408460718094563,27.11166048619696,26.507018992568128,29.614325068870524,148,128,70,48
zz500_ma50_d5_s050,50,5,2.0356856963368912,False,True,True,-2.2706152358479272,0.3548415393494721,-2.01573755583404,0.0,-0.1083221948771537,1.2979095606997628,0.8263721309112135,1.2979095606997504,2.781652645313848,1.2979095606997504,34.909349448986845,34.81664606510095,35.09496284062758,40.633608815427,168,145,70,46
zz500_ma47_d5_s050,47,5,1.605368732168149,False,True,True,-2.974268245364751,0.3548415393494721,-2.665576971204686,0.0,-0.4587121278479849,1.2979095606997737,0.9659675509151384,1.2979095606997737,2.3742064567237264,1.297909560699784,33.06078919303235,32.797692624639474,32.20478943022296,36.91460055096419,176,153,76,50
zz500_ma34_d6_s050,34,6,1.5256696306267008,False,True,True,-2.852964458654771,-2.132482605080643,-2.083424126868969,0.0,-0.3708527807781543,1.2772571708249971,1.4628287881408149,1.2772571708250189,5.274141006874267,1.7855823358880158,26.59082829719161,26.49361351462712,26.011560693641616,30.02754820936639,152,132,70,46
zz500_ma46_d5_s050,46,5,1.425724585799026,False,True,True,-2.8651014656655,0.3548415393494153,-2.629783022108392,2.3092638912203256e-14,-0.5994262998790383,1.2935059622103946,0.7292138750691031,1.2935059622104177,1.6807477488959073,1.2935059622104177,33.09633842872378,32.96250515039143,32.535094962840624,37.46556473829201,174,151,76,50
zz500_ma49_d5_s050,49,5,1.4193395705691572,False,True,True,-2.496152251731253,0.3548415393494153,-2.2601428913404646,0.0,-0.739657984189602,1.2979095606997395,0.4694210041947819,1.297909560699706,2.3742064567237264,1.297909560699784,34.12726626377533,33.992583436341164,33.93889347646573,39.11845730027548,174,151,74,50
zz500_ma35_d6_s050,35,6,1.372566253707756,False,True,True,-3.002413534043246,-2.5471096504065542,-2.182317358043949,2.3092638912203256e-14,-0.3708527807781543,1.2772571708249971,1.4628287881408149,1.2772571708250189,5.274141006874267,1.7855823358880158,27.088517596871668,26.740832303255047,26.011560693641616,30.02754820936639,154,132,70,46
zz500_ma45_d5_s050,45,5,1.372408074794925,False,True,True,-2.946414524959096,0.3548415393494828,-2.6476293888512785,1.2434497875801752e-14,-0.620939481450435,1.2857326768383022,0.6930335428635637,1.2857326768383146,1.742666070899677,1.285732676838359,32.49200142196943,32.22084878450762,31.29644921552436,35.39944903581267,178,153,78,52
zz500_ma44_d5_s050,44,5,1.34473718764337,False,True,True,-3.153585852241857,0.3548415393494384,-2.818515484152464,1.2434497875801752e-14,-0.5778560458751052,1.2857326768382915,0.7654944282863525,1.2857326768383146,2.2880153499291502,1.2857326768383697,32.3498044792037,32.179645653069635,30.96614368290669,34.84848484848485,174,149,78,52
zz500_ma36_d6_s050,36,6,1.2571141178631908,False,True,True,-3.2000540411,-1.2430670187514536,-2.4105800893770457,1.2434497875801752e-14,-0.7956146914932098,1.2772571708250524,1.2329278426723498,1.2772571708249425,5.274141006874267,1.7855823358880158,27.55065766086029,27.27647301194891,26.589595375722546,29.47658402203857,158,136,70,48
zz500_ma42_d5_s050,42,5,0.9849671151204014,False,True,True,-3.3796261463512565,0.2411017299635673,-3.0148393160321696,2.3092638912203256e-14,-0.7853046618004917,1.2857326768382809,0.5065966357384681,1.2857326768383022,2.2880153499291502,1.2857326768383697,32.38535371489513,32.179645653069635,31.13129644921552,34.710743801652896,172,147,78,54
zz500_ma53_d5_s050,53,5,0.9102149887220145,False,True,True,-2.560067921491484,0.3548415393494153,-2.322103785224506,1.2434497875801752e-14,-0.5384656179987104,1.1359536755296116,-0.0402360911257773,1.1359536755295334,0.9295179110047976,1.1359536755295672,36.08247422680412,36.093943139678615,36.5813377374071,41.735537190082646,170,147,68,44
zz500_ma41_d7_s050,41,7,0.8854071062420159,False,True,True,-2.8741170784554626,-1.7255698728083182,-2.1866215387020844,1.2434497875801752e-14,-0.1542049163680197,1.2301353939779602,0.053884028046383,1.230135393977983,3.767793740220316,1.2301353939780384,26.59082829719161,26.57601977750309,25.185796862097444,28.09917355371901,136,118,64,46
zz500_ma32_d6_s050,32,6,0.8495661042071205,False,True,True,-2.95848889106043,-1.9959768646484408,-2.224782390971459,2.3092638912203256e-14,-0.9865463863233864,1.2772571708249425,0.7994207347335376,1.2772571708249192,5.274141006874267,1.7855823358880158,25.773195876288657,25.793160280181294,24.690338563170933,28.65013774104684,150,130,70,46
zz500_ma43_d5_s050,43,5,0.8142675595768618,False,True,True,-3.40687483534521,0.0091041458264893,-3.0140880790868074,2.3092638912203256e-14,-0.9475115695131606,1.2857326768383697,0.4426519874870109,1.2857326768383253,2.2880153499291502,1.2857326768383697,32.314255243512264,32.179645653069635,30.96614368290669,34.29752066115703,172,149,80,54
zz500_ma54_d5_s050,54,5,0.7524293151327228,False,True,True,-2.497612005574989,0.3548415393494721,-2.255476720367856,1.2434497875801752e-14,-0.7236835875786412,1.135953675529601,-0.2372165335811971,1.1359536755295885,0.3794628776512248,1.135953675529645,36.04692499111269,36.093943139678615,36.16845582163501,41.18457300275482,168,145,70,46
zz500_ma39_d7_s050,39,7,0.7088533264964187,False,True,True,-2.9265680986394926,-2.470427392915518,-2.2261362546579733,2.3092638912203256e-14,-0.3679089334788692,1.2301353939779602,0.3264239616755731,1.2301353939779496,4.637427879678292,1.230135393978017,25.7020974049058,25.46353522867738,23.69942196531792,26.30853994490358,138,120,64,46
zz500_ma38_d6_s050,38,6,0.662411089403764,False,True,True,-2.941639492963489,-2.563246680115516,-2.2813900682621124,0.0,-0.7690969246342725,1.2043693970866798,0.8394549234148414,1.2043693970867348,3.469963094788021,1.2043693970867686,27.62175613224316,27.358879274824886,26.424442609413703,29.614325068870524,152,132,70,48
zz500_ma39_d6_s050,39,6,0.657618401002261,False,True,True,-3.002447537720986,-2.60433024686164,-2.3456229706311227,-1.0658141036401504e-14,-0.6187161816212381,1.204369397086758,0.7642634893408236,1.2043693970866922,3.469963094788021,1.2043693970867686,28.439388553146102,28.224145035022666,26.75474814203138,29.75206611570248,154,134,74,50
zz500_ma40_d7_s050,40,7,0.639475931525622,False,True,True,-2.8582421590900964,-1.8344475597179863,-2.238386700181639,3.3750779948604765e-14,-0.3566486153574253,1.2301353939778945,-0.1293306174624753,1.2301353939779602,3.5580098631773573,1.2301353939779602,26.270885175968715,26.328800988875155,25.185796862097444,27.96143250688705,138,120,64,46
zz500_ma37_d7_s050,37,7,0.6198053913041965,False,True,True,-2.843687033102981,-2.4292763679930367,-2.136411416490702,3.3750779948604765e-14,-0.6370056228832048,1.2309753995172326,0.3037644079098669,1.2309753995172097,5.129031530932871,1.2309753995172985,24.777817276928545,24.47466007416564,23.6168455821635,26.30853994490358,134,116,62,46
zz500_ma41_d6_s050,41,6,0.6062767459949381,False,True,True,-3.0621034043924347,-2.7188449525338143,-2.312462353182852,2.3092638912203256e-14,-0.452158712768071,1.2043693970867686,0.5191194458606283,1.2043693970867473,2.702498273071562,1.2043693970867686,29.292570209740493,29.295426452410386,28.15854665565648,31.40495867768595,152,132,72,48
zz500_ma38_d7_s050,38,7,0.5200384831533631,False,True,True,-2.8094043103803266,-2.4292763679930367,-2.09684847488656,0.0,-0.6619451400540228,1.2301353939779265,0.0929671893321852,1.2301353939778945,4.637427879678292,1.230135393978017,24.92001421969428,24.6394725999176,23.534269199009085,26.30853994490358,136,118,62,46
zz500_ma37_d9_s050,37,9,0.5016856591498158,False,True,True,-2.1282600469876307,-2.097414887976236,-1.735276620363237,1.2434497875801752e-14,-0.6907886057268229,1.032424217686712,0.3484471176309789,1.032424217686691,2.6237467018713545,1.133684359613774,20.263064344116604,19.94231561598681,18.74483897605285,20.38567493112948,110,94,46,30
zz500_ma40_d6_s050,40,6,0.4906313699416875,False,True,True,-2.970907388489554,-2.82641065030975,-2.277237944509068,0.0,-0.594879263808302,1.2043693970867135,0.4491076850087658,1.2043693970867135,2.494522070145376,1.204369397086758,28.9726270885176,29.04820766378245,28.15854665565648,31.267217630853995,152,132,72,48
zz500_ma35_d7_s050,35,7,0.4767778974121892,False,True,True,-2.9189888125491947,-2.4131128416898804,-2.149698818607561,3.3750779948604765e-14,-0.6167400780722652,1.1759428093310105,0.2227798750251715,1.1759428093309428,5.129031530932871,1.2309753995172985,24.351226448631355,24.02142562834776,23.121387283236995,26.859504132231404,142,122,62,44
zz500_ma34_d7_s050,34,7,0.4435278916676255,False,True,True,-3.006708038216921,-2.3448026881162427,-2.25035390688344,0.0,-0.6167400780722652,1.1759428093310105,0.2227798750251715,1.1759428093309428,5.129031530932871,1.2309753995172985,23.88908638464273,23.77420683971982,23.121387283236995,26.859504132231404,140,122,62,44
zz500_ma36_d7_s050,36,7,0.1843802771492075,False,True,True,-3.1416007877091303,-2.4131128416898804,-2.406687597136358,0.0,-0.8739151340551032,1.1759428093309552,0.1521484690109957,1.1759428093309552,5.129031530932871,1.2309753995172985,24.742268041237114,24.47466007416564,23.69942196531792,26.170798898071624,142,122,62,46
zz500_ma34_d4_s050,34,4,3.917027630129047,False,False,True,-3.1386065998487034,0.3548415393494721,-2.6095812266818683,1.2434497875801752e-14,-1.2764813873684917,2.385674276158479,2.0919932750768773,2.385674276158367,5.084292598180706,2.8075443539739027,33.62957696409527,33.58055212196127,33.44343517753922,38.29201101928375,214,187,98,66
zz500_ma30_d4_s050,30,4,3.8222081830287618,False,False,True,-3.264221564218751,0.3093373123550407,-2.592473719550714,-0.0455042269944065,-1.4589294640980484,2.4080398368794054,2.8069798259067653,2.408039836879384,5.520828217297268,2.4080398368794285,32.42090295058656,32.34445817882159,31.213872832369944,34.9862258953168,212,183,96,62
zz500_ma28_d4_s050,28,4,3.810249510831418,False,False,True,-3.039125696126433,0.2977524394767066,-2.514621991446255,-0.0570890998727744,-1.444436565935895,2.386214889763062,2.531229762132181,2.3862148897630284,5.844481420281202,2.637716490727694,32.172058300746535,32.3032550473836,31.79190751445087,36.36363636363637,220,189,102,60
zz500_ma27_d4_s050,27,4,3.712410998920693,False,False,True,-2.648461877915654,0.2977524394766853,-2.284233809669601,-0.0570890998727531,-1.4680524380201092,2.285602556384537,2.483506188275996,2.2856025563845925,5.844481420281202,2.637716490727694,31.603270529683613,31.767614338689743,31.13129644921552,35.9504132231405,226,193,102,60
zz500_ma41_d4_s050,41,4,3.623524517033221,False,False,True,-3.559697712565278,0.226402012317596,-3.322843747459416,2.3092638912203256e-14,-1.6248715107819898,2.7500639329176018,1.0813075544788404,2.750063932917479,5.899278966248598,2.8638816335836434,35.94027728403839,36.05274000824063,35.26011560693642,39.53168044077135,204,181,94,64
zz500_ma29_d4_s050,29,4,3.621754960440163,False,False,True,-3.363702329358297,0.3093373123551508,-2.712140439897091,-0.0455042269943515,-1.740169188929077,2.408039836879416,2.4866009755068816,2.4080398368793947,5.520828217297268,2.4080398368794285,32.2431567721294,32.26205191594561,31.54417836498761,35.9504132231405,214,185,96,60
zz500_ma38_d4_s050,38,4,3.36487063228369,False,False,True,-3.51087701124413,0.354841539349449,-3.3803881992949805,0.0,-1.934385845855747,2.711987909041259,1.0191429038783468,2.711987909041259,5.3456670416426775,2.863881633583654,34.55385709207252,34.44581788215905,33.85631709331131,38.15426997245179,208,185,98,66
zz500_ma35_d4_s050,35,4,3.3168638103826247,False,False,True,-3.2750118911276864,0.3548415393494384,-2.938172906312996,2.3092638912203256e-14,-1.797487013425883,2.385674276158367,1.6492696661958064,2.3856742761584115,5.084292598180706,2.8075443539739027,34.05616779239246,33.82777091058921,33.44343517753922,38.29201101928375,212,187,98,64
zz500_ma40_d4_s050,40,4,3.187185200754338,False,False,True,-3.6174267119891006,0.1149460206107626,-3.458546341400435,0.0,-1.8685456420584965,2.71198790904128,0.7960377384973043,2.7119879090411807,5.685878223470443,2.863881633583633,35.620334162815496,35.80552121961269,35.26011560693642,39.39393939393939,202,179,94,64
zz500_ma46_d4_s050,46,4,3.054876722228877,False,False,True,-2.942026696364831,0.3548415393494259,-2.920681198755858,1.2434497875801752e-14,-1.176081603006864,2.0899960941248903,1.6691111000461518,2.0899960941249027,4.761260979382854,2.0899960941249365,36.75790970494134,36.71199011124845,36.41618497109826,41.59779614325069,206,183,94,60
zz500_ma26_d4_s050,26,4,2.877694449075766,False,False,True,-2.5045282001854083,0.2977524394767279,-2.085313956001112,-0.0570890998727193,-1.147155785840262,1.7382901550000227,2.3326234407179847,1.7382901549999676,5.844481420281202,2.637716490727694,31.425524351226446,31.56159868149979,30.470685383980182,34.57300275482093,224,191,100,60
zz500_ma36_d5_s050,36,5,2.8459073388306564,False,False,True,-3.357602263819892,0.3548415393494597,-2.9337637658404248,2.3092638912203256e-14,-1.1891044822331978,2.1400340764270123,1.0771258503521786,2.1400340764269785,3.5735562878947285,2.140034076427068,30.856736580163524,30.655129789864027,30.057803468208093,33.608815426997246,186,163,84,60
zz500_ma45_d4_s050,45,4,2.833061147240368,False,False,True,-3.1409660167936124,0.354841539349449,-2.978552154055248,0.0,-1.288071469688969,2.082152046520692,1.4267169624674807,2.0821520465206813,4.824748631553021,2.082152046520715,36.260220405261286,36.05274000824063,35.342691990090835,39.66942148760331,212,187,98,62
zz500_ma32_d4_s050,32,4,2.658302303699833,False,False,True,-3.713964891066656,0.0301319105121216,-3.0890163926279293,-0.3247096288372937,-1.953326742238005,2.385674276158434,1.45060394005041,2.385674276158424,5.119602294960512,2.807544353973924,32.74084607180946,32.797692624639474,32.03963666391412,36.63911845730027,212,185,98,64
zz500_ma44_d4_s050,44,4,2.577870919424276,False,False,True,-3.464548945470213,0.3548415393494597,-3.283090985178781,1.2434497875801752e-14,-1.38253658018224,2.0821520465206813,1.315340448452119,2.082152046520669,4.799994165901932,2.082152046520692,36.08247422680412,35.97033374536465,34.929810074318745,39.11845730027548,210,185,96,62
zz500_ma32_d5_s050,32,5,2.5075286399493137,False,False,True,-3.3338308295250307,-0.2470582129351797,-2.7528007932825496,3.3750779948604765e-14,-1.608226877293852,2.140034076426989,0.9394777512346622,2.1400340764269554,3.7895258450982174,2.140034076427078,28.9726270885176,29.00700453234446,27.993393889347644,32.231404958677686,180,155,80,52
zz500_ma33_d5_s050,33,5,2.0805387972703464,False,False,True,-3.4790127511046265,-0.6124534926332927,-2.861002430032535,2.3092638912203256e-14,-1.915673787786368,2.140034076426989,0.6838442529681927,2.1400340764270123,3.7895258450982174,2.140034076427078,29.185922502666195,29.171817058096416,27.993393889347644,32.09366391184573,180,155,80,52
zz500_ma50_d4_s050,50,4,2.054896172677364,False,False,True,-2.461669129494503,0.3548415393494046,-2.27971166740808,1.2434497875801752e-14,-1.1618051528641509,1.3768455874009984,1.866506046348192,1.3768455874010217,4.089564374944853,1.3768455874010108,38.49982225382154,38.483724763082,38.645747316267546,44.0771349862259,202,179,86,50
zz500_ma41_d3_s050,41,3,3.4723751142685604,False,False,False,-3.8582653859261065,0.3548415393494384,-3.837591551981689,0.0,-2.32520500874012,2.9404916452286933,1.1681594386693916,2.9404916452287164,8.063777348412948,2.9404916452287395,40.31283327408461,40.42027194066749,39.96696944673823,44.35261707988981,246,213,114,70
zz500_ma37_d4_s050,37,4,3.281347129180768,False,False,False,-3.502154639183729,0.3548415393494153,-3.3587405288775685,0.0,-2.232050202684245,2.711987909041259,1.1281125840836737,2.711987909041225,5.084292598180706,2.8075443539739027,34.30501244223249,34.11619283065513,33.93889347646573,38.29201101928375,206,181,96,66
zz500_ma31_d4_s050,31,4,3.215499585354612,False,False,False,-3.592034667069722,0.3093373123551508,-2.936727787058846,-0.0455042269943302,-2.024791053330002,2.4375204810460964,1.5787758847247702,2.4375204810460964,5.353186043394253,2.807544353973934,32.74084607180946,32.756489493201485,31.79190751445087,36.08815426997245,218,189,98,64
zz500_ma31_d3_s050,31,3,3.1668034558726568,False,False,False,-3.919818790590778,-0.2603980899316127,-3.846824434476616,-0.6152396292810174,-2.658195858868688,3.0949872763527573,1.819356403207319,3.0949872763528123,6.57763738436239,3.255067399536671,37.53999289015286,37.536052740008245,36.99421965317919,41.18457300275482,270,233,126,73
zz500_ma41_d2_s050,41,2,3.109354153873632,False,False,False,-3.6431991452275057,0.3114584207370328,-3.501905270218608,-0.0433831186123825,-2.9008872094837166,3.300305073397359,-0.6486824792836892,3.3003050733974035,6.833317893727386,3.3003050733974035,45.929612513330966,45.98269468479605,45.74731626754748,50.413223140495866,316,271,140,87
zz500_ma39_d4_s050,39,4,3.068255669950509,False,False,False,-3.775502786980976,0.3548415393494259,-3.6783585147259537,-1.0658141036401504e-14,-2.0661189045043,2.711987909041269,0.8556163532916798,2.7119879090411807,5.3456670416426775,2.863881633583654,35.26484180590118,35.18747424804285,34.18662262592898,38.15426997245179,206,183,98,66
zz500_ma36_d3_s050,36,3,2.9413324176973266,False,False,False,-3.6751851334894567,0.3162895187907804,-3.721036107138588,-0.0385520205586011,-3.217397558550619,3.011836199796825,0.6927129836181933,3.011836199796914,7.081813782138081,3.255067399536671,38.926413082118735,38.81334981458591,38.81090008257638,43.112947658402206,248,217,118,71
zz500_ma34_d3_s050,34,3,2.8160067321612576,False,False,False,-3.810810921889839,-0.0473664839429677,-3.822183123819389,-0.4022080232924043,-2.8694966273487026,2.953243208496536,1.3388196700607082,2.953243208496559,6.579661590966477,2.953243208496593,38.42872378243868,38.40131850020602,38.56317093311313,43.38842975206612,270,235,124,73
zz500_ma38_d3_s050,38,3,2.810514576153897,False,False,False,-3.602521506825518,0.354841539349449,-3.738025696004989,2.3092638912203256e-14,-3.1566781026715525,2.9404916452287164,0.5763456003947454,2.9404916452286933,6.540516418885932,2.9404916452286933,39.139708496267325,39.10177173465184,39.05862923203964,43.25068870523416,258,227,126,73
zz500_ma36_d4_s050,36,4,2.7313085730209163,False,False,False,-3.365833525582442,0.354841539349449,-3.0426417478266927,2.3092638912203256e-14,-2.1903459338285423,2.3856742761584897,0.9754869533885824,2.385674276158367,5.084292598180706,2.8075443539739027,34.518307856381085,34.36341161928306,33.93889347646573,38.15426997245179,206,181,94,66
