window,start,end,rows,annual,vol,sharpe,max_dd,calmar,total_return,var_95,cvar_95,var_99,cvar_99
last_1y,2025-04-17,2026-04-17,366,0.42760938179159336,0.08129151688800457,3.0634400053879234,-0.05298436233590076,8.070482741317374,0.42726155916443287,0.007442541996608694,0.011045774820335039,0.01374443521883419,0.016445767354076435
last_3y,2023-04-17,2026-04-17,1097,0.3439045184745124,0.07945285888200647,2.60739217408522,-0.05853843325880714,5.874850065666418,1.427689308874589,0.007465401870741488,0.01115551122506882,0.01343797782119104,0.01611202877857794
last_5y,2021-04-17,2026-04-17,1827,0.2849545790073926,0.07711742579626371,2.282425202676639,-0.05853843325880703,4.867820389855097,2.5023887736058494,0.00711778316358341,0.011122689066613442,0.013457263851584716,0.017277737662427718
last_10y,2016-04-17,2026-04-17,3653,0.29154665255032963,0.07578785610166933,2.367742023962512,-0.06984444006523427,4.174228503772482,11.910672955204232,0.006913763058761246,0.010859257637849836,0.01371218311798999,0.017502089108703104
full_common,2015-10-13,2026-04-17,3840,0.2859002575705458,0.07624242125997485,2.314405692627428,-0.0719561276245656,3.973257969943068,13.055136689978024,0.006917450331277774,0.010891609629123134,0.01371478503261457,0.017697420211132586
