trade_id,strategy,symbol,allocation,entry_date,exit_date,entry_price,exit_price,side,holding_days,is_open_trade
1,Sub-B,SUBB_T0001,BIL:100.0%(BIL),2008-12-15,2008-12-17,1.0,0.999781406051363,long,3,False
2,Sub-B,SUBB_T0002,BIL:44.4%(BIL); GLDM:18.1%(黄金); VGLT:37.4%(长期国债),2008-12-18,2008-12-18,1.0,0.9993459250555317,long,1,False
3,Sub-B,SUBB_T0003,BIL:44.4%(BIL); GLDM:18.1%(黄金); VGLT:37.4%(长期国债),2008-12-19,2008-12-23,1.0,0.9996838577837476,long,3,False
4,Sub-B,SUBB_T0004,BIL:44.4%(BIL); GLDM:17.3%(黄金); VGLT:38.2%(长期国债),2008-12-24,2008-12-24,1.0,1.0015010860759894,long,1,False
5,Sub-B,SUBB_T0005,BIL:44.4%(BIL); GLDM:17.3%(黄金); VGLT:38.2%(长期国债),2008-12-26,2008-12-30,1.0,1.0094602348672317,long,3,False
6,Sub-B,SUBB_T0006,BIL:44.4%(BIL); GLDM:19.7%(黄金); VGLT:35.9%(长期国债),2008-12-31,2008-12-31,1.0,0.9922809579077129,long,1,False
7,Sub-B,SUBB_T0007,BIL:44.4%(BIL); GLDM:19.7%(黄金); VGLT:35.9%(长期国债),2009-01-02,2009-01-07,1.0,0.9723167386894861,long,4,False
8,Sub-B,SUBB_T0008,BIL:55.6%(BIL); GLDM:9.9%(黄金); VGLT:34.5%(长期国债),2009-01-08,2009-01-08,1.0,1.0032939676141208,long,1,False
9,Sub-B,SUBB_T0009,BIL:55.6%(BIL); GLDM:9.9%(黄金); VGLT:34.5%(长期国债),2009-01-09,2009-01-14,1.0,1.0040058747896201,long,4,False
10,Sub-B,SUBB_T0010,BIL:55.6%(BIL); GLDM:10.1%(黄金); VGLT:34.3%(长期国债),2009-01-15,2009-01-15,1.0,1.0014326780143403,long,1,False
11,Sub-B,SUBB_T0011,BIL:55.6%(BIL); GLDM:10.1%(黄金); VGLT:34.3%(长期国债),2009-01-16,2009-01-21,1.0,0.9880867681095676,long,3,False
12,Sub-B,SUBB_T0012,BIL:55.6%(BIL); GLDM:9.7%(黄金); VGLT:34.8%(长期国债),2009-01-22,2009-01-22,1.0,0.9940384285075364,long,1,False
13,Sub-B,SUBB_T0013,BIL:55.6%(BIL); GLDM:9.7%(黄金); VGLT:34.8%(长期国债),2009-01-23,2009-01-28,1.0,0.9963014946406586,long,4,False
14,Sub-B,SUBB_T0014,BIL:55.6%(BIL); GLDM:9.6%(黄金); VGLT:34.8%(长期国债),2009-01-29,2009-01-29,1.0,0.9942960222532307,long,1,False
15,Sub-B,SUBB_T0015,BIL:55.6%(BIL); GLDM:9.6%(黄金); VGLT:34.8%(长期国债),2009-01-30,2009-02-04,1.0,0.9962370495961395,long,4,False
16,Sub-B,SUBB_T0016,BIL:55.6%(BIL); GLDM:9.7%(黄金); VGLT:34.8%(长期国债),2009-02-05,2009-02-05,1.0,1.0010797028965297,long,1,False
17,Sub-B,SUBB_T0017,BIL:55.6%(BIL); GLDM:9.7%(黄金); VGLT:34.8%(长期国债),2009-02-06,2009-02-11,1.0,1.0141353357551288,long,4,False
18,Sub-B,SUBB_T0018,BIL:1.6%(BIL); GLDM:63.4%(黄金); VGLT:35.0%(长期国债),2009-02-12,2009-02-12,1.0,0.9976506501998645,long,1,False
19,Sub-B,SUBB_T0019,BIL:1.6%(BIL); GLDM:63.4%(黄金); VGLT:35.0%(长期国债),2009-02-13,2009-02-18,1.0,1.0271168306669183,long,3,False
20,Sub-B,SUBB_T0020,BIL:0.6%(BIL); GLDM:65.5%(黄金); VGLT:33.9%(长期国债),2009-02-19,2009-02-19,1.0,0.9865964914009796,long,1,False
21,Sub-B,SUBB_T0021,BIL:0.6%(BIL); GLDM:65.5%(黄金); VGLT:33.9%(长期国债),2009-02-20,2009-02-25,1.0,0.9837968077285887,long,4,False
22,Sub-B,SUBB_T0022,BIL:28.8%(BIL); GLDM:36.3%(黄金); VGLT:34.8%(长期国债),2009-02-26,2009-02-26,1.0,0.9957999420740109,long,1,False
23,Sub-B,SUBB_T0023,BIL:28.8%(BIL); GLDM:36.3%(黄金); VGLT:34.8%(长期国债),2009-02-27,2009-03-04,1.0,0.9875461019356561,long,4,False
24,Sub-B,SUBB_T0024,BIL:27.8%(BIL); GLDM:36.9%(黄金); VGLT:35.3%(长期国债),2009-03-05,2009-03-05,1.0,1.021994091663342,long,1,False
25,Sub-B,SUBB_T0025,BIL:27.8%(BIL); GLDM:36.9%(黄金); VGLT:35.3%(长期国债),2009-03-06,2009-03-11,1.0,0.9814875730400974,long,4,False
26,Sub-B,SUBB_T0026,BIL:32.7%(BIL); GLDM:31.6%(黄金); VGLT:35.7%(长期国债),2009-03-12,2009-03-12,1.0,1.0093383353957273,long,1,False
27,Sub-B,SUBB_T0027,BIL:32.7%(BIL); GLDM:31.6%(黄金); VGLT:35.7%(长期国债),2009-03-13,2009-03-18,1.0,1.0114866503544222,long,4,False
28,Sub-B,SUBB_T0028,BIL:35.6%(BIL); GLDM:28.3%(黄金); VGLT:36.2%(长期国债),2009-03-19,2009-03-19,1.0,1.0045100336547959,long,1,False
29,Sub-B,SUBB_T0029,BIL:35.6%(BIL); GLDM:28.3%(黄金); VGLT:36.2%(长期国债),2009-03-20,2009-03-25,1.0,0.9863284757011,long,4,False
30,Sub-B,SUBB_T0030,BIL:34.7%(BIL); GLDM:30.2%(黄金); VGLT:35.1%(长期国债),2009-03-26,2009-03-26,1.0,1.00396556653217,long,1,False
31,Sub-B,SUBB_T0031,BIL:34.7%(BIL); GLDM:30.2%(黄金); VGLT:35.1%(长期国债),2009-03-27,2009-04-01,1.0,1.0068653931451952,long,4,False
32,Sub-B,SUBB_T0032,BIL:50.4%(BIL); GLDM:15.2%(黄金); VGLT:34.3%(长期国债),2009-04-02,2009-04-02,1.0,0.9880799725103002,long,1,False
33,Sub-B,SUBB_T0033,BIL:50.4%(BIL); GLDM:15.2%(黄金); VGLT:34.3%(长期国债),2009-04-03,2009-04-08,1.0,0.9922078403244393,long,4,False
34,Sub-B,SUBB_T0034,BIL:34.4%(BIL); GLDM:31.1%(黄金); VGLT:34.5%(长期国债),2009-04-09,2009-04-09,1.0,0.9948363424008523,long,1,False
35,Sub-B,SUBB_T0035,BIL:34.4%(BIL); GLDM:31.1%(黄金); VGLT:34.5%(长期国债),2009-04-13,2009-04-15,1.0,1.00543423275562,long,3,False
36,Sub-B,SUBB_T0036,BIL:38.0%(BIL); EMXC:4.9%(新兴市场(除中国)); GLDM:15.7%(黄金); VGLT:41.3%(长期国债),2009-04-16,2009-04-16,1.0,0.9914854379053966,long,1,False
37,Sub-B,SUBB_T0037,BIL:38.0%(BIL); EMXC:4.9%(新兴市场(除中国)); GLDM:15.7%(黄金); VGLT:41.3%(长期国债),2009-04-17,2009-04-22,1.0,0.9959751677561103,long,4,False
38,Sub-B,SUBB_T0038,BIL:24.8%(BIL); EMXC:6.3%(新兴市场(除中国)); GLDM:17.9%(黄金); QQQM:17.4%(Nasdaq 100); VGLT:42.1%(长期国债),2009-04-23,2009-04-23,1.0,1.003446507214884,long,1,False
39,Sub-B,SUBB_T0039,BIL:24.8%(BIL); EMXC:6.3%(新兴市场(除中国)); GLDM:17.9%(黄金); QQQM:17.4%(Nasdaq 100); VGLT:42.1%(长期国债),2009-04-24,2009-04-29,1.0,0.9907222163080749,long,4,False
40,Sub-B,SUBB_T0040,BIL:24.8%(BIL); EMXC:7.5%(新兴市场(除中国)); GLDM:45.2%(黄金); QQQM:22.9%(Nasdaq 100); VGLT:24.5%(长期国债),2009-04-30,2009-04-30,1.0,0.9985020146597208,long,1,False
41,Sub-B,SUBB_T0041,BIL:24.8%(BIL); EMXC:7.5%(新兴市场(除中国)); GLDM:45.2%(黄金); QQQM:22.9%(Nasdaq 100); VGLT:24.5%(长期国债),2009-05-01,2009-05-06,1.0,1.021425470286237,long,4,False
42,Sub-B,SUBB_T0042,BIL:23.6%(BIL); EMXC:6.4%(新兴市场(除中国)); GLDM:49.9%(黄金); QQQM:23.4%(Nasdaq 100); VGLT:23.6%(长期国债),2009-05-07,2009-05-07,1.0,0.9862735461810718,long,1,False
43,Sub-B,SUBB_T0043,BIL:23.6%(BIL); EMXC:6.4%(新兴市场(除中国)); GLDM:49.9%(黄金); QQQM:23.4%(Nasdaq 100); VGLT:23.6%(长期国债),2009-05-08,2009-05-13,1.0,1.0073065792547655,long,4,False
44,Sub-B,SUBB_T0044,BIL:0.2%(BIL); EMXC:5.6%(新兴市场(除中国)); GLDM:76.6%(黄金); QQQM:22.9%(Nasdaq 100); VGLT:22.4%(长期国债),2009-05-14,2009-05-14,1.0,1.0041808962284366,long,1,False
45,Sub-B,SUBB_T0045,BIL:0.2%(BIL); EMXC:5.6%(新兴市场(除中国)); GLDM:76.6%(黄金); QQQM:22.9%(Nasdaq 100); VGLT:22.4%(长期国债),2009-05-15,2009-05-20,1.0,1.0169076309210197,long,4,False
46,Sub-B,SUBB_T0046,EMXC:5.6%(新兴市场(除中国)); GLDM:78.1%(黄金); QQQM:23.5%(Nasdaq 100); VGLT:21.4%(长期国债),2009-05-21,2009-05-21,1.0,1.0024016274408432,long,1,False
47,Sub-B,SUBB_T0047,EMXC:5.6%(新兴市场(除中国)); GLDM:78.1%(黄金); QQQM:23.5%(Nasdaq 100); VGLT:21.4%(长期国债),2009-05-22,2009-05-27,1.0,0.9937131349275443,long,3,False
48,Sub-B,SUBB_T0048,BIL:11.1%(BIL); EMXC:6.0%(新兴市场(除中国)); GLDM:81.7%(黄金); QQQM:20.2%(Nasdaq 100); VGLT:9.7%(长期国债),2009-05-28,2009-05-28,1.0,1.0141428255835625,long,1,False
49,Sub-B,SUBB_T0049,BIL:11.1%(BIL); EMXC:6.0%(新兴市场(除中国)); GLDM:81.7%(黄金); QQQM:20.2%(Nasdaq 100); VGLT:9.7%(长期国债),2009-05-29,2009-06-03,1.0,1.0100292721723054,long,4,False
50,Sub-B,SUBB_T0050,BIL:11.1%(BIL); EMXC:6.7%(新兴市场(除中国)); GLDM:81.6%(黄金); QQQM:20.6%(Nasdaq 100); VGLT:8.8%(长期国债),2009-06-04,2009-06-04,1.0,1.0171547148441318,long,1,False
51,Sub-B,SUBB_T0051,BIL:11.1%(BIL); EMXC:6.7%(新兴市场(除中国)); GLDM:81.6%(黄金); QQQM:20.6%(Nasdaq 100); VGLT:8.8%(长期国债),2009-06-05,2009-06-10,1.0,0.9780188163904644,long,4,False
52,Sub-B,SUBB_T0052,BIL:27.8%(BIL); EMXC:7.6%(新兴市场(除中国)); GLDM:62.4%(黄金); QQQM:21.5%(Nasdaq 100),2009-06-11,2009-06-11,1.0,1.0009524946878436,long,1,False
53,Sub-B,SUBB_T0053,BIL:27.8%(BIL); EMXC:7.6%(新兴市场(除中国)); GLDM:62.4%(黄金); QQQM:21.5%(Nasdaq 100),2009-06-12,2009-06-17,1.0,0.9774832836543675,long,4,False
54,Sub-B,SUBB_T0054,BIL:48.1%(BIL); EMXC:8.0%(新兴市场(除中国)); GLDM:40.9%(黄金); QQQM:20.1%(Nasdaq 100),2009-06-18,2009-06-18,1.0,0.9943029580264963,long,1,False
55,Sub-B,SUBB_T0055,BIL:48.1%(BIL); EMXC:8.0%(新兴市场(除中国)); GLDM:40.9%(黄金); QQQM:20.1%(Nasdaq 100),2009-06-19,2009-06-24,1.0,0.9985249665817524,long,4,False
56,Sub-B,SUBB_T0056,BIL:7.1%(BIL); PDBC:10.7%(大宗商品); EMXC:8.5%(新兴市场(除中国)); GLDM:39.2%(黄金); QQQM:23.0%(Nasdaq 100); VGLT:20.4%(长期国债),2009-06-25,2009-06-25,1.0,1.0101906125448206,long,1,False
57,Sub-B,SUBB_T0057,BIL:7.1%(BIL); PDBC:10.7%(大宗商品); EMXC:8.5%(新兴市场(除中国)); GLDM:39.2%(黄金); QQQM:23.0%(Nasdaq 100); VGLT:20.4%(长期国债),2009-06-26,2009-07-01,1.0,1.0000344875728804,long,4,False
58,Sub-B,SUBB_T0058,BIL:25.9%(BIL); PDBC:12.3%(大宗商品); EMXC:8.3%(新兴市场(除中国)); GLDM:18.6%(黄金); QQQM:21.3%(Nasdaq 100); VGLT:22.2%(长期国债),2009-07-02,2009-07-02,1.0,0.9858845132428289,long,1,False
59,Sub-B,SUBB_T0059,BIL:25.9%(BIL); PDBC:12.3%(大宗商品); EMXC:8.3%(新兴市场(除中国)); GLDM:18.6%(黄金); QQQM:21.3%(Nasdaq 100); VGLT:22.2%(长期国债),2009-07-06,2009-07-08,1.0,0.9839672466508079,long,3,False
60,Sub-B,SUBB_T0060,BIL:28.0%(BIL); EMXC:9.0%(新兴市场(除中国)); GLDM:19.4%(黄金); QQQM:22.0%(Nasdaq 100); VGLT:21.6%(长期国债),2009-07-09,2009-07-09,1.0,1.0004182343441037,long,1,False
61,Sub-B,SUBB_T0061,BIL:28.0%(BIL); EMXC:9.0%(新兴市场(除中国)); GLDM:19.4%(黄金); QQQM:22.0%(Nasdaq 100); VGLT:21.6%(长期国债),2009-07-10,2009-07-15,1.0,1.014898655661881,long,4,False
62,Sub-B,SUBB_T0062,BIL:25.0%(BIL); EMXC:7.1%(新兴市场(除中国)); GLDM:48.5%(黄金); QQQM:15.9%(Nasdaq 100); VGLT:20.5%(长期国债),2009-07-16,2009-07-16,1.0,1.004688963587326,long,1,False
63,Sub-B,SUBB_T0063,BIL:25.0%(BIL); EMXC:7.1%(新兴市场(除中国)); GLDM:48.5%(黄金); QQQM:15.9%(Nasdaq 100); VGLT:20.5%(长期国债),2009-07-17,2009-07-22,1.0,1.0146713128504112,long,4,False
64,Sub-B,SUBB_T0064,BIL:48.3%(BIL); VEA:11.4%(发达市场); EMXC:8.8%(新兴市场(除中国)); GLDM:18.4%(黄金); QQQM:21.7%(Nasdaq 100),2009-07-23,2009-07-23,1.0,1.0007794929383673,long,1,False
65,Sub-B,SUBB_T0065,BIL:48.3%(BIL); VEA:11.4%(发达市场); EMXC:8.8%(新兴市场(除中国)); GLDM:18.4%(黄金); QQQM:21.7%(Nasdaq 100),2009-07-24,2009-07-29,1.0,0.9941875254214916,long,4,False
66,Sub-B,SUBB_T0066,BIL:44.4%(BIL); VEA:11.7%(发达市场); EMXC:8.6%(新兴市场(除中国)); QQQM:24.5%(Nasdaq 100); VGLT:22.2%(长期国债),2009-07-30,2009-07-30,1.0,1.0066193922979625,long,1,False
67,Sub-B,SUBB_T0067,BIL:44.4%(BIL); VEA:11.7%(发达市场); EMXC:8.6%(新兴市场(除中国)); QQQM:24.5%(Nasdaq 100); VGLT:22.2%(长期国债),2009-07-31,2009-08-05,1.0,1.0005917803731519,long,4,False
68,Sub-B,SUBB_T0068,BIL:33.3%(BIL); VEA:12.1%(发达市场); EMXC:7.6%(新兴市场(除中国)); GLDM:22.2%(黄金); QQQM:27.3%(Nasdaq 100); VGLT:11.1%(长期国债),2009-08-06,2009-08-06,1.0,0.9971647594260314,long,1,False
69,Sub-B,SUBB_T0069,BIL:33.3%(BIL); VEA:12.1%(发达市场); EMXC:7.6%(新兴市场(除中国)); GLDM:22.2%(黄金); QQQM:27.3%(Nasdaq 100); VGLT:11.1%(长期国债),2009-08-07,2009-08-12,1.0,0.9981824981161748,long,4,False
70,Sub-B,SUBB_T0070,BIL:33.3%(BIL); VEA:12.3%(发达市场); EMXC:7.4%(新兴市场(除中国)); GLDM:26.9%(黄金); QQQM:27.3%(Nasdaq 100); VGLT:8.8%(长期国债),2009-08-13,2009-08-13,1.0,1.007946151544775,long,1,False
71,Sub-B,SUBB_T0071,BIL:33.3%(BIL); VEA:12.3%(发达市场); EMXC:7.4%(新兴市场(除中国)); GLDM:26.9%(黄金); QQQM:27.3%(Nasdaq 100); VGLT:8.8%(长期国债),2009-08-14,2009-08-19,1.0,0.9886827991179049,long,4,False
72,Sub-B,SUBB_T0072,BIL:22.2%(BIL); VEA:11.8%(发达市场); EMXC:8.3%(新兴市场(除中国)); GLDM:24.7%(黄金); QQQM:26.5%(Nasdaq 100); VGLT:21.0%(长期国债),2009-08-20,2009-08-20,1.0,1.0053880488849436,long,1,False
73,Sub-B,SUBB_T0073,BIL:22.2%(BIL); VEA:11.8%(发达市场); EMXC:8.3%(新兴市场(除中国)); GLDM:24.7%(黄金); QQQM:26.5%(Nasdaq 100); VGLT:21.0%(长期国债),2009-08-21,2009-08-26,1.0,1.0113300320222756,long,4,False
74,Sub-B,SUBB_T0074,BIL:22.2%(BIL); VEA:11.5%(发达市场); EMXC:8.8%(新兴市场(除中国)); GLDM:25.6%(黄金); QQQM:26.2%(Nasdaq 100); VGLT:20.5%(长期国债),2009-08-27,2009-08-27,1.0,1.0016357635955762,long,1,False
75,Sub-B,SUBB_T0075,BIL:22.2%(BIL); VEA:11.5%(发达市场); EMXC:8.8%(新兴市场(除中国)); GLDM:25.6%(黄金); QQQM:26.2%(Nasdaq 100); VGLT:20.5%(长期国债),2009-08-28,2009-09-02,1.0,0.9976561396878914,long,4,False
76,Sub-B,SUBB_T0076,VEA:11.4%(发达市场); EMXC:9.1%(新兴市场(除中国)); GLDM:45.1%(黄金); QQQM:25.7%(Nasdaq 100); VGLT:21.9%(长期国债),2009-09-03,2009-09-03,1.0,1.006498829230637,long,1,False
77,Sub-B,SUBB_T0077,VEA:11.4%(发达市场); EMXC:9.1%(新兴市场(除中国)); GLDM:45.1%(黄金); QQQM:25.7%(Nasdaq 100); VGLT:21.9%(长期国债),2009-09-04,2009-09-09,1.0,1.0127463892738904,long,3,False
78,Sub-B,SUBB_T0078,VEA:11.1%(发达市场); EMXC:9.3%(新兴市场(除中国)); GLDM:47.7%(黄金); QQQM:26.0%(Nasdaq 100); VGLT:20.6%(长期国债),2009-09-10,2009-09-10,1.0,1.0115564073236085,long,1,False
79,Sub-B,SUBB_T0079,VEA:11.1%(发达市场); EMXC:9.3%(新兴市场(除中国)); GLDM:47.7%(黄金); QQQM:26.0%(Nasdaq 100); VGLT:20.6%(长期国债),2009-09-11,2009-09-16,1.0,1.020231226993826,long,4,False
80,Sub-B,SUBB_T0080,BIL:22.2%(BIL); VEA:10.7%(发达市场); EMXC:18.4%(新兴市场(除中国)); GLDM:26.1%(黄金); QQQM:26.8%(Nasdaq 100); VGLT:22.2%(长期国债),2009-09-17,2009-09-17,1.0,0.9985909715253974,long,1,False
81,Sub-B,SUBB_T0081,BIL:22.2%(BIL); VEA:10.7%(发达市场); EMXC:18.4%(新兴市场(除中国)); GLDM:26.1%(黄金); QQQM:26.8%(Nasdaq 100); VGLT:22.2%(长期国债),2009-09-18,2009-09-23,1.0,0.9979073956467502,long,4,False
82,Sub-B,SUBB_T0082,BIL:22.2%(BIL); VEA:10.6%(发达市场); EMXC:16.6%(新兴市场(除中国)); GLDM:24.1%(黄金); QQQM:28.2%(Nasdaq 100); VGLT:24.5%(长期国债),2009-09-24,2009-09-24,1.0,0.9895889011441015,long,1,False
83,Sub-B,SUBB_T0083,BIL:22.2%(BIL); VEA:10.6%(发达市场); EMXC:16.6%(新兴市场(除中国)); GLDM:24.1%(黄金); QQQM:28.2%(Nasdaq 100); VGLT:24.5%(长期国债),2009-09-25,2009-09-30,1.0,1.0139640915244392,long,4,False
84,Sub-B,SUBB_T0084,BIL:22.2%(BIL); VEA:11.2%(发达市场); EMXC:9.6%(新兴市场(除中国)); GLDM:22.5%(黄金); QQQM:24.9%(Nasdaq 100); VGLT:22.1%(长期国债),2009-10-01,2009-10-01,1.0,0.9852411157318592,long,1,False
85,Sub-B,SUBB_T0085,BIL:22.2%(BIL); VEA:11.2%(发达市场); EMXC:9.6%(新兴市场(除中国)); GLDM:22.5%(黄金); QQQM:24.9%(Nasdaq 100); VGLT:22.1%(长期国债),2009-10-02,2009-10-07,1.0,1.0220180551955196,long,4,False
86,Sub-B,SUBB_T0086,BIL:1.5%(BIL); VEA:10.9%(发达市场); EMXC:18.0%(新兴市场(除中国)); GLDM:41.0%(黄金); QQQM:25.6%(Nasdaq 100); VGLT:26.8%(长期国债),2009-10-08,2009-10-08,1.0,1.0042719520501817,long,1,False
87,Sub-B,SUBB_T0087,BIL:1.5%(BIL); VEA:10.9%(发达市场); EMXC:18.0%(新兴市场(除中国)); GLDM:41.0%(黄金); QQQM:25.6%(Nasdaq 100); VGLT:26.8%(长期国债),2009-10-09,2009-10-14,1.0,1.0108222267827491,long,4,False
88,Sub-B,SUBB_T0088,BIL:0.5%(BIL); VEA:10.8%(发达市场); EMXC:18.4%(新兴市场(除中国)); GLDM:45.3%(黄金); QQQM:50.8%(Nasdaq 100); VGLT:11.7%(长期国债),2009-10-15,2009-10-15,1.0,0.9924795181185664,long,1,False
89,Sub-B,SUBB_T0089,BIL:0.5%(BIL); VEA:10.8%(发达市场); EMXC:18.4%(新兴市场(除中国)); GLDM:45.3%(黄金); QQQM:50.8%(Nasdaq 100); VGLT:11.7%(长期国债),2009-10-16,2009-10-21,1.0,1.0047171489269673,long,4,False
90,Sub-B,SUBB_T0090,VEA:21.5%(发达市场); EMXC:19.4%(新兴市场(除中国)); GLDM:22.8%(黄金); QQQM:51.6%(Nasdaq 100); VGLT:10.8%(长期国债),2009-10-22,2009-10-22,1.0,1.0047577726245818,long,1,False
91,Sub-B,SUBB_T0091,VEA:21.5%(发达市场); EMXC:19.4%(新兴市场(除中国)); GLDM:22.8%(黄金); QQQM:51.6%(Nasdaq 100); VGLT:10.8%(长期国债),2009-10-23,2009-10-28,1.0,0.9420571124793786,long,4,False
92,Sub-B,SUBB_T0092,BIL:2.9%(BIL); VEA:10.3%(发达市场); EMXC:14.4%(新兴市场(除中国)); GLDM:41.3%(黄金); QQQM:51.7%(Nasdaq 100); VGLT:11.6%(长期国债),2009-10-29,2009-10-29,1.0,1.0268955635616526,long,1,False
93,Sub-B,SUBB_T0093,BIL:2.9%(BIL); VEA:10.3%(发达市场); EMXC:14.4%(新兴市场(除中国)); GLDM:41.3%(黄金); QQQM:51.7%(Nasdaq 100); VGLT:11.6%(长期国债),2009-10-30,2009-11-04,1.0,1.0006461638982702,long,4,False
94,Sub-B,SUBB_T0094,BIL:6.1%(BIL); VEA:11.1%(发达市场); EMXC:14.3%(新兴市场(除中国)); GLDM:37.0%(黄金); QQQM:39.2%(Nasdaq 100); VGLT:11.3%(长期国债),2009-11-05,2009-11-05,1.0,1.0166072845158638,long,1,False
95,Sub-B,SUBB_T0095,BIL:6.1%(BIL); VEA:11.1%(发达市场); EMXC:14.3%(新兴市场(除中国)); GLDM:37.0%(黄金); QQQM:39.2%(Nasdaq 100); VGLT:11.3%(长期国债),2009-11-06,2009-11-11,1.0,1.032160526645602,long,4,False
96,Sub-B,SUBB_T0096,BIL:7.1%(BIL); VEA:11.2%(发达市场); EMXC:14.3%(新兴市场(除中国)); GLDM:34.9%(黄金); QQQM:37.1%(Nasdaq 100); VGLT:12.5%(长期国债),2009-11-12,2009-11-12,1.0,0.9880523337195238,long,1,False
97,Sub-B,SUBB_T0097,BIL:7.1%(BIL); VEA:11.2%(发达市场); EMXC:14.3%(新兴市场(除中国)); GLDM:34.9%(黄金); QQQM:37.1%(Nasdaq 100); VGLT:12.5%(长期国债),2009-11-13,2009-11-18,1.0,1.0276368833096683,long,4,False
98,Sub-B,SUBB_T0098,BIL:7.7%(BIL); VEA:11.3%(发达市场); EMXC:14.5%(新兴市场(除中国)); GLDM:33.3%(黄金); QQQM:35.2%(Nasdaq 100); VGLT:12.7%(长期国债),2009-11-19,2009-11-19,1.0,0.9898391598722,long,1,False
99,Sub-B,SUBB_T0099,BIL:7.7%(BIL); VEA:11.3%(发达市场); EMXC:14.5%(新兴市场(除中国)); GLDM:33.3%(黄金); QQQM:35.2%(Nasdaq 100); VGLT:12.7%(长期国债),2009-11-20,2009-11-24,1.0,1.0128055289860138,long,3,False
100,Sub-B,SUBB_T0100,BIL:7.8%(BIL); VEA:11.0%(发达市场); EMXC:14.5%(新兴市场(除中国)); GLDM:34.1%(黄金); QQQM:34.3%(Nasdaq 100); VGLT:12.6%(长期国债),2009-11-25,2009-11-25,1.0,1.0107821326672495,long,1,False
101,Sub-B,SUBB_T0101,BIL:7.8%(BIL); VEA:11.0%(发达市场); EMXC:14.5%(新兴市场(除中国)); GLDM:34.1%(黄金); QQQM:34.3%(Nasdaq 100); VGLT:12.6%(长期国债),2009-11-27,2009-12-02,1.0,1.0067121720170151,long,4,False
102,Sub-B,SUBB_T0102,BIL:8.4%(BIL); EMXC:13.6%(新兴市场(除中国)); GLDM:49.3%(黄金); QQQM:31.8%(Nasdaq 100); VGLT:13.8%(长期国债),2009-12-03,2009-12-03,1.0,0.9943117492882517,long,1,False
103,Sub-B,SUBB_T0103,BIL:8.4%(BIL); EMXC:13.6%(新兴市场(除中国)); GLDM:49.3%(黄金); QQQM:31.8%(Nasdaq 100); VGLT:13.8%(长期国债),2009-12-04,2009-12-09,1.0,0.9681381752835588,long,4,False
104,Sub-B,SUBB_T0104,BIL:9.3%(BIL); VEA:9.8%(发达市场); EMXC:15.8%(新兴市场(除中国)); GLDM:20.6%(黄金); QQQM:40.1%(Nasdaq 100); VGLT:15.3%(长期国债),2009-12-10,2009-12-10,1.0,1.0006800710782462,long,1,False
105,Sub-B,SUBB_T0105,BIL:9.3%(BIL); VEA:9.8%(发达市场); EMXC:15.8%(新兴市场(除中国)); GLDM:20.6%(黄金); QQQM:40.1%(Nasdaq 100); VGLT:15.3%(长期国债),2009-12-11,2009-12-16,1.0,1.001338184154796,long,4,False
106,Sub-B,SUBB_T0106,BIL:9.2%(BIL); VEA:9.6%(发达市场); EMXC:16.8%(新兴市场(除中国)); GLDM:19.5%(黄金); QQQM:41.0%(Nasdaq 100); VGLT:15.7%(长期国债),2009-12-17,2009-12-17,1.0,0.9829512115587655,long,1,False
107,Sub-B,SUBB_T0107,BIL:9.2%(BIL); VEA:9.6%(发达市场); EMXC:16.8%(新兴市场(除中国)); GLDM:19.5%(黄金); QQQM:41.0%(Nasdaq 100); VGLT:15.7%(长期国债),2009-12-18,2009-12-23,1.0,1.016642710055026,long,4,False
108,Sub-B,SUBB_T0108,BIL:9.1%(BIL); VEA:10.0%(发达市场); EMXC:17.2%(新兴市场(除中国)); GLDM:19.4%(黄金); QQQM:40.4%(Nasdaq 100); VGLT:15.3%(长期国债),2009-12-24,2009-12-24,1.0,1.007550417361139,long,1,False
109,Sub-B,SUBB_T0109,BIL:9.1%(BIL); VEA:10.0%(发达市场); EMXC:17.2%(新兴市场(除中国)); GLDM:19.4%(黄金); QQQM:40.4%(Nasdaq 100); VGLT:15.3%(长期国债),2009-12-28,2009-12-30,1.0,1.0015573230188741,long,3,False
110,Sub-B,SUBB_T0110,BIL:6.3%(BIL); VEA:22.3%(发达市场); EMXC:19.0%(新兴市场(除中国)); GLDM:12.1%(黄金); QQQM:42.0%(Nasdaq 100); VGLT:14.9%(长期国债),2009-12-31,2009-12-31,1.0,0.9961812115579087,long,1,False
111,Sub-B,SUBB_T0111,BIL:6.3%(BIL); VEA:22.3%(发达市场); EMXC:19.0%(新兴市场(除中国)); GLDM:12.1%(黄金); QQQM:42.0%(Nasdaq 100); VGLT:14.9%(长期国债),2010-01-04,2010-01-06,1.0,1.0196262978107582,long,3,False
112,Sub-B,SUBB_T0112,BIL:5.9%(BIL); VEA:21.2%(发达市场); EMXC:19.2%(新兴市场(除中国)); GLDM:13.1%(黄金); QQQM:43.3%(Nasdaq 100); VGLT:14.3%(长期国债),2010-01-07,2010-01-07,1.0,0.9978124619136692,long,1,False
113,Sub-B,SUBB_T0113,BIL:5.9%(BIL); VEA:21.2%(发达市场); EMXC:19.2%(新兴市场(除中国)); GLDM:13.1%(黄金); QQQM:43.3%(Nasdaq 100); VGLT:14.3%(长期国债),2010-01-08,2010-01-13,1.0,1.0038185221491664,long,4,False
