date,return,is_signal,rebalanced,w_QQQ,w_EMXC,w_EFA,w_GLD,w_TLT,w_DBC,w_BTC-USD,w_BIL,sel_130,sel_260,sel_390,nav,volreg_ratio,volreg_cash
2008-12-15,-0.00021859394863710246,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.9997814060513629,0.9556070245693012,False
2008-12-16,0.0006540749444683414,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,1.0004353380190065,0.9998247083626017,False
2008-12-17,-0.0006536474100748979,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.999781406051363,0.9939122606070151,False
2008-12-18,-0.0006540749444683414,True,True,0.0,0.0,0.0,0.1812227498319985,0.3743328057235571,0.0,0.0,0.44444444444444436,TLT,"GLD,TLT","GLD,TLT",0.9991274740837195,0.9749465425174505,False
2008-12-19,0.002947645662133347,False,False,0.0,0.0,0.0,0.1812227498319985,0.3743328057235571,0.0,0.0,0.44444444444444436,TLT,"GLD,TLT","GLD,TLT",1.0020725478486205,0.9135028623880733,False
2008-12-22,-0.0004760525928874052,False,False,0.0,0.0,0.0,0.1812227498319985,0.3743328057235571,0.0,0.0,0.44444444444444436,TLT,"GLD,TLT","GLD,TLT",1.0015955086139559,0.8036360587919745,False
2008-12-23,-0.002779466241880892,False,False,0.0,0.0,0.0,0.1812227498319985,0.3743328057235571,0.0,0.0,0.44444444444444436,TLT,"GLD,TLT","GLD,TLT",0.9988116077097439,0.7907792383522635,False
2008-12-24,0.00150108607598941,True,True,0.0,0.0,0.0,0.17310555517923376,0.3824500003763219,0.0,0.0,0.44444444444444436,TLT,"GLD,TLT","GLD,TLT",1.0003109099066136,0.7887321119473507,False
2008-12-26,0.0056568084645463035,False,False,0.0,0.0,0.0,0.17310555517923376,0.3824500003763219,0.0,0.0,0.44444444444444436,TLT,"GLD,TLT","GLD,TLT",1.0059694771289514,0.739317331203205,False
2008-12-29,-0.0005112439297909438,False,False,0.0,0.0,0.0,0.17310555517923376,0.3824500003763219,0.0,0.0,0.44444444444444436,TLT,"GLD,TLT","GLD,TLT",1.0054551813402142,0.7222549765167358,False
2008-12-30,0.00429547213493229,False,False,0.0,0.0,0.0,0.17310555517923376,0.3824500003763219,0.0,0.0,0.44444444444444436,TLT,"GLD,TLT","GLD,TLT",1.0097740860545843,0.7573294869064335,False
2008-12-31,-0.00771904209228711,True,True,0.0,0.0,0.0,0.196715575498873,0.3588399800566826,0.0,0.0,0.44444444444444436,TLT,"GLD,TLT","GLD,TLT",1.0019795973806283,0.5047554205597923,False
2009-01-02,-0.009277308009033813,False,False,0.0,0.0,0.0,0.196715575498873,0.3588399800566826,0.0,0.0,0.44444444444444436,TLT,"GLD,TLT","GLD,TLT",0.9926839240369605,0.6093421882841249,False
2009-01-05,-0.013244800707480842,False,False,0.0,0.0,0.0,0.196715575498873,0.3588399800566826,0.0,0.0,0.44444444444444436,TLT,"GLD,TLT","GLD,TLT",0.979536023297571,0.5413501180248389,False
2009-01-06,-0.0019984772457786984,False,False,0.0,0.0,0.0,0.196715575498873,0.3588399800566826,0.0,0.0,0.44444444444444436,TLT,"GLD,TLT","GLD,TLT",0.9775784428435902,0.5275457125537152,False
2009-01-07,-0.0034134431967903804,False,False,0.0,0.0,0.0,0.196715575498873,0.3588399800566826,0.0,0.0,0.44444444444444436,TLT,"GLD,TLT","GLD,TLT",0.9742415343585368,0.6507231152847411,False
2009-01-08,0.003293967614120804,True,True,0.0,0.0,0.0,0.09915192892084324,0.3452925155236013,0.0,0.0,0.5555555555555555,TLT,TLT,"GLD,TLT",0.9774506544210452,0.6212859749472965,False
2009-01-09,-0.001314681572342824,False,False,0.0,0.0,0.0,0.09915192892084324,0.3452925155236013,0.0,0.0,0.5555555555555555,TLT,TLT,"GLD,TLT",0.9761656180578034,0.7009849616456137,False
2009-01-12,-0.00039208887472520597,False,False,0.0,0.0,0.0,0.09915192892084324,0.3452925155236013,0.0,0.0,0.5555555555555555,TLT,TLT,"GLD,TLT",0.9757828743790737,0.7697106263371105,False
2009-01-13,0.0012381554747976583,False,False,0.0,0.0,0.0,0.09915192892084324,0.3452925155236013,0.0,0.0,0.5555555555555555,TLT,TLT,"GLD,TLT",0.9769910452871999,0.7691215457231255,False
2009-01-14,0.004478192599198593,False,False,0.0,0.0,0.0,0.09915192892084324,0.3452925155236013,0.0,0.0,0.5555555555555555,TLT,TLT,"GLD,TLT",0.9813661993556884,0.7859341339178578,False
2009-01-15,0.0014326780143402214,True,True,0.0,0.0,0.0,0.10144553096750446,0.34299891347694006,0.0,0.0,0.5555555555555555,TLT,TLT,"GLD,TLT",0.9827721811335219,0.7478188533528105,False
2009-01-16,-0.0028092675915882825,False,False,0.0,0.0,0.0,0.10144553096750446,0.34299891347694006,0.0,0.0,0.5555555555555555,TLT,TLT,"GLD,TLT",0.980011311095149,0.6067985121212838,False
