case_id,family,volume_enabled,old_enabled,clear_enabled,zz_ma,zz_days,cyb_ma,cyb_days,old_scale,ratio_ma,ratio_days,clear_scale,cagr_last_1y,max_dd_last_1y,sharpe_last_1y,calmar_last_1y,old_signal_days_last_1y,clear_signal_days_last_1y,overlay_days_last_1y,avg_weight_last_1y,avg_turnover_last_1y,cagr_last_3y,max_dd_last_3y,sharpe_last_3y,calmar_last_3y,old_signal_days_last_3y,clear_signal_days_last_3y,overlay_days_last_3y,avg_weight_last_3y,avg_turnover_last_3y,cagr_last_5y,max_dd_last_5y,sharpe_last_5y,calmar_last_5y,old_signal_days_last_5y,clear_signal_days_last_5y,overlay_days_last_5y,avg_weight_last_5y,avg_turnover_last_5y,cagr_last_10y,max_dd_last_10y,sharpe_last_10y,calmar_last_10y,old_signal_days_last_10y,clear_signal_days_last_10y,overlay_days_last_10y,avg_weight_last_10y,avg_turnover_last_10y,cagr_full_common,max_dd_full_common,sharpe_full_common,calmar_full_common,old_signal_days_full_common,clear_signal_days_full_common,overlay_days_full_common,avg_weight_full_common,avg_turnover_full_common,recent_weighted_sharpe,mean_recent_cagr,worst_recent_max_dd
cyb_ma15_d5,cyb_scan,True,True,True,15.0,3.0,15.0,5.0,0.25,30.0,15.0,0.0,1.0764770773968322,-0.062068609892664495,3.7074436364047325,17.343341171300413,85,36,99,0.7321797520661157,0.184400826446281,0.4788534172397729,-0.12648484870811094,2.1220966103338306,3.785855951370293,290,100,344,0.6136504047347192,0.1786016857527473,0.36050421366433083,-0.17409490657398063,1.751872431970887,2.0707338356917218,453,111,515,0.7162274329234761,0.21346266434421035,0.3345875750782723,-0.17409490657398008,1.613987550132077,1.9218688338598366,976,183,1065,0.719178358875326,0.23692857613109827,0.33622231076989073,-0.2978644927637738,1.4588005401530832,1.1287760674332445,1328,240,1447,0.7377475303697123,0.23762565464086804,2.1541038427871726,0.5626055708448021,-0.17409490657398063
cyb_ma15_d3,cyb_scan,True,True,True,15.0,3.0,15.0,3.0,0.25,30.0,15.0,0.0,1.0347764387224738,-0.062068609892664384,3.611504040264745,16.67149369885871,93,36,105,0.7182334710743802,0.17510330578512398,0.47017346805075766,-0.11293047130181821,2.104747557922346,4.163388876631632,319,100,366,0.6013387012252452,0.1770812765272397,0.34921008329270053,-0.16912689914418078,1.7400979486589385,2.0647814455286544,517,111,572,0.6851317331318414,0.21812893120559998,0.3119484475661283,-0.17913347741371477,1.5618778102153081,1.741430200931526,1101,183,1181,0.6881694164740806,0.2383691780982278,0.31666419158199166,-0.2933370437902957,1.4194697954390596,1.0795233615580184,1577,240,1686,0.7068714706812376,0.2395357527617958,2.1217032048754576,0.5415271094080151,-0.17913347741371477
cyb_ma10_d5,cyb_scan,True,True,True,15.0,3.0,10.0,5.0,0.25,30.0,15.0,0.0,1.059820343212838,-0.06206860989266427,3.668823262280869,17.074981138543194,80,36,96,0.7275309917355371,0.184400826446281,0.4667867356528377,-0.12648484870811094,2.0616420440443246,3.690455737746434,278,100,334,0.6229479253958763,0.19099837996762334,0.35637275195226126,-0.17409490657398097,1.7237467986141701,2.04700274675079,439,111,503,0.7227356973862861,0.22276018500536737,0.3165387746214934,-0.17409490657398186,1.5338369750729428,1.8181966425708143,955,183,1045,0.7210775780034828,0.24135449738850734,0.31988698529092763,-0.306745959719947,1.4010452965394709,1.0428400934212079,1285,240,1405,0.7365972781987484,0.24100093421830301,2.1052851305335447,0.5498796513598576,-0.17409490657398186
zz_ma18_d3,zz_scan,True,True,True,18.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,1.032419031967354,-0.06840735485143201,3.6303522945277296,15.092222674149223,95,36,104,0.6996384297520661,0.1890495867768595,0.4638048997680324,-0.10075761211984413,2.08153229895582,4.603174787591918,338,100,381,0.5896266633191892,0.18946489519517312,0.331586340391695,-0.15772519845714472,1.66602306481156,2.10230415707348,547,111,597,0.6762450062559764,0.22648885447247577,0.3010911581757081,-0.19160178344553125,1.5165504964297347,1.5714423569616855,1136,183,1209,0.6826601740984538,0.24670096030400732,0.3081424691548589,-0.3435238616332058,1.394280184197303,0.8970045565098909,1616,240,1716,0.6991045128447931,0.2465762302585055,2.0836797959622024,0.5322253575756974,-0.19160178344553125
clear_scale_0.00,scale_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,0.9879376761573204,-0.062068609892664384,3.571552337153125,15.916864867213345,93,36,107,0.6903409090909091,0.1890495867768595,0.45636253744479527,-0.11042852267079417,2.0555154824680004,4.1326509348068345,318,100,366,0.5966899408946666,0.1941267310726942,0.33632021295755554,-0.1667834505756216,1.691134021900562,2.0165083034126576,520,111,576,0.6814127248673785,0.2264966998006413,0.30252248067925946,-0.19160178344553136,1.5251547846816644,1.578912655399477,1107,183,1186,0.6825946478720907,0.24509656385207917,0.30709559705262257,-0.3539139576637862,1.3917841487265656,0.86771259059627,1572,240,1680,0.6988305507337653,0.24610133053130195,2.075833394804215,0.5207857268097327,-0.19160178344553136
cyb_ma10_d3,cyb_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,0.9879376761573204,-0.062068609892664384,3.571552337153125,15.916864867213345,93,36,107,0.6903409090909091,0.1890495867768595,0.45636253744479527,-0.11042852267079417,2.0555154824680004,4.1326509348068345,318,100,366,0.5966899408946666,0.1941267310726942,0.33632021295755554,-0.1667834505756216,1.691134021900562,2.0165083034126576,520,111,576,0.6814127248673785,0.2264966998006413,0.30252248067925946,-0.19160178344553136,1.5251547846816644,1.578912655399477,1107,183,1186,0.6825946478720907,0.24509656385207917,0.30709559705262257,-0.3539139576637862,1.3917841487265656,0.86771259059627,1572,240,1680,0.6988305507337653,0.24610133053130195,2.075833394804215,0.5207857268097327,-0.19160178344553136
default,default,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,0.9879376761573204,-0.062068609892664384,3.571552337153125,15.916864867213345,93,36,107,0.6903409090909091,0.1890495867768595,0.45636253744479527,-0.11042852267079417,2.0555154824680004,4.1326509348068345,318,100,366,0.5966899408946666,0.1941267310726942,0.33632021295755554,-0.1667834505756216,1.691134021900562,2.0165083034126576,520,111,576,0.6814127248673785,0.2264966998006413,0.30252248067925946,-0.19160178344553136,1.5251547846816644,1.578912655399477,1107,183,1186,0.6825946478720907,0.24509656385207917,0.30709559705262257,-0.3539139576637862,1.3917841487265656,0.86771259059627,1572,240,1680,0.6988305507337653,0.24610133053130195,2.075833394804215,0.5207857268097327,-0.19160178344553136
old_scale_0.25,scale_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,0.9879376761573204,-0.062068609892664384,3.571552337153125,15.916864867213345,93,36,107,0.6903409090909091,0.1890495867768595,0.45636253744479527,-0.11042852267079417,2.0555154824680004,4.1326509348068345,318,100,366,0.5966899408946666,0.1941267310726942,0.33632021295755554,-0.1667834505756216,1.691134021900562,2.0165083034126576,520,111,576,0.6814127248673785,0.2264966998006413,0.30252248067925946,-0.19160178344553136,1.5251547846816644,1.578912655399477,1107,183,1186,0.6825946478720907,0.24509656385207917,0.30709559705262257,-0.3539139576637862,1.3917841487265656,0.86771259059627,1572,240,1680,0.6988305507337653,0.24610133053130195,2.075833394804215,0.5207857268097327,-0.19160178344553136
ratio_ma30_d15,ratio_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,0.9879376761573204,-0.062068609892664384,3.571552337153125,15.916864867213345,93,36,107,0.6903409090909091,0.1890495867768595,0.45636253744479527,-0.11042852267079417,2.0555154824680004,4.1326509348068345,318,100,366,0.5966899408946666,0.1941267310726942,0.33632021295755554,-0.1667834505756216,1.691134021900562,2.0165083034126576,520,111,576,0.6814127248673785,0.2264966998006413,0.30252248067925946,-0.19160178344553136,1.5251547846816644,1.578912655399477,1107,183,1186,0.6825946478720907,0.24509656385207917,0.30709559705262257,-0.3539139576637862,1.3917841487265656,0.86771259059627,1572,240,1680,0.6988305507337653,0.24610133053130195,2.075833394804215,0.5207857268097327,-0.19160178344553136
zz_ma15_d3,zz_scan,True,True,True,15.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,0.9879376761573204,-0.062068609892664384,3.571552337153125,15.916864867213345,93,36,107,0.6903409090909091,0.1890495867768595,0.45636253744479527,-0.11042852267079417,2.0555154824680004,4.1326509348068345,318,100,366,0.5966899408946666,0.1941267310726942,0.33632021295755554,-0.1667834505756216,1.691134021900562,2.0165083034126576,520,111,576,0.6814127248673785,0.2264966998006413,0.30252248067925946,-0.19160178344553136,1.5251547846816644,1.578912655399477,1107,183,1186,0.6825946478720907,0.24509656385207917,0.30709559705262257,-0.3539139576637862,1.3917841487265656,0.86771259059627,1572,240,1680,0.6988305507337653,0.24610133053130195,2.075833394804215,0.5207857268097327,-0.19160178344553136
zz_ma12_d3,zz_scan,True,True,True,12.0,3.0,10.0,3.0,0.25,30.0,15.0,0.0,0.9879376761573204,-0.062068609892664384,3.571552337153125,15.916864867213345,91,36,104,0.6903409090909091,0.1890495867768595,0.43321036623123654,-0.11316591333896342,2.0588907088304635,3.828099411292258,299,100,346,0.6121648547229003,0.19836961018624366,0.3119874948245833,-0.19107445183034055,1.6352003050166133,1.632805913276173,495,111,550,0.6925571772965501,0.229042427268771,0.29015891908888336,-0.19160178344553047,1.4951723453664383,1.514385272783075,1058,183,1142,0.6910108370253231,0.2463175755157009,0.3068407975171066,-0.3365886857549093,1.3992217104309554,0.9116194646558501,1516,240,1632,0.7055196310830012,0.24685472576033757,2.052940557224411,0.5058236140755059,-0.19160178344553047
cyb_ma20_d3,cyb_scan,True,True,True,15.0,3.0,20.0,3.0,0.25,30.0,15.0,0.0,0.998738303474006,-0.06448907137571891,3.4801513090330407,15.486938828057708,87,36,96,0.7414772727272727,0.17510330578512398,0.4501335605812047,-0.12579488417212026,2.004683952010994,3.5783137251058985,316,100,356,0.6175220119984203,0.18015024588484094,0.3353272631458539,-0.18117634314652864,1.668226433325821,1.850833598482854,530,111,578,0.6887983311659943,0.21625130455569797,0.3180486667383382,-0.18117634314652953,1.5774069299503364,1.7554646551239352,1128,183,1202,0.6907149660064947,0.23333487234718053,0.32364247562271253,-0.30125190163662097,1.4360847357462143,1.0743250876241761,1627,240,1726,0.7109211214355861,0.23184901058045584,2.0441523707153917,0.5255619484848507,-0.18117634314652953
