variant,reference,trigger_dd,cut,budget,recover_dd,cost_sum,avg_budget,days_derisked_pct,change_days,abs_change_sum,full_total_return,full_ann_return,full_ann_vol,full_sharpe,full_max_dd,full_calmar,full_ulcer,phase2_total_return,phase2_ann_return,phase2_ann_vol,phase2_sharpe,phase2_max_dd,phase2_calmar,phase2_ulcer,post_2022_total_return,post_2022_ann_return,post_2022_ann_vol,post_2022_sharpe,post_2022_max_dd,post_2022_calmar,post_2022_ulcer,recent_3y_total_return,recent_3y_ann_return,recent_3y_ann_vol,recent_3y_sharpe,recent_3y_max_dd,recent_3y_calmar,recent_3y_ulcer,recent_1y_total_return,recent_1y_ann_return,recent_1y_ann_vol,recent_1y_sharpe,recent_1y_max_dd,recent_1y_calmar,recent_1y_ulcer,stress_2022_total_return,stress_2022_ann_return,stress_2022_ann_vol,stress_2022_sharpe,stress_2022_max_dd,stress_2022_calmar,stress_2022_ulcer,stress_2025_total_return,stress_2025_ann_return,stress_2025_ann_vol,stress_2025_sharpe,stress_2025_max_dd,stress_2025_calmar,stress_2025_ulcer,ytd_2026_total_return,ytd_2026_ann_return,ytd_2026_ann_vol,ytd_2026_sharpe,ytd_2026_max_dd,ytd_2026_calmar,ytd_2026_ulcer,full_ann_return_delta,full_sharpe_delta,full_max_dd_improvement,phase2_total_return_delta,phase2_max_dd_improvement,recent_1y_total_return_delta,robustness,rank_full_calmar,rank_full_sharpe,rank_phase2_dd
phase2_self_nav_trigger0.040_cut0.35_recover0.030,self_nav,0.04,0.35,0.65,0.03,0.03754876770196613,0.9451429263565891,0.156734496124031,15.0,5.249999999999999,5.255245428449907,0.11809692987901022,0.12695953752535136,0.9301934473054342,-0.18696823296739606,0.6316416858879135,0.05793034219779106,0.6359527916296988,0.12091958893334254,0.11532833541869993,1.048481177625113,-0.15649857340266748,0.7726561738183966,0.06475141443922841,0.8919512945636039,0.2120453700492546,0.1170116530881579,1.8121730994561476,-0.10638402834148697,1.9932068126674096,0.032470526901029736,0.7399606268585326,0.20271165000166969,0.11915287820826392,1.7012736330830025,-0.10638402834148708,1.9054707098604695,0.033560871055490916,0.2775960276131284,0.2778104193950195,0.1226019379669284,2.265954551794754,-0.08971530146889628,3.0965778952583087,0.030592756132187104,-0.15769885371539705,-0.19868083570674133,0.10986655188623388,-1.808383282224731,-0.15649857340266748,-1.269537679398136,0.1008265979140912,-0.07260979424662661,-0.3585848810909982,0.15399682222097824,-2.328521302708738,-0.10638402834148741,-3.370664625896273,0.06011789050356922,0.03462993615438981,0.11315017278015804,0.1303798766992015,0.8678499753547552,-0.08971530146889606,1.2612137609478664,0.04905953693192417,-0.0005982169030878115,0.053931180287630776,0.04703471055449082,-0.014435490785208005,0.06714603600900448,-0.02039679177599152,defensive_only,1.0,12.0,117.0
phase2_baseline_nav_trigger0.030_cut0.25_recover0.020,baseline_nav,0.03,0.25,0.75,0.02,0.03851883191942076,0.9574249031007752,0.17030038759689922,21.0,5.25,5.254784187870541,0.1180919100490101,0.12862574194830376,0.9181047919356039,-0.18696823296739606,0.631614837316258,0.05972970736396907,0.6358321620201861,0.12090042081071828,0.12216286385312376,0.9896659017103322,-0.17423802962116886,0.6938807852314557,0.07024333332232027,0.9273153912440433,0.21883433265139107,0.12115632739441459,1.8062146431609276,-0.11099000017064087,1.9716580981615066,0.03194503583649385,0.7541851016105934,0.20597947010031836,0.12238283997724568,1.683074768804316,-0.11099000017064098,1.855838091572541,0.032766939460964935,0.26728847220900676,0.2674941017196881,0.12358282063995989,2.16449260774677,-0.09558175425482152,2.7985895823437943,0.03147462295993834,-0.1754130671549461,-0.22036425760582157,0.12589447464246167,-1.7503886348598903,-0.17423802962116886,-1.2647311157325476,0.1104205712039174,-0.07294310545335159,-0.35994176728488914,0.1721278951450135,-2.0911297787127827,-0.11099000017064109,-3.243010782336231,0.05886191823584765,0.033500204176222015,0.10932750271507241,0.14016400037155066,0.7799970208132189,-0.09558175425482196,1.1438114268504023,0.04993508585967457,-0.0006032367330879307,0.041842524917800494,0.04703471055449082,-0.01455612039472065,0.04940657979050311,-0.030704347180113167,defensive_only,2.0,46.0,253.0
phase2_baseline_nav_trigger0.040_cut0.25_recover0.020,baseline_nav,0.04,0.25,0.75,0.02,0.03688082579932739,0.9586967054263565,0.16521317829457363,13.0,3.25,5.251443396121179,0.11805554075362013,0.12890434527455574,0.9158383334725564,-0.18696823296739606,0.6314203160608942,0.060194979093510015,0.6349584348977111,0.12076155258783383,0.12327706450103813,0.9795946478496564,-0.175891732626968,0.6865675309705743,0.07162084646182705,0.9301513738669298,0.219374985520135,0.12259325021064066,1.7894540290203844,-0.11555740842820439,1.8984069347352341,0.03306433021816609,0.7567663285795132,0.20657056531258955,0.12395428395002248,1.6665060595717482,-0.11555740842820483,1.7876012288812333,0.033973193206517496,0.28027527100478467,0.28049194971778424,0.12608806556954844,2.2245717582451827,-0.09730192198349963,2.882696908755305,0.03170192736615685,-0.17706441698492548,-0.22237877815369422,0.1259519490734127,-1.7655842548659404,-0.175891732626968,-1.2642935221140619,0.11204210912318027,-0.07770598474176948,-0.3790722826514389,0.17424594278323258,-2.175501343655483,-0.11555740842820472,-3.2803806160723545,0.06298440106200032,0.03153452766851106,0.10269762057222942,0.1404296152387311,0.7313102752410374,-0.0973019219835004,1.0554531552793374,0.051401116638432436,-0.0006396060284779015,0.03957606645475298,0.04703471055449082,-0.015429847517195672,0.04775287678470397,-0.017717548384335258,defensive_only,3.0,62.0,261.0
phase2_self_nav_trigger0.040_cut0.40_recover0.030,self_nav,0.04,0.4,0.6,0.03,0.03766527891949303,0.9378875968992247,0.15528100775193798,15.0,6.000000000000001,5.251017599892241,0.11805090404143659,0.12605314170034299,0.9365169518905802,-0.18696823296739606,0.6313955165957127,0.056770326454252874,0.6348470751537345,0.12074384922546821,0.11147440380366012,1.0831531284808158,-0.14671227008376397,0.8229976208297415,0.06142535997359094,0.8715148199240181,0.20808162157492593,0.11427843198600937,1.8208302123046323,-0.10179414678589527,2.0441413199580745,0.032222962335733164,0.7302635494591887,0.20047369539526416,0.11677885139683318,1.7166952149068717,-0.10179414678589538,1.9694029737969359,0.03339559513530076,0.2724335902096333,0.27264358633961194,0.12072537270162581,2.2583785018701397,-0.08591524731619438,3.173401635407045,0.030068159443115482,-0.14792647604835107,-0.18666174067700003,0.10186992211040016,-1.8323538175940477,-0.14671227008376397,-1.2722980877497656,0.09521082454806967,-0.0700930193140119,-0.3482619621100167,0.14405817317449265,-2.4175092216960095,-0.10179414678589549,-3.4212375967207533,0.05872039960720565,0.03615579990232831,0.11832748872492371,0.12563466495682843,0.9418378977297733,-0.08591524731619415,1.3772583146905542,0.04791501727321118,-0.0006442427406614382,0.06025468487277674,0.04703471055449082,-0.015541207261172252,0.076932339327908,-0.02555922917948661,defensive_only,4.0,5.0,63.0
phase2_baseline_nav_trigger0.040_cut0.25_recover0.025,baseline_nav,0.04,0.25,0.75,0.025,0.03731574526691233,0.9594234496124031,0.1623062015503876,15.0,3.75,5.243487197653174,0.11796885260693113,0.1290154029504886,0.9143780502875557,-0.18696823296739606,0.6309566643200977,0.06020162367269512,0.6328776268393546,0.12043060396671934,0.12371909413585763,0.973419703788591,-0.175891732626968,0.6846859836336318,0.07164210888260791,0.9276948743946059,0.21890670965686687,0.12317204005927995,1.777243516885098,-0.11555740842820461,1.8943546124338086,0.03312418073954222,0.754530495878734,0.20605859820951822,0.12458663075922988,1.653938283375984,-0.11555740842820472,1.7831708153747794,0.03403763653466569,0.282273369979835,0.282491756719655,0.12671871508909072,2.229282048204534,-0.09730192198350018,2.9032495038233477,0.031694805084359845,-0.17706441698492548,-0.22237877815369422,0.1259519490734127,-1.7655842548659404,-0.175891732626968,-1.2642935221140619,0.11204210912318027,-0.07770598474176948,-0.3790722826514389,0.17424594278323258,-2.175501343655483,-0.11555740842820472,-3.2803806160723545,0.06298440106200032,0.03153452766851106,0.10269762057222942,0.1404296152387311,0.7313102752410374,-0.0973019219835004,1.0554531552793374,0.051401116638432436,-0.0007262941751668972,0.03811578326975229,0.04703471055449082,-0.017510655575552203,0.04775287678470397,-0.015719449409284936,defensive_only,5.0,68.0,261.0
phase2_baseline_nav_trigger0.030_cut0.30_recover0.020,baseline_nav,0.03,0.3,0.7,0.02,0.03888039959273813,0.9489098837209302,0.17030038759689922,21.0,6.300000000000001,5.2382677525209225,0.11791192686297536,0.12745885926949221,0.9250979299419954,-0.18696823296739606,0.6306521968549443,0.05841573014073018,0.6315125699550823,0.1202133182294427,0.11740880392985964,1.0238867461869254,-0.16418686236944136,0.7321737957264048,0.06630132164161928,0.9016270016740389,0.21391159371030088,0.11740480810363314,1.8220002840214284,-0.10546211533797312,2.028326409201836,0.03085344411033075,0.7397434278138502,0.20266161455835174,0.11895127623531637,1.7037363614109922,-0.10546211533797323,1.921653229777199,0.03171368813898933,0.2610279792774526,0.26122831487745657,0.12087925151658664,2.161068269368062,-0.09143802051579708,2.856889436187281,0.031059708491442344,-0.16537620244947615,-0.20809488199625348,0.11782276559256856,-1.7661687106874246,-0.16418686236944136,-1.267427119278359,0.104443396624495,-0.06941576969215524,-0.3454606955882892,0.16143356154759578,-2.1399558572362682,-0.10546211533797312,-3.275685249449014,0.0565680423723839,0.03545184794913325,0.11593691487040414,0.13499296202002295,0.858836735897444,-0.09143802051579708,1.267928966707832,0.04845229494952086,-0.0007832199191226685,0.04883566292419195,0.04703471055449082,-0.018875712459824445,0.05945774704223061,-0.03696484011166734,defensive_only,6.0,22.0,163.0
phase2_self_nav_trigger0.040_cut0.25_recover0.025,self_nav,0.04,0.25,0.75,0.025,0.03731574526691233,0.9598473837209303,0.16061046511627908,15.0,3.75,5.237926910613771,0.1179082079238456,0.12900953321713113,0.913949573985348,-0.18696823296739606,0.6306323061009337,0.06034180489378072,0.6314234285655322,0.12019912410897571,0.1236957733651521,0.9717318614771564,-0.175891732626968,0.6833699476023388,0.07199381037667431,0.9259781195608539,0.21857920186183288,0.12314230966052955,1.7750130110795985,-0.11555740842820472,1.8915204558056105,0.033979484267969706,0.7529679567291174,0.2057005454303058,0.12455405097666661,1.6514962284834944,-0.11555740842820483,1.78007233139108,0.03495798116528743,0.28027527100478467,0.28049194971778424,0.12608806556954844,2.2245717582451827,-0.09730192198349963,2.882696908755305,0.03170192736615685,-0.17706441698492548,-0.22237877815369422,0.1259519490734127,-1.7655842548659404,-0.175891732626968,-1.2642935221140619,0.11204210912318027,-0.07770598474176948,-0.3790722826514389,0.17424594278323258,-2.175501343655483,-0.11555740842820472,-3.2803806160723545,0.06298440106200032,0.03153452766851106,0.10269762057222942,0.1404296152387311,0.7313102752410374,-0.0973019219835004,1.0554531552793374,0.051401116638432436,-0.0007869388582524284,0.03768730696754463,0.04703471055449082,-0.01896485384937452,0.04775287678470397,-0.017717548384335258,defensive_only,7.0,75.0,261.0
phase2_baseline_nav_trigger0.040_cut0.30_recover0.020,baseline_nav,0.04,0.3,0.7,0.02,0.0369103531233373,0.9504360465116279,0.16521317829457363,13.0,3.9000000000000004,5.234555612851861,0.117871413282443,0.12778650580045503,0.922408923728653,-0.18696823296739606,0.6304355098814978,0.058961969824623456,0.6305417231155768,0.12005869669869296,0.1187585064951869,1.0109481858763418,-0.16621821580952378,0.7222956648522392,0.06796287179748849,0.9051256225026965,0.21458476544259875,0.11913042817724638,1.8012590798660784,-0.11097210666437707,1.9336820025557122,0.03216125214206496,0.742944214607328,0.2033985483703311,0.12083261568648011,1.6833083287552242,-0.11097210666437729,1.8328799414927504,0.03312002841641137,0.2766333447327769,0.2768469157342772,0.12385611119933251,2.235230163885278,-0.09351003102245015,2.960611954751796,0.031146481547062677,-0.16740466532711795,-0.2105780136157802,0.117895809036142,-1.7861365500382262,-0.16621821580952378,-1.2668768738144207,0.10643081182539406,-0.0751477919188297,-0.36885700837148483,0.16406704723739626,-2.2482089766494573,-0.11097210666437751,-3.323871371452385,0.061539830452701574,0.033090460221570694,0.10794327032065465,0.13531785164664628,0.7977016262608535,-0.09351003102245015,1.1543496365084012,0.050221360654818574,-0.0008237334996550327,0.04614665671084961,0.04703471055449082,-0.01984655929932999,0.057426393602148185,-0.021359474656343025,defensive_only,8.0,27.0,195.0
phase2_baseline_nav_trigger0.040_cut0.30_recover0.025,baseline_nav,0.04,0.3,0.7,0.025,0.03743225648443923,0.9513081395348837,0.1623062015503876,15.0,4.5,5.225118694833021,0.1177683184833136,0.12791719228142398,0.9206605959910191,-0.18696823296739606,0.629884107124499,0.058970411732322835,0.6280736581045625,0.11966530269058007,0.11929356040705086,1.0031161974063039,-0.16621821580952378,0.7199289326249863,0.06799077422445388,0.9022419343248183,0.21402997588785633,0.11982488179591161,1.7861897519114345,-0.11097210666437751,1.928682642163094,0.03223785710613469,0.7403060118730824,0.20279120665779948,0.1215889416597768,1.6678425183207715,-0.11097210666437751,1.8274070192351883,0.03320232509920579,0.2790310643479592,0.2792466805606495,0.12460413988703732,2.241070648325223,-0.09351003102245015,2.98627513548367,0.03113614347167671,-0.16740466532711795,-0.2105780136157802,0.117895809036142,-1.7861365500382262,-0.16621821580952378,-1.2668768738144207,0.10643081182539406,-0.0751477919188297,-0.36885700837148483,0.16406704723739626,-2.2482089766494573,-0.11097210666437751,-3.323871371452385,0.061539830452701574,0.033090460221570694,0.10794327032065465,0.13531785164664628,0.7977016262608535,-0.09351003102245015,1.1543496365084012,0.050221360654818574,-0.0009268282987844323,0.04439832897321572,0.04703471055449082,-0.022314624310344255,0.057426393602148185,-0.01896175504116071,defensive_only,9.0,35.0,195.0
phase2_baseline_nav_trigger0.030_cut0.35_recover0.020,baseline_nav,0.03,0.35,0.65,0.02,0.0392419672660555,0.9403948643410853,0.17030038759689922,21.0,7.349999999999998,5.217609334974602,0.11768617661866432,0.12636295678782575,0.931334463914686,-0.18696823296739606,0.6294447711830634,0.0571630161612529,0.6261097130660762,0.11935193482341222,0.11280343038262969,1.0580523519415144,-0.15408104228925823,0.7746049290045129,0.062426999301018776,0.8751935141679827,0.2087973444813136,0.11380316285156807,1.8347235634711239,-0.09992400984826577,2.0895613056198563,0.02983179156968743,0.7245490894866642,0.1991509567785399,0.11566690041648447,1.7217627174364702,-0.09992400984826566,1.993024069800142,0.030731798624775607,0.2547437690111707,0.2549388120726179,0.11830971986002241,2.1548424962399335,-0.08728851465556853,2.920645552036029,0.0307095806237029,-0.15528476268508584,-0.19571548346395162,0.10977612107539822,-1.7828602572824297,-0.15408104228925823,-1.2702113157862247,0.09846582498107614,-0.06590561922110594,-0.3307811832838552,0.1508049824898986,-2.193436700979107,-0.099924009848266,-3.310327355618979,0.05429054895636356,0.03738822297364974,0.12252112593380082,0.12999353898344262,0.9425170427078413,-0.08728851465556908,1.4036339880138384,0.0469839024183026,-0.001008970163433709,0.055072196896882586,0.04703471055449082,-0.024278569348830548,0.06956356712241374,-0.04324905037794924,defensive_only,10.0,9.0,109.0
