config_id,fold,equity_lb,real_lb,bond_lb,btc_lb,btc_thr,cagr,max_dd,sharpe,beat_base_sharpe,beat_base_cagr,better_dd_than_base
eq180_ra120_bd80_btc60_thr00,F1,180,120,80,60,0.0,0.15360114781060696,-0.0898757315661928,1.1083175670697194,True,True,True
eq180_ra120_bd80_btc60_thr00,F2,180,120,80,60,0.0,0.05798589107851826,-0.0845708020223551,0.7237317326141969,False,False,True
eq180_ra120_bd80_btc60_thr00,F3,180,120,80,60,0.0,0.10028931708894295,-0.11404775953847981,0.6637717548295085,True,True,True
eq180_ra120_bd80_btc60_thr05,F1,180,120,80,60,0.05,0.15360114781060696,-0.0898757315661928,1.1083175670697194,True,True,True
eq180_ra120_bd80_btc60_thr05,F2,180,120,80,60,0.05,0.05798589107851826,-0.0845708020223551,0.7237317326141969,False,False,True
eq180_ra120_bd80_btc60_thr05,F3,180,120,80,60,0.05,0.10778003384607282,-0.1089377487516794,0.7213301072762918,True,True,True
eq180_ra120_bd80_btc120_thr00,F1,180,120,80,120,0.0,0.15360114781060696,-0.0898757315661928,1.1083175670697194,True,True,True
eq180_ra120_bd80_btc120_thr00,F2,180,120,80,120,0.0,0.05798589107851826,-0.0845708020223551,0.7237317326141969,False,False,True
eq180_ra120_bd80_btc120_thr00,F3,180,120,80,120,0.0,0.11174002499031976,-0.11547603859047811,0.7157640519190037,True,True,True
eq180_ra120_bd80_btc120_thr05,F1,180,120,80,120,0.05,0.15360114781060696,-0.0898757315661928,1.1083175670697194,True,True,True
eq180_ra120_bd80_btc120_thr05,F2,180,120,80,120,0.05,0.05798589107851826,-0.0845708020223551,0.7237317326141969,False,False,True
eq180_ra120_bd80_btc120_thr05,F3,180,120,80,120,0.05,0.1077961791550035,-0.11547603859047804,0.6965032292246431,True,True,True
eq180_ra120_bd100_btc60_thr00,F1,180,120,100,60,0.0,0.13867491123284448,-0.09346757953464284,1.0125009471582536,True,True,True
eq180_ra120_bd100_btc60_thr00,F2,180,120,100,60,0.0,0.06148379157705475,-0.08607853245138136,0.72028830055295,False,False,True
eq180_ra120_bd100_btc60_thr00,F3,180,120,100,60,0.0,0.08655026339817207,-0.1140477595384809,0.5800668899653224,True,False,True
eq180_ra120_bd100_btc60_thr05,F1,180,120,100,60,0.05,0.13867491123284448,-0.09346757953464284,1.0125009471582536,True,True,True
eq180_ra120_bd100_btc60_thr05,F2,180,120,100,60,0.05,0.06148379157705475,-0.08607853245138136,0.72028830055295,False,False,True
eq180_ra120_bd100_btc60_thr05,F3,180,120,100,60,0.05,0.09394744533849542,-0.10893774875167944,0.6350658600171147,True,True,True
eq180_ra120_bd100_btc120_thr00,F1,180,120,100,120,0.0,0.13867491123284448,-0.09346757953464284,1.0125009471582536,True,True,True
eq180_ra120_bd100_btc120_thr00,F2,180,120,100,120,0.0,0.06148379157705475,-0.08607853245138136,0.72028830055295,False,False,True
eq180_ra120_bd100_btc120_thr00,F3,180,120,100,120,0.0,0.09794411553496518,-0.11876652745162179,0.6345574794717855,True,True,True
eq180_ra120_bd100_btc120_thr05,F1,180,120,100,120,0.05,0.13867491123284448,-0.09346757953464284,1.0125009471582536,True,True,True
eq180_ra120_bd100_btc120_thr05,F2,180,120,100,120,0.05,0.06148379157705475,-0.08607853245138136,0.72028830055295,False,False,True
eq180_ra120_bd100_btc120_thr05,F3,180,120,100,120,0.05,0.09404921004435707,-0.12121829105634185,0.6150076288836742,True,True,True
eq180_ra120_bd120_btc60_thr00,F1,180,120,120,60,0.0,0.1397865780487757,-0.08987573156619244,1.0133025224136056,True,True,True
eq180_ra120_bd120_btc60_thr00,F2,180,120,120,60,0.0,0.05223628544284997,-0.094822897270663,0.6215626172610758,False,False,True
eq180_ra120_bd120_btc60_thr00,F3,180,120,120,60,0.0,0.0953976599907207,-0.1140477595384805,0.628183404247765,True,True,True
eq180_ra120_bd120_btc60_thr05,F1,180,120,120,60,0.05,0.1397865780487757,-0.08987573156619244,1.0133025224136056,True,True,True
eq180_ra120_bd120_btc60_thr05,F2,180,120,120,60,0.05,0.05223628544284997,-0.094822897270663,0.6215626172610758,False,False,True
eq180_ra120_bd120_btc60_thr05,F3,180,120,120,60,0.05,0.10285507458156928,-0.10893774875167944,0.6838693904874329,True,True,True
eq180_ra120_bd120_btc120_thr00,F1,180,120,120,120,0.0,0.1397865780487757,-0.08987573156619244,1.0133025224136056,True,True,True
eq180_ra120_bd120_btc120_thr00,F2,180,120,120,120,0.0,0.05223628544284997,-0.094822897270663,0.6215626172610758,False,False,True
eq180_ra120_bd120_btc120_thr00,F3,180,120,120,120,0.0,0.10705186074133377,-0.11860917940915221,0.682480426355503,True,True,True
eq180_ra120_bd120_btc120_thr05,F1,180,120,120,120,0.05,0.1397865780487757,-0.08987573156619244,1.0133025224136056,True,True,True
eq180_ra120_bd120_btc120_thr05,F2,180,120,120,120,0.05,0.05223628544284997,-0.094822897270663,0.6215626172610758,False,False,True
eq180_ra120_bd120_btc120_thr05,F3,180,120,120,120,0.05,0.10312468841507871,-0.12106120459407736,0.663223207969596,True,True,True
eq180_ra140_bd80_btc60_thr00,F1,180,140,80,60,0.0,0.14310069733101627,-0.09007078238647245,1.0502692634196271,True,True,True
eq180_ra140_bd80_btc60_thr00,F2,180,140,80,60,0.0,0.052726505560086956,-0.09026169504601597,0.6448768506027294,False,False,True
eq180_ra140_bd80_btc60_thr00,F3,180,140,80,60,0.0,0.08551931649201361,-0.11371030319039262,0.5744808979763029,True,False,True
eq180_ra140_bd80_btc60_thr05,F1,180,140,80,60,0.05,0.14310069733101627,-0.09007078238647245,1.0502692634196271,True,True,True
eq180_ra140_bd80_btc60_thr05,F2,180,140,80,60,0.05,0.052726505560086956,-0.09026169504601597,0.6448768506027294,False,False,True
