date,baseline_ret,baseline_scale,official_top1_volume_half_ret,official_top1_volume_half_scale,official_top1_volume_cash_ret,official_top1_volume_cash_scale,official_top3_volume_half_ret,official_top3_volume_half_scale,official_top3_volume_cash_ret,official_top3_volume_cash_scale
2004-06-28,-0.0020000000000000018,1.0,-0.0020000000000000018,1.0,-0.0020000000000000018,1.0,-0.0020000000000000018,1.0,-0.0020000000000000018,1.0
2004-06-29,-0.011133556946224643,1.0,-0.006066778473112322,0.5,-0.001,0.0,-0.006066778473112322,0.5,-0.001,0.0
2004-06-30,-0.0029185560415008194,1.0,-0.0014592780207504097,0.5,-0.0,0.0,-0.0014592780207504097,0.5,-0.0,0.0
2004-07-01,0.0015488424780545351,1.0,0.0007744212390272676,0.5,0.0,0.0,0.0007744212390272676,0.5,0.0,0.0
2004-07-02,0.00082609831638214,1.0,0.00041304915819107,0.5,0.0,0.0,0.00041304915819107,0.5,0.0,0.0
2004-07-05,-0.0013378830085303273,1.0,-0.0006689415042651636,0.5,-0.0,0.0,-0.0006689415042651636,0.5,-0.0,0.0
2004-07-06,-0.0030000000000000027,1.0,-0.0015000000000000013,0.5,-0.0,0.0,-0.0015000000000000013,0.5,-0.0,0.0
2004-07-07,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2004-07-08,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2004-07-09,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2004-07-12,-0.004860309508386007,1.0,-0.0024301547541930035,0.5,-0.0,0.0,-0.0024301547541930035,0.5,-0.0,0.0
2004-07-13,-0.007028933546062155,1.0,-0.0035144667730310775,0.5,-0.0,0.0,-0.0035144667730310775,0.5,-0.0,0.0
2004-07-14,0.005930775592159376,1.0,0.002965387796079688,0.5,0.0,0.0,0.002965387796079688,0.5,0.0,0.0
2004-07-15,0.0011984569193090877,1.0,0.0005992284596545439,0.5,0.0,0.0,0.0005992284596545439,0.5,0.0,0.0
2004-07-16,-0.005900422486999735,1.0,-0.0029502112434998673,0.5,-0.0,0.0,-0.0029502112434998673,0.5,-0.0,0.0
2004-07-19,-0.0002783941897154252,1.0,-0.0001391970948577126,0.5,-0.0,0.0,-0.0001391970948577126,0.5,-0.0,0.0
2004-07-20,-0.0015772964290143854,1.0,-0.0007886482145071927,0.5,-0.0,0.0,-0.0007886482145071927,0.5,-0.0,0.0
2004-07-21,0.0023341411118422695,1.0,0.0011670705559211347,0.5,0.0,0.0,0.0011670705559211347,0.5,0.0,0.0
2004-07-22,0.0005634573687507416,1.0,0.0002817286843753708,0.5,0.0,0.0,0.0002817286843753708,0.5,0.0,0.0
2004-07-23,0.001980626914584338,1.0,0.000990313457292169,0.5,0.0,0.0,0.000990313457292169,0.5,0.0,0.0
2004-07-26,-0.0010033010905099449,1.0,-0.0005016505452549724,0.5,-0.0,0.0,-0.0005016505452549724,0.5,-0.0,0.0
2004-07-27,-0.004625377879733494,1.0,-0.002312688939866747,0.5,-0.0,0.0,-0.002312688939866747,0.5,-0.0,0.0
2004-07-28,0.003937855582765382,1.0,0.001968927791382691,0.5,0.0,0.0,0.001968927791382691,0.5,0.0,0.0
2004-07-29,-0.0009228449126761351,1.0,-0.00046142245633806755,0.5,-0.0,0.0,-0.00046142245633806755,0.5,-0.0,0.0
2004-07-30,-0.0005917025343855631,1.0,-0.00029585126719278154,0.5,-0.0,0.0,-0.00029585126719278154,0.5,-0.0,0.0
2004-08-02,-0.0008578451627186956,1.0,-0.0004289225813593478,0.5,-0.0,0.0,-0.0004289225813593478,0.5,-0.0,0.0
2004-08-03,0.0015233124979814328,1.0,0.0007616562489907164,0.5,0.0,0.0,0.0007616562489907164,0.5,0.0,0.0
2004-08-04,-0.008030427218052916,1.0,-0.004015213609026458,0.5,-0.0,0.0,-0.004015213609026458,0.5,-0.0,0.0
2004-08-05,0.0026259271462028,1.0,0.0013129635731014,0.5,0.0,0.0,0.0013129635731014,0.5,0.0,0.0
2004-08-06,-0.004878153583531386,1.0,-0.002439076791765693,0.5,-0.0,0.0,-0.002439076791765693,0.5,-0.0,0.0
2004-08-09,-0.007919057742897917,1.0,-0.0039595288714489585,0.5,-0.0,0.0,-0.0039595288714489585,0.5,-0.0,0.0
2004-08-10,-0.002413822318855896,1.0,-0.001206911159427948,0.5,-0.0,0.0,-0.001206911159427948,0.5,-0.0,0.0
2004-08-11,0.0022357901325893437,1.0,0.0011178950662946718,0.5,0.0,0.0,0.0011178950662946718,0.5,0.0,0.0
2004-08-12,-0.001593119465924886,1.0,-0.000796559732962443,0.5,-0.0,0.0,-0.000796559732962443,0.5,-0.0,0.0
2004-08-13,-0.004753281284944455,1.0,-0.0023766406424722275,0.5,-0.0,0.0,-0.0023766406424722275,0.5,-0.0,0.0
2004-08-16,0.008485833105839502,1.0,0.004242916552919751,0.5,0.0,0.0,0.004242916552919751,0.5,0.0,0.0
2004-08-17,0.004465071281544386,1.0,0.002232535640772193,0.5,0.0,0.0,0.002232535640772193,0.5,0.0,0.0
2004-08-18,0.0025789760501844228,1.0,0.0012894880250922114,0.5,0.0,0.0,0.0012894880250922114,0.5,0.0,0.0
2004-08-19,0.0036420529207812358,1.0,0.0018210264603906179,0.5,0.0,0.0,0.0018210264603906179,0.5,0.0,0.0
2004-08-20,0.001049021778962267,1.0,0.0005245108894811334,0.5,0.0,0.0,0.0005245108894811334,0.5,0.0,0.0
2004-08-23,-0.006730491615198009,1.0,-0.0033652458075990044,0.5,-0.0,0.0,-0.0033652458075990044,0.5,-0.0,0.0
2004-08-24,-0.0038143229279715696,1.0,-0.0019071614639857848,0.5,-0.0,0.0,-0.0019071614639857848,0.5,-0.0,0.0
2004-08-25,-0.0001656963331159167,1.0,-8.284816655795835e-05,0.5,-0.0,0.0,-8.284816655795835e-05,0.5,-0.0,0.0
2004-08-26,0.002631812084777696,1.0,0.001315906042388848,0.5,0.0,0.0,0.001315906042388848,0.5,0.0,0.0
2004-08-27,0.002665893195379132,1.0,0.001332946597689566,0.5,0.0,0.0,0.001332946597689566,0.5,0.0,0.0
2004-08-30,-0.0015239222379793693,1.0,-0.0007619611189896847,0.5,-0.0,0.0,-0.0007619611189896847,0.5,-0.0,0.0
2004-08-31,-0.002101633251213375,1.0,-0.0010508166256066875,0.5,-0.0,0.0,-0.0010508166256066875,0.5,-0.0,0.0
2004-09-01,-0.0030000000000000027,1.0,-0.0015000000000000013,0.5,-0.0,0.0,-0.0015000000000000013,0.5,-0.0,0.0
2004-09-02,-0.008900180303864302,1.0,-0.004450090151932151,0.5,-0.0,0.0,-0.004450090151932151,0.5,-0.0,0.0
2004-09-03,-0.004976655435729005,1.0,-0.0024883277178645025,0.5,-0.0,0.0,-0.0024883277178645025,0.5,-0.0,0.0
2004-09-06,0.0024996478044552184,1.0,0.0012498239022276092,0.5,0.0,0.0,0.0012498239022276092,0.5,0.0,0.0
2004-09-07,-0.002663785092059223,1.0,-0.0013318925460296116,0.5,-0.0,0.0,-0.0013318925460296116,0.5,-0.0,0.0
2004-09-08,0.008299792608048806,1.0,0.004149896304024403,0.5,0.0,0.0,0.004149896304024403,0.5,0.0,0.0
2004-09-09,0.0002935084660899978,1.0,0.0001467542330449989,0.5,0.0,0.0,0.0001467542330449989,0.5,0.0,0.0
2004-09-10,-0.0023682367205657417,1.0,-0.0011841183602828709,0.5,-0.0,0.0,-0.0011841183602828709,0.5,-0.0,0.0
2004-09-13,-0.0008883773340392365,1.0,-0.00044418866701961823,0.5,-0.0,0.0,-0.00044418866701961823,0.5,-0.0,0.0
2004-09-14,-0.001222994826852175,1.0,-0.0006114974134260875,0.5,-0.0,0.0,-0.0006114974134260875,0.5,-0.0,0.0
2004-09-15,0.005863474788879497,1.0,0.0029317373944397485,0.5,0.0,0.0,0.0029317373944397485,0.5,0.0,0.0
2004-09-16,-0.001502076009954778,1.0,-0.000751038004977389,0.5,-0.0,0.0,-0.000751038004977389,0.5,-0.0,0.0
