sleeve,scenario,window,start,end,days,annual,vol,sharpe,max_dd,calmar,total_return,annual_delta,sharpe_delta,max_dd_delta,avg_scale,defense_days_pct,switch_count
Sub-A-DK,baseline,full,2004-06-28,2026-04-17,5301,21.41322540907438,19.8449432094915,1.1125941933885626,-40.96237550251829,0.5227535060254973,6772.6719390104745,0.0,0.0,0.0,1.0,0.0,0
Sub-A-DK,baseline,last_10y,2016-04-18,2026-04-17,2430,34.28747790886526,20.522865950393676,1.5918505920691672,-20.006213687351384,1.713841431701941,1804.712183378651,0.0,0.0,0.0,1.0,0.0,0
Sub-A-DK,baseline,last_5y,2021-04-19,2026-04-17,1211,37.465817065518614,21.224681726099487,1.6639915424325564,-17.372000717543436,2.156678305204251,389.9167484646412,0.0,0.0,0.0,1.0,0.0,0
Sub-A-DK,baseline,last_3y,2023-04-17,2026-04-17,727,34.72414914371071,21.82057318226322,1.5290739285666899,-17.372000717543436,1.9988572248125622,144.58225736817803,0.0,0.0,0.0,1.0,0.0,0
Sub-A-DK,official_top1_volume_half,full,2004-06-28,2026-04-17,5301,19.28108646180846,16.980128776826646,1.1610656360518605,-32.808970200700074,0.5876772828851862,4570.634489604851,-2.1321389472659185,0.04847144266329795,8.153405301818218,0.8133371062063761,37.33257875872477,414
Sub-A-DK,official_top1_volume_half,last_10y,2016-04-18,2026-04-17,2430,31.60447391456811,18.78086716839023,1.609918397296791,-16.305897296284233,1.9382235359577604,1456.7422649265548,-2.6830039942971524,0.018067805227623746,3.700316391067151,0.9053497942386831,18.930041152263374,298
Sub-A-DK,official_top1_volume_half,last_5y,2021-04-19,2026-04-17,1211,33.46104766592839,19.580951916118703,1.6296627264387569,-15.118746440027042,2.213215745013086,322.66904652633076,-4.004769399590224,-0.034328815993799555,2.253254277516394,0.9017341040462428,19.653179190751445,153
Sub-A-DK,official_top1_volume_half,last_3y,2023-04-17,2026-04-17,727,33.51784395487834,20.093394561092097,1.596176394781216,-15.118746440026943,2.2169724247864697,138.06955447535967,-1.2063051888323741,0.06710246621452609,2.2532542775164934,0.8927097661623109,21.458046767537827,96
Sub-A-DK,official_top1_volume_cash,full,2004-06-28,2026-04-17,5301,16.788509253534013,15.92129590697752,1.089780602997742,-33.02589866697082,0.5083437523631776,2847.2976486664074,-4.624716155540366,-0.02281359039082065,7.936476835547474,0.6266742124127523,37.33257875872477,414
Sub-A-DK,official_top1_volume_cash,last_10y,2016-04-18,2026-04-17,2430,28.692586374222607,18.173666319613535,1.5297953830627122,-14.72520071622042,1.9485361814196889,1144.7592988851166,-5.594891534642656,-0.062055209006455,5.281012971130963,0.8106995884773662,18.930041152263374,298
