pair,pair_cn,direction,start,end,days,segment_return,win
ZZ500/CYB,中证500/创业板,1,2017-08-02,2017-08-04,3,0.0022651949766363,True
SZ50/ZZ500,上证50/中证500,-1,2017-08-07,2017-08-09,3,0.0210900408843923,True
SZ50/CYB,上证50/创业板,-1,2017-08-10,2017-08-29,14,-0.0084687923523059,False
HS300/CYB,沪深300/创业板,-1,2017-08-30,2017-08-30,1,0.0037178106204618,True
ZZ500/CYB,中证500/创业板,-1,2017-08-31,2017-09-08,7,0.007444089477627,True
HS300/CYB,沪深300/创业板,-1,2017-09-12,2017-09-12,1,-0.0157026436305428,False
SZ50/CYB,上证50/创业板,-1,2017-09-13,2017-09-15,3,0.0038897652446678,True
SZ50/ZZ1000,上证50/中证1000,-1,2017-09-18,2017-09-27,8,-0.011593024011718,False
SZ50/HS300,上证50/沪深300,-1,2017-10-10,2017-10-10,1,-0.000471314387759,False
HS300/ZZ500,沪深300/中证500,1,2017-10-11,2017-10-19,7,0.0617219378702145,True
SZ50/ZZ1000,上证50/中证1000,1,2017-10-20,2017-10-25,4,-0.0298332343060879,False
HS300/ZZ1000,沪深300/中证1000,1,2017-10-26,2017-10-27,2,0.020950948491347,True
SZ50/ZZ1000,上证50/中证1000,1,2017-10-30,2017-12-07,29,0.1283146557285057,True
SZ50/ZZ500,上证50/中证500,1,2017-12-08,2017-12-11,2,-0.0066017633949196,False
SZ50/HS300,上证50/沪深300,1,2017-12-12,2017-12-12,1,-0.0070821867349051,False
HS300/ZZ1000,沪深300/中证1000,-1,2017-12-13,2017-12-14,2,0.0033695706928016,True
SZ50/ZZ1000,上证50/中证1000,-1,2017-12-15,2017-12-28,10,-0.0240566421328141,False
SZ50/ZZ500,上证50/中证500,-1,2017-12-29,2018-01-12,10,-0.0277863583805246,False
ZZ500/CYB,中证500/创业板,1,2018-01-15,2018-01-17,3,0.0037857315458789,True
SZ50/CYB,上证50/创业板,1,2018-01-18,2018-01-25,6,-0.0169801136119247,False
SZ50/ZZ500,上证50/中证500,1,2018-01-26,2018-02-01,5,0.0704276078666636,True
SZ50/ZZ1000,上证50/中证1000,1,2018-02-02,2018-02-09,6,-0.0319471742400329,False
ZZ1000/CYB,中证1000/创业板,-1,2018-02-12,2018-02-14,3,0.0055036158401791,True
SZ50/CYB,上证50/创业板,-1,2018-02-22,2018-03-23,22,0.0462486688230787,True
SZ50/ZZ1000,上证50/中证1000,-1,2018-03-26,2018-03-28,3,0.0592634896306309,True
SZ50/CYB,上证50/创业板,-1,2018-03-29,2018-04-11,8,-0.0266586352219379,False
SZ50/ZZ1000,上证50/中证1000,-1,2018-04-12,2018-04-23,8,-0.0017444499694232,False
ZZ1000/CYB,中证1000/创业板,1,2018-04-24,2018-04-25,2,-0.0189676539036971,False
SZ50/CYB,上证50/创业板,1,2018-04-26,2018-05-08,7,-0.0110658721556311,False
SZ50/ZZ1000,上证50/中证1000,1,2018-05-10,2018-05-17,6,0.003919528955345,True
SZ50/CYB,上证50/创业板,1,2018-05-18,2018-06-21,24,0.1568782835322506,True
SZ50/ZZ1000,上证50/中证1000,1,2018-06-22,2018-07-02,7,-0.0902342737036707,False
ZZ1000/CYB,中证1000/创业板,-1,2018-07-04,2018-07-04,1,-0.0127710893402475,False
HS300/CYB,沪深300/创业板,-1,2018-07-05,2018-07-05,1,-0.0186891289682455,False
SZ50/CYB,上证50/创业板,-1,2018-07-06,2018-07-23,12,-0.0070052324934123,False
HS300/CYB,沪深300/创业板,-1,2018-07-24,2018-07-25,2,-0.0101770393403339,False
HS300/ZZ1000,沪深300/中证1000,-1,2018-07-26,2018-07-26,1,0.0073180318649326,True
SZ50/CYB,上证50/创业板,1,2018-07-27,2018-07-31,3,0.0274854475488248,True
ZZ1000/CYB,中证1000/创业板,1,2018-08-01,2018-08-06,4,0.0066919549824857,True
SZ50/CYB,上证50/创业板,1,2018-08-07,2018-08-16,8,-0.0190495730521694,False
ZZ500/CYB,中证500/创业板,1,2018-08-20,2018-08-20,1,0.006291941851563,True
SZ50/HS300,上证50/沪深300,1,2018-08-21,2018-08-23,3,0.0049162536769733,True
HS300/ZZ500,沪深300/中证500,-1,2018-08-24,2018-08-27,2,-0.0102292652457276,False
SZ50/HS300,上证50/沪深300,1,2018-08-28,2018-08-28,1,-0.0053323497982052,False
SZ50/ZZ1000,上证50/中证1000,1,2018-08-29,2018-08-29,1,0.0022335162067734,True
ZZ1000/CYB,中证1000/创业板,-1,2018-08-30,2018-08-31,2,-0.0059597320029525,False
HS300/ZZ1000,沪深300/中证1000,1,2018-09-03,2018-09-06,4,-0.020191426207295,False
HS300/CYB,沪深300/创业板,1,2018-09-07,2018-09-14,6,0.048128747498789,True
ZZ1000/CYB,中证1000/创业板,1,2018-09-17,2018-09-18,2,-0.0100067626261792,False
HS300/CYB,沪深300/创业板,1,2018-09-19,2018-09-21,3,0.0253347867889015,True
SZ50/CYB,上证50/创业板,1,2018-09-25,2018-10-12,9,0.0827216485461133,True
SZ50/ZZ1000,上证50/中证1000,1,2018-10-15,2018-10-30,12,0.0091656926172667,True
ZZ1000/CYB,中证1000/创业板,-1,2018-10-31,2018-10-31,1,-0.0048521457924269,False
ZZ500/CYB,中证500/创业板,-1,2018-11-01,2018-11-02,2,0.0256606711731026,True
SZ50/CYB,上证50/创业板,-1,2018-11-05,2018-11-12,6,0.0606162996727526,True
SZ50/ZZ1000,上证50/中证1000,-1,2018-11-13,2018-12-03,15,0.0044584281757875,True
ZZ500/ZZ1000,中证500/中证1000,-1,2018-12-07,2018-12-10,2,-0.0010446451136126,False
SZ50/ZZ500,上证50/中证500,1,2018-12-11,2018-12-12,2,-0.0038751617101855,False
ZZ500/CYB,中证500/创业板,-1,2018-12-13,2018-12-18,4,-0.0232329445078587,False
SZ50/HS300,上证50/沪深300,-1,2018-12-20,2018-12-20,1,0.0088987179145547,True
SZ50/ZZ1000,上证50/中证1000,-1,2018-12-21,2018-12-21,1,0.0044213067886835,True
SZ50/ZZ500,上证50/中证500,-1,2018-12-24,2019-01-02,6,-0.0082667584006883,False
ZZ500/CYB,中证500/创业板,1,2019-01-03,2019-01-17,11,0.0322209242549775,True
HS300/CYB,沪深300/创业板,1,2019-01-18,2019-01-18,1,0.004169105109965,True
SZ50/CYB,上证50/创业板,1,2019-01-21,2019-01-29,7,0.0522039737421358,True
SZ50/ZZ1000,上证50/中证1000,1,2019-01-30,2019-02-18,9,-0.0441958549961105,False
ZZ1000/CYB,中证1000/创业板,-1,2019-02-19,2019-02-22,4,0.0080207644522243,True
SZ50/CYB,上证50/创业板,-1,2019-02-25,2019-03-20,18,0.0900556473369798,True
SZ50/ZZ1000,上证50/中证1000,-1,2019-03-21,2019-03-28,6,-0.0022615420190634,False
ZZ1000/CYB,中证1000/创业板,1,2019-03-29,2019-03-29,1,-0.0182303639977543,False
ZZ500/CYB,中证500/创业板,1,2019-04-01,2019-04-02,2,0.0055157014722184,True
SZ50/CYB,上证50/创业板,1,2019-04-03,2019-04-30,19,0.0734485121041117,True
SZ50/ZZ500,上证50/中证500,1,2019-05-06,2019-05-10,5,-0.0092923840663077,False
SZ50/ZZ1000,上证50/中证1000,1,2019-05-13,2019-05-20,6,-0.0046554637122129,False
SZ50/CYB,上证50/创业板,1,2019-05-21,2019-05-28,6,-0.0136299554327561,False
ZZ1000/CYB,中证1000/创业板,1,2019-05-29,2019-05-31,3,0.0143751418549462,True
SZ50/ZZ1000,上证50/中证1000,-1,2019-06-03,2019-06-03,1,-0.0188633032884475,False
SZ50/ZZ500,上证50/中证500,1,2019-06-04,2019-06-05,2,0.0041774382049653,True
SZ50/ZZ1000,上证50/中证1000,1,2019-06-06,2019-06-27,15,0.0271962403587262,True
ZZ1000/CYB,中证1000/创业板,-1,2019-07-01,2019-07-01,1,0.0096111442971613,True
HS300/CYB,沪深300/创业板,-1,2019-07-02,2019-07-02,1,0.0002299974444153,True
SZ50/CYB,上证50/创业板,-1,2019-07-03,2019-08-26,39,0.0922346015413211,True
SZ50/ZZ1000,上证50/中证1000,-1,2019-08-27,2019-09-19,17,0.0537720642266306,True
ZZ1000/CYB,中证1000/创业板,1,2019-09-20,2019-09-27,6,-0.0209154691212124,False
SZ50/CYB,上证50/创业板,1,2019-09-30,2019-10-24,14,0.0030956138795705,True
SZ50/ZZ500,上证50/中证500,1,2019-10-25,2019-10-30,4,-0.0026385873651265,False
HS300/ZZ500,沪深300/中证500,1,2019-10-31,2019-11-01,2,0.0176975473059231,True
ZZ500/CYB,中证500/创业板,-1,2019-11-04,2019-11-05,2,0.0027879494014775,True
HS300/ZZ500,沪深300/中证500,1,2019-11-06,2019-11-08,3,-0.0017673301060411,False
ZZ500/CYB,中证500/创业板,-1,2019-11-11,2019-11-11,1,-0.0011687121248611,False
HS300/ZZ500,沪深300/中证500,1,2019-11-12,2019-11-15,4,-0.0091691372133788,False
HS300/ZZ1000,沪深300/中证1000,1,2019-11-18,2019-11-20,3,-0.0204642969395251,False
ZZ1000/CYB,中证1000/创业板,-1,2019-11-21,2019-11-26,4,-0.0050075050936941,False
ZZ500/ZZ1000,中证500/中证1000,1,2019-11-27,2019-11-28,2,0.005139429410599,True
SZ50/ZZ500,上证50/中证500,-1,2019-11-29,2019-12-16,12,0.0444123048976969,True
SZ50/ZZ1000,上证50/中证1000,-1,2019-12-17,2019-12-31,11,-0.0090167313166598,False
ZZ1000/CYB,中证1000/创业板,1,2020-01-02,2020-01-06,3,0.0001143906697829,True
SZ50/ZZ1000,上证50/中证1000,-1,2020-01-07,2020-01-17,9,0.0303089986299629,True
SZ50/CYB,上证50/创业板,-1,2020-01-20,2020-02-06,8,0.1436735480859532,True
HS300/CYB,沪深300/创业板,-1,2020-02-07,2020-02-10,2,0.0123188859839593,True
ZZ1000/CYB,中证1000/创业板,-1,2020-02-11,2020-02-12,2,0.0047680251431139,True
HS300/CYB,沪深300/创业板,-1,2020-02-13,2020-02-14,2,-0.0120934002163105,False
SZ50/CYB,上证50/创业板,-1,2020-02-17,2020-02-26,8,0.05227707854328,True
SZ50/ZZ1000,上证50/中证1000,-1,2020-02-27,2020-03-03,4,-0.0120242519836345,False
ZZ1000/CYB,中证1000/创业板,1,2020-03-04,2020-03-11,6,0.0232905233426861,True
SZ50/CYB,上证50/创业板,1,2020-03-12,2020-04-09,20,-0.0021993596839631,False
SZ50/ZZ1000,上证50/中证1000,1,2020-04-10,2020-04-21,8,0.0121120253120643,True
ZZ1000/CYB,中证1000/创业板,-1,2020-05-13,2020-05-20,6,-0.0047961322226194,False
SZ50/CYB,上证50/创业板,-1,2020-05-21,2020-05-27,5,-0.0019471141918476,False
SZ50/ZZ1000,上证50/中证1000,-1,2020-05-28,2020-06-08,8,-0.0026152250010615,False
ZZ1000/CYB,中证1000/创业板,1,2020-06-09,2020-06-10,2,-0.0229414537433114,False
SZ50/ZZ1000,上证50/中证1000,-1,2020-06-11,2020-06-16,4,0.0366736005748598,True
SZ50/CYB,上证50/创业板,-1,2020-06-17,2020-07-06,12,-0.0441566938866117,False
ZZ1000/CYB,中证1000/创业板,-1,2020-07-07,2020-07-08,2,0.0154228000919403,True
HS300/ZZ1000,沪深300/中证1000,1,2020-07-09,2020-07-16,6,-0.0371754102256,False
ZZ1000/CYB,中证1000/创业板,-1,2020-07-17,2020-07-17,1,0.0044465912328399,True
SZ50/CYB,上证50/创业板,-1,2020-07-20,2020-07-20,1,-0.0154476795893222,False
SZ50/HS300,上证50/沪深300,-1,2020-07-21,2020-07-21,1,0.0024373652551863,True
SZ50/ZZ500,上证50/中证500,-1,2020-07-22,2020-07-23,2,0.0099839941539909,True
SZ50/ZZ1000,上证50/中证1000,-1,2020-07-24,2020-08-05,9,0.0407148816281026,True
ZZ1000/CYB,中证1000/创业板,1,2020-08-06,2020-08-18,9,0.0762538104503236,True
SZ50/CYB,上证50/创业板,1,2020-08-19,2020-09-02,11,-0.0338134043982889,False
SZ50/ZZ1000,上证50/中证1000,1,2020-09-03,2020-09-17,11,0.0551530221363811,True
SZ50/CYB,上证50/创业板,1,2020-09-18,2020-09-28,7,0.0086911784366299,True
SZ50/ZZ1000,上证50/中证1000,1,2020-09-29,2020-10-12,4,-0.0389630822686278,False
ZZ1000/CYB,中证1000/创业板,-1,2020-10-13,2020-10-15,3,0.000546844584482,True
ZZ500/CYB,中证500/创业板,-1,2020-10-16,2020-10-16,1,-0.0015957831574613,False
ZZ1000/CYB,中证1000/创业板,-1,2020-10-19,2020-10-19,1,-0.0102297201982952,False
ZZ500/CYB,中证500/创业板,-1,2020-10-20,2020-11-02,10,0.0625875296983349,True
ZZ1000/CYB,中证1000/创业板,-1,2020-11-03,2020-11-13,9,-0.0404922780313188,False
SZ50/CYB,上证50/创业板,-1,2020-11-16,2020-11-16,1,-0.0104987819300568,False
SZ50/HS300,上证50/沪深300,-1,2020-11-17,2020-11-19,3,-0.0087866944891783,False
ZZ500/CYB,中证500/创业板,1,2020-11-20,2020-12-01,8,-0.017846188709082,False
SZ50/CYB,上证50/创业板,1,2020-12-02,2020-12-08,5,-0.0324765786300523,False
SZ50/HS300,上证50/沪深300,1,2020-12-10,2020-12-11,2,-0.0030171656996691,False
HS300/CYB,沪深300/创业板,-1,2020-12-14,2020-12-25,10,0.032574027735909,True
SZ50/CYB,上证50/创业板,-1,2020-12-28,2020-12-28,1,-0.0041364290108157,False
ZZ500/CYB,中证500/创业板,-1,2020-12-29,2021-01-06,6,0.0722063583481729,True
ZZ1000/CYB,中证1000/创业板,-1,2021-01-07,2021-01-18,8,0.0331218373136463,True
SZ50/ZZ1000,上证50/中证1000,1,2021-01-19,2021-01-20,2,-0.0138049726649625,False
ZZ1000/CYB,中证1000/创业板,-1,2021-01-21,2021-01-29,7,0.0363528025768946,True
HS300/CYB,沪深300/创业板,-1,2021-02-01,2021-02-02,2,0.003178252922654,True
SZ50/CYB,上证50/创业板,-1,2021-02-03,2021-02-08,4,-0.0159151067447385,False
ZZ1000/CYB,中证1000/创业板,-1,2021-02-09,2021-02-18,3,-0.039529210285394,False
HS300/ZZ1000,沪深300/中证1000,1,2021-02-19,2021-02-22,2,-0.0506398406089627,False
SZ50/ZZ1000,上证50/中证1000,1,2021-02-23,2021-02-23,1,0.0074859835663252,True
SZ50/CYB,上证50/创业板,1,2021-02-24,2021-02-24,1,0.0084897641538848,True
ZZ500/CYB,中证500/创业板,1,2021-02-25,2021-02-26,2,0.0030940045567102,True
ZZ1000/CYB,中证1000/创业板,1,2021-03-01,2021-03-23,17,0.0524366359742789,True
SZ50/ZZ1000,上证50/中证1000,-1,2021-03-31,2021-04-02,3,-0.0032020364991139,False
SZ50/CYB,上证50/创业板,-1,2021-04-06,2021-05-11,23,0.0943182810005023,True
ZZ1000/CYB,中证1000/创业板,-1,2021-05-12,2021-05-26,11,0.0446105940021377,True
ZZ500/CYB,中证500/创业板,-1,2021-05-27,2021-06-08,9,-0.005729238965931,False
SZ50/ZZ500,上证50/中证500,1,2021-06-09,2021-06-09,1,-0.000303823929505,False
ZZ500/ZZ1000,中证500/中证1000,-1,2021-06-10,2021-06-15,3,0.0030231230376092,True
HS300/ZZ1000,沪深300/中证1000,-1,2021-06-16,2021-06-16,1,-0.0074910630879566,False
ZZ1000/CYB,中证1000/创业板,1,2021-06-17,2021-06-21,3,-0.0030808947092791,False
HS300/ZZ1000,沪深300/中证1000,-1,2021-06-22,2021-06-22,1,-0.0038576671809599,False
SZ50/ZZ1000,上证50/中证1000,-1,2021-06-23,2021-07-05,9,0.0148692244936923,True
SZ50/CYB,上证50/创业板,-1,2021-07-06,2021-07-06,1,-0.0194390429873211,False
SZ50/ZZ1000,上证50/中证1000,-1,2021-07-07,2021-07-26,14,0.0988261146970712,True
ZZ1000/CYB,中证1000/创业板,1,2021-07-27,2021-07-30,4,-0.026376147686192,False
SZ50/ZZ1000,上证50/中证1000,-1,2021-08-02,2021-08-03,2,-0.020564831614574,False
ZZ1000/CYB,中证1000/创业板,1,2021-08-04,2021-08-05,2,0.0017975770972973,True
SZ50/ZZ1000,上证50/中证1000,-1,2021-08-06,2021-08-10,3,-0.0059089617915237,False
ZZ1000/CYB,中证1000/创业板,1,2021-08-11,2021-08-16,4,0.0464103053144724,True
ZZ500/CYB,中证500/创业板,1,2021-08-17,2021-08-20,4,0.0103420979326753,True
SZ50/CYB,上证50/创业板,1,2021-08-23,2021-08-23,1,-0.0187112059159467,False
ZZ500/CYB,中证500/创业板,1,2021-08-24,2021-09-08,12,0.0822786799672481,True
SZ50/CYB,上证50/创业板,1,2021-09-09,2021-09-09,1,-0.0036404714000111,False
ZZ500/CYB,中证500/创业板,1,2021-09-10,2021-09-13,2,0.011934073356405,True
SZ50/CYB,上证50/创业板,1,2021-09-14,2021-09-24,7,-0.0334156287139033,False
SZ50/ZZ1000,上证50/中证1000,1,2021-09-27,2021-10-15,10,0.0771637867807408,True
SZ50/ZZ500,上证50/中证500,1,2021-10-18,2021-10-28,9,-0.006691292912918,False
ZZ500/CYB,中证500/创业板,-1,2021-10-29,2021-11-04,5,0.0053512893325493,True
SZ50/CYB,上证50/创业板,-1,2021-11-05,2021-11-19,11,0.0147826707176665,True
SZ50/ZZ1000,上证50/中证1000,-1,2021-11-22,2021-12-07,12,-0.0258068128030997,False
ZZ1000/CYB,中证1000/创业板,1,2021-12-08,2021-12-10,3,-0.0123546893196291,False
ZZ500/CYB,中证500/创业板,1,2021-12-13,2021-12-13,1,-0.0050238840024294,False
SZ50/CYB,上证50/创业板,1,2021-12-14,2021-12-28,11,0.0350775962068015,True
ZZ500/CYB,中证500/创业板,1,2021-12-29,2022-01-19,15,0.081073049794637,True
HS300/CYB,沪深300/创业板,1,2022-01-20,2022-01-20,1,0.0152913061319981,True
SZ50/CYB,上证50/创业板,1,2022-01-21,2022-01-25,3,0.0006808748300872,True
SZ50/ZZ1000,上证50/中证1000,1,2022-01-26,2022-02-16,11,-0.0110701000293671,False
SZ50/CYB,上证50/创业板,1,2022-02-17,2022-02-22,4,0.0054849314754266,True
ZZ1000/CYB,中证1000/创业板,1,2022-02-23,2022-02-28,4,-0.0295972959630412,False
SZ50/ZZ1000,上证50/中证1000,-1,2022-03-01,2022-03-11,9,-0.0108052697884043,False
SZ50/CYB,上证50/创业板,-1,2022-03-14,2022-03-14,1,-0.0069137668247463,False
HS300/CYB,沪深300/创业板,-1,2022-03-15,2022-03-18,4,0.0381971004321965,True
ZZ500/CYB,中证500/创业板,-1,2022-03-21,2022-04-01,10,-0.020893842585114,False
ZZ1000/CYB,中证1000/创业板,-1,2022-04-06,2022-04-11,4,-0.0149013367732913,False
SZ50/ZZ1000,上证50/中证1000,1,2022-04-12,2022-05-09,17,0.0482381127824791,True
HS300/ZZ1000,沪深300/中证1000,1,2022-05-10,2022-05-11,2,-0.0032650828132125,False
HS300/ZZ500,沪深300/中证500,1,2022-05-12,2022-05-12,1,-0.0095397261360109,False
SZ50/CYB,上证50/创业板,-1,2022-05-13,2022-05-17,3,-0.0067276455607816,False
SZ50/ZZ1000,上证50/中证1000,-1,2022-05-18,2022-06-08,15,0.0247547272174866,True
SZ50/CYB,上证50/创业板,-1,2022-06-13,2022-06-27,11,0.0627800732957746,True
ZZ500/CYB,中证500/创业板,-1,2022-06-28,2022-07-12,11,-0.0252227724134684,False
HS300/CYB,沪深300/创业板,-1,2022-07-14,2022-07-14,1,0.0322714832831652,True
SZ50/CYB,上证50/创业板,-1,2022-07-15,2022-07-15,1,-0.0025923138626469,False
SZ50/ZZ1000,上证50/中证1000,-1,2022-07-18,2022-07-28,9,0.0583145956224462,True
ZZ1000/CYB,中证1000/创业板,1,2022-07-29,2022-08-15,12,0.0172222872082865,True
ZZ500/CYB,中证500/创业板,1,2022-08-16,2022-08-23,6,-0.0274801274847893,False
SZ50/ZZ500,上证50/中证500,-1,2022-08-24,2022-08-24,1,-0.0282191462740318,False
ZZ500/ZZ1000,中证500/中证1000,1,2022-08-25,2022-08-30,4,0.0114192940676725,True
SZ50/ZZ1000,上证50/中证1000,1,2022-08-31,2022-09-07,6,0.0021947685741254,True
SZ50/CYB,上证50/创业板,1,2022-09-08,2022-09-29,15,0.0586479522393106,True
SZ50/ZZ1000,上证50/中证1000,1,2022-09-30,2022-10-14,6,-0.0325166821323469,False
ZZ1000/CYB,中证1000/创业板,-1,2022-10-17,2022-10-18,2,-0.0169892340847921,False
SZ50/CYB,上证50/创业板,-1,2022-10-19,2022-10-28,8,0.0127821464332007,True
SZ50/ZZ1000,上证50/中证1000,-1,2022-10-31,2022-11-11,10,-0.0171420068474925,False
ZZ1000/CYB,中证1000/创业板,1,2022-11-16,2022-11-16,1,0.004930190705694,True
SZ50/ZZ500,上证50/中证500,1,2022-11-17,2022-11-17,1,-0.01081291143383,False
SZ50/CYB,上证50/创业板,1,2022-11-18,2022-11-18,1,-0.0079293127985232,False
SZ50/ZZ500,上证50/中证500,1,2022-11-21,2022-11-22,2,0.0040352999611144,True
SZ50/CYB,上证50/创业板,1,2022-11-23,2022-12-05,9,0.040876460337474,True
SZ50/ZZ500,上证50/中证500,1,2022-12-06,2022-12-27,16,0.0428551285771094,True
SZ50/ZZ1000,上证50/中证1000,1,2022-12-28,2023-01-09,8,0.0066393551023402,True
ZZ500/CYB,中证500/创业板,-1,2023-01-10,2023-01-31,11,0.0210302000925561,True
SZ50/CYB,上证50/创业板,-1,2023-02-01,2023-02-07,5,0.0075421738657206,True
SZ50/ZZ1000,上证50/中证1000,-1,2023-02-08,2023-02-21,10,-0.0215583145522274,False
ZZ1000/CYB,中证1000/创业板,1,2023-02-22,2023-02-28,5,0.0153536883063136,True
ZZ500/CYB,中证500/创业板,1,2023-03-01,2023-03-17,13,0.0430898335444931,True
SZ50/ZZ500,上证50/中证500,-1,2023-03-24,2023-03-29,4,0.0059445429217923,True
SZ50/CYB,上证50/创业板,-1,2023-03-30,2023-03-31,2,0.0015877171051048,True
ZZ1000/CYB,中证1000/创业板,-1,2023-04-03,2023-04-19,12,-0.0107150372313786,False
SZ50/ZZ1000,上证50/中证1000,1,2023-04-20,2023-05-22,20,0.043142713618687,True
ZZ500/CYB,中证500/创业板,-1,2023-05-24,2023-05-25,2,0.0083713728726504,True
HS300/CYB,沪深300/创业板,-1,2023-05-26,2023-05-29,2,-0.02078096565713,False
SZ50/CYB,上证50/创业板,-1,2023-05-30,2023-06-01,3,0.026849150211992,True
SZ50/ZZ1000,上证50/中证1000,-1,2023-06-02,2023-06-09,6,-0.0448637989219145,False
ZZ1000/CYB,中证1000/创业板,1,2023-06-12,2023-06-19,6,-0.0398107381001264,False
