pair,pair_cn,direction,start,end,days,segment_return,win
HS300/ZZ1000,沪深300/中证1000,-1,2016-06-02,2016-07-18,31,0.0520561502997254,True
HS300/ZZ1000,沪深300/中证1000,1,2016-07-19,2016-09-06,36,0.0333925374096744,True
HS300/ZZ1000,沪深300/中证1000,-1,2016-09-07,2016-11-04,36,0.0042021217895926,True
HS300/ZZ1000,沪深300/中证1000,1,2016-11-07,2016-12-21,33,0.0471889148321429,True
HS300/ZZ1000,沪深300/中证1000,-1,2016-12-22,2017-01-13,16,-0.0483745100578686,False
HS300/ZZ1000,沪深300/中证1000,1,2017-01-16,2017-02-13,16,0.0243080637988926,True
HS300/ZZ1000,沪深300/中证1000,-1,2017-02-14,2017-03-29,32,-0.0096430027375362,False
HS300/ZZ1000,沪深300/中证1000,1,2017-03-30,2017-06-16,52,0.2406381471174579,True
HS300/ZZ1000,沪深300/中证1000,-1,2017-06-19,2017-07-20,24,-0.115912882206401,False
HS300/ZZ1000,沪深300/中证1000,1,2017-07-21,2017-08-03,10,-0.0385974977492802,False
HS300/ZZ1000,沪深300/中证1000,-1,2017-08-04,2017-10-09,42,0.0379621770255633,True
HS300/ZZ1000,沪深300/中证1000,1,2017-10-10,2017-12-08,44,0.236650975390027,True
HS300/ZZ1000,沪深300/中证1000,-1,2017-12-11,2018-01-17,27,-0.0934625041991481,False
HS300/ZZ1000,沪深300/中证1000,1,2018-01-18,2018-02-14,20,0.0606717010064503,True
HS300/ZZ1000,沪深300/中证1000,-1,2018-02-22,2018-04-25,43,0.0964068382584484,True
HS300/ZZ1000,沪深300/中证1000,1,2018-04-26,2018-07-04,47,0.0889840907192629,True
HS300/ZZ1000,沪深300/中证1000,-1,2018-07-05,2018-08-10,27,-0.0532178340362828,False
HS300/ZZ1000,沪深300/中证1000,1,2018-08-13,2018-08-13,1,-0.0170400602578957,False
HS300/ZZ1000,沪深300/中证1000,-1,2018-08-14,2018-08-28,11,-0.0451555476707785,False
HS300/ZZ1000,沪深300/中证1000,1,2018-08-29,2018-09-14,13,0.0215967255150202,True
HS300/ZZ1000,沪深300/中证1000,-1,2018-09-17,2018-09-18,2,-0.0126531671222102,False
HS300/ZZ1000,沪深300/中证1000,1,2018-09-19,2018-11-02,27,0.119484778377797,True
HS300/ZZ1000,沪深300/中证1000,-1,2018-11-05,2018-12-10,26,0.0913581257212265,True
HS300/ZZ1000,沪深300/中证1000,1,2018-12-11,2018-12-20,8,0.0001012908359263,True
HS300/ZZ1000,沪深300/中证1000,-1,2018-12-21,2019-01-16,17,-0.0049352425579782,False
HS300/ZZ1000,沪深300/中证1000,1,2019-01-17,2019-02-26,24,0.0378912036872181,True
HS300/ZZ1000,沪深300/中证1000,-1,2019-02-27,2019-04-02,25,0.0880681153288325,True
HS300/ZZ1000,沪深300/中证1000,1,2019-04-03,2019-05-28,36,0.077866901092287,True
HS300/ZZ1000,沪深300/中证1000,-1,2019-05-29,2019-06-03,4,-0.0111499545189329,False
HS300/ZZ1000,沪深300/中证1000,1,2019-06-04,2019-07-01,19,0.0452377479119034,True
HS300/ZZ1000,沪深300/中证1000,-1,2019-07-02,2019-07-26,19,-0.0462576199492017,False
HS300/ZZ1000,沪深300/中证1000,1,2019-07-29,2019-08-01,4,-0.0119470752838557,False
HS300/ZZ1000,沪深300/中证1000,-1,2019-08-02,2019-09-30,41,0.0095300204761745,True
HS300/ZZ1000,沪深300/中证1000,1,2019-10-08,2019-11-28,38,0.0426744353050989,True
HS300/ZZ1000,沪深300/中证1000,-1,2019-11-29,2020-02-10,45,0.1318877713066204,True
HS300/ZZ1000,沪深300/中证1000,1,2020-02-11,2020-02-13,3,0.0003490208858596,True
HS300/ZZ1000,沪深300/中证1000,-1,2020-02-14,2020-03-12,20,0.0699922206463272,True
HS300/ZZ1000,沪深300/中证1000,1,2020-03-13,2020-05-25,48,0.0249995433043419,True
HS300/ZZ1000,沪深300/中证1000,-1,2020-05-26,2020-07-03,27,-0.018906685279212,False
HS300/ZZ1000,沪深300/中证1000,1,2020-07-06,2020-07-22,13,-0.0471909672641579,False
HS300/ZZ1000,沪深300/中证1000,-1,2020-07-23,2020-08-24,23,0.0106386694521973,True
HS300/ZZ1000,沪深300/中证1000,1,2020-08-25,2020-11-23,59,0.1629352063784583,True
HS300/ZZ1000,沪深300/中证1000,-1,2020-11-24,2020-12-29,26,-0.0805434553231794,False
HS300/ZZ1000,沪深300/中证1000,1,2020-12-30,2021-01-28,21,0.1066683645881509,True
HS300/ZZ1000,沪深300/中证1000,-1,2021-01-29,2021-02-08,7,-0.0914600827884316,False
HS300/ZZ1000,沪深300/中证1000,1,2021-02-09,2021-02-25,8,-0.0676412966700016,False
HS300/ZZ1000,沪深300/中证1000,-1,2021-02-26,2021-04-29,44,0.0529005431548377,True
HS300/ZZ1000,沪深300/中证1000,1,2021-04-30,2021-06-08,25,-0.0714178162436165,False
HS300/ZZ1000,沪深300/中证1000,-1,2021-06-09,2021-08-18,50,0.2170301398038883,True
HS300/ZZ1000,沪深300/中证1000,1,2021-08-19,2021-08-26,6,-0.064254330102039,False
HS300/ZZ1000,沪深300/中证1000,-1,2021-08-27,2021-09-02,5,-0.014779552667272,False
HS300/ZZ1000,沪深300/中证1000,1,2021-09-03,2021-11-03,37,0.0307164181226295,True
HS300/ZZ1000,沪深300/中证1000,-1,2021-11-04,2021-12-10,27,0.0106136726279477,True
HS300/ZZ1000,沪深300/中证1000,1,2021-12-13,2021-12-30,14,-0.0346775509609258,False
HS300/ZZ1000,沪深300/中证1000,-1,2021-12-31,2022-01-12,8,-0.0063569258581582,False
HS300/ZZ1000,沪深300/中证1000,1,2022-01-13,2022-02-22,24,0.0097025943134585,True
HS300/ZZ1000,沪深300/中证1000,-1,2022-02-23,2022-03-31,27,0.0024856718156363,True
HS300/ZZ1000,沪深300/中证1000,1,2022-04-01,2022-05-13,26,0.0980770273349149,True
HS300/ZZ1000,沪深300/中证1000,-1,2022-05-16,2022-08-24,72,0.1804347143550571,True
HS300/ZZ1000,沪深300/中证1000,1,2022-08-25,2022-10-19,34,0.0140235941489661,True
HS300/ZZ1000,沪深300/中证1000,-1,2022-10-20,2022-11-16,20,0.0256293496656438,True
HS300/ZZ1000,沪深300/中证1000,1,2022-11-17,2023-02-01,49,0.0658827773807151,True
HS300/ZZ1000,沪深300/中证1000,-1,2023-02-02,2023-03-23,36,0.0419778414420626,True
HS300/ZZ1000,沪深300/中证1000,1,2023-03-24,2023-03-27,2,-0.0162622315286781,False
HS300/ZZ1000,沪深300/中证1000,-1,2023-03-28,2023-03-29,2,-0.017597790839804,False
HS300/ZZ1000,沪深300/中证1000,1,2023-03-30,2023-05-24,36,0.0048393961334969,True
HS300/ZZ1000,沪深300/中证1000,-1,2023-05-25,2023-06-19,18,0.008943077032729,True
HS300/ZZ1000,沪深300/中证1000,1,2023-06-20,2023-07-05,10,-0.0030759999956526,False
HS300/ZZ1000,沪深300/中证1000,-1,2023-07-06,2023-07-14,7,-0.0230059791093466,False
HS300/ZZ1000,沪深300/中证1000,1,2023-07-17,2023-08-23,28,0.0531735513602102,True
HS300/ZZ1000,沪深300/中证1000,-1,2023-08-24,2023-08-25,2,-0.0307217647469159,False
HS300/ZZ1000,沪深300/中证1000,1,2023-08-28,2023-09-04,6,-0.0269918809870223,False
HS300/ZZ1000,沪深300/中证1000,-1,2023-09-05,2023-12-19,70,0.1327722576808079,True
HS300/ZZ1000,沪深300/中证1000,1,2023-12-20,2024-02-28,44,0.2710107440083218,True
HS300/ZZ1000,沪深300/中证1000,-1,2024-02-29,2024-04-16,32,-0.0592579104096213,False
HS300/ZZ1000,沪深300/中证1000,1,2024-04-17,2024-04-30,10,-0.0607152769091392,False
HS300/ZZ1000,沪深300/中证1000,-1,2024-05-06,2024-05-23,14,-0.03051524160939,False
HS300/ZZ1000,沪深300/中证1000,1,2024-05-24,2024-07-30,47,0.0761445317339233,True
HS300/ZZ1000,沪深300/中证1000,-1,2024-07-31,2024-08-23,18,-0.0502562014159476,False
HS300/ZZ1000,沪深300/中证1000,1,2024-08-26,2024-09-04,8,-0.0528533676180853,False
HS300/ZZ1000,沪深300/中证1000,-1,2024-09-05,2024-11-20,48,0.1461425342994611,True
HS300/ZZ1000,沪深300/中证1000,1,2024-11-21,2024-12-11,15,-0.0320336608251442,False
HS300/ZZ1000,沪深300/中证1000,-1,2024-12-12,2024-12-16,3,-0.0104700926398628,False
HS300/ZZ1000,沪深300/中证1000,1,2024-12-17,2025-01-24,28,0.0320899892623411,True
HS300/ZZ1000,沪深300/中证1000,-1,2025-01-27,2025-03-21,34,0.0710552475286458,True
HS300/ZZ1000,沪深300/中证1000,1,2025-03-24,2025-05-06,28,0.0281111152840072,True
HS300/ZZ1000,沪深300/中证1000,-1,2025-05-07,2025-05-21,11,-0.0279528224498486,False
HS300/ZZ1000,沪深300/中证1000,1,2025-05-22,2025-06-05,10,-0.0295989375247136,False
HS300/ZZ1000,沪深300/中证1000,-1,2025-06-06,2025-07-24,35,0.0197014959464711,True
HS300/ZZ1000,沪深300/中证1000,1,2025-07-25,2025-07-25,1,-0.0118411809516695,False
HS300/ZZ1000,沪深300/中证1000,-1,2025-07-28,2025-08-28,24,0.0355865534022392,True
HS300/ZZ1000,沪深300/中证1000,1,2025-08-29,2025-09-25,20,0.0252693509802139,True
HS300/ZZ1000,沪深300/中证1000,-1,2025-09-26,2025-09-30,3,-0.0045625244073129,False
HS300/ZZ1000,沪深300/中证1000,1,2025-10-09,2025-11-07,22,0.0144930323243481,True
HS300/ZZ1000,沪深300/中证1000,-1,2025-11-10,2025-12-11,24,-0.0080711254227781,False
HS300/ZZ1000,沪深300/中证1000,1,2025-12-12,2025-12-12,1,-0.0054819023341305,False
HS300/ZZ1000,沪深300/中证1000,-1,2025-12-15,2025-12-19,5,-0.0070355743425477,False
HS300/ZZ1000,沪深300/中证1000,1,2025-12-22,2025-12-22,1,-0.0046955045368664,False
HS300/ZZ1000,沪深300/中证1000,-1,2025-12-23,2026-02-05,31,0.1086838039163515,True
HS300/ZZ1000,沪深300/中证1000,1,2026-02-06,2026-04-16,43,-0.0124720719961908,False
HS300/ZZ1000,沪深300/中证1000,-1,2026-04-17,2026-05-07,12,0.0302014078514227,True
HS300/ZZ500,沪深300/中证500,1,2016-05-09,2016-06-01,18,0.0074520848681123,True
HS300/ZZ500,沪深300/中证500,-1,2016-06-02,2016-07-29,40,0.0333468810640635,True
HS300/ZZ500,沪深300/中证500,1,2016-08-01,2016-09-07,28,-0.0097871696183556,False
HS300/ZZ500,沪深300/中证500,-1,2016-09-08,2016-09-14,5,-0.0067112353019109,False
HS300/ZZ500,沪深300/中证500,1,2016-09-19,2016-09-19,1,-0.0071787306394875,False
HS300/ZZ500,沪深300/中证500,-1,2016-09-20,2016-09-22,3,-0.0058284892959338,False
HS300/ZZ500,沪深300/中证500,1,2016-09-23,2016-09-23,1,-0.0062496365765527,False
HS300/ZZ500,沪深300/中证500,-1,2016-09-26,2016-09-26,1,-0.0077082869832574,False
HS300/ZZ500,沪深300/中证500,1,2016-09-27,2016-09-28,2,-0.0072909556678041,False
HS300/ZZ500,沪深300/中证500,-1,2016-09-29,2016-10-31,18,-0.0103576762429042,False
HS300/ZZ500,沪深300/中证500,1,2016-11-01,2016-12-20,36,0.017683362109176,True
HS300/ZZ500,沪深300/中证500,-1,2016-12-21,2017-01-16,18,-0.0682719308102839,False
HS300/ZZ500,沪深300/中证500,1,2017-01-17,2017-02-13,15,-0.0316714801862636,False
HS300/ZZ500,沪深300/中证500,-1,2017-02-14,2017-03-27,30,0.0124790409278623,True
HS300/ZZ500,沪深300/中证500,1,2017-03-28,2017-04-13,11,-0.0103516546191818,False
HS300/ZZ500,沪深300/中证500,-1,2017-04-14,2017-04-14,1,-0.010435573728904,False
HS300/ZZ500,沪深300/中证500,1,2017-04-17,2017-06-16,42,0.1337157747147226,True
HS300/ZZ500,沪深300/中证500,-1,2017-06-19,2017-07-24,26,-0.0559802890995186,False
HS300/ZZ500,沪深300/中证500,1,2017-07-25,2017-07-31,5,-0.0351137184805595,False
HS300/ZZ500,沪深300/中证500,-1,2017-08-01,2017-08-30,22,-0.0049783086727032,False
HS300/ZZ500,沪深300/中证500,1,2017-08-31,2017-09-11,8,-0.0505147613673447,False
HS300/ZZ500,沪深300/中证500,-1,2017-09-12,2017-09-28,13,-0.0202223647450523,False
HS300/ZZ500,沪深300/中证500,1,2017-09-29,2017-12-11,47,0.166394157334327,True
HS300/ZZ500,沪深300/中证500,-1,2017-12-12,2018-01-17,26,-0.070857273903502,False
HS300/ZZ500,沪深300/中证500,1,2018-01-18,2018-02-13,19,0.0213634431031666,True
HS300/ZZ500,沪深300/中证500,-1,2018-02-14,2018-04-25,44,0.0704173613750884,True
HS300/ZZ500,沪深300/中证500,1,2018-04-26,2018-07-03,46,0.0217320382337748,True
HS300/ZZ500,沪深300/中证500,-1,2018-07-04,2018-08-09,27,-0.0498559858635895,False
HS300/ZZ500,沪深300/中证500,1,2018-08-10,2018-08-13,2,-0.0200588578272732,False
HS300/ZZ500,沪深300/中证500,-1,2018-08-14,2018-08-29,12,-0.0333100667270346,False
HS300/ZZ500,沪深300/中证500,1,2018-08-30,2018-11-02,41,0.11163816893424,True
HS300/ZZ500,沪深300/中证500,-1,2018-11-05,2018-12-06,24,0.0373663063134861,True
HS300/ZZ500,沪深300/中证500,1,2018-12-07,2018-12-20,10,-0.005540067360112,False
HS300/ZZ500,沪深300/中证500,-1,2018-12-21,2019-01-17,18,-0.0088974745370697,False
HS300/ZZ500,沪深300/中证500,1,2019-01-18,2019-02-25,22,0.0278620171979921,True
HS300/ZZ500,沪深300/中证500,-1,2019-02-26,2019-04-02,26,0.1018843043655386,True
HS300/ZZ500,沪深300/中证500,1,2019-04-03,2019-05-29,37,0.1006152656461549,True
HS300/ZZ500,沪深300/中证500,-1,2019-05-30,2019-06-03,3,-0.0196537219652516,False
HS300/ZZ500,沪深300/中证500,1,2019-06-04,2019-06-28,18,0.0429561523345674,True
HS300/ZZ500,沪深300/中证500,-1,2019-07-01,2019-09-30,65,-0.001527251161894,False
HS300/ZZ500,沪深300/中证500,1,2019-10-08,2019-11-25,35,0.0322989475893382,True
HS300/ZZ500,沪深300/中证500,-1,2019-11-26,2020-03-05,66,0.1378730610728464,True
HS300/ZZ500,沪深300/中证500,1,2020-03-06,2020-04-24,35,-0.0173651862098039,False
HS300/ZZ500,沪深300/中证500,-1,2020-04-27,2020-04-28,2,-0.0355371017308046,False
HS300/ZZ500,沪深300/中证500,1,2020-04-29,2020-05-20,13,-0.0426458459771146,False
HS300/ZZ500,沪深300/中证500,-1,2020-05-21,2020-06-08,13,-0.0122235202564083,False
HS300/ZZ500,沪深300/中证500,1,2020-06-09,2020-06-15,5,-0.0312447627314322,False
HS300/ZZ500,沪深300/中证500,-1,2020-06-16,2020-07-03,12,-0.049672667905809,False
HS300/ZZ500,沪深300/中证500,1,2020-07-06,2020-07-21,12,-0.0353443123590895,False
HS300/ZZ500,沪深300/中证500,-1,2020-07-22,2020-08-05,11,0.0173594435652588,True
HS300/ZZ500,沪深300/中证500,1,2020-08-06,2020-08-07,2,-0.0060540639365356,False
HS300/ZZ500,沪深300/中证500,-1,2020-08-10,2020-08-25,12,-0.0276101580736348,False
HS300/ZZ500,沪深300/中证500,1,2020-08-26,2020-11-18,55,0.1100041198032903,True
HS300/ZZ500,沪深300/中证500,-1,2020-11-19,2020-12-28,28,-0.0740512734510474,False
HS300/ZZ500,沪深300/中证500,1,2020-12-29,2021-01-27,21,0.0555184013638923,True
HS300/ZZ500,沪深300/中证500,-1,2021-01-28,2021-02-09,9,-0.0653534865640866,False
HS300/ZZ500,沪深300/中证500,1,2021-02-10,2021-02-24,6,-0.0819490308620231,False
HS300/ZZ500,沪深300/中证500,-1,2021-02-25,2021-05-06,47,0.0914363323287539,True
HS300/ZZ500,沪深300/中证500,1,2021-05-07,2021-05-10,2,-0.0198028299630219,False
HS300/ZZ500,沪深300/中证500,-1,2021-05-11,2021-05-11,1,-0.0164445641151538,False
HS300/ZZ500,沪深300/中证500,1,2021-05-12,2021-05-12,1,-0.009382287645787,False
HS300/ZZ500,沪深300/中证500,-1,2021-05-13,2021-05-14,2,-0.0191348775209688,False
HS300/ZZ500,沪深300/中证500,1,2021-05-17,2021-06-15,21,-0.0175316880882255,False
HS300/ZZ500,沪深300/中证500,-1,2021-06-16,2021-08-19,47,0.1526327374781342,True
HS300/ZZ500,沪深300/中证500,1,2021-08-20,2021-08-20,1,-0.0252224795235347,False
HS300/ZZ500,沪深300/中证500,-1,2021-08-23,2021-09-24,23,0.0624234087843058,True
HS300/ZZ500,沪深300/中证500,1,2021-09-27,2021-11-08,26,0.0571338838527064,True
HS300/ZZ500,沪深300/中证500,-1,2021-11-09,2021-12-13,25,-0.0086621857129958,False
HS300/ZZ500,沪深300/中证500,1,2021-12-14,2021-12-24,9,-0.0359443693095031,False
