date,nav,hold
2019-09-24,100000.0,CASH
2019-09-25,100000.0,CASH
2019-09-26,100000.0,CASH
2019-09-27,100000.0,CASH
2019-09-30,100000.0,CASH
2019-10-08,100000.0,CASH
2019-10-09,100000.0,CASH
2019-10-10,100000.0,CASH
2019-10-11,100000.0,CASH
2019-10-14,100000.0,CASH
2019-10-15,100000.0,CASH
2019-10-16,100000.0,CASH
2019-10-17,100000.0,CASH
2019-10-18,100000.0,CASH
2019-10-21,100000.0,CASH
2019-10-22,100000.0,CASH
2019-10-23,100000.0,CASH
2019-10-24,100000.0,CASH
2019-10-25,100000.0,CASH
2019-10-28,100000.0,CASH
2019-10-29,100000.0,CASH
2019-10-30,100000.0,CASH
2019-10-31,100000.0,CASH
2019-11-01,100000.0,CASH
2019-11-04,100000.0,CASH
2019-11-05,99900.09990009991,NASDAQ_159941
2019-11-06,99086.140040651,NASDAQ_159941
2019-11-07,98923.34677500563,NASDAQ_159941
2019-11-08,98923.34677500563,NASDAQ_159941
2019-11-11,99031.87993128784,NASDAQ_159941
2019-11-12,99303.19988443748,NASDAQ_159941
2019-11-13,99683.04652509138,NASDAQ_159941
2019-11-14,100171.41985324956,NASDAQ_159941
2019-11-15,100442.7398063992,NASDAQ_159941
2019-11-18,100931.11960333532,NASDAQ_159941
2019-11-19,101528.0260877757,NASDAQ_159941
2019-11-20,101256.70613462606,NASDAQ_159941
2019-11-21,100714.05975954884,NASDAQ_159941
2019-11-22,101093.91286898068,NASDAQ_159941
2019-11-25,101582.28619713886,NASDAQ_159941
2019-11-26,102504.77921287,NASDAQ_159941
2019-11-27,103101.67922853243,NASDAQ_159941
2019-11-28,105869.14533816995,NASDAQ_159941
2019-11-29,106031.93860381532,NASDAQ_159941
2019-12-02,108473.81818216208,NASDAQ_159941
2019-12-03,102884.6258535239,NASDAQ_159941
2019-12-04,101636.55277527997,NASDAQ_159941
2019-12-05,101745.07946278424,NASDAQ_159941
2019-12-06,101528.0260877757,NASDAQ_159941
2019-12-09,102287.71936908351,NASDAQ_159941
2019-12-10,101799.34604092535,NASDAQ_159941
2019-12-11,101487.6344373212,1.H00905
2019-12-12,101179.26480232688,1.H00905
2019-12-13,102424.56238754789,1.H00905
2019-12-16,104288.92723651767,1.H00905
2019-12-17,105704.3474426705,1.H00905
2019-12-18,105685.36533970338,1.H00905
2019-12-19,105607.52987999942,1.H00852
2019-12-20,104337.5766195841,1.H00852
2019-12-23,101984.4538445617,1.H00852
2019-12-24,103779.51612621163,1.H00852
2019-12-25,104399.42670899797,1.H00852
2019-12-26,105143.74231493585,1.H00852
2019-12-27,104295.28596015582,1.H00852
2019-12-30,104885.76929242328,1.H00852
2019-12-31,105588.32287217573,1.H00852
2020-01-02,107665.67530550947,1.H00852
2020-01-03,108224.9692764486,1.H00852
2020-01-06,109338.09467481736,1.H00852
2020-01-07,111000.11759034912,1.H00852
2020-01-08,109484.87850524971,1.H00852
2020-01-09,111224.25808531904,1.H00852
2020-01-10,110991.1308252206,1.H00852
2020-01-13,112410.51108228257,1.H00852
2020-01-14,111947.09811979668,0.399606
2020-01-15,112045.34187048851,0.399606
2020-01-16,112378.70830542035,0.399606
2020-01-17,112527.17779382544,0.399606
2020-01-20,115418.74526503067,0.399606
2020-01-21,114536.75923353879,0.399606
2020-01-22,116101.48413922059,0.399606
2020-01-23,112249.00447725979,0.399606
2020-02-03,104565.0185383174,0.399606
2020-02-04,109626.22749249796,0.399606
2020-02-05,112715.46958580459,NASDAQ_159941
2020-02-06,114828.88657852855,NASDAQ_159941
2020-02-07,117484.20437041756,NASDAQ_159941
2020-02-10,119326.6645035919,NASDAQ_159941
2020-02-11,122252.93915503054,NASDAQ_159941
2020-02-12,124745.68541517663,NASDAQ_159941
2020-02-13,130869.16573773515,NASDAQ_159941
2020-02-14,122957.41148593853,NASDAQ_159941
2020-02-17,123577.05383940149,0.399606
2020-02-18,125003.74061060633,0.399606
2020-02-19,123188.99940392842,0.399606
2020-02-20,125660.9023030339,NASDAQ_159941
2020-02-21,122850.9564391397,NASDAQ_159941
2020-02-24,117782.03360750503,0.399606
2020-02-25,118758.8512811351,1.H00852
2020-02-26,115324.12474397935,1.H00852
2020-02-27,115514.22541561017,1.H00852
2020-02-28,108820.5810240297,1.H00852
2020-03-02,113088.06194708477,0.399606
2020-03-03,114867.0129932281,1.H00852
2020-03-04,115435.02211068537,1.H00852
2020-03-05,117090.65329507497,1.H00852
2020-03-06,116736.72402388799,1.H00852
2020-03-09,112155.2775310192,1.H00852
2020-03-10,115061.9754920036,1.H00852
2020-03-11,113513.98702999449,1.H00852
2020-03-12,111228.68897676808,1.H00852
2020-03-13,110004.02492755816,1.H11077
2020-03-16,109901.01112495043,1.H11077
2020-03-17,109775.92293606958,1.H11077
2020-03-18,109650.83474718875,1.H11077
2020-03-19,109533.10468706561,1.H11077
2020-03-20,109525.7465583079,1.H11077
2020-03-23,109643.47661843104,1.H11077
2020-03-24,109828.29722917508,SOYMEAL_159985
2020-03-25,111667.78164307863,SOYMEAL_159985
2020-03-26,108746.24605640034,SOYMEAL_159985
2020-03-27,110044.70488391654,SOYMEAL_159985
2020-03-30,111018.55867885427,SOYMEAL_159985
2020-03-31,110693.94074720835,SOYMEAL_159985
2020-04-01,107447.78077935043,SOYMEAL_159985
2020-04-02,107014.96546986751,SOYMEAL_159985
2020-04-03,105608.29636544688,SOYMEAL_159985
2020-04-07,105932.90784755905,SOYMEAL_159985
2020-04-08,106149.32195183424,SOYMEAL_159985
2020-04-09,106045.22303039538,GOLD_518880
2020-04-10,106655.34355552484,GOLD_518880
2020-04-13,106626.29217629695,GOLD_518880
2020-04-14,107846.53322655588,GOLD_518880
2020-04-15,107555.9986536051,GOLD_518880
2020-04-16,108369.49961400166,GOLD_518880
2020-04-17,106597.23387017845,GOLD_518880
2020-04-20,105862.33779741626,NASDAQ_159941
2020-04-21,104681.32020962254,NASDAQ_159941
2020-04-22,104573.9497384306,NASDAQ_159941
2020-04-23,105379.19627497147,NASDAQ_159941
2020-04-24,104734.99904573878,NASDAQ_159941
2020-04-27,108331.73704471586,NASDAQ_159941
2020-04-28,109512.76103198931,NASDAQ_159941
2020-04-29,112572.67227292564,NASDAQ_159941
2020-04-30,116223.10190697845,NASDAQ_159941
2020-05-06,115562.28968482472,0.399606
2020-05-07,115374.9884143462,0.399606
2020-05-08,116383.09469838985,0.399606
2020-05-11,115155.51905863313,0.399606
2020-05-12,116323.42808868062,0.399606
2020-05-13,116994.58065132023,NASDAQ_159941
2020-05-14,114779.63269557654,NASDAQ_159941
2020-05-15,115801.92261697634,NASDAQ_159941
2020-05-18,116534.10810903643,0.399606
2020-05-19,118150.68059464845,0.399606
2020-05-20,116734.48378188182,0.399606
2020-05-21,115719.03831480595,0.399606
2020-05-22,112821.4182332683,0.399606
2020-05-25,112915.75302155499,GOLD_518880
2020-05-26,113442.57283142381,GOLD_518880
2020-05-27,112242.59011126407,GOLD_518880
2020-05-28,113062.08914395401,GOLD_518880
2020-05-29,113091.3619508523,GOLD_518880
2020-06-01,113998.66544819089,GOLD_518880
2020-06-02,113793.79069001842,GOLD_518880
2020-06-03,112769.40992113289,GOLD_518880
2020-06-04,111580.18403619662,SOYMEAL_159985
2020-06-05,111806.7398653644,SOYMEAL_159985
2020-06-08,110560.66930098794,SOYMEAL_159985
2020-06-09,110900.50304473964,SOYMEAL_159985
2020-06-10,110678.92361807683,NASDAQ_159941
2020-06-11,109627.70367275241,NASDAQ_159941
2020-06-12,106674.26256750988,NASDAQ_159941
2020-06-15,104071.22811070882,NASDAQ_159941
2020-06-16,108559.3783002968,0.399606
2020-06-17,108731.07420351468,0.399606
2020-06-18,108830.73937160952,0.399606
2020-06-19,111399.38256750775,0.399606
2020-06-22,112526.9580374532,0.399606
2020-06-23,114410.62971444524,0.399606
2020-06-24,114432.37484202956,0.399606
2020-06-29,113954.88808215712,0.399606
2020-06-30,117110.19669934077,0.399606
2020-07-01,116233.59624359771,0.399606
2020-07-02,116464.63822418115,0.399606
2020-07-03,118299.83638759982,0.399606
2020-07-06,121271.70488618068,1.H00905
2020-07-07,122841.3228368914,1.H00905
2020-07-08,125640.43253680314,1.H00016
2020-07-09,125830.75076949269,1.H00905
2020-07-10,125297.74046978171,1.H00852
2020-07-13,129481.25757225872,NASDAQ_159941
2020-07-14,127719.60423785695,NASDAQ_159941
2020-07-15,127939.80762332879,NASDAQ_159941
2020-07-16,126288.2625443197,NASDAQ_159941
2020-07-17,126805.12995740263,1.H20955
2020-07-20,131154.99636259535,1.H00852
2020-07-21,131925.6330425794,1.H00905
2020-07-22,133078.98590120196,1.H00905
2020-07-23,132830.88627544136,0.399606
2020-07-24,124678.6648871168,0.399606
2020-07-27,124867.42962927718,0.399606
2020-07-28,126516.21360937947,0.399606
2020-07-29,131040.53253705386,GOLD_518880
2020-07-30,130043.55068078444,GOLD_518880
2020-07-31,131352.09586670686,GOLD_518880
2020-08-03,130853.59751049352,GOLD_518880
2020-08-04,131040.53253705386,GOLD_518880
2020-08-05,134592.2831855432,GOLD_518880
2020-08-06,135620.4184035465,GOLD_518880
2020-08-07,136399.2970153645,GOLD_518880
2020-08-10,135495.79010045386,GOLD_518880
2020-08-11,132504.84453164556,GOLD_518880
2020-08-12,124279.77021569789,GOLD_518880
2020-08-13,126304.87986189198,GOLD_518880
2020-08-14,127109.69457860889,NASDAQ_159941
2020-08-17,126952.57395915649,NASDAQ_159941
2020-08-18,127266.81519806127,NASDAQ_159941
2020-08-19,128419.01642506194,NASDAQ_159941
2020-08-20,127947.6670534424,NASDAQ_159941
2020-08-21,130566.32323308612,NASDAQ_159941
2020-08-24,134075.32126513496,NASDAQ_159941
2020-08-25,138369.92239444572,NASDAQ_159941
2020-08-26,135646.5149729212,NASDAQ_159941
2020-08-27,140621.9679576131,NASDAQ_159941
2020-08-28,142036.04104594694,NASDAQ_159941
2020-08-31,144811.83033178066,NASDAQ_159941
2020-09-01,147744.72775032916,NASDAQ_159941
2020-09-02,155551.15442801494,SOYMEAL_159985
2020-09-03,154794.5833846502,SOYMEAL_159985
2020-09-04,157669.56417228206,SOYMEAL_159985
2020-09-07,158274.81379174325,SOYMEAL_159985
2020-09-08,158728.76002537739,SOYMEAL_159985
2020-09-09,157366.92132447497,SOYMEAL_159985
2020-09-10,158109.59948095022,NASDAQ_159941
2020-09-11,154371.50017936883,NASDAQ_159941
2020-09-14,157700.74748086667,NASDAQ_159941
2020-09-15,159076.10218151534,SOYMEAL_159985
2020-09-16,156157.27749154455,SOYMEAL_159985
2020-09-17,156449.15648102816,SOYMEAL_159985
2020-09-18,161119.2725054679,SOYMEAL_159985
2020-09-21,159659.86016048252,SOYMEAL_159985
2020-09-22,157762.62063248802,SOYMEAL_159985
2020-09-23,157032.9144599953,SOYMEAL_159985
2020-09-24,157178.86265352083,SOYMEAL_159985
2020-09-25,156449.15648102816,SOYMEAL_159985
2020-09-28,157762.62063248802,SOYMEAL_159985
2020-09-29,156449.15648102816,SOYMEAL_159985
2020-09-30,157324.7934494789,SOYMEAL_159985
2020-10-09,166373.16390644232,SOYMEAL_159985
2020-10-12,167686.64545546967,SOYMEAL_159985
2020-10-13,164767.8033679314,SOYMEAL_159985
2020-10-14,164475.92437844782,SOYMEAL_159985
2020-10-15,164475.92437844782,SOYMEAL_159985
2020-10-16,166956.93928297696,SOYMEAL_159985
2020-10-19,166477.70239596604,0.399606
2020-10-20,169628.69807724716,0.399606
2020-10-21,167149.79034724095,0.399606
2020-10-22,165482.40548201202,0.399606
2020-10-23,160658.01191085883,SOYMEAL_159985
