date,nav_1x,hold,base_weight_1x,scale_raw,weight_tv25_max15,ret_tv25_max15_borrow3,turnover_tv25_max15_borrow3,trade_cost_tv25_max15_borrow3,nav_tv25_max15_borrow3
2023-05-04,100000.0,CASH,0.0,1.0,0.0,0.0,0.0,0.0,100000.0
2023-05-05,99900.0999000999,GOLD_518880,1.0,1.0,1.0,-0.0010000000000000009,1.0,0.001,99900.0
2023-05-08,98836.61227240386,GOLD_518880,1.0,1.0,1.0,-0.01064551115323742,0.0,0.0,98836.51343579158
2023-05-09,99040.25516635446,GOLD_518880,1.0,1.0,1.0,0.002060399372950439,0.0,0.0,99040.15612609929
2023-05-10,99515.42911197196,GOLD_518880,1.0,1.0,1.0,0.00479778595904623,0.0,0.0,99515.32959654284
2023-05-11,99424.92595448242,GOLD_518880,1.0,1.0,1.0,-0.0009094384488631535,0.0,0.0,99424.82652955645
2023-05-12,98571.38400656632,NASDAQ_159941,1.0,1.0,1.0,-0.008586773184171892,2.0,0.002,98571.08809527151
2023-05-15,98432.94283630967,NASDAQ_159941,1.0,1.0,1.0,-0.0014044762752589701,0.0,0.0,98432.64734061524
2023-05-16,98848.26634707964,NASDAQ_159941,1.0,1.0,1.0,0.00421935480950375,0.0,0.0,98847.96960458405
2023-05-17,99540.48045020596,NASDAQ_159941,1.0,1.0,1.0,0.007002794573005344,0.0,0.0,99540.18162968363
2023-05-18,100924.90865645859,NASDAQ_159941,1.0,1.0,1.0,0.013908192928053786,0.0,0.0,100924.60567988279
2023-05-19,103693.77332080687,NASDAQ_159941,1.0,1.0,1.0,0.02743489888876982,0.0,0.0,103693.46203209934
2023-05-22,103140.00038793721,NASDAQ_159941,1.0,1.0,1.0,-0.0053404646695264235,0.0,0.0,103139.69076165603
2023-05-23,103693.77332080687,NASDAQ_159941,1.0,1.0,1.0,0.00536913836326125,0.0,0.0,103693.46203209934
2023-05-24,102170.89569245456,NASDAQ_159941,1.0,1.0,1.0,-0.014686297735938658,0.0,0.0,102170.58897542568
2023-05-25,103693.77332080687,NASDAQ_159941,1.0,1.0,1.0,0.014905199940072222,0.0,0.0,103693.46203209934
2023-05-26,104109.09683157684,NASDAQ_159941,1.0,1.0,1.0,0.004005288817922059,0.0,0.0,104108.78429606813
2023-05-29,107847.05793956477,NASDAQ_159941,1.0,1.0,1.0,0.035904269864477145,0.0,0.0,107846.7341826968
2023-05-30,107985.49910982142,NASDAQ_159941,1.0,1.0,1.0,0.0012836805463365408,0.0,0.0,107985.17493735306
2023-05-31,107570.17559905144,NASDAQ_159941,1.0,1.0,1.0,-0.0038461044695232705,0.0,0.0,107569.85267338426
2023-06-01,107431.73442879478,NASDAQ_159941,1.0,1.0,1.0,-0.001286984700784255,0.0,0.0,107431.411918728
2023-06-02,108816.16263504741,NASDAQ_159941,1.0,1.0,1.0,0.01288658526843589,0.0,0.0,108815.83596892715
2023-06-05,109369.93556791707,NASDAQ_159941,1.0,1.0,1.0,0.005089068750999015,0.0,0.0,109369.60723937045
2023-06-06,109508.37673817373,NASDAQ_159941,1.0,1.0,1.0,0.0012658064534625257,0.0,0.0,109508.04799402671
2023-06-07,109923.70850078671,NASDAQ_159941,1.0,1.0,1.0,0.0037926939927712677,0.0,0.0,109923.37850981376
2023-06-08,107431.73442879478,NASDAQ_159941,1.0,1.0,1.0,-0.02267003275252588,0.0,0.0,107431.41191872799
2023-06-09,109231.48614581738,NASDAQ_159941,1.0,1.0,1.0,0.016752514762902626,0.0,0.0,109231.15823289595
2023-06-12,110477.47318181336,NASDAQ_159941,1.0,1.0,1.0,0.011406848702329775,0.0,0.0,110477.14152843883
2023-06-13,112969.44725380531,NASDAQ_159941,1.0,1.0,1.0,0.022556399963012286,0.0,0.0,112969.10811952462
2023-06-14,113107.88842406197,NASDAQ_159941,1.0,1.0,1.0,0.001225474441294061,0.0,0.0,113107.54887418088
2023-06-15,113800.1107790313,NASDAQ_159941,1.0,1.0,1.0,0.006120018370195934,0.0,0.0,113799.7691510987
2023-06-16,114907.64839292759,NASDAQ_159941,1.0,1.0,1.0,0.009732306992625173,0.0,0.0,114907.30344016707
2023-06-19,114353.87546005794,NASDAQ_159941,1.0,1.0,1.0,-0.004819286971882164,0.0,0.0,114353.53216972377
2023-06-20,114215.43428980127,NASDAQ_159941,1.0,1.0,1.0,-0.0012106382026817464,0.0,0.0,114215.09141506751
2023-06-21,114630.76605241427,NASDAQ_159941,1.0,1.0,1.0,0.003636389120223127,0.0,0.0,114630.42193085454
2023-06-26,113800.1107790313,NASDAQ_159941,1.0,1.0,1.0,-0.007246355424364581,0.0,0.0,113799.76915109869
2023-06-27,112277.23315067899,NASDAQ_159941,1.0,1.0,1.0,-0.013382039946422508,0.0,0.0,112276.89609442503
2023-06-28,113800.1107790313,NASDAQ_159941,1.0,1.0,1.0,0.013563547886048744,0.0,0.0,113799.76915109868
2023-06-29,114630.76605241427,NASDAQ_159941,1.0,1.0,1.0,0.007299248372401701,0.0,0.0,114630.42193085453
2023-06-30,114630.76605241427,NASDAQ_159941,1.0,1.0,1.0,0.0,0.0,0.0,114630.42193085453
2023-07-03,116707.40836179322,NASDAQ_159941,1.0,1.0,1.0,0.018115924554053864,0.0,0.0,116707.05800615325
2023-07-04,115876.75308841025,NASDAQ_159941,1.0,1.0,1.0,-0.0071174168379092295,0.0,0.0,115876.40522639742
2023-07-05,116015.1942586669,NASDAQ_159941,1.0,1.0,1.0,0.0011947277306867399,0.0,0.0,116014.84598105369
2023-07-06,116153.63542892356,NASDAQ_159941,1.0,1.0,1.0,0.0011933020596250898,0.0,0.0,116153.28673570996
2023-07-07,115599.8624960539,NASDAQ_159941,1.0,1.0,1.0,-0.004767590190567161,0.0,0.0,115599.51546526665
2023-07-10,114630.76605241427,NASDAQ_159941,1.0,1.0,1.0,-0.008383197200366177,0.0,0.0,114630.42193085454
2023-07-11,115184.53898528393,NASDAQ_159941,1.0,1.0,1.0,0.004830927611671365,0.0,0.0,115184.19320129785
2023-07-12,115322.98015554059,NASDAQ_159941,1.0,1.0,1.0,0.0012019075778419985,0.0,0.0,115322.63395595411
2023-07-13,117261.18129466288,NASDAQ_159941,1.0,1.0,1.0,0.01680672088518831,0.0,0.0,117260.82927659657
2023-07-14,117676.51305727586,NASDAQ_159941,1.0,1.0,1.0,0.003541937391619232,0.0,0.0,117676.15979238364
2023-07-17,118230.27773830251,NASDAQ_159941,1.0,1.0,1.0,0.004705821634578111,0.0,0.0,118229.92281100871
2023-07-18,119476.26477429848,NASDAQ_159941,1.0,1.0,1.0,0.010538645935975088,0.0,0.0,119475.9061065516
2023-07-19,121276.0247431641,NASDAQ_159941,1.0,1.0,1.0,0.015063744855645878,0.0,0.0,121275.6606725378
