date,scenario,position_before,position,return,ret_old_holding,stop_triggered,trade_count,stop_exit_count,nav
2015-01-05,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-01-06,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-01-07,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-01-08,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-01-09,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-01-12,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-01-13,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-01-14,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-01-15,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-01-16,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-01-19,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-01-20,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-01-21,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-01-22,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-01-23,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-01-26,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-01-27,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-01-28,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-01-29,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-01-30,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-02-02,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-02-03,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-02-04,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-02-05,stop_zero_article,CASH,CASH,0.0,0.0,False,0,0,1.0
2015-02-06,stop_zero_article,CASH,159915.SZ,0.0,0.0,False,1,0,1.0
2015-02-09,stop_zero_article,159915.SZ,159915.SZ,-0.009632751354605618,-0.009632751354605618,False,1,0,0.9903672486453944
2015-02-10,stop_zero_article,159915.SZ,159915.SZ,0.024316109422492405,0.024316109422492405,False,1,0,1.0144491270319085
2015-02-11,stop_zero_article,159915.SZ,159915.SZ,0.011869436201780381,0.011869436201780381,False,1,0,1.0264900662251655
2015-02-12,stop_zero_article,159915.SZ,159915.SZ,0.008797653958944274,0.008797653958944274,False,1,0,1.0355207706201082
