pool,window,start,end,total,cagr,maxdd,dd_date,sharpe,trade_actions,cash_days,top_holds,assets
base_cyb_sse50_gold_nasdaq,10Y_original,2016-05-03,2026-04-30,5.201783394215356,0.20040466622980135,-0.205790092443214,2020-04-02,0.9891616376203886,431,125,NASDAQ_159941:797; GOLD_518880:645; 0.399606:484; 1.H00016:378; CASH:125,"0.399606,1.H00016,GOLD_518880,NASDAQ_159941"
base_cyb_sse50_gold_nasdaq,soymeal_life,2019-09-24,2026-04-30,3.558711159794445,0.25849495998746863,-0.2057900924432141,2020-04-02,1.142889543427798,291,108,NASDAQ_159941:510; GOLD_518880:444; 0.399606:360; 1.H00016:176; CASH:108,"0.399606,1.H00016,GOLD_518880,NASDAQ_159941"
base_cyb_sse50_gold_nasdaq,5Y,2021-04-30,2026-04-30,2.093129887452507,0.2534097241005826,-0.1537071302585583,2024-09-04,1.1757739885160028,203,67,GOLD_518880:402; NASDAQ_159941:386; 0.399606:231; 1.H00016:125; CASH:67,"0.399606,1.H00016,GOLD_518880,NASDAQ_159941"
base_cyb_sse50_gold_nasdaq,3Y,2023-05-04,2026-04-30,1.8043741977779892,0.41185887106293984,-0.15370713025855776,2024-09-04,1.6039933020234325,131,31,GOLD_518880:256; NASDAQ_159941:249; 0.399606:135; 1.H00016:55; CASH:31,"0.399606,1.H00016,GOLD_518880,NASDAQ_159941"
plus_soymeal,10Y_original,2019-09-24,2026-04-30,3.0755975531846103,0.23730897086735459,-0.21977458731234556,2022-01-28,1.0233660056132754,357,77,NASDAQ_159941:451; SOYMEAL_159985:367; GOLD_518880:299; 0.399606:293; 1.H00016:111; CASH:77,"0.399606,1.H00016,GOLD_518880,NASDAQ_159941,SOYMEAL_159985"
plus_soymeal,soymeal_life,2019-09-24,2026-04-30,3.0755975531846103,0.23730897086735459,-0.21977458731234556,2022-01-28,1.0233660056132754,357,77,NASDAQ_159941:451; SOYMEAL_159985:367; GOLD_518880:299; 0.399606:293; 1.H00016:111; CASH:77,"0.399606,1.H00016,GOLD_518880,NASDAQ_159941,SOYMEAL_159985"
plus_soymeal,5Y,2021-04-30,2026-04-30,1.542657855774554,0.20522652902055438,-0.20109746156380692,2022-01-28,0.9306635852799949,263,38,NASDAQ_159941:340; SOYMEAL_159985:292; GOLD_518880:264; 0.399606:184; 1.H00016:93; CASH:38,"0.399606,1.H00016,GOLD_518880,NASDAQ_159941,SOYMEAL_159985"
plus_soymeal,3Y,2023-05-04,2026-04-30,1.8205549556443952,0.4145783756765118,-0.1759250265285146,2024-09-30,1.5367117246058941,155,28,NASDAQ_159941:216; GOLD_518880:186; SOYMEAL_159985:155; 0.399606:103; 1.H00016:38; CASH:28,"0.399606,1.H00016,GOLD_518880,NASDAQ_159941,SOYMEAL_159985"
