date,position,return,nav,trade_count,stop_count,strategy
2019-12-05,CASH,0.0,1.0,0,0.0,article_six
2019-12-06,CASH,0.0,1.0,0,0.0,article_six
2019-12-09,CASH,0.0,1.0,0,0.0,article_six
2019-12-10,CASH,0.0,1.0,0,0.0,article_six
2019-12-11,CASH,0.0,1.0,0,0.0,article_six
2019-12-12,CASH,0.0,1.0,0,0.0,article_six
2019-12-13,CASH,0.0,1.0,0,0.0,article_six
2019-12-16,CASH,0.0,1.0,0,0.0,article_six
2019-12-17,CASH,0.0,1.0,0,0.0,article_six
2019-12-18,CASH,0.0,1.0,0,0.0,article_six
2019-12-19,CASH,0.0,1.0,0,0.0,article_six
2019-12-20,CASH,0.0,1.0,0,0.0,article_six
2019-12-23,CASH,0.0,1.0,0,0.0,article_six
2019-12-24,CASH,0.0,1.0,0,0.0,article_six
2019-12-25,CASH,0.0,1.0,0,0.0,article_six
2019-12-26,CASH,0.0,1.0,0,0.0,article_six
2019-12-27,CASH,0.0,1.0,0,0.0,article_six
2019-12-30,CASH,0.0,1.0,0,0.0,article_six
2019-12-31,CASH,0.0,1.0,0,0.0,article_six
2020-01-02,CASH,0.0,1.0,0,0.0,article_six
2020-01-03,CASH,0.0,1.0,0,0.0,article_six
2020-01-06,CASH,0.0,1.0,0,0.0,article_six
2020-01-07,CASH,0.0,1.0,0,0.0,article_six
2020-01-08,CASH,0.0,1.0,0,0.0,article_six
2020-01-09,159915.SZ,0.0,1.0,1,0.0,article_six
2020-01-10,159915.SZ,-0.004350190320826508,0.9956498096791735,1,0.0,article_six
2020-01-13,159915.SZ,0.016930638995084735,1.0125067971723765,1,0.0,article_six
2020-01-14,159915.SZ,-0.0064446831364124435,1.0059815116911366,1,0.0,article_six
2020-01-15,159915.SZ,-0.001621621621621716,1.0043501903208265,1,0.0,article_six
2020-01-16,159915.SZ,0.004872766648619464,1.0092441544317565,1,0.0,article_six
2020-01-17,159915.SZ,0.0010775862068965747,1.010331702011963,1,0.0,article_six
2020-01-20,159915.SZ,0.025296017222820266,1.035889070146819,1,0.0,article_six
2020-01-21,159915.SZ,-0.006824146981627366,1.028820010875476,1,0.0,article_six
2020-01-22,159915.SZ,0.01374207188160681,1.0429581294181622,1,0.0,article_six
2020-01-23,159915.SZ,-0.03388946819603755,1.0076128330614467,1,0.0,article_six
2020-02-03,CASH,0.0,1.0076128330614467,2,1.0,article_six
2020-02-04,159941.SZ,0.0,1.0076128330614467,3,1.0,article_six
2020-02-05,159941.SZ,0.016617790811339406,1.0243571323400829,3,1.0,article_six
2020-02-06,159941.SZ,0.018750000000000044,1.0435638285714595,3,1.0,article_six
2020-02-07,159941.SZ,0.023124115148654978,1.0676953187083171,3,1.0,article_six
2020-02-10,159915.SZ,0.01568265682656822,1.084439617986953,4,1.0,article_six
2020-02-11,159941.SZ,-0.007139214686384454,1.0766975707397235,5,1.0,article_six
