mode,bias_n,mom_day,r2_window,window,start,end,total,cagr,valid,maxdd,dd_date,sharpe,avg_weight,avg_turnover,signal_days,cash_days,top_holds
a_style_volscale,40,35,35,3Y,2023-05-04,2026-04-30,1.3637462386859922,0.3334025261853104,True,-0.3713110545427385,2024-10-17,1.1449036174138985,0.9516292020701016,0.12129086950460362,70,192,cash:192; 0.399606:181; NASDAQ_159941:161; GOLD_518880:136; 1.H00016:56
core_1x,40,40,40,10Y,2016-05-03,2026-04-30,1.2682272177363934,0.0854323774084702,True,-0.29473211296423585,2020-05-14,0.5114128249751094,0.676410045286126,0.09839440098806093,266,721,cash:721; 0.399606:573; NASDAQ_159941:495; GOLD_518880:378; 1.H00016:262
core_1x,40,40,40,5Y,2021-04-30,2026-04-30,1.551109673675593,0.20602681219687757,True,-0.2060567646657211,2026-02-02,1.0566482316577996,0.6928158546655656,0.09042113955408754,122,339,cash:339; 0.399606:271; NASDAQ_159941:249; GOLD_518880:213; 1.H00016:139
core_1x,40,40,40,3Y,2023-05-04,2026-04-30,0.8655330984659002,0.23190619154109116,True,-0.20605676466572076,2026-02-02,1.0436301877050096,0.7265840220385675,0.08539944903581267,64,182,0.399606:185; cash:182; NASDAQ_159941:163; GOLD_518880:140; 1.H00016:56
a_style_volscale,40,40,40,10Y,2016-05-03,2026-04-30,1.8374127845541284,0.11003250132826015,True,-0.406879922156934,2019-02-15,0.528938985421179,0.9377574050535961,0.14036412852937744,266,721,cash:721; 0.399606:573; NASDAQ_159941:495; GOLD_518880:378; 1.H00016:262
a_style_volscale,40,40,40,5Y,2021-04-30,2026-04-30,2.138777614260928,0.2570880898664414,True,-0.2743219527142965,2024-10-17,1.0088135340448081,0.9611693444448539,0.13027437036290412,122,339,cash:339; 0.399606:271; NASDAQ_159941:249; GOLD_518880:213; 1.H00016:139
a_style_volscale,40,40,40,3Y,2023-05-04,2026-04-30,1.073150346897529,0.276162689541384,True,-0.2743219527142958,2024-10-17,0.9902050561993143,0.962629919498248,0.11885809618634205,64,182,0.399606:185; cash:182; NASDAQ_159941:163; GOLD_518880:140; 1.H00016:56
core_1x,40,50,50,10Y,2016-05-03,2026-04-30,0.9831365440575055,0.07093665350149592,True,-0.3060053083148013,2021-02-26,0.4505181366782318,0.654178674351585,0.08748456154796212,233,777,cash:777; 0.399606:593; NASDAQ_159941:449; GOLD_518880:365; 1.H00016:245
core_1x,40,50,50,5Y,2021-04-30,2026-04-30,0.9762575443716581,0.1459793951579318,True,-0.2050841526363778,2026-02-02,0.81703426133576,0.6779521056977704,0.08464079273327828,116,353,cash:353; 0.399606:276; NASDAQ_159941:239; GOLD_518880:235; 1.H00016:108
core_1x,40,50,50,3Y,2023-05-04,2026-04-30,0.6565413406989942,0.1839090613746428,True,-0.20508415263637836,2026-02-02,0.89918330969599,0.7300275482093664,0.08471074380165289,67,173,0.399606:178; cash:173; NASDAQ_159941:167; GOLD_518880:166; 1.H00016:42
a_style_volscale,40,50,50,10Y,2016-05-03,2026-04-30,1.2681500601645959,0.08542868152921113,True,-0.3486337523698194,2019-02-27,0.4440252592417316,0.9205705296777978,0.12572913520922102,233,777,cash:777; 0.399606:593; NASDAQ_159941:449; GOLD_518880:365; 1.H00016:245
a_style_volscale,40,50,50,5Y,2021-04-30,2026-04-30,1.264084182390492,0.17757406424872513,True,-0.24840884221164938,2026-02-02,0.7626917638697375,0.9545712894375539,0.12287882294956487,116,353,cash:353; 0.399606:276; NASDAQ_159941:239; GOLD_518880:235; 1.H00016:108
a_style_volscale,40,50,50,3Y,2023-05-04,2026-04-30,0.8313498057642539,0.22430952115303993,True,-0.24840884221164883,2026-02-02,0.8572986668060183,0.9924247040483107,0.12003142601369013,67,173,0.399606:178; cash:173; NASDAQ_159941:167; GOLD_518880:166; 1.H00016:42
core_1x,40,60,60,10Y,2016-05-03,2026-04-30,2.524520905772137,0.13439024999274163,True,-0.3201861512151196,2021-06-16,0.7153431186861279,0.6620008233841087,0.07575133799917662,192,768,cash:768; 0.399606:604; NASDAQ_159941:503; GOLD_518880:336; 1.H00016:218
core_1x,40,60,60,5Y,2021-04-30,2026-04-30,1.7644683368195384,0.2255595439120064,True,-0.18156239349055503,2025-04-08,1.0545194043418624,0.7043765483071841,0.07597027250206441,95,326,cash:326; 0.399606:298; NASDAQ_159941:267; GOLD_518880:231; 1.H00016:89
core_1x,40,60,60,3Y,2023-05-04,2026-04-30,1.2310197210400378,0.3078764836018406,True,-0.18156239349055536,2025-04-08,1.1870740789851004,0.7706611570247934,0.07713498622589532,54,148,NASDAQ_159941:193; 0.399606:178; GOLD_518880:170; cash:148; 1.H00016:37
a_style_volscale,40,60,60,10Y,2016-05-03,2026-04-30,3.5863893446529316,0.1646905133889407,True,-0.35166671733667587,2021-06-16,0.6927451196188775,0.9077488213182088,0.10633455714083168,192,768,cash:768; 0.399606:604; NASDAQ_159941:503; GOLD_518880:336; 1.H00016:218
a_style_volscale,40,60,60,5Y,2021-04-30,2026-04-30,2.2578493544801477,0.26648556694614545,True,-0.2614533978518361,2025-04-08,0.9675486161106909,0.94101748162479,0.10581992199451251,95,326,cash:326; 0.399606:298; NASDAQ_159941:267; GOLD_518880:231; 1.H00016:89
a_style_volscale,40,60,60,3Y,2023-05-04,2026-04-30,1.4723063003597856,0.35358044510945574,True,-0.26145339785183597,2025-04-08,1.0854227079468428,0.9634273920335328,0.10213212883657664,54,148,NASDAQ_159941:193; 0.399606:178; GOLD_518880:170; cash:148; 1.H00016:37
core_1x,40,80,80,10Y,2016-05-03,2026-04-30,1.1627827825641281,0.08027275643130083,True,-0.31185538889893305,2026-03-23,0.4845969846640092,0.6480032935364347,0.06422396047756278,166,814,cash:814; NASDAQ_159941:576; 0.399606:514; GOLD_518880:342; 1.H00016:183
core_1x,40,80,80,5Y,2021-04-30,2026-04-30,0.77618116104227,0.12177119362867628,True,-0.31185538889893305,2026-03-23,0.6588910515665296,0.6709331131296449,0.06688687035507845,90,376,cash:376; NASDAQ_159941:295; GOLD_518880:244; 0.399606:242; 1.H00016:54
core_1x,40,80,80,3Y,2023-05-04,2026-04-30,0.45669368045109704,0.13407841478226645,True,-0.31185538889893316,2026-03-23,0.6603863089243983,0.7038567493112947,0.06887052341597796,55,199,NASDAQ_159941:202; cash:199; GOLD_518880:183; 0.399606:133; 1.H00016:9
a_style_volscale,40,80,80,10Y,2016-05-03,2026-04-30,1.4277172912581149,0.09284044152186421,True,-0.38245018274618114,2026-03-23,0.46438306657063927,0.8923602555678922,0.09139907223137836,166,814,cash:814; NASDAQ_159941:576; 0.399606:514; GOLD_518880:342; 1.H00016:183
a_style_volscale,40,80,80,5Y,2021-04-30,2026-04-30,1.096811615582518,0.15963332597310798,True,-0.3824501827461808,2026-03-23,0.6721571716665666,0.9054387993146621,0.09434431877745798,90,376,cash:376; NASDAQ_159941:295; GOLD_518880:244; 0.399606:242; 1.H00016:54
a_style_volscale,40,80,80,3Y,2023-05-04,2026-04-30,0.6648730929981228,0.1858974192760372,True,-0.3824501827461809,2026-03-23,0.7160581382582268,0.9185633257021609,0.09630769298461363,55,199,NASDAQ_159941:202; cash:199; GOLD_518880:183; 0.399606:133; 1.H00016:9
core_1x,60,10,10,10Y,2016-05-03,2026-04-30,-0.7242541136339644,-0.12098307005281128,True,-0.8647669454474517,2022-11-10,-0.14397161547568044,0.7076986414162206,0.2859201317414574,634,575,0.399606:588; cash:575; NASDAQ_159941:528; GOLD_518880:448; 1.H00016:290
core_1x,60,10,10,5Y,2021-04-30,2026-04-30,-0.6915850622730397,-0.2096615839111815,True,-0.8382687123037921,2022-11-10,-0.21407382759633198,0.7027250206440958,0.27993393889347645,314,293,cash:293; NASDAQ_159941:282; 0.399606:277; GOLD_518880:245; 1.H00016:114
core_1x,60,10,10,3Y,2023-05-04,2026-04-30,0.5986046510842984,0.16989506996798198,True,-0.2969433613722978,2025-06-10,0.7402597911038618,0.7348484848484849,0.2603305785123967,172,154,NASDAQ_159941:174; 0.399606:173; GOLD_518880:169; cash:154; 1.H00016:56
a_style_volscale,60,10,10,10Y,2016-05-03,2026-04-30,-1.1639087328030722,,False,-1.1809298276087192,2026-01-29,-0.09804015610828185,0.9614073834686699,0.38967003493570923,634,575,0.399606:588; cash:575; NASDAQ_159941:528; GOLD_518880:448; 1.H00016:290
a_style_volscale,60,10,10,5Y,2021-04-30,2026-04-30,-1.2053410526403643,,False,-1.2259977515718423,2026-01-29,-0.13140661509301146,0.91874116641787,0.37073638569753414,314,293,cash:293; NASDAQ_159941:282; 0.399606:277; GOLD_518880:245; 1.H00016:114
a_style_volscale,60,10,10,3Y,2023-05-04,2026-04-30,1.245541465204727,0.3107177463823678,True,-0.28520839667445896,2025-06-10,0.9699666866122127,0.9500045380867513,0.33857168604667887,172,154,NASDAQ_159941:174; 0.399606:173; GOLD_518880:169; cash:154; 1.H00016:56
core_1x,60,15,15,10Y,2016-05-03,2026-04-30,1.4201048073095848,0.09249695086595122,True,-0.36341654957869507,2022-06-09,0.5260436614249939,0.7035817208727871,0.18526142445450802,459,601,cash:601; 0.399606:564; NASDAQ_159941:556; GOLD_518880:435; 1.H00016:273
core_1x,60,15,15,5Y,2021-04-30,2026-04-30,0.8160568430695114,0.126764052579883,True,-0.2770041005177998,2022-06-09,0.6451560767090888,0.6729975227085053,0.18662262592898432,246,330,cash:330; NASDAQ_159941:297; 0.399606:260; GOLD_518880:227; 1.H00016:97
core_1x,60,15,15,3Y,2023-05-04,2026-04-30,0.9610243227462223,0.2526482289336447,True,-0.2025172076140329,2024-10-17,0.9921201474156306,0.7017906336088154,0.18319559228650137,143,178,NASDAQ_159941:194; cash:178; 0.399606:161; GOLD_518880:150; 1.H00016:43
a_style_volscale,60,15,15,10Y,2016-05-03,2026-04-30,1.8153383537939218,0.1091650519129248,True,-0.49181176247649694,2022-06-09,0.5075619106516576,0.9714641529941668,0.2594205359690879,459,601,cash:601; 0.399606:564; NASDAQ_159941:556; GOLD_518880:435; 1.H00016:273
a_style_volscale,60,15,15,5Y,2021-04-30,2026-04-30,1.1765726614309644,0.16832557325201858,True,-0.3966585725944791,2022-06-09,0.6678586134813957,0.9252267509108192,0.2622177814920554,246,330,cash:330; NASDAQ_159941:297; 0.399606:260; GOLD_518880:227; 1.H00016:97
a_style_volscale,60,15,15,3Y,2023-05-04,2026-04-30,1.5585515056282082,0.3691942952482392,True,-0.2192236419446757,2025-12-31,1.0948388853458724,0.9121206547562011,0.24524205700672042,143,178,NASDAQ_159941:194; cash:178; 0.399606:161; GOLD_518880:150; 1.H00016:43
core_1x,60,20,20,10Y,2016-05-03,2026-04-30,3.3674232167669453,0.15900133479997014,True,-0.22107844421092504,2022-05-24,0.8388666071456679,0.7111980238781391,0.13627006998764923,342,618,cash:618; 0.399606:576; NASDAQ_159941:564; GOLD_518880:424; 1.H00016:247
core_1x,60,20,20,5Y,2021-04-30,2026-04-30,1.3335888921111922,0.18471789131282423,True,-0.21511248552926976,2022-05-24,0.9457586497644663,0.6870355078447564,0.13459950454170108,178,338,cash:338; NASDAQ_159941:284; 0.399606:276; GOLD_518880:221; 1.H00016:92
core_1x,60,20,20,3Y,2023-05-04,2026-04-30,1.2510767561543248,0.3117975387332639,True,-0.16767475156119693,2026-02-02,1.3107315406286344,0.721763085399449,0.12534435261707988,102,177,NASDAQ_159941:195; cash:177; 0.399606:175; GOLD_518880:141; 1.H00016:38
a_style_volscale,60,20,20,10Y,2016-05-03,2026-04-30,5.397007009779429,0.20413447122914952,True,-0.31690489941478606,2022-05-24,0.8249966521862844,0.9863063398607611,0.19187097311152246,342,618,cash:618; 0.399606:576; NASDAQ_159941:564; GOLD_518880:424; 1.H00016:247
a_style_volscale,60,20,20,5Y,2021-04-30,2026-04-30,1.9845788676013552,0.2444848537080031,True,-0.31690489941478506,2022-05-24,0.935069396509823,0.9602497854232471,0.1926867665938775,178,338,cash:338; NASDAQ_159941:284; 0.399606:276; GOLD_518880:221; 1.H00016:92
a_style_volscale,60,20,20,3Y,2023-05-04,2026-04-30,1.992565939515352,0.442866548174637,True,-0.21598662657813017,2024-02-06,1.3701936738330316,0.9676204999549458,0.17228122168790697,102,177,NASDAQ_159941:195; cash:177; 0.399606:175; GOLD_518880:141; 1.H00016:38
core_1x,60,25,25,10Y,2016-05-03,2026-04-30,4.8174463573701765,0.19274221149442017,True,-0.21717247045947752,2020-03-16,0.9682706341730444,0.7029641827912722,0.11156854672704816,291,636,cash:636; 0.399606:582; NASDAQ_159941:569; GOLD_518880:408; 1.H00016:234
core_1x,60,25,25,5Y,2021-04-30,2026-04-30,2.564148969091256,0.2894552755866757,True,-0.16767475156119693,2026-02-02,1.3574054853332918,0.6874483897605285,0.09661436829066887,132,338,cash:338; NASDAQ_159941:291; 0.399606:265; GOLD_518880:227; 1.H00016:90
core_1x,60,25,25,3Y,2023-05-04,2026-04-30,2.2454446142596,0.4825521663829013,True,-0.16767475156119716,2026-02-02,1.816441484931666,0.7320936639118457,0.08402203856749312,69,172,NASDAQ_159941:201; cash:172; 0.399606:168; GOLD_518880:147; 1.H00016:38
a_style_volscale,60,25,25,10Y,2016-05-03,2026-04-30,7.921864194609121,0.24490647381947794,True,-0.32084668978537123,2019-01-30,0.9475635873385632,0.9695189640051423,0.15798316541520105,291,636,cash:636; 0.399606:582; NASDAQ_159941:569; GOLD_518880:408; 1.H00016:234
a_style_volscale,60,25,25,5Y,2021-04-30,2026-04-30,3.9375022745077004,0.37632326626274337,True,-0.20191279600742718,2026-02-02,1.3122415429963354,0.9502453394242227,0.13949584048627903,132,338,cash:338; NASDAQ_159941:291; 0.399606:265; GOLD_518880:227; 1.H00016:90
a_style_volscale,60,25,25,3Y,2023-05-04,2026-04-30,3.5413610905061343,0.6588773788051223,True,-0.2019127960074273,2026-02-02,1.834925814255088,0.9656755393975958,0.1166081262066712,69,172,NASDAQ_159941:201; cash:172; 0.399606:168; GOLD_518880:147; 1.H00016:38
core_1x,60,30,30,10Y,2016-05-03,2026-04-30,3.9665859029989257,0.17401206139313552,True,-0.22926744603190552,2018-11-26,0.8882872536395592,0.7159324825030877,0.09736517085220256,251,625,cash:625; 0.399606:594; NASDAQ_159941:568; GOLD_518880:401; 1.H00016:241
core_1x,60,30,30,5Y,2021-04-30,2026-04-30,1.9514834541961963,0.24171218057695865,True,-0.17149193528815632,2022-05-24,1.1725777358646894,0.6924029727497936,0.09000825763831544,118,343,cash:343; 0.399606:273; NASDAQ_159941:271; GOLD_518880:228; 1.H00016:96
core_1x,60,30,30,3Y,2023-05-04,2026-04-30,1.6922871789466525,0.39272749486440484,True,-0.16767475156119704,2026-02-02,1.5567782257157434,0.7231404958677686,0.07575757575757576,60,185,NASDAQ_159941:189; cash:185; 0.399606:164; GOLD_518880:151; 1.H00016:37
a_style_volscale,60,30,30,10Y,2016-05-03,2026-04-30,5.80006755546726,0.21152163664486245,True,-0.34885945654465644,2018-11-26,0.8478546101269693,0.9895852211987097,0.13990328600513355,251,625,cash:625; 0.399606:594; NASDAQ_159941:568; GOLD_518880:401; 1.H00016:241
a_style_volscale,60,30,30,5Y,2021-04-30,2026-04-30,2.668959852769939,0.2969524394821301,True,-0.2502632845368239,2022-05-24,1.1042252847850655,0.9546018274437962,0.13104273539032915,118,343,cash:343; 0.399606:273; NASDAQ_159941:271; GOLD_518880:228; 1.H00016:96
a_style_volscale,60,30,30,3Y,2023-05-04,2026-04-30,2.396801085558964,0.5053284920515739,True,-0.19629757738100917,2024-10-17,1.5425474956021812,0.9478523574708273,0.10664705258957335,60,185,NASDAQ_159941:189; cash:185; 0.399606:164; GOLD_518880:151; 1.H00016:37
core_1x,60,35,35,10Y,2016-05-03,2026-04-30,1.7109368786610744,0.10497762494866492,True,-0.2536271738702349,2018-03-23,0.5972517866889572,0.7056401811445039,0.09221902017291066,242,656,cash:656; 0.399606:574; NASDAQ_159941:552; GOLD_518880:402; 1.H00016:245
core_1x,60,35,35,5Y,2021-04-30,2026-04-30,1.2979124607671242,0.18107258868703702,True,-0.20460387893183185,2024-10-17,0.9471044759356693,0.7014863748967796,0.08175061932287365,113,334,cash:334; 0.399606:274; NASDAQ_159941:263; GOLD_518880:240; 1.H00016:100
core_1x,60,35,35,3Y,2023-05-04,2026-04-30,0.8846966535643395,0.23612451333461526,True,-0.20460387893183096,2024-10-17,1.061967075907821,0.7134986225895317,0.07851239669421488,65,192,cash:192; NASDAQ_159941:189; 0.399606:158; GOLD_518880:147; 1.H00016:40
a_style_volscale,60,35,35,10Y,2016-05-03,2026-04-30,2.3817567863483387,0.12970484311372799,True,-0.3729105838068941,2018-03-23,0.5937612545644744,0.9772442128245522,0.13255784094614115,242,656,cash:656; 0.399606:574; NASDAQ_159941:552; GOLD_518880:402; 1.H00016:245
a_style_volscale,60,35,35,5Y,2021-04-30,2026-04-30,1.665218906710729,0.2166291971240395,True,-0.29529709342886157,2024-10-17,0.8807033339387687,0.9758654768719196,0.11917451125930754,113,334,cash:334; 0.399606:274; NASDAQ_159941:263; GOLD_518880:240; 1.H00016:100
a_style_volscale,60,35,35,3Y,2023-05-04,2026-04-30,1.10615467859576,0.28292238612505805,True,-0.295297093428862,2024-10-17,1.010294835923266,0.948283382672767,0.11118591429642523,65,192,cash:192; NASDAQ_159941:189; 0.399606:158; GOLD_518880:147; 1.H00016:40
core_1x,60,40,40,10Y,2016-05-03,2026-04-30,1.5133971683746985,0.09664106336919387,True,-0.3706928202590831,2018-05-23,0.5564641124049846,0.7087278715520791,0.09057225195553725,231,651,cash:651; 0.399606:588; NASDAQ_159941:557; GOLD_518880:386; 1.H00016:247
core_1x,60,40,40,5Y,2021-04-30,2026-04-30,1.719655315606408,0.2215596282298935,True,-0.16767475156119704,2026-02-02,1.102600671506166,0.7303881090008257,0.08009909165978531,106,295,cash:295; 0.399606:286; NASDAQ_159941:267; GOLD_518880:248; 1.H00016:115
core_1x,60,40,40,3Y,2023-05-04,2026-04-30,1.1073991896457969,0.2831758937868165,True,-0.16767475156119704,2026-02-02,1.2134179318020757,0.7548209366391184,0.07713498622589532,61,160,NASDAQ_159941:199; 0.399606:161; cash:160; GOLD_518880:159; 1.H00016:47
a_style_volscale,60,40,40,10Y,2016-05-03,2026-04-30,2.049913557202249,0.11808598652871427,True,-0.5235774871316885,2018-05-23,0.5528138137431254,0.9768945131939009,0.13022684344084115,231,651,cash:651; 0.399606:588; NASDAQ_159941:557; GOLD_518880:386; 1.H00016:247
a_style_volscale,60,40,40,5Y,2021-04-30,2026-04-30,2.373993584801038,0.2753908951237607,True,-0.20917513304188817,2026-02-02,1.0500305206558715,1.0058700992554181,0.11666595628617463,106,295,cash:295; 0.399606:286; NASDAQ_159941:267; GOLD_518880:248; 1.H00016:115
a_style_volscale,60,40,40,3Y,2023-05-04,2026-04-30,1.4687154846989943,0.3529225562850127,True,-0.20917513304188828,2026-02-02,1.1801119669503182,0.9954676903322133,0.10910012197981502,61,160,NASDAQ_159941:199; 0.399606:161; cash:160; GOLD_518880:159; 1.H00016:47
core_1x,60,50,50,10Y,2016-05-03,2026-04-30,1.401156888794644,0.09163774191048457,True,-0.2710419262664484,2021-03-05,0.5358087201734557,0.6957595718402635,0.07678056813503499,201,689,cash:689; 0.399606:590; NASDAQ_159941:539; GOLD_518880:383; 1.H00016:228
core_1x,60,50,50,5Y,2021-04-30,2026-04-30,1.3709648311698488,0.1884893344649008,True,-0.23315417993487753,2026-02-02,0.9511396353915226,0.7295623451692815,0.07473162675474815,99,299,cash:299; 0.399606:283; NASDAQ_159941:270; GOLD_518880:254; 1.H00016:105
core_1x,60,50,50,3Y,2023-05-04,2026-04-30,0.9238845767496076,0.24466258347646952,True,-0.23315417993487697,2026-02-02,1.0702644440724367,0.7727272727272727,0.07231404958677685,59,147,NASDAQ_159941:204; GOLD_518880:178; 0.399606:158; cash:147; 1.H00016:39
a_style_volscale,60,50,50,10Y,2016-05-03,2026-04-30,1.8706636940788948,0.11132775242073012,True,-0.35134565008760654,2018-04-23,0.5275880210859074,0.9679403928356727,0.10944575346384318,201,689,cash:689; 0.399606:590; NASDAQ_159941:539; GOLD_518880:383; 1.H00016:228
a_style_volscale,60,50,50,5Y,2021-04-30,2026-04-30,1.9420324808802616,0.24091583140109973,True,-0.2921358120560179,2026-02-02,0.9244754649058162,1.009966560761706,0.10767055032185036,99,299,cash:299; 0.399606:283; NASDAQ_159941:270; GOLD_518880:254; 1.H00016:105
a_style_volscale,60,50,50,3Y,2023-05-04,2026-04-30,1.294735534785778,0.32025293064126914,True,-0.29213581205601824,2026-02-02,1.0812097289352502,1.023260062433096,0.10109481669776249,59,147,NASDAQ_159941:204; GOLD_518880:178; 0.399606:158; cash:147; 1.H00016:39
core_1x,60,60,60,10Y,2016-05-03,2026-04-30,1.414269420482603,0.0922329874653054,True,-0.2626889454358373,2026-04-21,0.5241419181788977,0.6836146562371346,0.0699876492383697,176,721,cash:721; 0.399606:615; NASDAQ_159941:533; GOLD_518880:359; 1.H00016:201
core_1x,60,60,60,5Y,2021-04-30,2026-04-30,0.8685835220344489,0.13320879783746364,True,-0.26268894543583676,2026-04-21,0.6712051918877421,0.7258464079273328,0.07184145334434351,94,302,cash:302; 0.399606:295; NASDAQ_159941:270; GOLD_518880:264; 1.H00016:80
core_1x,60,60,60,3Y,2023-05-04,2026-04-30,0.4160988786188944,0.12340792020422953,True,-0.2626889454358372,2026-04-21,0.573283526283978,0.7803030303030303,0.07300275482093664,54,144,NASDAQ_159941:200; GOLD_518880:191; 0.399606:161; cash:144; 1.H00016:30
a_style_volscale,60,60,60,10Y,2016-05-03,2026-04-30,1.9556775869993683,0.11457898339536565,True,-0.3330827983873611,2017-06-05,0.5323835399943443,0.9308372314404474,0.0988000855186282,176,721,cash:721; 0.399606:615; NASDAQ_159941:533; GOLD_518880:359; 1.H00016:201
a_style_volscale,60,60,60,5Y,2021-04-30,2026-04-30,1.1942845234988626,0.17022112386514965,True,-0.28149257555991225,2026-03-23,0.6853512410555618,0.9645722552901246,0.10010739685402452,94,302,cash:302; 0.399606:295; NASDAQ_159941:270; GOLD_518880:264; 1.H00016:80
a_style_volscale,60,60,60,3Y,2023-05-04,2026-04-30,0.5236716570911017,0.15125929610774036,True,-0.28149257555991236,2026-03-23,0.5904610742068692,0.9660350049534473,0.09695884408166858,54,144,NASDAQ_159941:200; GOLD_518880:191; 0.399606:161; cash:144; 1.H00016:30
core_1x,60,80,80,10Y,2016-05-03,2026-04-30,1.1036940783329845,0.07728158938094354,True,-0.2575812123160718,2022-05-24,0.47708284683210916,0.6869081926718814,0.06010703993412927,153,723,cash:723; NASDAQ_159941:598; 0.399606:556; GOLD_518880:370; 1.H00016:182
core_1x,60,80,80,5Y,2021-04-30,2026-04-30,0.6474079070276264,0.10500989176126874,True,-0.21686956922688339,2026-03-23,0.5866535228449237,0.7031379025598679,0.06440957886044592,85,338,cash:338; NASDAQ_159941:295; 0.399606:261; GOLD_518880:256; 1.H00016:61
core_1x,60,80,80,3Y,2023-05-04,2026-04-30,0.74982363163215,0.20580268134723112,True,-0.21686956922688339,2026-03-23,0.9260087069996092,0.7334710743801653,0.06336088154269973,49,179,NASDAQ_159941:213; cash:179; GOLD_518880:173; 0.399606:143; 1.H00016:18
a_style_volscale,60,80,80,10Y,2016-05-03,2026-04-30,1.2118740364166949,0.08270241965403935,True,-0.3725218437526573,2022-05-24,0.43109971946522907,0.9514276957039643,0.084977232799463,153,723,cash:723; NASDAQ_159941:598; 0.399606:556; GOLD_518880:370; 1.H00016:182
a_style_volscale,60,80,80,5Y,2021-04-30,2026-04-30,0.7615210907895253,0.11991304243291023,True,-0.31870880394551604,2024-08-05,0.5450149695180636,0.9593195093936837,0.09056189054309786,85,338,cash:338; NASDAQ_159941:295; 0.399606:261; GOLD_518880:256; 1.H00016:61
a_style_volscale,60,80,80,3Y,2023-05-04,2026-04-30,1.0070664554696251,0.2624095071085304,True,-0.3187088039455164,2024-08-05,0.9180240074191801,0.9665687718930562,0.08749285262660281,49,179,NASDAQ_159941:213; cash:179; GOLD_518880:173; 0.399606:143; 1.H00016:18
core_1x,80,10,10,10Y,2016-05-03,2026-04-30,-0.70982216543348,-0.11648305335140818,True,-0.8563987907758188,2022-11-10,-0.12416590785021804,0.7260189378344998,0.284890901605599,619,531,0.399606:588; NASDAQ_159941:562; cash:531; GOLD_518880:461; 1.H00016:287
core_1x,80,10,10,5Y,2021-04-30,2026-04-30,-0.618568105619848,-0.17534567843020754,True,-0.8166932316311113,2022-11-10,-0.1060935889243406,0.7184145334434352,0.2625928984310487,288,277,0.399606:284; cash:277; NASDAQ_159941:276; GOLD_518880:264; 1.H00016:110
core_1x,80,10,10,3Y,2023-05-04,2026-04-30,0.7084173238842169,0.19618284550983045,True,-0.2970648498114471,2024-11-26,0.8204928354023984,0.7513774104683195,0.25757575757575757,159,146,GOLD_518880:179; 0.399606:174; NASDAQ_159941:170; cash:146; 1.H00016:57
a_style_volscale,80,10,10,10Y,2016-05-03,2026-04-30,-1.168155626162026,,False,-1.1908200025316116,2026-01-29,-0.09095626096518743,0.9806265794559047,0.3898228335836636,619,531,0.399606:588; NASDAQ_159941:562; cash:531; GOLD_518880:461; 1.H00016:287
a_style_volscale,80,10,10,5Y,2021-04-30,2026-04-30,-1.2558554538573174,,False,-1.2787921111338172,2026-01-29,-0.05399096602506079,0.9330206430356128,0.3500525961451423,288,277,0.399606:284; cash:277; NASDAQ_159941:276; GOLD_518880:264; 1.H00016:110
a_style_volscale,80,10,10,3Y,2023-05-04,2026-04-30,1.462721839289122,0.35182301453920384,True,-0.24511911275882936,2025-04-07,1.059061336039341,0.9580638536459902,0.3345036727034798,159,146,GOLD_518880:179; 0.399606:174; NASDAQ_159941:170; cash:146; 1.H00016:57
core_1x,80,15,15,10Y,2016-05-03,2026-04-30,0.9001356163350873,0.06636332449845006,True,-0.35390243402599986,2022-06-09,0.42463748718476635,0.7179909427748045,0.18834911486208317,439,577,cash:577; NASDAQ_159941:565; 0.399606:547; GOLD_518880:449; 1.H00016:291
core_1x,80,15,15,5Y,2021-04-30,2026-04-30,0.44055556834182585,0.07574749639169043,True,-0.28180766253304734,2022-06-09,0.46961163047417953,0.6824938067712634,0.1833195706028076,226,321,cash:321; NASDAQ_159941:287; 0.399606:249; GOLD_518880:243; 1.H00016:111
core_1x,80,15,15,3Y,2023-05-04,2026-04-30,0.702665439370799,0.194834290889371,True,-0.16767475156119704,2026-02-02,0.913080477880544,0.7128099173553719,0.18044077134986225,134,168,NASDAQ_159941:191; cash:168; GOLD_518880:162; 0.399606:148; 1.H00016:57
a_style_volscale,80,15,15,10Y,2016-05-03,2026-04-30,0.9506484508367623,0.06916746282459818,True,-0.4802993315527404,2022-06-09,0.3850102113197421,0.9984216801165178,0.2640380727966863,439,577,cash:577; NASDAQ_159941:565; 0.399606:547; GOLD_518880:449; 1.H00016:291
a_style_volscale,80,15,15,5Y,2021-04-30,2026-04-30,0.5019609793353985,0.0847672556899961,True,-0.40331499233439605,2022-06-09,0.43735870667235316,0.9547499005718599,0.2584309452036739,226,321,cash:321; NASDAQ_159941:287; 0.399606:249; GOLD_518880:243; 1.H00016:111
a_style_volscale,80,15,15,3Y,2023-05-04,2026-04-30,1.0223899383069153,0.26562511798930966,True,-0.2081272818837666,2024-02-06,0.9508122573041273,0.9541522823854149,0.24303159984715117,134,168,NASDAQ_159941:191; cash:168; GOLD_518880:162; 0.399606:148; 1.H00016:57
core_1x,80,20,20,10Y,2016-05-03,2026-04-30,5.3020260261385745,0.20233282153657317,True,-0.19226347875540162,2022-05-24,1.005082070080991,0.7219020172910663,0.13174145738987236,329,591,cash:591; NASDAQ_159941:579; 0.399606:551; GOLD_518880:441; 1.H00016:267
