date,zz1000_close_amount_source,zz1000_volume,zz1000_amount,zz1000_constituents,sz50_close_amount_source,sz50_volume,sz50_amount,sz50_constituents,amount_ratio_zz1000_sz50
2010-04-19,4806.11,2899.18,342.63,,2210.82,3648.96,439.38,50.0,0.779803359278984
2010-04-20,4875.09,2561.64,300.85,,2204.81,2376.08,298.67,50.0,1.007299025680517
2010-04-21,5029.03,3096.17,383.11,,2238.5,2382.3,299.55,50.0,1.2789517609747956
2010-04-22,5060.75,3192.51,396.22,,2196.22,2680.86,325.49,50.0,1.2173031429537007
2010-04-23,5007.6,2886.85,358.97,,2185.16,2323.82,287.53,50.0,1.2484610301533756
2010-04-26,4999.06,2391.62,298.22,,2170.32,1795.71,224.07,50.0,1.3309233721604856
2010-04-27,4869.61,2595.01,306.13,,2131.84,2641.22,297.73,50.0,1.028213482013905
2010-04-28,4834.79,2106.29,256.59,,2126.53,1621.54,186.96,50.0,1.3724326059050063
2010-04-29,4686.94,2466.34,289.36,,2124.39,1674.51,198.27,50.0,1.4594240177535684
2010-04-30,4527.76,2120.68,236.96,,2149.45,2116.77,247.01,50.0,0.9593133881219384
2010-05-04,4520.36,1572.7,175.76,,2109.81,1583.14,182.75,50.0,0.961751025991792
2010-05-05,4662.84,1954.96,222.39,,2110.05,2425.82,305.63,50.0,0.7276445375126787
2010-05-06,4533.9,2082.14,235.18,,2007.01,2274.73,275.33,50.0,0.8541749900119857
2010-05-07,4453.17,1896.18,215.2,,1980.17,2576.88,297.09,50.0,0.724359621663469
2010-05-10,4367.27,1876.04,212.54,,2007.52,1926.94,229.6,50.0,0.9256968641114982
2010-05-11,4239.79,1927.64,212.75,,1967.66,2427.54,289.5,50.0,0.7348877374784111
2010-05-12,4134.52,1836.22,186.27,,2001.13,2327.02,273.58,50.0,0.6808611740624315
2010-05-13,4236.4,1833.34,182.39,,2041.56,2468.6,284.79,50.0,0.6404368130903472
2010-05-14,4257.81,1733.4,184.52,,2019.73,1591.75,187.32,50.0,0.985052316890882
2010-05-17,3981.29,1823.92,181.09,,1927.69,2123.86,236.32,50.0,0.7662914691943128
2010-05-18,4007.42,1853.9,179.87,,1968.37,2197.26,231.27,50.0,0.7777489514420375
2010-05-19,4007.16,1608.88,160.6,,1956.22,1822.03,188.59,50.0,0.851582798663768
2010-05-20,3918.58,1545.0,150.71,,1925.24,1614.27,184.67,50.0,0.8161044024476094
2010-05-21,3993.74,1886.5,183.49,,1943.43,2098.66,213.35,50.0,0.8600421842043591
2010-05-24,4179.35,2440.36,249.4,,2007.76,2944.58,317.09,50.0,0.7865274843104482
2010-05-25,4169.41,2254.68,226.65,,1958.46,2090.54,222.2,50.0,1.02002700270027
2010-05-26,4182.71,1705.15,175.81,,1957.94,1385.33,143.46,50.0,1.225498396765649
2010-05-27,4264.16,2101.69,216.98,,1982.95,1899.48,201.34,50.0,1.0776795470348663
2010-05-28,4281.09,2110.8,223.52,,1973.62,1859.2,194.35,50.0,1.1500900437355288
2010-05-31,4149.96,2026.63,213.05,,1926.11,1757.97,174.48,50.0,1.2210568546538287
2010-06-01,4061.45,1821.99,184.56,,1911.43,1832.76,178.34,50.0,1.0348772008523046
2010-06-02,4129.53,1510.56,153.49,,1907.9,1681.1,157.81,50.0,0.9726253089157848
2010-06-03,4098.9,1774.0,188.11,,1895.15,1482.62,147.12,50.0,1.2786160957041872
2010-06-04,4133.33,1413.78,149.78,,1894.45,1262.51,130.17,50.0,1.150649151110087
2010-06-07,4119.62,1537.44,165.45,,1853.36,1565.48,152.25,50.0,1.0866995073891625
2010-06-08,4180.62,1696.83,187.32,,1845.13,1301.96,136.63,50.0,1.37100197613994
2010-06-09,4288.9,2182.91,226.73,,1906.9,2465.36,259.15,50.0,0.8748987073123674
2010-06-10,4297.88,1985.51,210.99,,1873.82,1474.18,148.39,50.0,1.4218613114091248
2010-06-11,4277.14,1716.91,189.44,,1883.2,1334.35,142.34,50.0,1.3308978502177884
2010-06-17,4231.55,1409.01,156.31,,1882.13,1064.8,107.98,50.0,1.4475828857195776
2010-06-18,4067.74,1641.61,175.71,,1870.87,1414.84,151.07,50.0,1.163103197193354
2010-06-21,4169.36,1653.71,167.93,,1933.62,2404.32,260.24,50.0,0.6452889640332001
2010-06-22,4207.43,1690.14,173.92,,1930.0,1330.73,142.03,50.0,1.2245300288671406
2010-06-23,4205.53,1713.58,180.04,,1913.63,1242.17,128.53,50.0,1.4007624679063253
2010-06-24,4207.91,1438.76,145.71,,1914.65,1063.11,114.39,50.0,1.2738001573564124
2010-06-25,4139.81,1401.18,140.36,,1915.91,1254.01,127.16,50.0,1.1038062283737025
2010-06-28,4053.19,1116.46,113.71,,1910.47,1115.48,115.0,50.0,0.9887826086956522
2010-06-29,3814.47,1683.45,163.68,,1833.04,2067.93,187.27,50.0,0.874032146099215
2010-06-30,3732.65,1272.39,120.18,,1819.11,1423.53,122.87,50.0,0.9781069422967364
2010-07-01,3685.54,1418.21,142.3,,1799.88,1190.82,108.41,50.0,1.3126095378655107
2010-07-02,3659.95,1858.0,178.56,,1812.58,1820.29,153.25,50.0,1.1651549755301795
2010-07-05,3627.29,1246.34,123.71,,1797.66,1262.02,110.17,50.0,1.1229009712262865
2010-07-06,3738.74,1629.18,162.14,,1826.4,1591.14,134.52,50.0,1.2053226286054117
2010-07-07,3795.59,1609.33,162.53,,1829.56,1151.64,107.75,50.0,1.508399071925754
2010-07-08,3773.37,1566.26,163.47,,1828.13,1165.3,114.14,50.0,1.432188540388996
2010-07-09,3886.27,2137.92,219.58,,1870.3,2075.98,208.53,50.0,1.0529899774612765
2010-07-12,3934.18,2099.74,219.77,,1887.67,2115.14,231.68,50.0,0.9485928867403315
2010-07-13,3878.64,1865.63,199.28,,1859.15,1486.96,151.04,50.0,1.319385593220339
2010-07-14,3916.17,1902.98,203.79,,1873.04,1763.94,176.95,50.0,1.1516812658943205
2010-07-15,3816.8,1792.06,186.08,,1840.67,1466.39,139.07,50.0,1.3380312073056735
2010-07-16,3841.83,1535.01,158.39,,1839.22,1169.99,110.6,50.0,1.4320976491862567
2010-07-19,3930.96,1807.52,187.74,,1878.53,1729.83,176.45,50.0,1.0639841314820064
2010-07-20,4053.19,2798.74,293.77,,1909.97,2553.46,256.06,50.0,1.1472701710536592
2010-07-21,4059.38,2725.53,297.3,,1914.33,2259.82,207.88,50.0,1.4301520107754475
2010-07-22,4125.25,2579.07,272.44,,1933.88,2047.41,197.1,50.0,1.382242516489092
2010-07-23,4131.47,2437.55,272.14,,1945.45,2424.47,235.58,50.0,1.155191442397487
2010-07-26,4188.47,2519.52,274.49,,1951.87,1649.23,171.67,50.0,1.5989398264111379
2010-07-27,4184.58,2574.55,278.18,,1936.07,1515.35,156.24,50.0,1.7804659498207884
2010-07-28,4266.85,3108.23,336.14,,1983.63,2996.56,287.29,50.0,1.1700372445960527
2010-07-29,4296.21,3294.32,350.22,,1993.87,3976.73,326.0,50.0,1.0742944785276074
2010-07-30,4299.05,2697.69,293.25,,1986.76,2256.87,193.8,50.0,1.513157894736842
2010-08-02,4389.72,3222.22,352.05,,2015.66,2627.9,223.55,50.0,1.5748154775218073
2010-08-03,4320.95,3624.82,387.41,,1978.41,2890.12,254.08,50.0,1.5247559823677581
2010-08-04,4372.51,3128.3,330.84,,1981.53,2472.01,220.54,50.0,1.500136029745171
2010-08-05,4396.12,3340.27,356.64,,1954.34,2385.69,218.12,50.0,1.6350632679259123
2010-08-06,4480.65,3441.15,377.48,,1979.23,2400.02,222.12,50.0,1.699441743201873
2010-08-09,4549.79,3406.49,397.81,,1988.02,2543.82,251.09,50.0,1.5843323111235015
2010-08-10,4385.81,3448.11,401.74,,1934.59,2937.96,253.8,50.0,1.5828999211977934
2010-08-11,4439.11,2412.73,285.7,,1939.84,2060.56,165.98,50.0,1.721291721894204
2010-08-12,4388.62,2758.7,326.91,,1914.45,2084.9,173.84,50.0,1.8805223193741372
2010-08-13,4471.54,2468.38,286.07,,1930.67,2270.08,184.0,50.0,1.5547282608695652
2010-08-16,4573.42,3316.81,382.94,,1971.3,2793.33,274.85,50.0,1.3932690558486447
2010-08-17,4618.33,3468.3,404.43,,1979.79,2540.55,253.07,50.0,1.5980953886276525
2010-08-18,4611.65,3118.49,370.67,,1974.66,2491.14,239.48,50.0,1.5478119258393186
2010-08-19,4621.57,3235.75,384.71,,1994.16,2862.55,286.55,50.0,1.3425580177979408
2010-08-20,4522.61,3104.06,366.33,,1967.06,2598.32,248.63,50.0,1.4733942002171903
2010-08-23,4565.87,2629.72,305.72,,1962.78,1539.16,153.86,50.0,1.9870011698947094
2010-08-24,4626.35,3007.86,350.06,,1960.06,1926.22,175.87,50.0,1.9904474896230169
2010-08-25,4534.71,3068.24,348.22,,1915.0,2240.86,192.43,50.0,1.8095930987891702
2010-08-26,4562.35,2448.66,286.49,,1914.64,1435.0,140.68,50.0,2.036465737844754
2010-08-27,4585.51,2138.57,257.39,,1917.58,1243.82,123.98,50.0,2.076060654944346
2010-08-30,4705.88,3078.18,373.89,,1942.56,2173.31,206.76,50.0,1.8083284968078932
2010-08-31,4755.85,3396.31,425.98,,1923.91,2061.56,200.71,50.0,2.1223656021125006
2010-09-01,4698.73,3799.75,471.94,,1917.33,2506.86,238.28,50.0,1.9806110458284372
2010-09-02,4802.27,3896.66,468.64,,1935.92,2166.54,257.16,50.0,1.82236739772904
2010-09-03,4845.91,3989.03,497.87,,1929.19,2331.47,240.26,50.0,2.072213435444935
2010-09-06,4824.31,3944.01,483.54,,1975.68,3344.02,333.86,50.0,1.4483316360150962
2010-09-07,4865.78,3053.24,359.57,,1973.14,2275.48,236.88,50.0,1.5179415737926376
2010-09-08,4905.63,3258.65,387.98,,1956.33,2563.01,287.05,50.0,1.3516112175579167
2010-09-09,4837.02,3731.99,460.35,,1918.29,2568.19,271.28,50.0,1.696955175464465
2010-09-10,4886.05,3302.53,410.29,,1915.65,1936.32,186.85,50.0,2.195825528498796
2010-09-13,4967.47,3380.34,421.89,,1922.14,2188.15,217.21,50.0,1.9423138897840797
2010-09-14,4982.86,3660.51,459.32,,1925.01,2228.69,230.14,50.0,1.9958286260537066
2010-09-15,4888.01,3384.24,416.93,,1893.03,2182.08,224.01,50.0,1.8612115530556672
2010-09-16,4766.85,3194.43,383.92,,1858.45,2721.34,235.74,50.0,1.6285738525494189
2010-09-17,4767.48,2364.72,285.75,,1857.31,1729.92,168.69,50.0,1.6939356215543304
2010-09-20,4695.95,2108.38,246.3,,1860.85,1578.65,163.53,50.0,1.506145661346542
2010-09-21,4677.68,1635.8,194.05,,1864.41,1080.58,115.73,50.0,1.676747602177482
2010-09-27,4801.46,1968.62,234.17,,1881.55,1745.25,190.03,50.0,1.232279113824133
2010-09-28,4785.7,2273.66,271.98,,1863.88,2261.76,291.25,50.0,0.9338369098712447
2010-09-29,4720.63,2023.57,247.54,,1868.75,2331.79,276.9,50.0,0.8939689418562659
2010-09-30,4785.49,1833.31,220.46,,1913.11,2726.98,309.98,50.0,0.7112071746564295
2010-10-08,4899.57,2679.92,327.42,,1990.01,4058.76,484.62,50.0,0.6756221369320292
2010-10-11,4922.59,3628.79,453.08,,2066.95,6774.53,786.47,50.0,0.5760931758363319
2010-10-12,4950.26,3288.03,407.36,,2091.78,4972.01,614.5,50.0,0.662912937347437
2010-10-13,4968.83,3581.08,434.47,,2125.61,5451.51,645.95,50.0,0.6726062388729778
2010-10-14,4809.47,3742.37,462.17,,2160.84,8755.22,891.03,50.0,0.5186918510038944
2010-10-15,4789.48,3366.33,425.91,,2254.39,9678.67,1000.59,50.0,0.4256588612718496
2010-10-18,4708.41,3430.7,417.21,,2241.72,9733.76,1049.27,50.0,0.3976192972256902
2010-10-19,4865.7,2790.66,354.0,,2278.35,5226.03,578.82,50.0,0.6115890950554576
2010-10-20,4892.28,3491.52,453.1,,2285.21,6812.69,834.16,50.0,0.5431811642850293
2010-10-21,4930.62,3109.23,396.32,,2245.25,4869.62,563.19,50.0,0.703705676592269
2010-10-22,4985.85,3282.93,419.85,,2231.06,3896.82,481.78,50.0,0.8714558512183985
2010-10-25,5107.28,3992.67,521.9,,2294.45,5091.81,640.67,50.0,0.8146159489284656
2010-10-26,5158.05,4315.29,579.14,,2272.21,5484.63,668.62,50.0,0.8661721157009961
2010-10-27,5124.13,4259.58,553.77,,2225.37,4290.42,519.99,50.0,1.0649627877459182
2010-10-28,5145.56,3480.63,445.9,,2224.24,3501.2,411.72,50.0,1.083017584766346
2010-10-29,5211.52,3458.66,476.53,,2189.48,3592.87,437.88,50.0,1.0882661916506804
2010-11-01,5362.95,4212.81,598.34,,2238.47,4228.73,499.73,50.0,1.1973265563404238
2010-11-02,5343.49,5110.04,716.62,,2231.7,5249.39,685.77,50.0,1.044985928226665
2010-11-03,5271.82,4001.46,545.45,,2226.47,5226.78,599.39,50.0,0.9100085086504613
2010-11-04,5392.56,3850.19,513.04,,2254.76,4338.47,511.04,50.0,1.0039135879774577
2010-11-05,5473.11,4567.06,616.33,,2279.0,5304.67,647.37,50.0,0.9520521494663021
2010-11-08,5598.49,4994.53,664.08,,2289.96,4145.98,492.74,50.0,1.347729025449527
2010-11-09,5635.75,4769.08,645.53,,2257.35,4364.45,535.22,50.0,1.206102163596278
2010-11-10,5651.39,4424.19,617.81,,2226.16,4299.07,533.62,50.0,1.1577714478467822
2010-11-11,5596.38,4822.11,676.61,,2252.28,5297.75,683.29,50.0,0.990223770287872
2010-11-12,5227.25,5247.51,698.66,,2130.58,6316.89,759.71,50.0,0.9196403890958391
2010-11-15,5367.21,3330.17,439.54,,2126.7,4482.81,490.59,50.0,0.8959416213131128
2010-11-16,5197.37,3743.07,509.08,,2032.5,3971.75,478.57,50.0,1.0637524291117286
2010-11-17,5001.94,2658.3,356.78,,2013.61,3152.33,385.76,50.0,0.9248755703027789
2010-11-18,5080.88,2230.65,297.62,,2037.46,2526.34,309.3,50.0,0.9622373100549628
2010-11-19,5236.57,2905.1,407.59,,2039.45,3119.57,369.72,50.0,1.1024288650870928
2010-11-22,5332.61,3389.79,494.09,,2019.67,2698.7,315.97,50.0,1.5637244042155898
2010-11-23,5261.92,2899.61,408.57,,1981.26,2670.06,307.11,50.0,1.3303702256520464
2010-11-24,5414.17,3035.11,436.49,,2014.16,2805.48,317.84,50.0,1.373301031965769
2010-11-25,5452.84,3649.04,508.0,,2041.34,2889.55,326.02,50.0,1.55818661431814
2010-11-26,5444.86,3005.7,414.65,,2018.4,2144.21,259.37,50.0,1.5986814203647297
2010-11-29,5458.1,2847.47,400.14,,2011.9,1846.36,222.28,50.0,1.8001619578909482
2010-11-30,5294.7,3632.59,494.69,,1979.89,2778.16,309.74,50.0,1.5971137082714535
2010-12-01,5306.36,2195.3,298.54,,1984.31,1509.77,171.76,50.0,1.7381229622729393
2010-12-02,5333.58,2863.64,388.39,,1998.15,2197.47,240.22,50.0,1.6168095912080593
2010-12-03,5299.78,2387.63,326.22,,2008.12,1620.28,205.08,50.0,1.590696313633704
2010-12-06,5224.88,2153.13,290.17,,2032.03,2298.92,279.86,50.0,1.0368398484956765
2010-12-07,5295.33,2096.98,284.79,,2046.72,2271.75,290.62,50.0,0.9799394398183195
2010-12-08,5294.81,2230.56,317.15,,2018.46,2199.96,265.45,50.0,1.1947636089659068
2010-12-09,5186.43,2222.68,303.88,,1996.38,2500.37,256.8,50.0,1.1833333333333333
2010-12-10,5253.71,1860.9,260.51,,2021.65,2210.96,241.17,50.0,1.0801923954057304
2010-12-13,5403.93,2621.71,377.59,,2074.33,3880.21,417.46,50.0,0.9044938437215542
2010-12-14,5482.79,2976.66,428.54,,2069.92,3070.33,326.89,50.0,1.3109608736883969
2010-12-15,5464.14,2822.83,406.52,,2054.02,2543.18,293.34,50.0,1.3858321401786324
2010-12-16,5470.23,2615.73,356.88,,2036.55,2121.1,235.85,50.0,1.5131651473394108
2010-12-17,5473.97,2070.71,280.69,,2032.14,1555.43,187.32,50.0,1.4984518471065558
2010-12-20,5409.48,2799.22,393.66,,1999.53,2381.52,276.13,50.0,1.4256328540904648
2010-12-21,5461.56,2378.76,326.61,,2049.22,2763.16,315.0,50.0,1.036857142857143
2010-12-22,5420.19,2304.51,316.73,,2021.98,2368.3,271.26,50.0,1.1676251566762517
2010-12-23,5307.19,2116.09,290.2,,2017.67,2341.88,245.51,50.0,1.1820292452445929
2010-12-24,5205.72,1898.11,253.33,,2013.25,2111.36,228.79,50.0,1.107259932689366
2010-12-27,5046.64,2075.67,283.27,,1977.69,2781.09,324.77,50.0,0.8722172614465622
2010-12-28,4934.75,1832.83,236.5,,1950.33,2154.41,231.71,50.0,1.0206723922144059
2010-12-29,5022.07,1375.93,184.31,,1953.33,1861.31,189.53,50.0,0.9724581860391495
2010-12-30,5044.62,1469.2,203.17,,1946.52,2279.19,226.55,50.0,0.8967998234385345
2010-12-31,5155.56,1689.26,237.05,,1977.37,2563.22,283.7,50.0,0.8355657384561157
2011-01-04,5230.74,2628.74,389.64,,2015.11,3289.25,424.93,50.0,0.916951027228014
2011-01-05,5243.37,2551.39,384.51,,1999.22,2887.32,358.26,50.0,1.0732708089097303
2011-01-06,5224.82,2426.06,355.87,,1984.28,2091.86,295.19,50.0,1.2055625190555237
2011-01-07,5191.95,2459.8,344.78,,2006.37,3959.34,455.07,50.0,0.7576416814995495
2011-01-10,5051.95,2242.71,322.64,,1975.74,2752.75,295.12,50.0,1.0932502033071292
2011-01-11,5006.63,1913.29,261.57,,1999.76,2514.42,266.2,50.0,0.9826070623591285
2011-01-12,5042.24,1752.56,239.45,,2017.15,2630.86,267.91,50.0,0.8937702959949235
2011-01-13,5043.78,1728.05,242.45,,2014.17,2230.7,239.31,50.0,1.013121056370398
2011-01-14,4942.07,1941.6,263.78,,1982.62,2053.37,235.59,50.0,1.1196570312831613
2011-01-17,4728.31,2067.14,282.91,,1918.42,2748.46,299.34,50.0,0.9451125810115589
2011-01-18,4750.15,1407.85,187.28,,1923.7,1692.35,180.46,50.0,1.0377923085448297
2011-01-19,4873.8,1932.86,254.16,,1953.35,1926.49,211.55,50.0,1.201418104467029
2011-01-20,4699.95,2077.63,275.48,,1895.0,2131.85,229.61,50.0,1.1997735290274814
2011-01-21,4739.9,2029.35,273.09,,1925.84,3029.99,284.05,50.0,0.9614152437951063
2011-01-24,4636.91,1958.72,275.53,,1911.75,2572.57,238.42,50.0,1.1556496938176326
2011-01-25,4540.68,1607.53,212.77,,1911.31,1969.86,196.69,50.0,1.0817530123544665
2011-01-26,4619.12,1443.85,189.42,,1926.04,1464.07,152.44,50.0,1.2425872474416164
2011-01-27,4695.33,2010.85,262.68,,1949.37,3054.71,303.28,50.0,0.8661303086256925
2011-01-28,4749.43,1900.43,252.87,,1945.14,2376.03,244.94,50.0,1.0323752755776925
2011-01-31,4816.66,2146.67,297.55,,1964.11,2276.22,237.61,50.0,1.252262110180548
2011-02-01,4830.41,1804.33,256.84,,1968.69,1729.25,198.21,50.0,1.2957973866101609
2011-02-09,4820.36,2136.94,296.58,,1943.0,1974.24,222.02,50.0,1.3358256012971803
2011-02-10,4962.52,2578.1,357.16,,1975.98,2004.69,230.18,50.0,1.5516552263446
2011-02-11,5012.78,2708.84,374.2,,1976.47,2533.39,282.2,50.0,1.3260099220411057
2011-02-14,5087.25,3146.98,442.31,,2047.69,4888.77,526.49,50.0,0.8401109232843929
2011-02-15,5100.43,3497.56,493.09,,2042.64,4206.51,490.98,50.0,1.0042975273941912
2011-02-16,5196.15,3072.38,454.8,,2051.49,3281.7,387.27,50.0,1.174374467425827
2011-02-17,5231.71,3538.63,536.88,,2046.98,2883.69,360.09,50.0,1.4909605931850372
2011-02-18,5197.12,3267.77,497.8,,2030.32,2325.01,282.37,50.0,1.7629351560009916
2011-02-21,5304.08,3463.68,508.31,,2046.09,2714.49,299.4,50.0,1.6977621910487644
2011-02-22,5166.97,3993.91,591.76,,1991.01,3801.41,442.4,50.0,1.337613019891501
2011-02-23,5235.27,3227.9,467.07,,1995.68,2553.81,312.11,50.0,1.4964916215436865
2011-02-24,5269.96,3253.23,456.91,,2002.83,2300.57,289.01,50.0,1.580948756098405
2011-02-25,5279.13,3023.04,432.02,,2006.66,2137.77,278.61,50.0,1.55062632353469
2011-02-28,5347.3,3323.46,469.23,,2021.85,2293.96,308.29,50.0,1.5220409354828246
2011-03-01,5373.2,3668.58,522.04,,2035.37,3102.74,391.94,50.0,1.3319385620247997
2011-03-02,5362.24,3514.38,484.6,,2040.89,3090.81,401.76,50.0,1.2061927518916766
2011-03-03,5266.44,3482.51,474.91,,2051.65,4916.58,543.01,50.0,0.8745879449733891
2011-03-04,5330.17,2832.39,381.6,,2080.14,3205.59,382.6,50.0,0.9973863042341872
2011-03-07,5389.84,3747.1,511.48,,2123.28,4559.72,591.24,50.0,0.8650970840944456
2011-03-08,5425.68,3388.58,479.88,,2123.78,3033.91,411.01,50.0,1.1675628330210943
2011-03-09,5446.14,3688.74,536.61,,2120.21,2651.8,339.89,50.0,1.5787754861867076
2011-03-10,5413.57,3534.28,513.8,,2071.72,2888.89,380.23,50.0,1.3512873786918442
2011-03-11,5406.95,3657.61,527.89,,2049.11,2119.91,277.09,50.0,1.905121079793569
2011-03-14,5462.4,3816.16,535.88,,2053.52,1854.11,224.22,50.0,2.38997413254839
2011-03-15,5411.27,4257.99,586.76,,2018.39,3086.52,364.94,50.0,1.607825943990793
2011-03-16,5481.89,3685.29,524.18,,2048.93,2331.86,310.83,50.0,1.6863880577807804
2011-03-17,5377.46,3750.13,536.42,,2023.05,2581.25,341.81,50.0,1.5693513940493256
2011-03-18,5417.94,3032.1,432.36,,2034.49,2105.84,273.54,50.0,1.5806097828471155
2011-03-21,5389.57,2923.05,419.98,,2036.23,1984.1,252.46,50.0,1.6635506614909292
2011-03-22,5389.59,2750.12,393.81,,2054.75,2102.47,252.01,50.0,1.5626760842823697
2011-03-23,5448.02,2977.9,416.24,,2074.81,2477.93,296.71,50.0,1.4028512689157764
2011-03-24,5473.54,3665.14,503.78,,2064.17,1892.76,231.9,50.0,2.172401897369556
2011-03-25,5502.75,3916.83,544.59,,2096.29,3283.57,397.24,50.0,1.3709344476890546
2011-03-28,5493.79,4419.15,623.92,,2103.04,3524.77,410.86,50.0,1.518570802706518
2011-03-29,5404.85,4602.7,629.46,,2097.56,3978.75,446.62,50.0,1.4093860552595048
2011-03-30,5357.8,3503.73,483.19,,2101.44,2905.96,351.12,50.0,1.3761392116655273
2011-03-31,5285.19,3346.31,447.14,,2083.75,2259.5,276.98,50.0,1.6143403855874068
2011-04-01,5346.7,2717.45,374.39,,2126.45,2498.42,308.28,50.0,1.2144479045024006
2011-04-06,5345.4,3023.95,423.36,,2175.78,5280.15,608.28,50.0,0.6959952653383311
2011-04-07,5373.33,3117.45,420.29,,2174.4,3475.07,399.99,50.0,1.0507512687817195
2011-04-08,5430.06,3159.19,437.51,,2185.32,2738.15,345.85,50.0,1.265028191412462
2011-04-11,5396.87,3844.53,517.31,,2175.96,4076.1,500.97,50.0,1.0326167235563006
2011-04-12,5377.31,3452.95,461.18,,2165.83,3372.17,396.05,50.0,1.164448933215503
2011-04-13,5424.46,3072.0,401.85,,2199.23,3110.63,356.28,50.0,1.1279050185247559
2011-04-14,5419.14,3282.65,442.14,,2190.15,3523.93,373.68,50.0,1.1832048811817597
2011-04-15,5418.88,3399.91,451.84,,2201.09,2880.44,324.65,50.0,1.3917757585091637
2011-04-18,5453.71,3890.51,513.5,,2201.37,3016.72,327.36,50.0,1.5686094819159335
2011-04-19,5408.91,4259.44,562.55,,2151.96,2622.33,290.52,50.0,1.9363555004818944
2011-04-20,5446.99,3543.77,471.37,,2144.27,2473.49,290.14,50.0,1.6246294892121045
2011-04-21,5472.29,3448.41,476.58,,2160.7,2316.54,267.81,50.0,1.7795451999551921
2011-04-22,5430.41,3163.2,422.63,,2151.67,2164.19,252.92,50.0,1.671002688597185
2011-04-25,5298.65,3178.93,417.8,,2127.46,2426.39,311.1,50.0,1.3429765348762455
2011-04-26,5196.52,2542.59,332.15,,2118.33,2096.33,259.83,50.0,1.2783358349690181
2011-04-27,5128.22,2669.59,344.68,,2113.01,2324.04,237.66,50.0,1.450307161491206
2011-04-28,4948.71,2543.49,318.55,,2111.49,2600.72,278.33,50.0,1.1445047246074804
2011-04-29,5027.55,1907.1,246.16,,2113.87,2166.07,235.51,50.0,1.0452210097235786
2011-05-03,5119.16,2219.71,289.45,,2114.42,1685.35,196.17,50.0,1.4755059387266147
2011-05-04,5016.81,2470.62,321.76,,2056.7,2351.89,284.91,50.0,1.1293390895370468
2011-05-05,5040.33,2015.11,256.65,,2050.07,2101.49,216.69,50.0,1.1844109095943514
2011-05-06,5080.04,2103.6,281.47,,2037.75,1725.64,210.69,50.0,1.3359438036926292
2011-05-09,5126.68,2167.29,292.79,,2036.76,1319.43,162.18,50.0,1.8053397459612777
2011-05-10,5169.23,2349.92,320.21,,2057.67,1170.78,162.64,50.0,1.9688268568617806
2011-05-11,5179.61,2681.66,354.89,,2048.34,1360.47,172.17,50.0,2.0612766451762794
2011-05-12,5100.27,2907.87,368.43,,2021.28,1391.02,177.4,50.0,2.0768320180383313
2011-05-13,5143.46,2601.44,328.89,,2043.26,1715.26,191.55,50.0,1.716992952231793
2011-05-16,5141.23,2544.24,317.05,,2019.54,1399.43,160.24,50.0,1.9785946080878682
2011-05-17,5100.07,2744.72,349.66,,2033.78,1574.05,196.39,50.0,1.7804368857884822
2011-05-18,5137.72,2506.32,310.76,,2053.64,1350.97,167.68,50.0,1.8532919847328242
2011-05-19,5115.63,2572.17,323.91,,2046.11,1262.31,160.95,50.0,2.0124883504193853
2011-05-20,5102.13,2282.97,272.75,,2052.54,1209.79,155.51,50.0,1.7539065011896342
2011-05-23,4907.39,2913.84,353.15,,1993.07,1983.27,226.75,50.0,1.5574421168687982
2011-05-24,4908.91,2485.18,311.32,,1995.27,1362.29,186.71,50.0,1.667398639601521
2011-05-25,4855.59,2547.33,305.48,,1971.1,1389.61,168.65,50.0,1.8113252297657871
2011-05-26,4815.85,2717.1,317.0,,1974.33,1186.24,163.16,50.0,1.942878156410885
2011-05-27,4644.29,2737.83,303.7,,1976.69,1502.44,182.62,50.0,1.6630160990033949
2011-05-30,4565.12,2130.3,236.09,,1980.74,1319.0,151.37,50.0,1.559688181277664
2011-05-31,4661.69,2069.22,239.41,,2010.56,1403.81,188.09,50.0,1.2728481046307618
2011-06-01,4723.71,2378.27,271.76,,2002.66,1345.95,164.0,50.0,1.6570731707317072
2011-06-02,4658.37,2441.69,286.8,,1963.05,2229.57,249.54,50.0,1.149314739119981
2011-06-03,4739.36,2146.01,264.49,,1974.95,1317.74,159.68,50.0,1.656375250501002
2011-06-07,4792.02,2195.82,262.77,,1984.45,1112.13,157.95,50.0,1.663627730294397
2011-06-08,4826.86,2589.66,325.37,,1980.67,1390.49,174.86,50.0,1.8607457394487017
2011-06-09,4716.72,2611.84,319.41,,1947.88,1490.63,182.0,50.0,1.7550000000000001
2011-06-10,4724.62,2244.99,269.65,,1951.03,1330.89,166.43,50.0,1.620200684972661
2011-06-13,4724.57,1931.5,234.86,,1945.72,1315.49,153.4,50.0,1.5310299869621904
2011-06-14,4796.47,2427.77,293.96,,1970.1,2158.53,233.92,50.0,1.2566689466484269
2011-06-15,4755.43,2268.3,274.5,,1952.08,1462.92,172.17,50.0,1.5943544171458444
2011-06-16,4645.56,2200.21,254.88,,1927.05,1348.69,146.09,50.0,1.7446779382572386
2011-06-17,4571.23,1967.72,232.88,,1912.38,1496.95,189.67,50.0,1.2278167343280435
2011-06-20,4505.85,1805.59,206.85,,1904.8,1516.56,162.66,50.0,1.2716709701217264
2011-06-21,4562.74,1978.87,234.87,,1923.82,1558.93,177.09,50.0,1.326274775537862
