date,nav,hold
2016-05-03,100000.0,CASH
2016-05-04,99900.09990009991,SOYMEAL_PROXY
2016-05-05,99825.46403913607,SOYMEAL_PROXY
2016-05-06,97549.07027973895,SOYMEAL_PROXY
2016-05-09,99489.60266479879,SOYMEAL_PROXY
2016-05-10,99265.69508190727,SOYMEAL_PROXY
2016-05-11,103519.93915684614,SOYMEAL_PROXY
2016-05-12,105721.69705527944,SOYMEAL_PROXY
2016-05-13,104415.56948841223,SOYMEAL_PROXY
2016-05-16,104826.06672371335,SOYMEAL_PROXY
2016-05-17,105535.10740286983,SOYMEAL_PROXY
2016-05-18,106468.05566491785,SOYMEAL_PROXY
2016-05-19,106318.78394299017,SOYMEAL_PROXY
2016-05-20,107102.46048311048,SOYMEAL_PROXY
2016-05-23,105833.6508467252,SOYMEAL_PROXY
2016-05-24,101765.99642419591,SOYMEAL_PROXY
2016-05-25,104117.02604455687,SOYMEAL_PROXY
2016-05-26,108035.40874515848,SOYMEAL_PROXY
2016-05-27,107139.77841359239,SOYMEAL_PROXY
2016-05-30,110983.52525323015,SOYMEAL_PROXY
2016-05-31,109341.53631202568,SOYMEAL_PROXY
2016-06-01,108147.36253660424,SOYMEAL_PROXY
2016-06-02,111095.47904467591,SOYMEAL_PROXY
2016-06-03,113968.95969178375,SOYMEAL_PROXY
2016-06-06,115610.94863298823,SOYMEAL_PROXY
2016-06-07,116805.12240840968,SOYMEAL_PROXY
2016-06-08,118409.79341913223,SOYMEAL_PROXY
2016-06-13,124791.15953154057,SOYMEAL_PROXY
2016-06-14,120686.18717852935,SOYMEAL_PROXY
2016-06-15,122195.49428698147,NASDAQ_159941
2016-06-16,121560.38318418789,NASDAQ_159941
2016-06-17,121824.58052653988,GOLD_518880
2016-06-20,121914.32658712605,GOLD_518880
2016-06-21,121689.96678469272,GOLD_518880
2016-06-22,120029.74489933008,GOLD_518880
2016-06-23,120298.97238302439,GOLD_518880
2016-06-24,125611.49691752282,SOYMEAL_PROXY
2016-06-27,130514.18046104588,SOYMEAL_PROXY
2016-06-28,134547.03305329874,SOYMEAL_PROXY
2016-06-29,132688.75783922145,SOYMEAL_PROXY
2016-06-30,134191.19311868818,SOYMEAL_PROXY
2016-07-01,136405.30826737604,SOYMEAL_PROXY
2016-07-04,136761.1482019866,SOYMEAL_PROXY
2016-07-05,132846.9089212706,SOYMEAL_PROXY
2016-07-06,128398.8504912304,GOLD_518880
2016-07-07,127919.5913083845,GOLD_518880
2016-07-08,127048.1949221566,GOLD_518880
2016-07-11,128180.99879773831,GOLD_518880
2016-07-12,127178.90386070375,GOLD_518880
2016-07-13,126002.53380151982,GOLD_518880
2016-07-14,125131.1478030324,GOLD_518880
2016-07-15,125011.58330153646,0.399606
2016-07-18,124002.51298069902,1.H00016
2016-07-19,123306.82714548026,1.H00016
2016-07-20,122837.36997472173,1.H00016
2016-07-21,123194.88180004322,NASDAQ_159941
2016-07-22,121520.39551471392,NASDAQ_159941
2016-07-25,122596.84894696448,NASDAQ_159941
2016-07-26,123314.49407395013,NASDAQ_159941
2016-07-27,122955.67151045731,NASDAQ_159941
2016-07-28,124510.55978010761,NASDAQ_159941
2016-07-29,123912.52692702887,NASDAQ_159941
2016-08-01,124510.55978010761,NASDAQ_159941
2016-08-02,125587.01321235817,NASDAQ_159941
2016-08-03,123553.70436353605,NASDAQ_159941
2016-08-04,124151.73721661478,NASDAQ_159941
2016-08-05,123792.91465312196,NASDAQ_159941
2016-08-08,125467.41519667917,NASDAQ_159941
2016-08-09,125945.835775851,NASDAQ_159941
2016-08-10,125347.80292277226,NASDAQ_159941
2016-08-11,125347.80292277226,NASDAQ_159941
2016-08-12,125945.835775851,NASDAQ_159941
2016-08-15,125587.01321235817,NASDAQ_159941
2016-08-16,125826.23776017199,NASDAQ_159941
2016-08-17,125347.80292277226,NASDAQ_159941
2016-08-18,125216.73105043208,1.H00016
2016-08-19,125605.8288753406,1.H00016
2016-08-22,124923.51651791023,1.H00016
2016-08-23,125193.18827774783,1.H00016
2016-08-24,124649.13620353579,1.H00016
2016-08-25,124087.53406241369,1.H00016
2016-08-26,123928.72735939822,1.H00016
2016-08-29,123646.64213759983,1.H00016
2016-08-30,124194.1186151114,1.H00016
2016-08-31,124427.8546661979,0.399606
2016-09-01,123835.65208410003,0.399606
2016-09-02,123241.25412635025,0.399606
2016-09-05,123913.03907582922,0.399606
2016-09-06,125939.70745603464,NASDAQ_159941
2016-09-07,126400.19840472568,0.399606
2016-09-08,126798.7657934595,NASDAQ_159941
2016-09-09,126560.63493093918,NASDAQ_159941
2016-09-12,123465.07564859734,NASDAQ_159941
2016-09-13,123941.32318059575,NASDAQ_159941
2016-09-14,124287.79753132995,GOLD_518880
