scenario,window,start,end,days,total,cagr,maxdd,sharpe,vol,avg_weight,max_weight,cash_days,trades,stop_exits
six_etf_original_1x,10Y,2016-05-09,2026-05-08,2427,130.50237249248104,0.6596361340583257,-0.12971058495149335,2.400734121492537,0.22114368250313474,0.9567367119901112,1.0,105,293,44
six_etf_tv25_max1p5_vol80,10Y,2016-05-09,2026-05-08,2427,259.3111151813063,0.7815793761720262,-0.18982554469542812,2.3056111691993535,0.26555690884626876,1.1902673679447795,1.5,105,293,44
six_etf_original_1x,article_2020,2020-01-02,2026-05-08,1535,56.35159953140233,0.9440137488393134,-0.12584842625796033,2.767010468932829,0.25164582555164744,0.9550488599348534,1.0,69,211,34
six_etf_tv25_max1p5_vol80,article_2020,2020-01-02,2026-05-08,1535,80.65798507406241,1.0601158173605416,-0.15420722680279586,2.66305568712421,0.28656596303006127,1.0697416966318192,1.5,69,211,34
six_etf_original_1x,5Y,2021-05-10,2026-05-08,1211,19.669150331892947,0.8780569348562164,-0.12584842625796022,2.6063978683815963,0.25402509691445196,0.953757225433526,1.0,55,143,21
six_etf_tv25_max1p5_vol80,5Y,2021-05-10,2026-05-08,1211,24.773257292842228,0.966317883494817,-0.15420722680279586,2.4678335831797424,0.29061847397343454,1.0800207287018684,1.5,55,143,21
six_etf_original_1x,3Y,2023-05-08,2026-05-08,727,7.590856242154148,1.1074876698390987,-0.1258484262579601,2.764135796679571,0.2840322658375652,0.9436038514442916,1.0,41,96,14
six_etf_tv25_max1p5_vol80,3Y,2023-05-08,2026-05-08,727,8.63949555239513,1.1933236978473758,-0.15420722680279575,2.641636695883635,0.3154285289231456,0.9885044062916643,1.5,41,96,14
