date,position,asset_return,base_weight,trade_count,stop_exit_count,return_1x,nav_1x,realized_vol_for_scale,scale_raw,weight,return_tv25,nav_tv25
2023-11-28,513030.SH,-0.005709624796084722,1.0,125,22,-0.005709624796084722,9.866572165835226,0.1555633421782158,1.5,1.5,-0.008564437194127084,11.887838991073924
2023-11-29,513030.SH,0.00656275635767023,1.0,125,22,0.00656275635767023,9.931324075044973,0.15567068353535407,1.5,1.5,0.009844134536505345,12.004864477450369
2023-11-30,513030.SH,0.013854930725346382,1.0,125,22,0.013854930725346382,10.068921882115685,0.15502464232199487,1.5,1.5,0.020782396088019572,12.254354326003739
2023-12-01,513030.SH,-0.003215434083601254,1.0,125,22,-0.003215434083601254,10.036545927510812,0.15696726886879458,1.5,1.5,-0.004823151125401881,12.195249723145201
2023-12-04,513030.SH,0.004838709677419395,1.0,125,22,0.004838709677419395,10.085109859418122,0.15576506575366145,1.5,1.5,0.007258064516129092,12.283763632426094
2023-12-05,513030.SH,-0.007223113964686889,1.0,125,22,-0.007223113964686889,10.012263961557156,0.15493220957620976,1.5,1.5,-0.010834670947030334,12.150673095477659
2023-12-06,513030.SH,0.014551333872271366,1.0,125,22,0.014551333872271366,10.157955757279085,0.15423225479405273,1.5,1.5,0.02182700080840705,12.41588584695534
2023-12-07,513030.SH,-0.0023904382470119057,1.0,125,22,-0.0023904382470119057,10.13367379132543,0.15619391583912393,1.5,1.5,-0.0035856573705178585,12.371366734356696
2023-12-08,513030.SH,0.005591054313099031,1.0,125,22,0.005591054313099031,10.190331711883958,0.15173525479718022,1.5,1.5,0.008386581469648546,12.47512020936528
2023-12-11,513030.SH,0.012708498808578161,1.0,125,22,0.012708498808578161,10.319835530303452,0.15205077984325666,1.5,1.5,0.019062748212867242,12.71293028484166
2023-12-12,513030.SH,-0.0023529411764705577,1.0,125,22,-0.0023529411764705577,10.295553564349797,0.15317388524866943,1.5,1.5,-0.0035294117647058365,12.668061119130455
2023-12-13,513030.SH,0.0015723270440251014,1.0,125,22,0.0015723270440251014,10.311741541652234,0.15285946804612266,1.5,1.5,0.002358490566037652,12.697938621769913
2023-12-14,513030.SH,0.014128728414442682,1.0,125,22,0.014128728414442682,10.457433337374164,0.15218192841323103,1.5,1.5,0.021193092621664023,12.967047211085285
2023-12-15,513030.SH,-0.00851393188854499,1.0,125,22,-0.00851393188854499,10.36839946221076,0.15425322097293512,1.5,1.5,-0.012770897832817485,12.801446375959195
2023-12-18,513030.SH,-0.005464480874316835,1.0,125,22,-0.005464480874316835,10.311741541652232,0.15224022740850557,1.5,1.5,-0.008196721311475252,12.696516487631662
