date,position_before,position,return,gross_return,turnover,cost,stop_triggered,trade_count,stop_exit_count,nav,signal
2022-07-01,CASH,CASH,0.0,0.0,0.0,our_cost_0p1pct,False,239,28,2.296806269744265,weighted_slope
2022-07-04,CASH,159915.SZ,-0.0010000000000000009,0.0,1.0,our_cost_0p1pct,False,240,28,2.2945094634745207,weighted_slope
2022-07-05,159915.SZ,159915.SZ,-0.0040000000000000036,-0.0040000000000000036,0.0,our_cost_0p1pct,False,240,28,2.2853314256206225,weighted_slope
2022-07-06,159915.SZ,159915.SZ,-0.005111354508944843,-0.005111354508944843,0.0,our_cost_0p1pct,False,240,28,2.2736502865338433,weighted_slope
2022-07-07,159915.SZ,159915.SZ,0.016146788990825778,0.016146788990825778,0.0,our_cost_0p1pct,False,240,28,2.310362437949436,weighted_slope
2022-07-08,159915.SZ,159915.SZ,-0.013723365836041945,-0.013723365836041945,0.0,our_cost_0p1pct,False,240,28,2.278656488999606,weighted_slope
2022-07-11,159915.SZ,159915.SZ,-0.015012815818381542,-0.015012815818381542,0.0,our_cost_0p1pct,False,240,28,2.244447438816895,weighted_slope
2022-07-12,159915.SZ,CASH,-0.02625353159851307,-0.025278810408921992,1.0,our_cost_0p1pct,True,241,29,2.185522767060714,weighted_slope
2022-07-13,CASH,159941.SZ,-0.0010000000000000009,0.0,1.0,our_cost_0p1pct,False,242,29,2.183337244293653,weighted_slope
2022-07-14,159941.SZ,159941.SZ,-0.008169934640522847,-0.008169934640522847,0.0,our_cost_0p1pct,False,242,29,2.1654995217095547,weighted_slope
2022-07-15,159941.SZ,159941.SZ,0.01317957166392092,0.01317957166392092,0.0,our_cost_0p1pct,False,242,29,2.194039877844112,weighted_slope
2022-07-18,159941.SZ,159941.SZ,0.024390243902439046,0.024390243902439046,0.0,our_cost_0p1pct,False,242,29,2.2475530455964075,weighted_slope
2022-07-19,159941.SZ,159941.SZ,-0.015873015873015928,-0.015873015873015928,0.0,our_cost_0p1pct,False,242,29,2.2118776004282106,weighted_slope
2022-07-20,159941.SZ,159941.SZ,0.032258064516129004,0.032258064516129004,0.0,our_cost_0p1pct,False,242,29,2.2832284907646043,weighted_slope
2022-07-21,159941.SZ,159941.SZ,0.009374999999999911,0.009374999999999911,0.0,our_cost_0p1pct,False,242,29,2.3046337578655223,weighted_slope
2022-07-22,159941.SZ,159941.SZ,0.010835913312693402,0.010835913312693402,0.0,our_cost_0p1pct,False,242,29,2.3296065694832597,weighted_slope
2022-07-25,159941.SZ,159941.SZ,-0.013782542113323082,-0.013782542113323082,0.0,our_cost_0p1pct,False,242,29,2.2974986688318824,weighted_slope
2022-07-26,159941.SZ,159941.SZ,-0.006211180124223614,-0.006211180124223614,0.0,our_cost_0p1pct,False,242,29,2.2832284907646034,weighted_slope
2022-07-27,159941.SZ,159941.SZ,-0.0015625000000000222,-0.0015625000000000222,0.0,our_cost_0p1pct,False,242,29,2.2796609462477835,weighted_slope
2022-07-28,159941.SZ,159941.SZ,0.023474178403755985,0.023474178403755985,0.0,our_cost_0p1pct,False,242,29,2.3331741140000792,weighted_slope
2022-07-29,159941.SZ,159941.SZ,0.025993883792049033,0.025993883792049033,0.0,our_cost_0p1pct,False,242,29,2.3938223707860145,weighted_slope
2022-08-01,159941.SZ,159941.SZ,0.0014903129657228842,0.0014903129657228842,0.0,our_cost_0p1pct,False,242,29,2.3973899153028344,weighted_slope
2022-08-02,159941.SZ,159941.SZ,-0.004464285714285698,-0.004464285714285698,0.0,our_cost_0p1pct,False,242,29,2.3866872817523754,weighted_slope
2022-08-03,159941.SZ,159941.SZ,0.002989536621823552,0.002989536621823552,0.0,our_cost_0p1pct,False,242,29,2.3938223707860145,weighted_slope
2022-08-04,159941.SZ,159941.SZ,0.025335320417287477,0.025335320417287477,0.0,our_cost_0p1pct,False,242,29,2.454470627571949,weighted_slope
2022-08-05,159941.SZ,159941.SZ,0.005813953488372103,0.005813953488372103,0.0,our_cost_0p1pct,False,242,29,2.4687408056392277,weighted_slope
2022-08-08,159941.SZ,159941.SZ,-0.0028901734104046506,-0.0028901734104046506,0.0,our_cost_0p1pct,False,242,29,2.4616057166055882,weighted_slope
2022-08-09,159941.SZ,159941.SZ,-0.007246376811594013,-0.007246376811594013,0.0,our_cost_0p1pct,False,242,29,2.4437679940214903,weighted_slope
2022-08-10,159941.SZ,159941.SZ,-0.014598540145985384,-0.014598540145985384,0.0,our_cost_0p1pct,False,242,29,2.4080925488532934,weighted_slope
2022-08-11,159941.SZ,159941.SZ,0.03703703703703698,0.03703703703703698,0.0,our_cost_0p1pct,False,242,29,2.4972811617737856,weighted_slope
2022-08-12,159941.SZ,159941.SZ,-0.011428571428571455,-0.011428571428571455,0.0,our_cost_0p1pct,False,242,29,2.468740805639228,weighted_slope
2022-08-15,159941.SZ,159941.SZ,0.018786127167630173,0.018786127167630173,0.0,our_cost_0p1pct,False,242,29,2.5151188843578844,weighted_slope
2022-08-16,159941.SZ,159941.SZ,0.012765957446808418,0.012765957446808418,0.0,our_cost_0p1pct,False,242,29,2.5472267850092614,weighted_slope
2022-08-17,159941.SZ,159941.SZ,-0.0056022408963585235,-0.0056022408963585235,0.0,our_cost_0p1pct,False,242,29,2.5329566069419824,weighted_slope
2022-08-18,159941.SZ,159941.SZ,-0.011267605633802802,-0.011267605633802802,0.0,our_cost_0p1pct,False,242,29,2.504416250807425,weighted_slope
2022-08-19,159941.SZ,159941.SZ,-0.0014245014245014564,-0.0014245014245014564,0.0,our_cost_0p1pct,False,242,29,2.500848706290605,weighted_slope
2022-08-22,159941.SZ,159941.SZ,-0.014265335235378096,-0.014265335235378096,0.0,our_cost_0p1pct,False,242,29,2.4651732611224078,weighted_slope
2022-08-23,159941.SZ,CASH,-0.021240231548480315,-0.020260492040520828,1.0,our_cost_0p1pct,True,243,30,2.4128124102490456,weighted_slope
2022-08-24,CASH,159985.SZ,-0.0010000000000000009,0.0,1.0,our_cost_0p1pct,False,244,30,2.4103995978387966,weighted_slope
2022-08-25,159985.SZ,159985.SZ,-0.017793594306049876,-0.017793594306049876,0.0,our_cost_0p1pct,False,244,30,2.3675099252793874,weighted_slope
2022-08-26,159985.SZ,159985.SZ,-0.015096618357487879,-0.015096618357487879,0.0,our_cost_0p1pct,False,244,30,2.33176853147988,weighted_slope
2022-08-29,159985.SZ,159985.SZ,0.004904966278356904,0.004904966278356904,0.0,our_cost_0p1pct,False,244,30,2.3432057774957227,weighted_slope
2022-08-30,159985.SZ,159985.SZ,-0.006711409395973256,-0.006711409395973256,0.0,our_cost_0p1pct,False,244,30,2.327479564223939,weighted_slope
2022-08-31,159985.SZ,159985.SZ,0.006756756756756799,0.006756756756756799,0.0,our_cost_0p1pct,False,244,30,2.3432057774957222,weighted_slope
2022-09-01,159985.SZ,159985.SZ,-0.004881025015253226,-0.004881025015253226,0.0,our_cost_0p1pct,False,244,30,2.33176853147988,weighted_slope
2022-09-02,159985.SZ,159985.SZ,0.01594114040465966,0.01594114040465966,0.0,our_cost_0p1pct,False,244,30,2.3689395810313676,weighted_slope
2022-09-05,159985.SZ,159985.SZ,0.010863005431502648,0.010863005431502648,0.0,our_cost_0p1pct,False,244,30,2.394673384567013,weighted_slope
2022-09-06,159985.SZ,159985.SZ,-0.01552238805970152,-0.01552238805970152,0.0,our_cost_0p1pct,False,244,30,2.357502335015525,weighted_slope
2022-09-07,159985.SZ,159985.SZ,0.0072771376591873604,0.0072771376591873604,0.0,our_cost_0p1pct,False,244,30,2.3746582040392883,weighted_slope
2022-09-08,159985.SZ,159985.SZ,0.0,0.0,0.0,our_cost_0p1pct,False,244,30,2.3746582040392883,weighted_slope
2022-09-09,159985.SZ,159985.SZ,0.003010234798314304,0.003010234798314304,0.0,our_cost_0p1pct,False,244,30,2.38180648279919,weighted_slope
2022-09-13,159985.SZ,159985.SZ,0.055222088835534366,0.055222088835534366,0.0,our_cost_0p1pct,False,244,30,2.5133348119813785,weighted_slope
2022-09-14,159985.SZ,159985.SZ,-0.004550625711035261,-0.004550625711035261,0.0,our_cost_0p1pct,False,244,30,2.5018975659655363,weighted_slope
2022-09-15,159985.SZ,159985.SZ,-0.013714285714285679,-0.013714285714285679,0.0,our_cost_0p1pct,False,244,30,2.467585827918009,weighted_slope
2022-09-16,159985.SZ,159985.SZ,0.002317497103128563,0.002317497103128563,0.0,our_cost_0p1pct,False,244,30,2.47330445092593,weighted_slope
2022-09-19,159985.SZ,159985.SZ,0.0028901734104047616,0.0028901734104047616,0.0,our_cost_0p1pct,False,244,30,2.480452729685832,weighted_slope
2022-09-20,159985.SZ,159985.SZ,0.004610951008645614,0.004610951008645614,0.0,our_cost_0p1pct,False,244,30,2.4918899757016746,weighted_slope
2022-09-21,159985.SZ,159985.SZ,0.011474469305794432,0.011474469305794432,0.0,our_cost_0p1pct,False,244,30,2.5204830907412803,weighted_slope
2022-09-22,159985.SZ,159985.SZ,0.003403289846851898,0.003403289846851898,0.0,our_cost_0p1pct,False,244,30,2.529061025253162,weighted_slope
2022-09-23,159985.SZ,159985.SZ,-0.009044657998869443,-0.009044657998869443,0.0,our_cost_0p1pct,False,244,30,2.5061865332214768,weighted_slope
2022-09-26,159985.SZ,159985.SZ,-0.006845407872218878,-0.006845407872218878,0.0,our_cost_0p1pct,False,244,30,2.4890306641977133,weighted_slope
2022-09-27,159985.SZ,159985.SZ,0.0022975301550833827,0.0022975301550833827,0.0,our_cost_0p1pct,False,244,30,2.494749287205635,weighted_slope
2022-09-28,159985.SZ,159985.SZ,0.009742120343839478,0.009742120343839478,0.0,our_cost_0p1pct,False,244,30,2.5190534349893,weighted_slope
2022-09-29,159985.SZ,159985.SZ,0.02156640181611813,0.02156640181611813,0.0,our_cost_0p1pct,False,244,30,2.573380353564552,weighted_slope
2022-09-30,159985.SZ,159985.SZ,-0.014444444444444482,-0.014444444444444482,0.0,our_cost_0p1pct,False,244,30,2.536209304013064,weighted_slope
2022-10-10,159985.SZ,159985.SZ,0.002818489289740711,0.002818489289740711,0.0,our_cost_0p1pct,False,244,30,2.5433575827729658,weighted_slope
2022-10-11,159985.SZ,159985.SZ,-0.013490725126475533,-0.013490725126475533,0.0,our_cost_0p1pct,False,244,30,2.5090458447254385,weighted_slope
2022-10-12,159985.SZ,159985.SZ,0.007977207977208023,0.007977207977208023,0.0,our_cost_0p1pct,False,244,30,2.5290610252531627,weighted_slope
2022-10-13,159985.SZ,159985.SZ,0.0022611644997172498,0.0022611644997172498,0.0,our_cost_0p1pct,False,244,30,2.534779648261084,weighted_slope
2022-10-14,159985.SZ,159985.SZ,0.018048505358150058,0.018048505358150058,0.0,our_cost_0p1pct,False,244,30,2.580528632324454,weighted_slope
2022-10-17,159985.SZ,159985.SZ,-0.024930747922437657,-0.024930747922437657,0.0,our_cost_0p1pct,False,244,30,2.51619412348534,weighted_slope
2022-10-18,159985.SZ,159985.SZ,-0.013068181818181812,-0.013068181818181812,0.0,our_cost_0p1pct,False,244,30,2.483312041189793,weighted_slope
2022-10-19,159985.SZ,518880.SH,-0.0031491076568797016,-0.0011514104778354017,2.0,our_cost_0p1pct,False,245,30,2.4754918242264607,weighted_slope
2022-10-20,518880.SH,159915.SZ,-0.0067360928025310685,-0.004745583970471978,2.0,our_cost_0p1pct,False,246,30,2.458816681566564,weighted_slope
2022-10-21,159915.SZ,159915.SZ,-0.0068463842533161845,-0.0068463842533161845,0.0,our_cost_0p1pct,False,246,30,2.4419826777560956,weighted_slope
2022-10-24,159915.SZ,513030.SH,-0.02564928909952613,-0.023696682464455,2.0,our_cost_0p1pct,False,247,30,2.3793475580782943,weighted_slope
2022-10-25,513030.SH,513030.SH,0.022900763358778553,0.022900763358778553,0.0,our_cost_0p1pct,False,247,30,2.433836433454133,weighted_slope
2022-10-26,513030.SH,513030.SH,0.00746268656716409,0.00746268656716409,0.0,our_cost_0p1pct,False,247,30,2.4519993919127456,weighted_slope
2022-10-27,513030.SH,513030.SH,0.00846560846560851,0.00846560846560851,0.0,our_cost_0p1pct,False,247,30,2.472757058722589,weighted_slope
2022-10-28,513030.SH,513030.SH,-0.01049317943336836,-0.01049317943336836,0.0,our_cost_0p1pct,False,247,30,2.446809975210285,weighted_slope
2022-10-31,513030.SH,513030.SH,0.026511134676564074,0.026511134676564074,0.0,our_cost_0p1pct,False,247,30,2.5116776839910453,weighted_slope
2022-11-01,513030.SH,159941.SZ,0.0010929752066115572,0.0030991735537189147,2.0,our_cost_0p1pct,False,248,30,2.514422885426647,weighted_slope
2022-11-02,159941.SZ,513520.SH,-0.01596889580093319,-0.013996889580093375,2.0,our_cost_0p1pct,False,249,30,2.474270328369787,weighted_slope
2022-11-03,513520.SH,513030.SH,-0.012689386562804161,-0.010710808179162479,2.0,our_cost_0p1pct,False,250,30,2.4428733557122264,weighted_slope
2022-11-04,513030.SH,513030.SH,0.003171247357293794,0.003171247357293794,0.0,our_cost_0p1pct,False,250,30,2.450620311385732,weighted_slope
2022-11-07,513030.SH,513030.SH,0.02212855637513167,0.02212855637513167,0.0,our_cost_0p1pct,False,250,30,2.504849001100274,weighted_slope
2022-11-08,513030.SH,513030.SH,0.010309278350515427,0.010309278350515427,0.0,our_cost_0p1pct,False,250,30,2.5306721866786273,weighted_slope
2022-11-09,513030.SH,513030.SH,0.0173469387755103,0.0173469387755103,0.0,our_cost_0p1pct,False,250,30,2.574571602161828,weighted_slope
2022-11-10,513030.SH,513030.SH,-0.008024072216649913,-0.008024072216649913,0.0,our_cost_0p1pct,False,250,30,2.5539130536991457,weighted_slope
2022-11-11,513030.SH,513030.SH,0.05055611729019205,0.05055611729019205,0.0,our_cost_0p1pct,False,250,30,2.6830289815909123,weighted_slope
2022-11-14,513030.SH,513030.SH,-0.0009624639076033503,-0.0009624639076033503,0.0,our_cost_0p1pct,False,250,30,2.680446663033077,weighted_slope
2022-11-15,513030.SH,513520.SH,-7.707129094414178e-05,0.0019267822736031004,2.0,our_cost_0p1pct,False,251,30,2.6802400775484503,weighted_slope
2022-11-16,513520.SH,513520.SH,0.011406844106463865,0.011406844106463865,0.0,our_cost_0p1pct,False,251,30,2.710813158280942,weighted_slope
2022-11-17,513520.SH,513520.SH,0.006578947368421018,0.006578947368421018,0.0,our_cost_0p1pct,False,251,30,2.7286474553748956,weighted_slope
2022-11-18,513520.SH,513520.SH,-0.006535947712418166,-0.006535947712418166,0.0,our_cost_0p1pct,False,251,30,2.7108131582809425,weighted_slope
2022-11-21,513520.SH,513520.SH,-0.001879699248120259,-0.001879699248120259,0.0,our_cost_0p1pct,False,251,30,2.705717644825527,weighted_slope
2022-11-22,513520.SH,513520.SH,0.0037664783427495685,0.0037664783427495685,0.0,our_cost_0p1pct,False,251,30,2.715908671736358,weighted_slope
2022-11-23,513520.SH,513520.SH,0.009380863039399667,0.009380863039399667,0.0,our_cost_0p1pct,False,251,30,2.7413862390134347,weighted_slope
2022-11-24,513520.SH,513030.SH,0.014695167286245425,0.016728624535315983,2.0,our_cost_0p1pct,False,252,30,2.7816713683919483,weighted_slope
2022-11-25,513030.SH,513030.SH,0.008356545961002881,0.008356545961002881,0.0,our_cost_0p1pct,False,252,30,2.804916533030321,weighted_slope
2022-11-28,513030.SH,513030.SH,-0.006445672191528695,-0.006445672191528695,0.0,our_cost_0p1pct,False,252,30,2.7868369605338086,weighted_slope
2022-11-29,513030.SH,513030.SH,-0.009267840593141785,-0.009267840593141785,0.0,our_cost_0p1pct,False,252,30,2.7610089998245053,weighted_slope
2022-11-30,513030.SH,513030.SH,-0.005612722170252549,-0.005612722170252549,0.0,our_cost_0p1pct,False,252,30,2.7455122233989235,weighted_slope
2022-12-01,513030.SH,513030.SH,0.01411100658513642,0.01411100658513642,0.0,our_cost_0p1pct,False,252,30,2.784254164462878,weighted_slope
2022-12-02,513030.SH,513030.SH,-0.00927643784786647,-0.00927643784786647,0.0,our_cost_0p1pct,False,252,30,2.758426203753575,weighted_slope
2022-12-05,513030.SH,513030.SH,-0.004681647940074973,-0.004681647940074973,0.0,our_cost_0p1pct,False,252,30,2.745512223398923,weighted_slope
2022-12-06,513030.SH,513030.SH,-0.010348071495766553,-0.010348071495766553,0.0,our_cost_0p1pct,False,252,30,2.71710146661869,weighted_slope
2022-12-07,513030.SH,513030.SH,-0.013307984790874583,-0.013307984790874583,0.0,our_cost_0p1pct,False,252,30,2.680942321625665,weighted_slope
2022-12-08,513030.SH,159985.SZ,0.002807321772639648,0.00481695568400764,2.0,our_cost_0p1pct,False,253,30,2.688468589376356,weighted_slope
2022-12-09,159985.SZ,159985.SZ,0.009870129870129807,0.009870129870129807,0.0,our_cost_0p1pct,False,253,30,2.7150041235052655,weighted_slope
2022-12-12,159985.SZ,159985.SZ,-0.015432098765432167,-0.015432098765432167,0.0,our_cost_0p1pct,False,253,30,2.673105911722777,weighted_slope
2022-12-13,159985.SZ,159985.SZ,-0.002612330198537016,-0.002612330198537016,0.0,our_cost_0p1pct,False,253,30,2.6661228764256957,weighted_slope
2022-12-14,159985.SZ,159985.SZ,-0.007333682556312171,-0.007333682556312171,0.0,our_cost_0p1pct,False,253,30,2.646570377593868,weighted_slope
2022-12-15,159985.SZ,159985.SZ,0.0031662269129286713,0.0031662269129286713,0.0,our_cost_0p1pct,False,253,30,2.6549500199503653,weighted_slope
2022-12-16,159985.SZ,159985.SZ,0.007890583903208848,0.007890583903208848,0.0,our_cost_0p1pct,False,253,30,2.67589912584161,weighted_slope
2022-12-19,159985.SZ,159985.SZ,-0.013569937369519836,-0.013569937369519836,0.0,our_cost_0p1pct,False,253,30,2.639587342296786,weighted_slope
2022-12-20,159985.SZ,159985.SZ,0.0058201058201059475,0.0058201058201059475,0.0,our_cost_0p1pct,False,253,30,2.6549500199503657,weighted_slope
2022-12-21,159985.SZ,159985.SZ,0.008416622830089482,0.008416622830089482,0.0,our_cost_0p1pct,False,253,30,2.6772957329010265,weighted_slope
2022-12-22,159985.SZ,159985.SZ,0.006259780907668322,0.006259780907668322,0.0,our_cost_0p1pct,False,253,30,2.6940550176140223,weighted_slope
2022-12-23,159985.SZ,159985.SZ,0.0020736132711249855,0.0020736132711249855,0.0,our_cost_0p1pct,False,253,30,2.6996414458516877,weighted_slope
2022-12-26,159985.SZ,159985.SZ,0.022762545266425294,0.022762545266425294,0.0,our_cost_0p1pct,False,253,30,2.7610921564660047,weighted_slope
2022-12-27,159985.SZ,159985.SZ,0.004046535154274222,0.004046535154274222,0.0,our_cost_0p1pct,False,253,30,2.772265012941335,weighted_slope
2022-12-28,159985.SZ,159985.SZ,-0.012594458438287215,-0.012594458438287215,0.0,our_cost_0p1pct,False,253,30,2.7373498364559277,weighted_slope
2022-12-29,159985.SZ,159985.SZ,0.013265306122449028,0.013265306122449028,0.0,our_cost_0p1pct,False,253,30,2.7736616200007513,weighted_slope
2022-12-30,159985.SZ,159985.SZ,0.012084592145015005,0.012084592145015005,0.0,our_cost_0p1pct,False,253,30,2.807180189426742,weighted_slope
2023-01-03,159985.SZ,159985.SZ,0.0024875621890549926,0.0024875621890549926,0.0,our_cost_0p1pct,False,253,30,2.814163224723824,weighted_slope
2023-01-04,159985.SZ,159985.SZ,-0.02034739454094303,-0.02034739454094303,0.0,our_cost_0p1pct,False,253,30,2.756902335287756,weighted_slope
2023-01-05,159985.SZ,159985.SZ,-0.010131712259371817,-0.010131712259371817,0.0,our_cost_0p1pct,False,253,30,2.72897019409943,weighted_slope
2023-01-06,159985.SZ,159985.SZ,-0.008188331627430934,-0.008188331627430934,0.0,our_cost_0p1pct,False,253,30,2.7066244811487694,weighted_slope
2023-01-09,159985.SZ,159985.SZ,0.005675954592363253,0.005675954592363253,0.0,our_cost_0p1pct,False,253,30,2.7219871588023485,weighted_slope
2023-01-10,159985.SZ,159915.SZ,-0.012241149307337107,-0.01026167265264244,2.0,our_cost_0p1pct,False,254,30,2.688666907578795,weighted_slope
2023-01-11,159915.SZ,159915.SZ,-0.011245314452311361,-0.011245314452311361,0.0,our_cost_0p1pct,False,254,30,2.6584320027455477,weighted_slope
2023-01-12,159915.SZ,159915.SZ,0.0033698399326032025,0.0033698399326032025,0.0,our_cost_0p1pct,False,254,30,2.66739049306651,weighted_slope
2023-01-13,159915.SZ,159915.SZ,0.014693534844668177,0.014693534844668177,0.0,our_cost_0p1pct,False,254,30,2.7065838882207194,weighted_slope
2023-01-16,159915.SZ,159915.SZ,0.018618121638394936,0.018618121638394936,0.0,our_cost_0p1pct,False,254,30,2.7569753962761325,weighted_slope
2023-01-17,159915.SZ,159915.SZ,0.0032493907392363575,0.0032493907392363575,0.0,our_cost_0p1pct,False,254,30,2.765933886597095,weighted_slope
2023-01-18,159915.SZ,159915.SZ,-0.0008097165991903799,-0.0008097165991903799,0.0,our_cost_0p1pct,False,254,30,2.763694264016854,weighted_slope
2023-01-19,159915.SZ,159915.SZ,0.011345218800648205,0.011345218800648205,0.0,our_cost_0p1pct,False,254,30,2.7950489801402214,weighted_slope
2023-01-20,159915.SZ,159915.SZ,0.004407051282051322,0.004407051282051322,0.0,our_cost_0p1pct,False,254,30,2.807366904331545,weighted_slope
2023-01-30,159915.SZ,159915.SZ,0.01037096130833648,0.01037096130833648,0.0,our_cost_0p1pct,False,254,30,2.836481997874672,weighted_slope
2023-01-31,159915.SZ,159915.SZ,-0.010264508487958901,-0.010264508487958901,0.0,our_cost_0p1pct,False,254,30,2.807366904331545,weighted_slope
2023-02-01,159915.SZ,159915.SZ,0.011966493817311408,0.011966493817311408,0.0,our_cost_0p1pct,False,254,30,2.840961243035153,weighted_slope
2023-02-02,159915.SZ,159915.SZ,-0.005124162396531351,-0.005124162396531351,0.0,our_cost_0p1pct,False,254,30,2.8264036962635894,weighted_slope
2023-02-03,159915.SZ,159915.SZ,-0.009508716323296418,-0.009508716323296418,0.0,our_cost_0p1pct,False,254,30,2.7995282253007026,weighted_slope
2023-02-06,159915.SZ,159915.SZ,-0.012800000000000034,-0.012800000000000034,0.0,our_cost_0p1pct,False,254,30,2.7636942640168534,weighted_slope
2023-02-07,159915.SZ,159941.SZ,-0.004830632090761844,-0.002836304700162162,2.0,our_cost_0p1pct,False,255,30,2.750343873816039,weighted_slope
2023-02-08,159941.SZ,159941.SZ,0.016793893129771087,0.016793893129771087,0.0,our_cost_0p1pct,False,255,30,2.796532854903026,weighted_slope
2023-02-09,159941.SZ,159941.SZ,-0.012012012012012074,-0.012012012012012074,0.0,our_cost_0p1pct,False,255,30,2.7629408686579446,weighted_slope
2023-02-10,159941.SZ,159941.SZ,-0.015197568389057725,-0.015197568389057725,0.0,our_cost_0p1pct,False,255,30,2.720950885851593,weighted_slope
2023-02-13,159941.SZ,159941.SZ,-0.0030864197530864335,-0.0030864197530864335,0.0,our_cost_0p1pct,False,255,30,2.712552889290323,weighted_slope
2023-02-14,159941.SZ,159941.SZ,0.01393188854489158,0.01393188854489158,0.0,our_cost_0p1pct,False,255,30,2.750343873816039,weighted_slope
2023-02-15,159941.SZ,159941.SZ,0.003053435114503733,0.003053435114503733,0.0,our_cost_0p1pct,False,255,30,2.758741870377309,weighted_slope
2023-02-16,159941.SZ,159941.SZ,0.021308980213089912,0.021308980213089912,0.0,our_cost_0p1pct,False,255,30,2.8175278463062017,weighted_slope
2023-02-17,159941.SZ,159941.SZ,-0.0253353204172877,-0.0253353204172877,0.0,our_cost_0p1pct,False,255,30,2.7461448755354034,weighted_slope
2023-02-20,159941.SZ,159941.SZ,0.0,0.0,0.0,our_cost_0p1pct,False,255,30,2.7461448755354034,weighted_slope
2023-02-21,159941.SZ,159941.SZ,-0.003058103975535187,-0.003058103975535187,0.0,our_cost_0p1pct,False,255,30,2.737746878974133,weighted_slope
2023-02-22,159941.SZ,159941.SZ,-0.016871165644171793,-0.016871165644171793,0.0,our_cost_0p1pct,False,255,30,2.691557897887146,weighted_slope
2023-02-23,159941.SZ,159941.SZ,0.006240249609984483,0.006240249609984483,0.0,our_cost_0p1pct,False,255,30,2.7083538910096867,weighted_slope
2023-02-24,159941.SZ,513030.SH,0.0010945736434107012,0.0031007751937983663,2.0,our_cost_0p1pct,False,256,30,2.7113183837958146,weighted_slope
2023-02-27,513030.SH,513030.SH,-0.01938325991189427,-0.01938325991189427,0.0,our_cost_0p1pct,False,256,30,2.658764194858803,weighted_slope
2023-02-28,513030.SH,513030.SH,0.010781671159029615,0.010781671159029615,0.0,our_cost_0p1pct,False,256,30,2.6874301160971727,weighted_slope
2023-03-01,513030.SH,513030.SH,0.000888888888888717,0.000888888888888717,0.0,our_cost_0p1pct,False,256,30,2.6898189428670363,weighted_slope
2023-03-02,513030.SH,513030.SH,-0.010657193605683624,-0.010657193605683624,0.0,our_cost_0p1pct,False,256,30,2.661153021628667,weighted_slope
2023-03-03,513030.SH,513030.SH,0.007181328545780907,0.007181328545780907,0.0,our_cost_0p1pct,False,256,30,2.68026363578758,weighted_slope
2023-03-06,513030.SH,513030.SH,0.01960784313725461,0.01960784313725461,0.0,our_cost_0p1pct,False,256,30,2.7328178247245907,weighted_slope
2023-03-07,513030.SH,513030.SH,0.011363636363636465,0.011363636363636465,0.0,our_cost_0p1pct,False,256,30,2.763872572732825,weighted_slope
2023-03-08,513030.SH,513030.SH,-0.018150388936905903,-0.018150388936905903,0.0,our_cost_0p1pct,False,256,30,2.713707210565677,weighted_slope
2023-03-09,513030.SH,513520.SH,0.005028169014084538,0.007042253521126751,2.0,our_cost_0p1pct,False,257,30,2.7273521890751415,weighted_slope
2023-03-10,513520.SH,513520.SH,-0.012820512820512886,-0.012820512820512886,0.0,our_cost_0p1pct,False,257,30,2.6923861353690497,weighted_slope
2023-03-13,513520.SH,513520.SH,-0.00927643784786647,-0.00927643784786647,0.0,our_cost_0p1pct,False,257,30,2.667410382721841,weighted_slope
2023-03-14,513520.SH,518880.SH,-0.0216235955056181,-0.01966292134831471,2.0,our_cost_0p1pct,False,258,30,2.609731379558378,weighted_slope
2023-03-15,518880.SH,518880.SH,-0.0007242877836793893,-0.0007242877836793893,0.0,our_cost_0p1pct,False,258,30,2.6078411830014794,weighted_slope
2023-03-16,518880.SH,518880.SH,0.008456148828219323,0.008456148828219323,0.0,our_cost_0p1pct,False,258,30,2.6298934761652992,weighted_slope
2023-03-17,518880.SH,518880.SH,0.005749880210828895,0.005749880210828895,0.0,our_cost_0p1pct,False,258,30,2.64501504862049,weighted_slope
2023-03-20,518880.SH,518880.SH,0.030728918532634486,0.030728918532634486,0.0,our_cost_0p1pct,False,258,30,2.7262935005671416,weighted_slope
2023-03-21,518880.SH,518880.SH,-0.00947538710422935,-0.00947538710422935,0.0,our_cost_0p1pct,False,258,30,2.7004608142895234,weighted_slope
2023-03-22,518880.SH,518880.SH,-0.01469902006532886,-0.01469902006532886,0.0,our_cost_0p1pct,False,258,30,2.6607666865946475,weighted_slope
2023-03-23,518880.SH,518880.SH,0.007103954534690926,0.007103954534690926,0.0,our_cost_0p1pct,False,258,30,2.679668652163636,weighted_slope
2023-03-24,518880.SH,518880.SH,0.005172819186456623,0.005172819186456623,0.0,our_cost_0p1pct,False,258,30,2.693530093580894,weighted_slope
2023-03-27,518880.SH,518880.SH,-0.006783625730994114,-0.006783625730994114,0.0,our_cost_0p1pct,False,258,30,2.6752581935308717,weighted_slope
2023-03-28,518880.SH,518880.SH,-0.004945831370702036,-0.004945831370702036,0.0,our_cost_0p1pct,False,258,30,2.662026817632579,weighted_slope
2023-03-29,518880.SH,518880.SH,0.0035502958579882726,0.0035502958579882726,0.0,our_cost_0p1pct,False,258,30,2.671477800417074,weighted_slope
2023-03-30,518880.SH,159941.SZ,-0.00011698113207536665,0.0018867924528302993,2.0,our_cost_0p1pct,False,259,30,2.671165287919667,weighted_slope
2023-03-31,159941.SZ,159941.SZ,0.004405286343612369,0.004405286343612369,0.0,our_cost_0p1pct,False,259,30,2.682932535884071,weighted_slope
