date,position,asset_return,base_weight,trade_count,return_1x,nav_1x,scale_15,weight_15,return_15,nav_15,scale_17,weight_17,return_17,nav_17,scale_19,weight_19,return_19,nav_19,scale_21,weight_21,return_21,nav_21,scale_23,weight_23,return_23,nav_23,scale_25,weight_25,return_25,nav_25
2017-11-20,159941.SZ,-0.006521739130434745,1.0,60,-0.006521739130434745,1.4217216275153006,1.437339978413153,1.437339978413153,-0.009373956380955293,1.3985881117756989,1.5,1.5,-0.009782608695652117,1.3985470530976845,1.5,1.5,-0.009782608695652117,1.3858929487792262,1.5,1.5,-0.009782608695652117,1.385219179778699,1.5,1.5,-0.009782608695652117,1.3922873729858676,1.5,1.5,-0.009782608695652117,1.4047796747271608
2017-11-21,159941.SZ,0.002188183807440014,1.0,60,0.002188183807440014,1.424832615759317,1.4859984901905186,1.4859984901905186,0.0032516378341152013,1.4031358137942924,1.5,1.5,0.003282275711160021,1.4031374701209816,1.5,1.5,0.003282275711160021,1.3904418315432723,1.5,1.5,0.003282275711160021,1.3897658510471198,1.5,1.5,0.003282275711160021,1.3968572440131741,1.5,1.5,0.003282275711160021,1.4093905489330492
2017-11-22,159941.SZ,0.01091703056768556,1.0,60,0.01091703056768556,1.440387556979397,1.4908981435670623,1.4908981435670623,0.016276180606627274,1.4259735057152352,1.5,1.5,0.01637554585152834,1.4261146120989454,1.5,1.5,0.01637554585152834,1.4132110755095924,1.5,1.5,0.01637554585152834,1.4125240254638303,1.5,1.5,0.01637554585152834,1.4197315438605516,1.5,1.5,0.01637554585152834,1.4324700884898132
2017-11-23,159941.SZ,-0.005759539236861011,1.0,60,-0.005759539236861011,1.4320915883286878,1.4692729466035155,1.4692729466035155,-0.00846233518562134,1.4139064399440573,1.5,1.5,-0.008639308855291516,1.4137939675019784,1.5,1.5,-0.008639308855291516,1.4010019085505463,1.5,1.5,-0.008639308855291516,1.4003207941423286,1.5,1.5,-0.008639308855291516,1.4074660445615403,1.5,1.5,-0.008639308855291516,1.420094536969383
2017-11-24,159941.SZ,0.0007241129616220032,1.0,60,0.0007241129616220032,1.4331285844100263,1.4674367245474025,1.4674367245474025,0.0010625899526049115,1.4154088427210652,1.5,1.5,0.0010861694424330048,1.415329587307375,1.5,1.5,0.0010861694424330048,1.402523634012404,1.5,1.5,0.0010861694424330048,1.4018417797985294,1.5,1.5,0.0010861694424330048,1.408994791170405,1.5,1.5,0.0010861694424330048,1.421637000260805
2017-11-27,159941.SZ,0.0021707670043416005,1.0,60,0.0021707670043416005,1.4362395726540425,1.4920837547096926,1.4920837547096926,0.003238966182437927,1.4199933040969623,1.5,1.5,0.003256150506512401,1.419938113459968,1.5,1.5,0.003256150506512401,1.4070904620536893,1.5,1.5,0.003256150506512401,1.406406387619871,1.5,1.5,0.003256150506512401,1.4135826902733482,1.5,1.5,0.003256150506512401,1.426266064299281
2017-11-28,159941.SZ,-0.0007220216606499408,1.0,60,-0.0007220216606499408,1.4352025765727037,1.4917138618710455,1.4917138618710455,-0.0010770497197626686,1.41846390070672,1.5,1.5,-0.0010830324909749112,1.4184002743479172,1.5,1.5,-0.0010830324909749112,1.4055665373655442,1.5,1.5,-0.0010830324909749112,1.404883203806564,1.5,1.5,-0.0010830324909749112,1.4120517342911023,1.5,1.5,-0.0010830324909749112,1.42472137181087
2017-11-29,159941.SZ,0.00867052023121384,1.0,60,0.00867052023121384,1.4476465295487675,1.4917426431156824,1.4917426431156824,0.012934184766898933,1.4368105748836368,1.5,1.5,0.013005780346820761,1.4368476767599563,1.5,1.5,0.013005780346820761,1.4238470270133616,1.5,1.5,0.013005780346820761,1.4231548061682098,1.5,1.5,0.013005780346820761,1.4304165689856396,1.5,1.5,0.013005780346820761,1.4432509850280633
2017-11-30,159941.SZ,-0.012893982808022897,1.0,60,-0.012893982808022897,1.4289806000846716,1.4805247357648976,1.4805247357648976,-0.01908986048980523,1.4093820614588315,1.5,1.5,-0.019340974212034345,1.4090576428971207,1.5,1.5,-0.019340974212034345,1.3963084383820146,1.5,1.5,-0.019340974212034345,1.3956296057623778,1.5,1.5,-0.019340974212034345,1.4027509190124219,1.5,1.5,-0.019340974212034345,1.4153371049451424
2017-12-01,159941.SZ,0.0065312046444123695,1.0,60,0.0065312046444123695,1.4383135648167198,1.4482875984271786,1.4482875984271786,0.009459062689292426,1.422713494731335,1.5,1.5,0.009796806966618554,1.4228619086294223,1.5,1.5,0.009796806966618554,1.4099878026187038,1.5,1.5,0.009796806966618554,1.4093023196069299,1.5,1.5,0.009796806966618554,1.4164933989882333,1.5,1.5,0.009796806966618554,1.4292028893549826
2017-12-04,159941.SZ,0.00432588320115368,1.0,60,0.00432588320115368,1.4445355413047518,1.445118689028028,1.445118689028028,0.006251414660539575,1.4316074667300458,1.5,1.5,0.0064888248017305195,1.4320946102715746,1.5,1.5,0.0064888248017305195,1.4191369664424736,1.5,1.5,0.0064888248017305195,1.4184470354515317,1.5,1.5,0.0064888248017305195,1.4256847764870757,1.5,1.5,0.0064888248017305195,1.438476736510134
2017-12-05,159941.SZ,-0.023689877961234673,1.0,60,-0.023689877961234673,1.4103146706205762,1.4487124358733252,1.4487124358733252,-0.03431982080676209,1.382474955006248,1.5,1.5,-0.03553481694185201,1.3812053904521613,1.5,1.5,-0.03553481694185201,1.3687081941245252,1.5,1.5,-0.03553481694185201,1.368042779705049,1.5,1.5,-0.03553481694185201,1.3750233289378222,1.5,1.5,-0.03553481694185201,1.3873607290031338
2017-12-06,159941.SZ,-0.0022058823529412797,1.0,60,-0.0022058823529412797,1.4072036823765601,1.338357139786409,1.338357139786409,-0.002952258396587805,1.3783935317122584,1.5,1.5,-0.0033088235294119195,1.3766352255572827,1.5,1.5,-0.0033088235294119195,1.364179380246907,1.5,1.5,-0.0033088235294119195,1.3635161675663188,1.5,1.5,-0.0033088235294119195,1.3704736193935425,1.5,1.5,-0.0033088235294119195,1.3827701971792261
2017-12-07,159941.SZ,0.005158437730287568,1.0,60,0.005158437730287568,1.414462654945931,1.3402034993574137,1.3402034993574137,0.006913356297348713,1.387922857314946,1.5,1.5,0.0077376565954313525,1.3872871561898192,1.5,1.5,0.0077376565954313525,1.3747349318258262,1.5,1.5,0.0077376565954313525,1.3740665874332658,1.5,1.5,0.0077376565954313525,1.3810778736335079,1.5,1.5,0.0077376565954313525,1.393469598115396
2017-12-08,CASH,0.011730205278592143,1.0,61,0.011730205278592143,1.4310545922473492,1.3407256596500126,1.3407256596500126,0.01572698720997051,1.409750702340364,1.5,1.5,0.017595307917888214,1.4116969008735105,1.5,1.5,0.017595307917888214,1.3989238162567785,1.5,1.5,0.017595307917888214,1.3982437121388358,1.5,1.5,0.017595307917888214,1.4053783640786717,1.5,1.5,0.017595307917888214,1.417988124768452
2017-12-11,CASH,0.0,0.0,61,0.0,1.4310545922473492,1.3234216979445765,0.0,0.0,1.409750702340364,1.499877924337187,0.0,0.0,1.4116969008735105,1.5,0.0,0.0,1.3989238162567785,1.5,0.0,0.0,1.3982437121388358,1.5,0.0,0.0,1.4053783640786717,1.5,0.0,0.0,1.417988124768452
2017-12-12,159941.SZ,0.0,0.0,62,0.0,1.4310545922473492,1.3238177970919551,0.0,0.0,1.409750702340364,1.5,0.0,0.0,1.4116969008735105,1.5,0.0,0.0,1.3989238162567785,1.5,0.0,0.0,1.3982437121388358,1.5,0.0,0.0,1.4053783640786717,1.5,0.0,0.0,1.417988124768452
2017-12-13,159941.SZ,-0.0014336917562723928,1.0,62,-0.0014336917562723928,1.4290029010756684,1.3339500413512329,1.3339500413512329,-0.0019124731775644799,1.4070545919350852,1.5,1.5,-0.002150537634408589,1.408660993559804,1.5,1.5,-0.002150537634408589,1.3959153779422477,1.5,1.5,-0.002150537634408589,1.395236736413806,1.5,1.5,-0.002150537634408589,1.4023560450161368,1.5,1.5,-0.002150537634408589,1.4149386879409929
2017-12-14,159941.SZ,0.001435750179468842,1.0,62,0.001435750179468842,1.4310545922473492,1.3349493430051442,1.3349493430051442,0.0019166537588014487,1.4097514284075563,1.5,1.5,0.002153625269203263,1.4116947214712756,1.5,1.5,0.002153625269203263,1.3989216565738538,1.5,1.5,0.002153625269203263,1.3982415535058677,1.5,1.5,0.002153625269203263,1.4053761944311036,1.5,1.5,0.002153625269203263,1.4179859356537161
2017-12-15,159941.SZ,0.0007168458781361409,1.0,62,0.0007168458781361409,1.4320804378331895,1.3402508124538108,1.3402508124538108,0.0009607532705761283,1.4111058517030983,1.5,1.5,0.0010752688172042113,1.4132126727846854,1.5,1.5,0.0010752688172042113,1.4004258734088793,1.5,1.5,0.0010752688172042113,1.3997450390472717,1.5,1.5,0.0010752688172042113,1.4068873516294165,1.5,1.5,0.0010752688172042113,1.4195106517135587
2017-12-18,513030.SH,0.002865329512893977,1.0,63,0.002865329512893977,1.436183820176551,1.351523108310296,1.351523108310296,0.0038725590495996944,1.4165704424390542,1.5,1.5,0.004297994269340966,1.4192866527536738,1.5,1.5,0.004297994269340966,1.4064448957874274,1.5,1.5,0.004297994269340966,1.4057611352036352,1.5,1.5,0.004297994269340966,1.4129341454043278,1.5,1.5,0.004297994269340966,1.4256117003598918
2017-12-19,513030.SH,0.011092150170648463,1.0,63,0.011092150170648463,1.452114186782605,1.3511669153543462,1.3511669153543462,0.014987346330722268,1.4378010742617526,1.5,1.5,0.016638225255972694,1.442901063784985,1.5,1.5,0.016638225255972694,1.4298456427736517,1.5,1.5,0.016638225255972694,1.429150505627245,1.5,1.5,0.016638225255972694,1.4364428619874203,1.5,1.5,0.016638225255972694,1.44933134895803
2017-12-20,159941.SZ,-0.005907172995780696,1.0,64,-0.005907172995780696,1.4435362970716528,1.3420475644617456,1.3420475644617456,-0.007927707131841677,1.426402608431158,1.5,1.5,-0.008860759493671044,1.4301158644856242,1.5,1.5,-0.008860759493671044,1.4171761244199608,1.5,1.5,-0.008860759493671044,1.4164871467166238,1.5,1.5,-0.008860759493671044,1.4237148872609493,1.5,1.5,-0.008860759493671044,1.4364891724482751
2017-12-21,159941.SZ,-0.01134751773049647,1.0,64,-0.01134751773049647,1.427155743346017,1.3405229576863813,1.3405229576863813,-0.015211608030483782,1.4047047310580436,1.5,1.5,-0.017021276595744705,1.405773466792252,1.5,1.5,-0.017021276595744705,1.393053977621323,1.5,1.5,-0.017021276595744705,1.392376727198043,1.5,1.5,-0.017021276595744705,1.3994814423714013,1.5,1.5,-0.017021276595744705,1.4120382929172406
2017-12-22,159941.SZ,0.0007173601147776321,1.0,64,0.0007173601147776321,1.4281795279538692,1.3259330634397775,1.3259330634397775,0.0009511714945766161,1.406040846156523,1.5,1.5,0.001076040172166448,1.407286135515486,1.5,1.5,0.001076040172166448,1.3945529596632398,1.5,1.5,0.001076040172166448,1.3938749804912975,1.5,1.5,0.001076040172166448,1.4009873406235942,1.5,1.5,0.001076040172166448,1.4135577028450568
2017-12-25,159941.SZ,0.0014336917562725038,1.0,64,0.0014336917562725038,1.4302270971695739,1.3416354629222114,1.3416354629222114,0.0019234917031144187,1.408745354058345,1.5,1.5,0.0021505376344087557,1.4103125573122939,1.5,1.5,0.0021505376344087557,1.397551998286172,1.5,1.5,0.0021505376344087557,1.396872561094505,1.5,1.5,0.0021505376344087557,1.4040002166249357,1.5,1.5,0.0021505376344087557,1.4165976118834336
2017-12-26,159941.SZ,0.0007158196134573469,1.0,64,0.0007158196134573469,1.431250881777426,1.3992568750017351,1.3992568750017351,0.0010016155153912772,1.4101563752622053,1.5,1.5,0.0010737294201860204,1.4118268513967378,1.5,1.5,0.0010737294201860204,1.3990525909829714,1.5,1.5,0.0010737294201860204,1.3983724242596025,1.5,1.5,0.0010737294201860204,1.4055077329634733,1.5,1.5,0.0010737294201860204,1.418118654415878
2017-12-27,159941.SZ,-0.010014306151645225,1.0,64,-0.010014306151645225,1.4169178972674947,1.4099983959895583,1.4099983959895583,-0.014120155610768135,1.3902447478079862,1.5,1.5,-0.015021459227467837,1.3906191519122375,1.5,1.5,-0.015021459227467837,1.3780367795304376,1.5,1.5,-0.015021459227467837,1.3773668299037716,1.5,1.5,-0.015021459227467837,1.3843949558588717,1.5,1.5,-0.015021459227467837,1.3968164428688583
2017-12-28,159941.SZ,0.0014450867052022698,1.0,64,0.0014450867052022698,1.4189654664831992,1.3976784904935415,1.3976784904935415,0.0020197666047593937,1.393052717722051,1.5,1.5,0.0021676300578034047,1.3936334997848794,1.5,1.5,0.0021676300578034047,1.3810238534745063,1.5,1.5,0.0021676300578034047,1.3803524516448922,1.5,1.5,0.0021676300578034047,1.3873958119770626,1.5,1.5,0.0021676300578034047,1.3998442241756548
2017-12-29,159941.SZ,0.0,1.0,64,0.0,1.4189654664831992,1.4017403887497644,1.4017403887497644,0.0,1.393052717722051,1.5,1.5,0.0,1.3936334997848794,1.5,1.5,0.0,1.3810238534745063,1.5,1.5,0.0,1.3803524516448922,1.5,1.5,0.0,1.3873958119770626,1.5,1.5,0.0,1.3998442241756548
2018-01-02,159941.SZ,0.00793650793650813,1.0,64,0.00793650793650813,1.430227097169574,1.4084394737669108,1.4084394737669108,0.011178091061642421,1.4086243878544165,1.5,1.5,0.011904761904762196,1.4102243747823189,1.5,1.5,0.011904761904762196,1.3974646136349176,1.5,1.5,0.011904761904762196,1.3967852189263796,1.5,1.5,0.011904761904762196,1.4039124287863138,1.5,1.5,0.011904761904762196,1.4165090363682227
2018-01-03,159941.SZ,0.0007158196134573469,1.0,64,0.0007158196134573469,1.4312508817774263,1.4207056230683448,1.4207056230683448,0.0010169689499414617,1.4100569151189948,1.5,1.5,0.0010737294201860204,1.4117385741825859,1.5,1.5,0.0010737294201860204,1.3989651125042462,1.5,1.5,0.0010737294201860204,1.3982849883096218,1.5,1.5,0.0010737294201860204,1.4054198508644664,1.5,1.5,0.0010737294201860204,1.4180299837945305
2018-01-04,159941.SZ,0.007153075822603716,1.0,64,0.007153075822603716,1.4414887278559487,1.4206810295906844,1.4206810295906844,0.01016223912439688,1.4243862506694436,1.5,1.5,0.010729613733905574,1.4268859837768195,1.5,1.5,0.010729613733905574,1.4139754677886263,1.5,1.5,0.010729613733905574,1.4132880461241026,1.5,1.5,0.010729613733905574,1.420499462998205,1.5,1.5,0.010729613733905574,1.433244897783742
2018-01-05,159941.SZ,-0.005681818181818232,1.0,64,-0.005681818181818232,1.4332984509931308,1.428210307716094,1.428210307716094,-0.008114831293841515,1.4128275965479937,1.5,1.5,-0.008522727272727348,1.4147250236878126,1.5,1.5,-0.008522727272727348,1.4019245405063367,1.5,1.5,-0.008522727272727348,1.4012429775491813,1.5,1.5,-0.008522727272727348,1.4083929334840157,1.5,1.5,-0.008522727272727348,1.4210297424049032
2018-01-08,518880.SH,0.012142857142857233,1.0,65,0.012142857142857233,1.450702789326619,1.4322853863852731,1.4322853863852731,0.017392036834678444,1.4373995461482068,1.5,1.5,0.01821428571428585,1.4404932294764123,1.5,1.5,0.01821428571428585,1.4274595946369881,1.5,1.5,0.01821428571428585,1.4267656174973988,1.5,1.5,0.01821428571428585,1.434045804772475,1.5,1.5,0.01821428571428585,1.4469127841415643
2018-01-09,518880.SH,0.00219780219780219,1.0,65,0.00219780219780219,1.4538911471053586,1.4102542172317176,1.4102542172317176,0.003099459818091676,1.4418547082840363,1.5,1.5,0.003296703296703285,1.445242108254906,1.5,1.5,0.003296703296703285,1.4321655053885387,1.5,1.5,0.003296703296703285,1.4314692404122253,1.5,1.5,0.003296703296703285,1.4387734283046918,1.5,1.5,0.003296703296703285,1.451682826287086
2018-01-10,518880.SH,-0.0025584795321638154,1.0,65,-0.0025584795321638154,1.4501713963634955,1.424013275233954,1.424013275233954,-0.0036433088182156294,1.4366015863107593,1.5,1.5,-0.003837719298245723,1.4396956747254188,1.5,1.5,-0.003837719298245723,1.4266692561902272,1.5,1.5,-0.003837719298245723,1.4259756632834502,1.5,1.5,-0.003837719298245723,1.4332518197530837,1.5,1.5,-0.003837719298245723,1.446111675089712
2018-01-11,518880.SH,0.0018321729571271206,1.0,65,0.0018321729571271206,1.452828361179112,1.435869938568986,1.435869938568986,0.002630762071397876,1.4403809432757357,1.5,1.5,0.002748259435690681,1.443652331948006,1.5,1.5,0.002748259435690681,1.4305901134351617,1.5,1.5,0.002748259435690681,1.429894614355134,1.5,1.5,0.002748259435690681,1.437190767590441,1.5,1.5,0.002748259435690681,1.4500859651458398
2018-01-12,518880.SH,0.014630577907827291,1.0,65,0.014630577907827291,1.474084079704044,1.4361298796289999,1.4361298796289999,0.021011410089670713,1.470645377960249,1.5,1.5,0.021945866861740937,1.4753345338195787,1.5,1.5,0.021945866861740937,1.4619856535983327,1.5,1.5,0.021945866861740937,1.4612748911880922,1.5,1.5,0.021945866861740937,1.468731164830904,1.5,1.5,0.021945866861740937,1.4819093586750094
2018-01-15,518880.SH,0.0032444124008650377,1.0,65,0.0032444124008650377,1.4788666163721536,1.4041497143841983,1.4041497143841983,0.004555640746019194,1.4773451099670296,1.5,1.5,0.0048666186012975565,1.4825144243050017,1.5,1.5,0.0048666186012975565,1.4691005801749644,1.5,1.5,0.0048666186012975565,1.468386358755157,1.5,1.5,0.0048666186012975565,1.4758789192379755,1.5,1.5,0.0048666186012975565,1.489121246325374
2018-01-16,518880.SH,-0.0007186489399927387,1.0,65,-0.0007186489399927387,1.4778038304459071,1.4053772553523132,1.4053772553523132,-0.0010099728748488442,1.4758530314791725,1.5,1.5,-0.001077973409989108,1.4809163131756757,1.5,1.5,-0.001077973409989108,1.4675169288129362,1.5,1.5,-0.001077973409989108,1.4668034773048284,1.5,1.5,-0.001077973409989108,1.4742879610066737,1.5,1.5,-0.001077973409989108,1.4875160132175855
2018-01-17,518880.SH,-0.002517080186983156,1.0,65,-0.002517080186983156,1.474084079704044,1.4440843304758433,1.4440843304758433,-0.0036348760565735813,1.4704884886320273,1.5,1.5,-0.003775620280474734,1.4753249355099638,1.5,1.5,-0.003775620280474734,1.46197614213457,1.5,1.5,-0.003775620280474734,1.4612653843484453,1.5,1.5,-0.003775620280474734,1.4687216094818372,1.5,1.5,-0.003775620280474734,1.4818997175905504
2018-01-18,518880.SH,-0.0054073540014419885,1.0,65,-0.0054073540014419885,1.4661131852571945,1.4661440532871453,1.4661440532871453,-0.007927959913232622,1.4588305148412826,1.5,1.5,-0.008111031002162983,1.4633585292197784,1.5,1.5,-0.008111031002162983,1.450118008321294,1.5,1.5,-0.008111031002162983,1.4494130155136074,1.5,1.5,-0.008111031002162983,1.4568087629737831,1.5,1.5,-0.008111031002162983,1.4698799830390767
2018-01-19,518880.SH,-0.002899601304820587,1.0,65,-0.002899601304820587,1.4618620415522081,1.4648972531535913,1.4648972531535913,-0.004247617986672247,1.4526339601069365,1.5,1.5,-0.004349401957230881,1.4569937947686593,1.5,1.5,-0.004349401957230881,1.4438108622176855,1.5,1.5,-0.004349401957230881,1.4431089357070965,1.5,1.5,-0.004349401957230881,1.450472516088794,1.5,1.5,-0.004349401957230881,1.4634868841639521
2018-01-22,518880.SH,0.0010905125408942062,1.0,65,0.0010905125408942062,1.463456220441578,1.4962426208945523,1.4962426208945523,0.0016316713423059248,1.4550041813105032,1.5,1.5,0.0016357688113413094,1.4593770997764597,1.5,1.5,0.0016357688113413094,1.446172602995577,1.5,1.5,0.0016357688113413094,1.4454695282954941,1.5,1.5,0.0016357688113413094,1.4528451537923197,1.5,1.5,0.0016357688113413094,1.4658808103648746
2018-01-23,159941.SZ,0.002904865649963728,1.0,66,0.002904865649963728,1.4677073641465646,1.5,1.5,0.004357298474945592,1.461344068810767,1.5,1.5,0.004357298474945592,1.465736041387686,1.5,1.5,0.004357298474945592,1.4524740086731178,1.5,1.5,0.004357298474945592,1.4517678704667165,1.5,1.5,0.004357298474945592,1.459175633765271,1.5,1.5,0.004357298474945592,1.4722680905843295
2018-01-24,159941.SZ,0.009575923392612928,1.0,66,0.009575923392612928,1.4817620174284059,1.5,1.5,0.014363885088919393,1.4823346470905387,1.5,1.5,0.014363885088919393,1.4867897054568664,1.5,1.5,0.014363885088919393,1.4733371784283407,1.5,1.5,0.014363885088919393,1.4726208973338857,1.5,1.5,0.014363885088919393,1.4801350648932265,1.5,1.5,0.014363885088919393,1.4934155802575655
2018-01-25,159941.SZ,-0.011517615176151685,1.0,66,-0.011517615176151685,1.4646956527290274,1.5,1.5,-0.017276422764227528,1.4567252070493406,1.5,1.5,-0.017276422764227528,1.4611032979438923,1.5,1.5,-0.017276422764227528,1.4478831824595586,1.5,1.5,-0.017276422764227528,1.4471792761401094,1.5,1.5,-0.017276422764227528,1.4545636257639738,1.5,1.5,-0.017276422764227528,1.4676147013303518
2018-01-26,159941.SZ,0.004112405757368043,1.0,66,0.004112405757368043,1.4707190755641022,1.5,1.5,0.006168608636052064,1.4657111747418998,1.5,1.5,0.006168608636052064,1.470116272365753,1.5,1.5,0.006168608636052064,1.456814607162873,1.5,1.5,0.006168608636052064,1.4561063587208227,1.5,1.5,0.006168608636052064,1.4635362595075485,1.5,1.5,0.006168608636052064,1.476667842051375
2018-01-29,159941.SZ,0.00887372013651877,1.0,66,0.00887372013651877,1.4837698250400977,1.5,1.5,0.013310580204778155,1.4852206408903414,1.5,1.5,0.013310580204778155,1.489684372919427,1.5,1.5,0.013310580204778155,1.4762056548350067,1.5,1.5,0.013310580204778155,1.4754879791952638,1.5,1.5,0.013310580204778155,1.4830167762723248,1.5,1.5,0.013310580204778155,1.4963231477988166
2018-01-30,159941.SZ,-0.008119079837618393,1.0,66,-0.008119079837618393,1.471722979369948,1.5,1.5,-0.012178619756427589,1.4671327034505404,1.5,1.5,-0.012178619756427589,1.471542073384549,1.5,1.5,-0.012178619756427589,1.458227507482483,1.5,1.5,-0.012178619756427589,1.457518572141465,1.5,1.5,-0.012178619756427589,1.464955678861701,1.5,1.5,-0.012178619756427589,1.478099997149034
2018-01-31,159941.SZ,-0.010914051841746208,1.0,66,-0.010914051841746208,1.4556605184764153,1.5,1.5,-0.016371077762619313,1.4431141598742696,1.5,1.5,-0.016371077762619313,1.4474513436702043,1.5,1.5,-0.016371077762619313,1.4343547515618968,1.5,1.5,-0.016371077762619313,1.433657422256475,1.5,1.5,-0.016371077762619313,1.4409727755242654,1.5,1.5,-0.016371077762619313,1.4539019071547798
2018-02-01,159941.SZ,-0.0006896551724137057,1.0,66,-0.0006896551724137057,1.4546566146705697,1.5,1.5,-0.0010344827586205585,1.4416212831571584,1.5,1.5,-0.0010344827586205585,1.4459539802112353,1.5,1.5,-0.0010344827586205585,1.4328709363016605,1.5,1.5,-0.0010344827586205585,1.4321743283713824,1.5,1.5,-0.0010344827586205585,1.439482114032344,1.5,1.5,-0.0010344827586205585,1.4523978706991025
2018-02-02,159941.SZ,-0.0013802622498274575,1.0,66,-0.0013802622498274575,1.452648807058878,1.5,1.5,-0.0020703933747411862,1.438636560003624,1.5,1.5,-0.0020703933747411862,1.4429602866704252,1.5,1.5,-0.0020703933747411862,1.4299043298082823,1.5,1.5,-0.0020703933747411862,1.4292091641304479,1.5,1.5,-0.0020703933747411862,1.436501819800393,1.5,1.5,-0.0020703933747411862,1.4493908357701188
2018-02-05,159941.SZ,-0.037318590186593004,1.0,66,-0.037318590186593004,1.3984380015432045,1.5,1.5,-0.055977885279889505,1.358104727688286,1.5,1.5,-0.055977885279889505,1.3621864212797516,1.5,1.5,-0.055977885279889505,1.349861309273057,1.5,1.5,-0.055977885279889505,1.3492050574997867,1.5,1.5,-0.055977885279889505,1.3560894857272539,1.5,1.5,-0.055977885279889505,1.3682570018396558
2018-02-06,159941.SZ,-0.05743000717875091,1.0,66,-0.05743000717875091,1.3181256970755402,1.255685415583725,1.255685415583725,-0.07211402243122614,1.2601663328918187,1.4231101376615551,1.4231101376615551,-0.08172922542205631,1.2508559801881147,1.5,1.5,-0.08614501076812636,1.2335774922502523,1.5,1.5,-0.08614501076812636,1.2329777732930571,1.5,1.5,-0.08614501076812636,1.2392691423767368,1.5,1.5,-0.08614501076812636,1.2503884876826143
2018-02-07,CASH,0.013709063214013772,1.0,67,0.013709063214013772,1.3361959655807647,0.9570814380709691,0.9570814380709691,0.013120689935474123,1.2767005846128157,1.0846922964804318,1.0846922964804318,0.014870115260204007,1.2694563527874274,1.2123031548898944,1.2123031548898944,0.01661954058493389,1.2540789834473662,1.3399140132993568,1.3399140132993568,0.018368965909663772,1.2556262999780503,1.4675248717088194,1.4675248717088194,0.020118391234393657,1.2642012438277834,1.5,1.5,0.02056359482102066,1.2761009699121884
2018-02-08,CASH,0.0,0.0,67,0.0,1.3361959655807647,0.9462480815847919,0.0,0.0,1.2767005846128157,1.0724144924627643,0.0,0.0,1.2694563527874274,1.1985809033407364,0.0,0.0,1.2540789834473662,1.3247473142187087,0.0,0.0,1.2556262999780503,1.450913725096681,0.0,0.0,1.2642012438277834,1.5,0.0,0.0,1.2761009699121884
2018-02-09,CASH,0.0,0.0,67,0.0,1.3361959655807647,0.9475592141810315,0.0,0.0,1.2767005846128157,1.0739004427385026,0.0,0.0,1.2694563527874274,1.2002416712959734,0.0,0.0,1.2540789834473662,1.3265828998534441,0.0,0.0,1.2556262999780503,1.4529241284109151,0.0,0.0,1.2642012438277834,1.5,0.0,0.0,1.2761009699121884
2018-02-12,CASH,0.0,0.0,67,0.0,1.3361959655807647,0.9508569117486575,0.0,0.0,1.2767005846128157,1.0776378333151453,0.0,0.0,1.2694563527874274,1.204418754881633,0.0,0.0,1.2540789834473662,1.3311996764481207,0.0,0.0,1.2556262999780503,1.4579805980146083,0.0,0.0,1.2642012438277834,1.5,0.0,0.0,1.2761009699121884
2018-02-13,CASH,0.0,0.0,67,0.0,1.3361959655807647,0.9508478429120378,0.0,0.0,1.2767005846128157,1.0776275553003096,0.0,0.0,1.2694563527874274,1.2044072676885813,0.0,0.0,1.2540789834473662,1.331186980076853,0.0,0.0,1.2556262999780503,1.4579666924651247,0.0,0.0,1.2642012438277834,1.5,0.0,0.0,1.2761009699121884
2018-02-14,CASH,0.0,0.0,67,0.0,1.3361959655807647,0.9508399286404245,0.0,0.0,1.2767005846128157,1.0776185857924814,0.0,0.0,1.2694563527874274,1.2043972429445378,0.0,0.0,1.2540789834473662,1.3311759000965944,0.0,0.0,1.2556262999780503,1.4579545572486512,0.0,0.0,1.2642012438277834,1.5,0.0,0.0,1.2761009699121884
2018-02-22,CASH,0.0,0.0,67,0.0,1.3361959655807647,0.9517192257798176,0.0,0.0,1.2767005846128157,1.07861512255046,0.0,0.0,1.2694563527874274,1.2055110193211023,0.0,0.0,1.2540789834473662,1.3324069160917447,0.0,0.0,1.2556262999780503,1.459302812862387,0.0,0.0,1.2642012438277834,1.5,0.0,0.0,1.2761009699121884
2018-02-23,CASH,0.0,0.0,67,0.0,1.3361959655807647,0.9517182891622507,0.0,0.0,1.2767005846128157,1.0786140610505508,0.0,0.0,1.2694563527874274,1.205509832938851,0.0,0.0,1.2540789834473662,1.3324056048271509,0.0,0.0,1.2556262999780503,1.459301376715451,0.0,0.0,1.2642012438277834,1.5,0.0,0.0,1.2761009699121884
2018-02-26,CASH,0.0,0.0,67,0.0,1.3361959655807647,0.9526426232614963,0.0,0.0,1.2767005846128157,1.0796616396963625,0.0,0.0,1.2694563527874274,1.2066806561312287,0.0,0.0,1.2540789834473662,1.3336996725660948,0.0,0.0,1.2556262999780503,1.4607186890009611,0.0,0.0,1.2642012438277834,1.5,0.0,0.0,1.2761009699121884
2018-02-27,CASH,0.0,0.0,67,0.0,1.3361959655807647,0.9611886661364898,0.0,0.0,1.2767005846128157,1.0893471549546885,0.0,0.0,1.2694563527874274,1.217505643772887,0.0,0.0,1.2540789834473662,1.3456641325910856,0.0,0.0,1.2556262999780503,1.4738226214092844,0.0,0.0,1.2642012438277834,1.5,0.0,0.0,1.2761009699121884
