strategy,year,return
article_six,2020,1.0810876978382358
article_six,2021,0.5108640288353674
article_six,2022,0.7855638228947142
article_six,2023,0.5982192263902546
article_six,2024,1.2383765463847225
article_six,2025,0.7786618639048135
article_six,2026,0.29517203559080585
four_same_article_engine,2020,0.852135663303899
four_same_article_engine,2021,0.4191410859198226
four_same_article_engine,2022,0.28418465074490284
four_same_article_engine,2023,0.20318069818208384
four_same_article_engine,2024,0.7921174787247547
four_same_article_engine,2025,0.8433635380377305
four_same_article_engine,2026,0.11381168412349241
four_current_weighted_cost,2020,0.23908208174078216
four_current_weighted_cost,2021,0.15349191370669346
four_current_weighted_cost,2022,0.07153048546273189
four_current_weighted_cost,2023,0.05651100896721584
four_current_weighted_cost,2024,0.2963721877117671
four_current_weighted_cost,2025,0.6178618044617907
four_current_weighted_cost,2026,0.2427902015754555
