date,nav,hold
2023-05-04,100000.0,CASH
2023-05-05,99900.09990009991,1.H20955
2023-05-08,102004.66356561391,1.H20955
2023-05-09,101185.88267874037,1.H20955
2023-05-10,99170.71431763166,1.H20955
2023-05-11,99139.49527967736,1.H20955
2023-05-12,98493.70277909987,1.H20955
2023-05-15,98433.72936408242,1.H20955
2023-05-16,97656.84771235804,1.H20955
2023-05-17,97461.00986571715,1.H20955
2023-05-18,97857.2342659,NASDAQ_159941
2023-05-19,100541.93759351963,NASDAQ_159941
2023-05-22,100004.99692799571,NASDAQ_159941
2023-05-23,100541.93759351963,NASDAQ_159941
2023-05-24,99065.34876307304,NASDAQ_159941
2023-05-25,100541.93759351963,NASDAQ_159941
2023-05-26,100944.63709189519,NASDAQ_159941
2023-05-29,104568.98058341429,NASDAQ_159941
2023-05-30,104703.21374953947,NASDAQ_159941
2023-05-31,104300.51425116393,NASDAQ_159941
2023-06-01,104166.28108503875,NASDAQ_159941
2023-06-02,105508.62874833697,NASDAQ_159941
2023-06-05,106045.5694138609,NASDAQ_159941
2023-06-06,106179.80257998608,NASDAQ_159941
2023-06-07,106582.51007938483,NASDAQ_159941
2023-06-08,104166.28108503875,NASDAQ_159941
2023-06-09,105911.32824671251,NASDAQ_159941
2023-06-12,107119.44274388555,NASDAQ_159941
2023-06-13,109535.67173823163,NASDAQ_159941
2023-06-14,109669.90490435681,NASDAQ_159941
2023-06-15,110341.08673702911,NASDAQ_159941
2023-06-16,111414.96006705378,NASDAQ_159941
2023-06-19,110878.01940152985,NASDAQ_159941
2023-06-20,110743.78623540467,NASDAQ_159941
2023-06-21,111146.4937348034,NASDAQ_159941
2023-06-26,110341.08673702911,NASDAQ_159941
2023-06-27,108864.49790658252,NASDAQ_159941
2023-06-28,110341.08673702911,NASDAQ_159941
2023-06-29,111146.4937348034,NASDAQ_159941
2023-06-30,111146.4937348034,NASDAQ_159941
2023-07-03,113160.01522975073,NASDAQ_159941
2023-07-04,112354.60823197644,NASDAQ_159941
2023-07-05,112488.84139810162,NASDAQ_159941
2023-07-06,112623.0745642268,NASDAQ_159941
2023-07-07,112086.13389870289,NASDAQ_159941
2023-07-10,111146.4937348034,NASDAQ_159941
2023-07-11,111683.43440032733,NASDAQ_159941
2023-07-12,111817.66756645251,NASDAQ_159941
2023-07-13,113696.95589527466,NASDAQ_159941
2023-07-14,114099.66339467341,NASDAQ_159941
2023-07-17,114636.59605917413,NASDAQ_159941
2023-07-18,115844.71055634717,NASDAQ_159941
2023-07-19,117589.76571904414,NASDAQ_159941
2023-07-20,116113.18488962074,NASDAQ_159941
2023-07-21,114233.89656079859,NASDAQ_159941
2023-07-24,114502.36289304895,NASDAQ_159941
2023-07-25,114368.12972692377,NASDAQ_159941
2023-07-26,114407.55191120376,1.H20955
2023-07-27,114853.73222208273,1.H20955
2023-07-28,117235.18687657137,1.H20955
2023-07-31,118255.11266462709,1.H20955
2023-08-01,118497.97482530042,1.H20955
2023-08-02,117818.93746483029,1.H20955
2023-08-03,118427.34350539887,1.H20955
2023-08-04,118392.86160470493,1.H20955
2023-08-07,117327.01950328992,1.H20955
2023-08-08,117149.96476967497,1.H20955
2023-08-09,116854.39711312232,1.H20955
2023-08-10,117134.83799458643,1.H20955
2023-08-11,115130.77851228682,1.H20955
2023-08-14,115042.5191395262,1.H20955
2023-08-15,115813.8060063433,1.H20955
2023-08-16,115918.32368461248,1.H20955
2023-08-17,115862.22359747312,1.H20955
2023-08-18,115151.86088912278,1.H11077
2023-08-21,115345.18455532349,1.H11077
2023-08-22,115331.37572202343,1.H11077
2023-08-23,115324.47130537342,1.H11077
2023-08-24,115317.56688872339,1.H11077
2023-08-25,115255.42713887316,1.H11077
2023-08-28,115082.81672262253,1.H11077
2023-08-29,115013.77255612228,1.H11077
2023-08-30,114880.44351132208,GOLD_518880
2023-08-31,115316.65871021249,GOLD_518880
2023-09-01,115188.35508407115,GOLD_518880
2023-09-04,115624.58251866882,GOLD_518880
2023-09-05,115675.89907484245,GOLD_518880
2023-09-06,115598.924240582,GOLD_518880
2023-09-07,115573.26596249518,GOLD_518880
2023-09-08,116161.82360069756,NASDAQ_159941
2023-09-11,115620.90599728026,NASDAQ_159941
2023-09-12,116064.68924624813,GOLD_518880
2023-09-13,116345.5360859875,GOLD_518880
2023-09-14,117239.12306578156,GOLD_518880
2023-09-15,116115.74788103365,GOLD_518880
2023-09-18,115503.00774097895,GOLD_518880
2023-09-19,116396.594720773,GOLD_518880
2023-09-20,117290.18170056707,GOLD_518880
2023-09-21,116932.74690864945,GOLD_518880
2023-09-22,116447.65335555852,GOLD_518880
2023-09-25,116958.2762260422,GOLD_518880
2023-09-26,116881.68827386394,GOLD_518880
2023-09-27,115171.10226645408,GOLD_518880
2023-09-28,113256.25737148311,GOLD_518880
2023-10-09,112464.7998354696,GOLD_518880
2023-10-10,110898.50965702061,CASH
2023-10-11,110898.50965702061,CASH
2023-10-12,110898.50965702061,CASH
2023-10-13,110898.50965702061,CASH
2023-10-16,110898.50965702061,CASH
2023-10-17,110898.50965702061,CASH
2023-10-18,110898.50965702061,CASH
2023-10-19,110898.50965702061,CASH
2023-10-20,110898.50965702061,CASH
2023-10-23,110787.72193508552,1.H11077
2023-10-24,110680.99645185587,1.H11077
2023-10-25,110573.02486064893,GOLD_518880
2023-10-26,111373.75096302024,GOLD_518880
2023-10-27,111592.12660178213,GOLD_518880
2023-10-30,111834.7764850138,GOLD_518880
2023-10-31,112101.67747234873,GOLD_518880
2023-11-01,111689.18886911146,GOLD_518880
2023-11-02,111931.82718215986,GOLD_518880
2023-11-03,111859.03915930032,GOLD_518880
2023-11-06,111300.95136997743,GOLD_518880
2023-11-07,110864.18852227037,GOLD_518880
2023-11-08,110427.43724474659,GOLD_518880
2023-11-09,109699.49916523483,GOLD_518880
2023-11-10,110279.4455967418,0.399606
2023-11-13,110498.30868165498,0.399606
2023-11-14,110255.97776013106,0.399606
2023-11-15,110615.09997945574,1.H00852
2023-11-16,109508.12858785418,1.H00852
2023-11-17,110251.64372351964,NASDAQ_159941
2023-11-20,108615.48772899847,NASDAQ_159941
2023-11-21,109874.0744567467,NASDAQ_159941
2023-11-22,108993.06449749533,NASDAQ_159941
2023-11-23,109748.21053276512,NASDAQ_159941
2023-11-24,109874.0744567467,NASDAQ_159941
2023-11-27,109244.77734201062,NASDAQ_159941
2023-11-28,109622.35411050748,NASDAQ_159941
2023-11-29,109748.21053276512,NASDAQ_159941
2023-11-30,109622.35411050748,NASDAQ_159941
2023-12-01,108993.06449749533,NASDAQ_159941
2023-12-04,109118.92091975297,NASDAQ_159941
2023-12-05,107860.34169372867,NASDAQ_159941
2023-12-06,109152.11850622,1.H20955
2023-12-07,108745.65198499724,1.H20955
2023-12-08,108313.39043223548,GOLD_518880
2023-12-11,107511.245685209,GOLD_518880
2023-12-12,107086.57684861722,GOLD_518880
2023-12-13,106637.15816311247,NASDAQ_159941
2023-12-14,107940.50564873037,NASDAQ_159941
2023-12-15,106637.15816311247,NASDAQ_159941
2023-12-18,107348.07754155864,NASDAQ_159941
2023-12-19,107940.50564873037,NASDAQ_159941
2023-12-20,108295.95827565333,NASDAQ_159941
2023-12-21,106874.13364336123,NASDAQ_159941
2023-12-22,107466.56175053296,NASDAQ_159941
2023-12-25,107585.04595950728,NASDAQ_159941
2023-12-26,108295.95827565333,NASDAQ_159941
2023-12-27,108769.90217385073,NASDAQ_159941
2023-12-28,108414.44954692776,NASDAQ_159941
2023-12-29,108295.95827565333,NASDAQ_159941
2024-01-02,107940.50564873037,NASDAQ_159941
2024-01-03,106163.22132721519,NASDAQ_159941
2024-01-04,105689.27742901778,NASDAQ_159941
2024-01-05,104650.36360415156,GOLD_518880
2024-01-08,104336.23438195557,GOLD_518880
2024-01-09,104313.79810883074,GOLD_518880
2024-01-10,103909.91309491126,GOLD_518880
2024-01-11,103909.91309491126,GOLD_518880
2024-01-12,104038.19391772411,1.H11077
2024-01-15,104032.03270761408,1.H11077
2024-01-16,104019.71028739406,1.H11077
2024-01-17,103879.51659840724,1.H20955
2024-01-18,102981.10145940629,1.H20955
2024-01-19,102225.98765361498,1.H11077
2024-01-22,102106.17004715402,NASDAQ_159941
2024-01-23,100848.19215552621,NASDAQ_159941
2024-01-24,101372.3506517815,NASDAQ_159941
2024-01-25,100533.69455838818,NASDAQ_159941
2024-01-26,99485.37756587761,NASDAQ_159941
2024-01-29,100428.86410882956,NASDAQ_159941
2024-01-30,102106.17004715402,NASDAQ_159941
2024-01-31,99799.87516301565,NASDAQ_159941
2024-02-01,98646.72147248429,NASDAQ_159941
2024-02-02,100953.02260508483,NASDAQ_159941
2024-02-05,101686.84824891953,NASDAQ_159941
2024-02-06,102001.3395975954,NASDAQ_159941
2024-02-07,101162.68350420208,NASDAQ_159941
2024-02-08,103573.81508636125,NASDAQ_159941
2024-02-19,102839.99569098873,NASDAQ_159941
2024-02-20,102735.16524143009,NASDAQ_159941
2024-02-21,101477.18110134012,NASDAQ_159941
2024-02-22,102843.76317034553,1.H00016
2024-02-23,102857.35718207515,1.H00016
2024-02-26,101172.76592460021,1.H00016
2024-02-27,101659.21830512106,1.H00016
2024-02-28,100837.18041935323,1.H00016
2024-02-29,102000.66789385925,1.H00016
2024-03-01,101868.69486019995,0.399606
2024-03-04,102471.78983688525,0.399606
2024-03-05,102406.04471925517,0.399606
2024-03-06,102345.99406063242,0.399606
2024-03-07,99964.15716129418,0.399606
2024-03-08,100933.76822681483,0.399606
2024-03-11,105364.33039548818,1.H00852
2024-03-12,105936.81660642069,1.H00852
2024-03-13,106426.9777846138,1.H00852
2024-03-14,105749.77688768643,1.H00852
2024-03-15,107079.55006296016,1.H00852
2024-03-18,108861.76646209662,1.H00852
2024-03-19,107864.59465713352,0.399606
2024-03-20,107994.6252781353,0.399606
2024-03-21,107307.76998171463,0.399606
2024-03-22,105517.2813085418,1.H00852
2024-03-25,103069.2647461497,1.H00852
2024-03-26,102724.02516074524,1.H00852
2024-03-27,99102.87969026792,GOLD_518880
2024-03-28,99877.43197235784,GOLD_518880
2024-03-29,101803.88324859134,GOLD_518880
2024-04-01,102379.83748072703,GOLD_518880
2024-04-02,102459.27291265762,GOLD_518880
2024-04-03,103889.21485881381,GOLD_518880
2024-04-08,106332.03432310726,GOLD_518880
2024-04-09,106629.93613310253,GOLD_518880
2024-04-10,107007.28284515618,GOLD_518880
2024-04-11,106212.8717050836,GOLD_518880
2024-04-12,109311.08083344332,GOLD_518880
2024-04-15,107583.22760716407,GOLD_518880
2024-04-16,108278.34445732342,GOLD_518880
2024-04-17,108457.08364929502,GOLD_518880
2024-04-18,108139.3229813171,GOLD_518880
2024-04-19,108655.69116937705,GOLD_518880
2024-04-22,106530.63237306151,GOLD_518880
2024-04-23,103909.07371679645,GOLD_518880
2024-04-24,105001.39613699209,GOLD_518880
2024-04-25,105021.25499497473,GOLD_518880
2024-04-26,105624.06540263431,1.H20955
2024-04-29,105997.76175550303,1.H20955
2024-04-30,106066.93125712406,1.H20955
2024-05-06,107627.47828099462,1.H20955
2024-05-07,107055.37807936069,1.H00016
2024-05-08,106466.36969546505,1.H00016
2024-05-09,107139.32932014507,1.H00016
2024-05-10,107217.83349637793,0.399606
2024-05-13,106201.79759079072,0.399606
2024-05-14,105929.76726288363,0.399606
2024-05-15,104992.13081350175,0.399606
2024-05-16,105300.46692985292,0.399606
2024-05-17,106271.07026935698,1.H00852
2024-05-20,106916.45632067703,1.H00852
2024-05-21,105571.96877137801,NASDAQ_159941
2024-05-22,105983.16160862002,NASDAQ_159941
2024-05-23,106908.32404739992,NASDAQ_159941
2024-05-24,105057.98691554606,NASDAQ_159941
2024-05-27,106497.14346445198,NASDAQ_159941
2024-05-28,106908.32404739992,NASDAQ_159941
2024-05-29,106394.34219156796,NASDAQ_159941
2024-05-30,105366.37847990404,NASDAQ_159941
2024-05-31,104749.60760548213,NASDAQ_159941
2024-06-03,105366.37847990404,NASDAQ_159941
2024-06-04,104955.1978969561,NASDAQ_159941
2024-06-05,105777.57131714605,NASDAQ_159941
2024-06-06,108039.08903194785,NASDAQ_159941
2024-06-07,108039.08903194785,NASDAQ_159941
2024-06-11,108244.67932342182,NASDAQ_159941
2024-06-12,109169.85401649578,NASDAQ_159941
2024-06-13,111328.57045841358,NASDAQ_159941
2024-06-14,111328.57045841358,NASDAQ_159941
2024-06-17,111842.5645685396,NASDAQ_159941
2024-06-18,113281.70886315146,NASDAQ_159941
2024-06-19,113281.70886315146,NASDAQ_159941
2024-06-20,113898.49199186743,NASDAQ_159941
2024-06-21,112459.33544296151,NASDAQ_159941
2024-06-24,112048.15486001357,NASDAQ_159941
2024-06-25,110711.79958399167,NASDAQ_159941
2024-06-26,112459.33544296151,NASDAQ_159941
2024-06-27,112356.54642437155,NASDAQ_159941
2024-06-28,113795.69071898342,NASDAQ_159941
2024-07-01,113590.10042750945,NASDAQ_159941
2024-07-02,113795.69071898342,NASDAQ_159941
2024-07-03,116262.81097955325,NASDAQ_159941
2024-07-04,116673.99156250119,NASDAQ_159941
2024-07-05,117599.16625557517,NASDAQ_159941
2024-07-08,118729.91898582903,NASDAQ_159941
2024-07-09,119243.90084166099,NASDAQ_159941
2024-07-10,118318.73840288109,NASDAQ_159941
2024-07-11,119757.88269749295,NASDAQ_159941
2024-07-12,115337.63628647929,NASDAQ_159941
2024-07-15,118627.12996723907,NASDAQ_159941
2024-07-16,118421.52742147105,NASDAQ_159941
2024-07-17,117187.97341833316,NASDAQ_159941
2024-07-18,115234.84726788934,NASDAQ_159941
2024-07-19,113260.55130416666,GOLD_518880
2024-07-22,113177.03732076229,GOLD_518880
2024-07-23,112388.34362059063,1.H00016
2024-07-24,112120.08063860516,1.H00016
2024-07-25,110902.02008119818,GOLD_518880
2024-07-26,111158.30956280741,1.H00016
2024-07-29,110614.31487866004,1.H11077
2024-07-30,110702.07416735441,1.H11077
2024-07-31,110833.71310039601,1.H11077
2024-08-01,110946.54647157452,1.H11077
2024-08-02,111034.30576026891,1.H11077
2024-08-05,111310.12066759414,1.H11077
2024-08-06,111002.96315716377,1.H11077
2024-08-07,111209.82433765769,1.H11077
2024-08-08,110940.27795095347,1.H11077
2024-08-09,110683.26860549134,1.H11077
2024-08-12,110144.17583208294,1.H11077
2024-08-13,110257.00920326142,1.H11077
2024-08-14,110557.89819307078,1.H11077
2024-08-15,110501.48150748153,1.H11077
2024-08-16,110576.70375493387,1.H11077
2024-08-19,110702.07416735441,1.H11077
