mode,bias_n,mom_day,r2_window,avg_cagr,min_cagr,avg_sharpe,min_sharpe,avg_maxdd,worst_maxdd,avg_turnover,avg_weight,valid_windows
a_style_volscale,60,25,20,0.4349960146739515,0.27964913032841254,1.389789612192024,1.051637099686834,-0.22038235497743286,-0.25013847454053195,0.1512118524627348,0.9605903436035751,3
a_style_volscale,60,30,20,0.3846255440199595,0.2340487140758174,1.285498821954622,0.9283285728740908,-0.23511800056452412,-0.25774493259406983,0.1476624857036741,0.9277975708246843,3
a_style_volscale,60,35,20,0.3783573056718905,0.19973942523548227,1.2686899720926472,0.8242574065196259,-0.2422394524827529,-0.29300394564182275,0.15178013913198926,0.9068209061818845,3
a_style_volscale,60,40,20,0.3079695803898423,0.1776471920813789,1.086620626443571,0.7580572994154906,-0.28883756877403716,-0.35274773379017466,0.16129442065346136,0.9066272749959078,3
a_style_volscale,60,20,20,0.2971619577039299,0.20413447122914952,1.043419907509713,0.8249966521862844,-0.28326547513590045,-0.31690489941478606,0.1856129871311023,0.9713922084129848,3
a_style_volscale,60,15,20,0.22968441997158076,0.1294940490763059,0.8658631205097471,0.5983217043321932,-0.3721385769546575,-0.4906605750335238,0.23339771849040472,0.8713180033574646,3
a_style_volscale,60,5,20,0.2147242492008111,0.06664011770179323,0.8113328074707078,0.3850442198799327,-0.44451049088059885,-0.5725005412781612,0.5904198655388871,0.799083177424445,3
a_style_volscale,60,50,20,0.2245528508794122,0.13596417775186165,0.7979035717892003,0.5987956030406723,-0.3102108732087316,-0.3202422185405134,0.16302380559671711,0.8768466284885618,3
a_style_volscale,60,80,20,0.13379063503166547,0.059145744802375555,0.5709800531092388,0.3503507578520693,-0.34861906533994474,-0.44668010992046214,0.16191965215485396,0.8585437691628209,3
a_style_volscale,60,60,20,0.12818913571954638,0.09545314020222584,0.5411813727530671,0.4665597042199909,-0.348629934953731,-0.36637784011576535,0.16341815781301375,0.8694287953265517,3
a_style_volscale,60,10,20,0.09353046896433097,0.00543334682032226,0.44157362092026586,0.14882063601076329,-0.5020488563795334,-0.6436547782148297,0.339742834396706,0.7943717728468442,3
a_style_volscale,60,100,20,-0.016219303841306654,-0.06471578765784558,0.06334871639587959,-0.13791835720934503,-0.5382165208254924,-0.573257294246678,0.15357228629432787,0.8645929399442682,3
core_1x,60,25,20,0.3238730863009826,0.21301332925576366,1.4046663611251702,1.0593886210568262,-0.18042471388418713,-0.20592463853016751,0.10570266318281359,0.701533419766878,3
core_1x,60,30,20,0.3002734746124063,0.1854648692801497,1.3474494611389298,0.9680862300472588,-0.18399341092196875,-0.21663072964351227,0.10267689801521564,0.6749000035101459,3
core_1x,60,35,20,0.28861799399619237,0.15738311770686164,1.299293198811965,0.8453837145215023,-0.17670646922670905,-0.19476990455773313,0.1058449974881031,0.6603782014868863,3
core_1x,60,40,20,0.24164040495736935,0.1448419938221106,1.1433934726985757,0.8014963595264226,-0.21194798227688463,-0.28643180369800125,0.11230708246189641,0.6522396094083298,3
core_1x,60,20,20,0.2185055882820194,0.15900133479997014,1.0317855991795895,0.8388666071456679,-0.20128856043379725,-0.22107844421092504,0.13207130904881006,0.7066655390407816,3
core_1x,60,5,20,0.1594288567478317,0.06264144897152168,0.8426103952232147,0.4334629532378086,-0.32617191433283715,-0.4325256767303499,0.4183620372816561,0.5650968161617963,3
core_1x,60,15,20,0.16286402903273123,0.10039584940638213,0.8334521707788047,0.5995742706386936,-0.2779732556789197,-0.3657312751140174,0.16547957939602562,0.6235356922252027,3
core_1x,60,50,20,0.17231236217093482,0.11018671342605901,0.7960506075840191,0.6136468913385857,-0.2120042969771888,-0.21674784165876693,0.11552738614892866,0.6404862631066214,3
core_1x,60,80,20,0.1056457186504786,0.06206781807473982,0.5753326020965361,0.4110285313920615,-0.24854167086298948,-0.2960971415797451,0.11492977633426281,0.6132356682398251,3
core_1x,60,60,20,0.11372078203719786,0.09268324779232606,0.5687070411429197,0.525067205718755,-0.28166483621204014,-0.2816648362120403,0.12038618146901593,0.6545820499410387,3
core_1x,60,10,20,0.07533951399954875,0.019663952215262848,0.44557052060672286,0.19849662211791175,-0.3812539766415936,-0.5031976194058323,0.24082839131654818,0.5666383827099275,3
core_1x,60,100,20,0.0059531719666366945,-0.03048887382620935,0.1201186666902234,-0.08287623553223929,-0.3923791790991829,-0.4098469738489672,0.10699346069859184,0.6072842660003688,3
