date,kind,position_before,position,return,gross_return,turnover,cost,stop_triggered,trade_count,stop_exit_count,nav
2024-11-27,log_wls_ann_r2,159941.SZ,159941.SZ,0.0017301038062282892,0.0017301038062282892,0.0,0.0,False,304,32,11.394852301333817
2024-11-28,log_wls_ann_r2,159941.SZ,159941.SZ,-0.002590673575129432,-0.002590673575129432,0.0,0.0,False,304,32,11.365331958584248
2024-11-29,log_wls_ann_r2,159941.SZ,159941.SZ,-0.0008658008658010141,-0.0008658008658010141,0.0,0.0,False,304,32,11.35549184433439
2024-12-02,log_wls_ann_r2,159941.SZ,159941.SZ,0.005199306759098743,0.005199306759098743,0.0,0.0,False,304,32,11.414532529833528
2024-12-03,log_wls_ann_r2,159941.SZ,159941.SZ,0.01724137931034475,0.01724137931034475,0.0,0.0,False,304,32,11.611334814830656
2024-12-04,log_wls_ann_r2,159941.SZ,159941.SZ,0.005084745762711895,0.005084745762711895,0.0,0.0,False,304,32,11.670375500329795
2024-12-05,log_wls_ann_r2,159941.SZ,159941.SZ,0.007588532883642696,0.007588532883642696,0.0,0.0,False,304,32,11.758936528578506
2024-12-06,log_wls_ann_r2,159941.SZ,513520.SH,-0.004482845188284568,-0.004184100418410108,2.0,0.00030000000000000003,False,305,32,11.706223036542024
2024-12-09,log_wls_ann_r2,513520.SH,513030.SH,0.0038338387319090117,0.004135079255685792,2.0,0.00030000000000000003,False,306,32,11.751102807823884
2024-12-10,log_wls_ann_r2,513030.SH,513030.SH,-0.008754208754208848,-0.008754208754208848,0.0,0.0,False,306,32,11.648231200752024
2024-12-11,log_wls_ann_r2,513030.SH,513030.SH,-0.0006793478260869179,-0.0006793478260869179,0.0,0.0,False,306,32,11.640318000208035
2024-12-12,log_wls_ann_r2,513030.SH,513030.SH,0.0047586675730795225,0.0047586675730795225,0.0,0.0,False,306,32,11.695710404015959
2024-12-13,log_wls_ann_r2,513030.SH,513030.SH,-0.0006765899864681346,-0.0006765899864681346,0.0,0.0,False,306,32,11.68779720347197
2024-12-16,log_wls_ann_r2,513030.SH,159941.SZ,0.003084224779959399,0.003385240352064889,2.0,0.00030000000000000003,False,307,32,11.723844997230058
2024-12-17,log_wls_ann_r2,159941.SZ,159941.SZ,0.012057877813504758,0.012057877813504758,0.0,0.0,False,307,32,11.865209687711127
2024-12-18,log_wls_ann_r2,159941.SZ,159941.SZ,0.005559968228753043,0.005559968228753043,0.0,0.0,False,307,32,11.931179876602293
2024-12-19,log_wls_ann_r2,159941.SZ,159941.SZ,-0.025276461295418717,-0.025276461295418717,0.0,0.0,False,307,32,11.629601870242677
2024-12-20,log_wls_ann_r2,159941.SZ,159941.SZ,-0.021880064829821633,-0.021880064829821633,0.0,0.0,False,307,32,11.375145427376752
2024-12-23,log_wls_ann_r2,159941.SZ,159941.SZ,0.036454018227009,0.036454018227009,0.0,0.0,False,307,32,11.789815186121222
2024-12-24,log_wls_ann_r2,159941.SZ,159941.SZ,-0.0007993605115906854,-0.0007993605115906854,0.0,0.0,False,307,32,11.780390873422485
2024-12-25,log_wls_ann_r2,159941.SZ,159941.SZ,0.008799999999999919,0.008799999999999919,0.0,0.0,False,307,32,11.884058313108602
2024-12-26,log_wls_ann_r2,159941.SZ,159941.SZ,0.0015860428231562196,0.0015860428231562196,0.0,0.0,False,307,32,11.902906938506078
2024-12-27,log_wls_ann_r2,159941.SZ,159941.SZ,-0.006334125098970689,-0.006334125098970689,0.0,0.0,False,307,32,11.827512436916175
2024-12-30,log_wls_ann_r2,159941.SZ,159941.SZ,-0.012749003984063534,-0.012749003984063534,0.0,0.0,False,307,32,11.67672343373637
2024-12-31,log_wls_ann_r2,159941.SZ,159941.SZ,-0.006456820016142006,-0.006456820016142006,0.0,0.0,False,307,32,11.601328932146467
2025-01-02,log_wls_ann_r2,159941.SZ,159941.SZ,0.012185215272136452,0.012185215272136452,0.0,0.0,False,307,32,11.742693622627536
2025-01-03,log_wls_ann_r2,159941.SZ,159941.SZ,-0.0048154093097912964,-0.0048154093097912964,0.0,0.0,False,307,32,11.68614774643511
2025-01-06,log_wls_ann_r2,159941.SZ,159941.SZ,0.02741935483870961,0.02741935483870961,0.0,0.0,False,307,32,12.0065743781922
2025-01-07,log_wls_ann_r2,159941.SZ,159941.SZ,-0.00784929356357933,-0.00784929356357933,0.0,0.0,False,307,32,11.912331251204819
2025-01-08,log_wls_ann_r2,159941.SZ,513520.SH,-0.005836313291139317,-0.005537974683544444,2.0,0.00030000000000000003,False,308,32,11.842807153994958
2025-01-09,log_wls_ann_r2,513520.SH,513520.SH,0.0,0.0,0.0,0.0,False,308,32,11.842807153994958
2025-01-10,log_wls_ann_r2,513520.SH,513520.SH,-0.01736806947227787,-0.01736806947227787,0.0,0.0,False,308,32,11.637120456597584
2025-01-13,log_wls_ann_r2,513520.SH,513520.SH,-0.015635622025832907,-0.015635622025832907,0.0,0.0,False,308,32,11.455166839669136
2025-01-14,log_wls_ann_r2,513520.SH,518880.SH,0.0010808011049725508,0.0013812154696133394,2.0,0.00030000000000000003,False,309,32,11.467547596647096
2025-01-15,log_wls_ann_r2,518880.SH,513030.SH,0.005301483190507605,0.005603164139749595,2.0,0.00030000000000000003,False,310,32,11.528342607467067
2025-01-16,log_wls_ann_r2,513030.SH,513030.SH,0.026098026734564073,0.026098026734564073,0.0,0.0,False,310,32,11.829209601041956
2025-01-17,log_wls_ann_r2,513030.SH,513030.SH,-0.0018610421836229296,-0.0018610421836229296,0.0,0.0,False,310,32,11.8071949429755
2025-01-20,log_wls_ann_r2,513030.SH,513030.SH,0.05779987569919198,0.05779987569919198,0.0,0.0,False,310,32,12.48964934303561
2025-01-21,log_wls_ann_r2,513030.SH,159985.SZ,0.013796827262044786,0.014101057579318566,2.0,0.00030000000000000003,False,311,32,12.661966877584984
2025-01-22,log_wls_ann_r2,159985.SZ,159985.SZ,-0.0036250647332988217,-0.0036250647332988217,0.0,0.0,False,311,32,12.616066428002853
2025-01-23,log_wls_ann_r2,159985.SZ,159985.SZ,-0.0025987525987525295,-0.0025987525987525295,0.0,0.0,False,311,32,12.583280392587046
2025-01-24,log_wls_ann_r2,159985.SZ,159985.SZ,0.002605523710265789,0.002605523710265789,0.0,0.0,False,311,32,12.616066428002854
2025-01-27,log_wls_ann_r2,159985.SZ,159985.SZ,-0.007276507276507305,-0.007276507276507305,0.0,0.0,False,311,32,12.524265528838592
2025-02-05,log_wls_ann_r2,159985.SZ,159985.SZ,0.0408376963350785,0.0408376963350785,0.0,0.0,False,311,32,13.035727681325193
2025-02-06,log_wls_ann_r2,159985.SZ,159985.SZ,-0.009557344064386242,-0.009557344064386242,0.0,0.0,False,311,32,12.911140746745124
2025-02-07,log_wls_ann_r2,159985.SZ,513030.SH,0.00020771965464705389,0.000507872016251909,2.0,0.00030000000000000003,False,312,32,12.913822644442137
2025-02-10,log_wls_ann_r2,513030.SH,513030.SH,-0.03239352129574091,-0.03239352129574091,0.0,0.0,False,312,32,12.495498455599979
2025-02-11,log_wls_ann_r2,513030.SH,159985.SZ,0.017053750774953524,0.017358958462492247,2.0,0.00030000000000000003,False,313,32,12.708593572070598
2025-02-12,log_wls_ann_r2,159985.SZ,518880.SH,-0.014545089058524141,-0.014249363867684495,2.0,0.00030000000000000003,False,314,32,12.523745946756243
2025-02-13,log_wls_ann_r2,518880.SH,518880.SH,0.004894463138574556,0.004894463138574556,0.0,0.0,False,314,32,12.585042959649513
2025-02-14,log_wls_ann_r2,518880.SH,518880.SH,0.0053272450532724225,0.0053272450532724225,0.0,0.0,False,314,32,12.652086567501527
2025-02-17,log_wls_ann_r2,518880.SH,518880.SH,-0.016805450416351397,-0.016805450416351397,0.0,0.0,False,314,32,12.439462554027994
2025-02-18,log_wls_ann_r2,518880.SH,518880.SH,0.009393286110255694,0.009393286110255694,0.0,0.0,False,314,32,12.55630998485579
2025-02-19,log_wls_ann_r2,518880.SH,518880.SH,0.006559877955758964,0.006559877955758964,0.0,0.0,False,314,32,12.638677845931122
2025-02-20,log_wls_ann_r2,518880.SH,518880.SH,0.0031827826614125865,0.0031827826614125865,0.0,0.0,False,314,32,12.67890401064233
2025-02-21,log_wls_ann_r2,518880.SH,159915.SZ,-0.008002779876114197,-0.007705091403535258,2.0,0.00030000000000000003,False,315,32,12.577437532774779
2025-02-24,log_wls_ann_r2,159915.SZ,159915.SZ,-0.008039303260384045,-0.008039303260384045,0.0,0.0,False,315,32,12.476323698210265
2025-02-25,log_wls_ann_r2,159915.SZ,159915.SZ,-0.010805943268797802,-0.010805943268797802,0.0,0.0,False,315,32,12.341505252124248
2025-02-26,log_wls_ann_r2,159915.SZ,159915.SZ,0.011834319526627057,0.011834319526627057,0.0,0.0,False,315,32,12.487558568717432
2025-02-27,log_wls_ann_r2,159915.SZ,159915.SZ,-0.004948268106162668,-0.004948268106162668,0.0,0.0,False,315,32,12.42576678092801
2025-02-28,log_wls_ann_r2,159915.SZ,159915.SZ,-0.03797468354430378,-0.03797468354430378,0.0,0.0,False,315,32,11.953902219626947
2025-03-03,log_wls_ann_r2,159915.SZ,159915.SZ,0.012218045112781795,0.012218045112781795,0.0,0.0,False,315,32,12.099955536220131
2025-03-04,log_wls_ann_r2,159915.SZ,159985.SZ,-0.002620566388115142,-0.00232126276694522,2.0,0.00030000000000000003,False,316,32,12.068246799444225
2025-03-05,log_wls_ann_r2,159985.SZ,159985.SZ,-0.030738720872583003,-0.030738720872583003,0.0,0.0,False,316,32,11.697284329654666
2025-03-06,log_wls_ann_r2,159985.SZ,159985.SZ,0.004092071611253134,0.004092071611253134,0.0,0.0,False,316,32,11.745150454788803
2025-03-07,log_wls_ann_r2,159985.SZ,513030.SH,-0.0013185430463575898,-0.0010188487009679115,2.0,0.00030000000000000003,False,317,32,11.729663968328218
2025-03-10,log_wls_ann_r2,513030.SH,513030.SH,0.020930232558139528,0.020930232558139528,0.0,0.0,False,317,32,11.975168563014158
2025-03-11,log_wls_ann_r2,513030.SH,513030.SH,-0.01993166287015946,-0.01993166287015946,0.0,0.0,False,317,32,11.736483540402828
2025-03-12,log_wls_ann_r2,513030.SH,513030.SH,-0.006391632771644451,-0.006391632771644451,0.0,0.0,False,317,32,11.661468247582123
2025-03-13,log_wls_ann_r2,513030.SH,513030.SH,0.00877192982456143,0.00877192982456143,0.0,0.0,False,317,32,11.763761828701265
2025-03-14,log_wls_ann_r2,513030.SH,513030.SH,0.004637681159420204,0.004637681159420204,0.0,0.0,False,317,32,11.81831840529814
2025-03-17,log_wls_ann_r2,513030.SH,513030.SH,0.014425851125216438,0.014425851125216438,0.0,0.0,False,317,32,11.988807707163376
2025-03-18,log_wls_ann_r2,513030.SH,513030.SH,0.014789533560864543,0.014789533560864543,0.0,0.0,False,317,32,12.166116581103221
2025-03-19,log_wls_ann_r2,513030.SH,513030.SH,0.030269058295964157,0.030269058295964157,0.0,0.0,False,317,32,12.534373473132131
2025-03-20,log_wls_ann_r2,513030.SH,513030.SH,-0.005984766050054491,-0.005984766050054491,0.0,0.0,False,317,32,12.459358180311426
2025-03-21,log_wls_ann_r2,513030.SH,513030.SH,-0.029556650246305494,-0.029556650246305494,0.0,0.0,False,317,32,12.091101288282516
2025-03-24,log_wls_ann_r2,513030.SH,513030.SH,0.016920473773265776,0.016920473773265776,0.0,0.0,False,317,32,12.295688450520801
2025-03-25,log_wls_ann_r2,513030.SH,513030.SH,-0.012756516916250682,-0.012756516916250682,0.0,0.0,False,317,32,12.138838292804785
2025-03-26,log_wls_ann_r2,513030.SH,513030.SH,0.008426966292134797,0.008426966292134797,0.0,0.0,False,317,32,12.241131873923926
2025-03-27,log_wls_ann_r2,513030.SH,518880.SH,-0.01867888579387178,-0.018384401114206028,2.0,0.00030000000000000003,False,318,32,12.012481169663177
2025-03-28,log_wls_ann_r2,518880.SH,518880.SH,0.018496770405167284,0.018496770405167284,0.0,0.0,False,318,32,12.234673275854831
2025-03-31,log_wls_ann_r2,518880.SH,518880.SH,0.010665897953300751,0.010665897953300751,0.0,0.0,False,318,32,12.365167052507076
2025-04-01,log_wls_ann_r2,518880.SH,518880.SH,0.0062749572162008604,0.0062749572162008604,0.0,0.0,False,318,32,12.442757946732733
2025-04-02,log_wls_ann_r2,518880.SH,518880.SH,-0.003826530612244916,-0.003826530612244916,0.0,0.0,False,318,32,12.395145352548807
2025-04-03,log_wls_ann_r2,518880.SH,518880.SH,0.009247403613600769,0.009247403613600769,0.0,0.0,False,318,32,12.509768264473074
2025-04-07,log_wls_ann_r2,518880.SH,518880.SH,-0.030589230335494877,-0.030589230335494877,0.0,0.0,False,318,32,12.127104081587444
2025-04-08,log_wls_ann_r2,518880.SH,518880.SH,0.006979787698124129,0.006979787698124129,0.0,0.0,False,318,32,12.211748693469978
2025-04-09,log_wls_ann_r2,518880.SH,518880.SH,0.012563176895306727,0.012563176895306727,0.0,0.0,False,318,32,12.365167052507072
2025-04-10,log_wls_ann_r2,518880.SH,518880.SH,0.02167712492869378,0.02167712492869378,0.0,0.0,False,318,32,12.633208323468436
2025-04-11,log_wls_ann_r2,518880.SH,518880.SH,0.015214963707425921,0.015214963707425921,0.0,0.0,False,318,32,12.825422129618358
2025-04-14,log_wls_ann_r2,518880.SH,518880.SH,0.007424721572941051,0.007424721572941051,0.0,0.0,False,318,32,12.92064731798621
2025-04-15,log_wls_ann_r2,518880.SH,518880.SH,-0.0002729630135116512,-0.0002729630135116512,0.0,0.0,False,318,32,12.917120459157772
2025-04-16,log_wls_ann_r2,518880.SH,518880.SH,0.024300341296928263,0.024300341296928263,0.0,0.0,False,318,32,13.23101089488884
2025-04-17,log_wls_ann_r2,518880.SH,518880.SH,0.008263361322137897,0.008263361322137897,0.0,0.0,False,318,32,13.34034351857045
2025-04-18,log_wls_ann_r2,518880.SH,518880.SH,0.002379378717779268,0.002379378717779268,0.0,0.0,False,318,32,13.372085248026401
2025-04-21,log_wls_ann_r2,518880.SH,518880.SH,0.018594223921930553,0.018594223921930553,0.0,0.0,False,318,32,13.620728795431349
2025-04-22,log_wls_ann_r2,518880.SH,518880.SH,0.03340238218539615,0.03340238218539615,0.0,0.0,False,318,32,14.075693584299977
2025-04-23,log_wls_ann_r2,518880.SH,CASH,-0.060526810323227265,-0.060385868203457815,1.0,0.00015000000000000001,True,319,33,13.223736748555185
2025-04-24,log_wls_ann_r2,CASH,159985.SZ,-0.00014999999999998348,0.0,1.0,0.00015000000000000001,False,320,33,13.221753188042902
2025-04-25,log_wls_ann_r2,159985.SZ,513030.SH,-0.010372544080604507,-0.010075566750629705,2.0,0.00030000000000000003,False,321,33,13.084609970277054
2025-04-28,log_wls_ann_r2,513030.SH,518880.SH,0.0013992067988668477,0.0016997167138810276,2.0,0.00030000000000000003,False,322,33,13.102918045507986
2025-04-29,log_wls_ann_r2,518880.SH,518880.SH,0.006965840589417294,0.006965840589417294,0.0,0.0,False,322,33,13.194190883869194
2025-04-30,log_wls_ann_r2,518880.SH,513030.SH,-0.006417626712784341,-0.006119462551549826,2.0,0.00030000000000000003,False,323,33,13.1095154919993
2025-05-06,log_wls_ann_r2,513030.SH,513030.SH,0.034714445688689866,0.034714445688689866,0.0,0.0,False,323,33,13.564605055551349
2025-05-07,log_wls_ann_r2,513030.SH,513030.SH,-0.0021645021645021467,-0.0021645021645021467,0.0,0.0,False,323,33,13.535244438547991
2025-05-08,log_wls_ann_r2,513030.SH,513030.SH,0.002169197396963085,0.002169197396963085,0.0,0.0,False,323,33,13.564605055551349
2025-05-09,log_wls_ann_r2,513030.SH,513030.SH,0.010822510822510845,0.010822510822510845,0.0,0.0,False,323,33,13.711408140568139
2025-05-12,log_wls_ann_r2,513030.SH,513520.SH,0.016825481798715236,0.017130620985010614,2.0,0.00030000000000000003,False,324,33,13.942109188672024
2025-05-13,log_wls_ann_r2,513520.SH,159941.SZ,-0.006517899101589508,-0.0062197650310988895,2.0,0.00030000000000000003,False,325,33,13.851235927716916
2025-05-14,log_wls_ann_r2,159941.SZ,513030.SH,0.02754194952132294,0.027850304612706767,2.0,0.00030000000000000003,False,326,33,14.23272596844603
2025-05-15,log_wls_ann_r2,513030.SH,513030.SH,-0.02049622437971954,-0.02049622437971954,0.0,0.0,False,326,33,13.941008823461699
2025-05-16,log_wls_ann_r2,513030.SH,159941.SZ,0.023371310572687154,0.02367841409691618,2.0,0.00030000000000000003,False,327,33,14.266828470371394
2025-05-19,log_wls_ann_r2,159941.SZ,159941.SZ,-0.009353741496598511,-0.009353741496598511,0.0,0.0,False,327,33,14.133380244883227
2025-05-20,log_wls_ann_r2,159941.SZ,159941.SZ,0.010300429184549431,0.010300429184549431,0.0,0.0,False,327,33,14.278960127233956
2025-05-21,log_wls_ann_r2,159941.SZ,159941.SZ,-0.011045029736618583,-0.011045029736618583,0.0,0.0,False,327,33,14.121248588020666
2025-05-22,log_wls_ann_r2,159941.SZ,159941.SZ,-0.0068728522336769515,-0.0068728522336769515,0.0,0.0,False,327,33,14.024195333120181
2025-05-23,log_wls_ann_r2,159941.SZ,159941.SZ,-0.0034602076124568004,-0.0034602076124568004,0.0,0.0,False,327,33,13.975668705669937
2025-05-26,log_wls_ann_r2,159941.SZ,159941.SZ,0.003472222222222321,0.003472222222222321,0.0,0.0,False,327,33,14.024195333120181
2025-05-27,log_wls_ann_r2,159941.SZ,159941.SZ,0.007785467128027745,0.007785467128027745,0.0,0.0,False,327,33,14.133380244883229
2025-05-28,log_wls_ann_r2,159941.SZ,159941.SZ,0.011158798283261717,0.011158798283261717,0.0,0.0,False,327,33,14.291091784096517
2025-05-29,log_wls_ann_r2,159941.SZ,159941.SZ,0.015280135823429575,0.015280135823429575,0.0,0.0,False,327,33,14.50946160762261
2025-05-30,log_wls_ann_r2,159941.SZ,159941.SZ,-0.02006688963210701,-0.02006688963210701,0.0,0.0,False,327,33,14.218301842921154
2025-06-03,log_wls_ann_r2,159941.SZ,159941.SZ,0.0034129692832765013,0.0034129692832765013,0.0,0.0,False,327,33,14.266828470371397
2025-06-04,log_wls_ann_r2,159941.SZ,159941.SZ,0.007653061224489832,0.007653061224489832,0.0,0.0,False,327,33,14.376013382134444
2025-06-05,log_wls_ann_r2,159941.SZ,159941.SZ,-0.0033755274261603185,-0.0033755274261603185,0.0,0.0,False,327,33,14.327486754684202
2025-06-06,log_wls_ann_r2,159941.SZ,159941.SZ,-0.003386960203217604,-0.003386960203217604,0.0,0.0,False,327,33,14.278960127233958
2025-06-09,log_wls_ann_r2,159941.SZ,159941.SZ,0.003398470688190214,0.003398470688190214,0.0,0.0,False,327,33,14.3274867546842
2025-06-10,log_wls_ann_r2,159941.SZ,159941.SZ,0.0008467400508043177,0.0008467400508043177,0.0,0.0,False,327,33,14.339618411546759
2025-06-11,log_wls_ann_r2,159941.SZ,159985.SZ,0.003083079526226662,0.0033840947546530664,2.0,0.00030000000000000003,False,328,33,14.383828595485301
2025-06-12,log_wls_ann_r2,159985.SZ,159985.SZ,0.0015174506828528056,0.0015174506828528056,0.0,0.0,False,328,33,14.405655346009558
2025-06-13,log_wls_ann_r2,159985.SZ,159985.SZ,-0.002525252525252486,-0.002525252525252486,0.0,0.0,False,328,33,14.36927742846913
2025-06-16,log_wls_ann_r2,159985.SZ,159985.SZ,0.0010126582278480178,0.0010126582278480178,0.0,0.0,False,328,33,14.383828595485301
2025-06-17,log_wls_ann_r2,159985.SZ,159985.SZ,0.01062215477996964,0.01062215477996964,0.0,0.0,False,328,33,14.5366158491551
2025-06-18,log_wls_ann_r2,159985.SZ,159985.SZ,-0.006006006006005982,-0.006006006006005982,0.0,0.0,False,328,33,14.449308847058072
2025-06-19,log_wls_ann_r2,159985.SZ,159985.SZ,0.0060422960725075026,0.0060422960725075026,0.0,0.0,False,328,33,14.5366158491551
2025-06-20,log_wls_ann_r2,159985.SZ,159985.SZ,-0.0045045045045044585,-0.0045045045045044585,0.0,0.0,False,328,33,14.471135597582329
2025-06-23,log_wls_ann_r2,159985.SZ,159985.SZ,-0.009552538964303747,-0.009552538964303747,0.0,0.0,False,328,33,14.332899510928701
2025-06-24,log_wls_ann_r2,159985.SZ,159985.SZ,-0.0010152284263958977,-0.0010152284263958977,0.0,0.0,False,328,33,14.31834834391253
2025-06-25,log_wls_ann_r2,159985.SZ,159985.SZ,-0.013211382113821113,-0.013211382113821113,0.0,0.0,False,328,33,14.129183172702305
2025-06-26,log_wls_ann_r2,159985.SZ,159915.SZ,-0.01574335736354271,-0.015447991761071034,2.0,0.00030000000000000003,False,329,33,13.906742392759499
2025-06-27,log_wls_ann_r2,159915.SZ,159915.SZ,0.003822264691830002,0.003822264691830002,0.0,0.0,False,329,33,13.95989764318572
2025-06-30,log_wls_ann_r2,159915.SZ,159915.SZ,0.015230842455973281,0.015230842455973281,0.0,0.0,False,329,33,14.172518644890594
2025-07-01,log_wls_ann_r2,159915.SZ,159915.SZ,-0.003281762775433683,-0.003281762775433683,0.0,0.0,False,329,33,14.126007800767653
2025-07-02,log_wls_ann_r2,159915.SZ,513520.SH,-0.010644967074317835,-0.010348071495766553,2.0,0.00030000000000000003,False,330,33,13.975636912836924
2025-07-03,log_wls_ann_r2,513520.SH,159915.SZ,-0.0016025407166123662,-0.0013029315960911836,2.0,0.00030000000000000003,False,331,33,13.953240385643513
2025-07-04,log_wls_ann_r2,159915.SZ,159915.SZ,-0.0037365716954693706,-0.0037365716954693706,0.0,0.0,False,331,33,13.901103102558437
2025-07-07,log_wls_ann_r2,159915.SZ,159915.SZ,-0.010782934833567848,-0.010782934833567848,0.0,0.0,False,331,33,13.751208413688842
2025-07-08,log_wls_ann_r2,159915.SZ,159915.SZ,0.02322274881516595,0.02322274881516595,0.0,0.0,False,331,33,14.070549272584934
2025-07-09,log_wls_ann_r2,159915.SZ,159915.SZ,0.0018527095877720612,0.0018527095877720612,0.0,0.0,False,331,33,14.09661791412747
2025-07-10,log_wls_ann_r2,159915.SZ,159915.SZ,0.00277392510402219,0.00277392510402219,0.0,0.0,False,331,33,14.135720876441278
2025-07-11,log_wls_ann_r2,159915.SZ,159915.SZ,0.007376671277086189,0.007376671277086189,0.0,0.0,False,331,33,14.23999544261143
2025-07-14,log_wls_ann_r2,159915.SZ,159915.SZ,-0.0036613272311213363,-0.0036613272311213363,0.0,0.0,False,331,33,14.187858159526353
2025-07-15,log_wls_ann_r2,159915.SZ,159915.SZ,0.016077170418006492,0.016077170418006492,0.0,0.0,False,331,33,14.415958773023563
2025-07-16,log_wls_ann_r2,159915.SZ,159915.SZ,-0.002712477396021762,-0.002712477396021762,0.0,0.0,False,331,33,14.376855810709754
2025-07-17,log_wls_ann_r2,159915.SZ,159915.SZ,0.01858567543064371,0.01858567543064371,0.0,0.0,False,331,33,14.64405938652077
2025-07-18,log_wls_ann_r2,159915.SZ,159915.SZ,0.002225189141076944,0.002225189141076944,0.0,0.0,False,331,33,14.67664518844894
2025-07-21,log_wls_ann_r2,159915.SZ,159915.SZ,0.010213143872113806,0.010213143872113806,0.0,0.0,False,331,33,14.826539877318536
2025-07-22,log_wls_ann_r2,159915.SZ,159915.SZ,0.006153846153846176,0.006153846153846176,0.0,0.0,False,331,33,14.91778012271742
2025-07-23,log_wls_ann_r2,159915.SZ,159915.SZ,-0.000873743993010101,-0.000873743993010101,0.0,0.0,False,331,33,14.90474580194615
2025-07-24,log_wls_ann_r2,159915.SZ,159915.SZ,0.016615653694796784,0.016615653694796784,0.0,0.0,False,331,33,15.152397896600263
2025-07-25,log_wls_ann_r2,159915.SZ,159915.SZ,-0.0030107526881720803,-0.0030107526881720803,0.0,0.0,False,331,33,15.10677777390082
2025-07-28,log_wls_ann_r2,159915.SZ,159915.SZ,0.010353753235547991,0.010353753235547991,0.0,0.0,False,331,33,15.26318962315605
2025-07-29,log_wls_ann_r2,159915.SZ,159915.SZ,0.017506404782237306,0.017506404782237306,0.0,0.0,False,331,33,15.530393198967063
2025-07-30,log_wls_ann_r2,159915.SZ,159915.SZ,-0.01594628619387317,-0.01594628619387317,0.0,0.0,False,331,33,15.282741104312953
2025-07-31,log_wls_ann_r2,159915.SZ,159915.SZ,-0.018763326226012844,-0.018763326226012844,0.0,0.0,False,331,33,14.995986047345033
2025-08-01,log_wls_ann_r2,159915.SZ,159915.SZ,0.0008691873098651826,0.0008691873098651826,0.0,0.0,False,331,33,15.009020368116301
2025-08-04,log_wls_ann_r2,159915.SZ,159915.SZ,0.004342162396873794,0.004342162396873794,0.0,0.0,False,331,33,15.074191971972649
2025-08-05,log_wls_ann_r2,159915.SZ,159915.SZ,0.003026372676177891,0.003026372676177891,0.0,0.0,False,331,33,15.119812094672087
2025-08-06,log_wls_ann_r2,159915.SZ,159915.SZ,0.006896551724137945,0.006896551724137945,0.0,0.0,False,331,33,15.22408666084224
2025-08-07,log_wls_ann_r2,159915.SZ,159915.SZ,-0.006849315068493178,-0.006849315068493178,0.0,0.0,False,331,33,15.119812094672087
2025-08-08,log_wls_ann_r2,159915.SZ,159915.SZ,-0.0034482758620689724,-0.0034482758620689724,0.0,0.0,False,331,33,15.067674811587011
2025-08-11,log_wls_ann_r2,159915.SZ,159915.SZ,0.019463667820069475,0.019463667820069475,0.0,0.0,False,331,33,15.360947028940569
2025-08-12,log_wls_ann_r2,159915.SZ,159915.SZ,0.011879507848960413,0.011879507848960413,0.0,0.0,False,331,33,15.543427519738334
2025-08-13,log_wls_ann_r2,159915.SZ,159915.SZ,0.036897274633123756,0.036897274633123756,0.0,0.0,False,331,33,16.116937633674173
2025-08-14,log_wls_ann_r2,159915.SZ,159915.SZ,-0.010917913465426476,-0.010917913465426476,0.0,0.0,False,331,33,15.940974303262042
2025-08-15,log_wls_ann_r2,159915.SZ,159915.SZ,0.025756336876533004,0.025756336876533004,0.0,0.0,False,331,33,16.351555407557015
2025-08-18,log_wls_ann_r2,159915.SZ,159915.SZ,0.029095257074531755,0.029095257074531755,0.0,0.0,False,331,33,16.827308115708338
2025-08-19,log_wls_ann_r2,159915.SZ,159915.SZ,-0.0027110766847403545,-0.0027110766847403545,0.0,0.0,False,331,33,16.781687993008898
2025-08-20,log_wls_ann_r2,159915.SZ,159915.SZ,0.005048543689320395,0.005048543689320395,0.0,0.0,False,331,33,16.866411078022146
2025-08-21,log_wls_ann_r2,159915.SZ,159915.SZ,-0.0061823802163832875,-0.0061823802163832875,0.0,0.0,False,331,33,16.762136511851995
2025-08-22,log_wls_ann_r2,159915.SZ,159915.SZ,0.03499222395023316,0.03499222395023316,0.0,0.0,False,331,33,17.3486809465591
2025-08-25,log_wls_ann_r2,159915.SZ,513520.SH,0.027865852742299024,0.028174305033809244,2.0,0.00030000000000000003,False,332,33,17.832116735089045
2025-08-26,log_wls_ann_r2,513520.SH,513520.SH,-0.010572139303482664,-0.010572139303482664,0.0,0.0,False,332,33,17.643593112889718
2025-08-27,log_wls_ann_r2,513520.SH,513520.SH,0.00628535512256434,0.00628535512256434,0.0,0.0,False,332,33,17.75448936124226
2025-08-28,log_wls_ann_r2,513520.SH,513520.SH,0.006246096189881367,0.006246096189881367,0.0,0.0,False,332,33,17.865385609594806
2025-08-29,log_wls_ann_r2,513520.SH,513520.SH,-0.0062073246430788265,-0.0062073246430788265,0.0,0.0,False,332,33,17.754489361242264
2025-09-01,log_wls_ann_r2,513520.SH,513520.SH,-0.008744534665833914,-0.008744534665833914,0.0,0.0,False,332,33,17.599234613548703
2025-09-02,log_wls_ann_r2,513520.SH,518880.SH,0.0003299306868305152,0.000630119722747402,2.0,0.00030000000000000003,False,333,33,17.60504114111244
2025-09-03,log_wls_ann_r2,518880.SH,518880.SH,0.01277705345501956,0.01277705345501956,0.0,0.0,False,333,33,17.829981692850254
2025-09-04,log_wls_ann_r2,518880.SH,518880.SH,-0.0023171987641605885,-0.0023171987641605885,0.0,0.0,False,333,33,17.788666081306577
