scenario,asset,name,days,full_pct,invested_pct
stop_zero_article,159915.SZ,???100ETF,274,0.17850162866449512,0.1869031377899045
stop_zero_article,159941.SZ,??ETF,325,0.21172638436482086,0.22169167803547066
stop_zero_article,159985.SZ,??ETF,320,0.20846905537459284,0.21828103683492497
stop_zero_article,513030.SH,??ETF,182,0.11856677524429968,0.12414733969986358
stop_zero_article,513520.SH,??ETF,134,0.08729641693811074,0.09140518417462483
stop_zero_article,518880.SH,??ETF,231,0.1504885993485342,0.15757162346521145
stop_zero_article,CASH,??,69,0.04495114006514658,
stop_close_exec,159915.SZ,???100ETF,274,0.17850162866449512,0.1869031377899045
stop_close_exec,159941.SZ,??ETF,325,0.21172638436482086,0.22169167803547066
stop_close_exec,159985.SZ,??ETF,320,0.20846905537459284,0.21828103683492497
stop_close_exec,513030.SH,??ETF,182,0.11856677524429968,0.12414733969986358
stop_close_exec,513520.SH,??ETF,134,0.08729641693811074,0.09140518417462483
stop_close_exec,518880.SH,??ETF,231,0.1504885993485342,0.15757162346521145
stop_close_exec,CASH,??,69,0.04495114006514658,
no_stop,159915.SZ,???100ETF,296,0.19283387622149836,0.1972018654230513
no_stop,159941.SZ,??ETF,315,0.20521172638436483,0.20986009327115257
no_stop,159985.SZ,??ETF,320,0.20846905537459284,0.21319120586275817
no_stop,513030.SH,??ETF,177,0.11530944625407166,0.11792138574283811
no_stop,513520.SH,??ETF,158,0.10293159609120521,0.10526315789473684
no_stop,518880.SH,??ETF,235,0.15309446254071662,0.15656229180546302
no_stop,CASH,??,34,0.02214983713355049,
