etf,proxy,ret_corr,etf_total,proxy_total,days
159915.SZ,399006.SZ,0.9909060410607817,1.0631991051454137,0.9770456367257336,1529
159941.SZ,^NDX,0.16740921897632854,1.9714285714285715,2.1024533588554934,1529
513030.SH,^GDAXI,0.38267289238602553,0.6146209386281587,0.8505674511558441,1529
513520.SH,^N225,0.7563414062493277,0.8298453139217472,1.5548494354967408,1529
518880.SH,GC=F,0.4098764162720476,1.7675150128681731,1.9464310683062216,1529
159985.SZ,159985.SZ,1.0,1.2106339468302658,1.2106339468302658,1529
