date,nav,hold
2023-05-04,99900.09990009991,1.H20955
2023-05-05,100063.29039736491,1.H20955
2023-05-08,102171.29194523784,1.H20955
2023-05-09,101351.17354959088,1.H20955
2023-05-10,99332.7133366497,1.H20955
2023-05-11,99301.44330124561,1.H20955
2023-05-12,98654.59587480314,1.H20955
2023-05-15,98594.52449100057,1.H20955
2023-05-16,97816.37377444857,1.H20955
2023-05-17,97425.17063281088,NASDAQ_159941
2023-05-18,98780.17870202057,NASDAQ_159941
2023-05-19,101490.20291692513,NASDAQ_159941
2023-05-22,100948.19807394422,NASDAQ_159941
2023-05-23,101490.20291692513,NASDAQ_159941
2023-05-24,99999.68757960633,NASDAQ_159941
2023-05-25,101490.20291692513,NASDAQ_159941
2023-05-26,101896.70049179693,NASDAQ_159941
2023-05-29,105555.2271245542,NASDAQ_159941
2023-05-30,105690.72631617814,NASDAQ_159941
2023-05-31,105284.22874130633,NASDAQ_159941
2023-06-01,105148.72954968241,NASDAQ_159941
2023-06-02,106503.73761889209,NASDAQ_159941
2023-06-05,107045.742461873,NASDAQ_159941
2023-06-06,107181.24165349694,NASDAQ_159941
2023-06-07,107587.74730485391,NASDAQ_159941
2023-06-08,105148.72954968241,NASDAQ_159941
2023-06-09,106910.2351937639,NASDAQ_159941
2023-06-12,108129.74407134966,NASDAQ_159941
2023-06-13,110568.76182652118,NASDAQ_159941
2023-06-14,110704.26101814512,NASDAQ_159941
2023-06-15,111381.77312923512,NASDAQ_159941
2023-06-16,112465.77473871179,NASDAQ_159941
2023-06-19,111923.76989573087,NASDAQ_159941
2023-06-20,111788.27070410694,NASDAQ_159941
2023-06-21,112194.77635546391,NASDAQ_159941
2023-06-26,111381.77312923512,NASDAQ_159941
2023-06-27,109891.25779191633,NASDAQ_159941
2023-06-28,111381.77312923512,NASDAQ_159941
2023-06-29,112194.77635546391,NASDAQ_159941
2023-06-30,112194.77635546391,NASDAQ_159941
2023-07-03,114227.28845927845,NASDAQ_159941
2023-07-04,113414.28523304967,NASDAQ_159941
2023-07-05,113549.7844246736,NASDAQ_159941
2023-07-06,113685.28361629754,NASDAQ_159941
2023-07-07,113143.27877331663,NASDAQ_159941
2023-07-10,112194.77635546391,NASDAQ_159941
2023-07-11,112736.78119844482,NASDAQ_159941
2023-07-12,112872.28039006876,NASDAQ_159941
2023-07-13,114769.29330225936,NASDAQ_159941
2023-07-14,115175.79895361634,NASDAQ_159941
2023-07-17,115717.79572011209,NASDAQ_159941
2023-07-18,116937.30459769785,NASDAQ_159941
2023-07-19,118698.81831826452,NASDAQ_159941
2023-07-20,117208.31105743088,NASDAQ_159941
2023-07-21,115311.29814524027,NASDAQ_159941
2023-07-24,115582.29652848815,NASDAQ_159941
2023-07-25,115216.13440512224,1.H20955
2023-07-26,115604.03570683055,1.H20955
2023-07-27,116054.88220890911,1.H20955
2023-07-28,118461.24231637281,1.H20955
2023-07-31,119491.83457406069,1.H20955
2023-08-01,119737.23660762669,1.H20955
2023-08-02,119051.09781735709,1.H20955
2023-08-03,119665.86661944394,1.H20955
2023-08-04,119631.0241041338,1.H20955
2023-08-07,118554.03533642154,1.H20955
2023-08-08,118375.12894951823,1.H20955
2023-08-09,118076.47022156628,1.H20955
2023-08-10,118359.84397734418,1.H20955
2023-08-11,116334.82587250622,1.H20955
2023-08-14,116245.64347580569,1.H20955
2023-08-15,117024.99652551464,1.H20955
2023-08-16,117130.60725844951,1.H20955
2023-08-17,117073.92047188275,1.H20955
2023-08-18,116589.0739332753,1.H20955
2023-08-21,115264.61653154664,CASH
2023-08-22,115149.46706448216,GOLD_518880
2023-08-23,115695.19672801548,GOLD_518880
2023-08-24,116007.04579051503,GOLD_518880
2023-08-25,115591.24290995506,GOLD_518880
2023-08-28,115643.2136231444,GOLD_518880
2023-08-29,115955.06268564393,GOLD_518880
2023-08-30,116344.88020960923,GOLD_518880
2023-08-31,116786.65605508213,GOLD_518880
2023-09-01,116656.71688042703,GOLD_518880
2023-09-04,117098.50511758166,GOLD_518880
2023-09-05,117150.47583077101,GOLD_518880
2023-09-06,117072.519760987,GOLD_518880
2023-09-07,116812.67519479315,NASDAQ_159941
2023-09-08,117085.28815506595,NASDAQ_159941
2023-09-11,116307.22306545785,GOLD_518880
2023-09-12,116332.81135836283,GOLD_518880
2023-09-13,116614.30698498423,GOLD_518880
2023-09-14,117509.95824832514,GOLD_518880
2023-09-15,116383.9879441728,GOLD_518880
2023-09-18,115769.8323074533,GOLD_518880
2023-09-19,116665.4835707942,GOLD_518880
2023-09-20,117561.13483413511,GOLD_518880
2023-09-21,117202.87432879875,GOLD_518880
2023-09-22,116716.66015660416,GOLD_518880
2023-09-25,117228.46262170373,GOLD_518880
2023-09-26,117151.69774298878,GOLD_518880
2023-09-27,115437.16009502191,GOLD_518880
2023-09-28,113517.8916991486,GOLD_518880
2023-10-09,112611.88120395115,CASH
2023-10-10,112611.88120395115,CASH
2023-10-11,112611.88120395115,CASH
2023-10-12,112611.88120395115,CASH
2023-10-13,112611.88120395115,CASH
2023-10-16,112611.88120395115,CASH
2023-10-17,112611.88120395115,CASH
2023-10-18,112611.88120395115,CASH
2023-10-19,112611.88120395115,CASH
2023-10-20,112611.88120395115,CASH
2023-10-23,112611.88120395115,CASH
2023-10-24,112499.38182212904,GOLD_518880
2023-10-25,112056.76991495525,GOLD_518880
2023-10-26,112868.24071202714,GOLD_518880
2023-10-27,113089.54666561403,GOLD_518880
2023-10-30,113335.45259221275,GOLD_518880
2023-10-31,113605.93504094341,GOLD_518880
2023-11-01,113187.9113813415,GOLD_518880
2023-11-02,113433.80558250028,GOLD_518880
2023-11-03,113360.04083978463,GOLD_518880
2023-11-06,112794.46424387154,GOLD_518880
2023-11-07,112351.8406112578,GOLD_518880
2023-11-08,111909.228704084,GOLD_518880
2023-11-09,110949.4017253527,0.399606
2023-11-10,110226.83519896539,0.399606
2023-11-13,110445.59387209182,0.399606
2023-11-14,109983.1919874786,1.H00852
2023-11-15,110433.10848033322,1.H00852
2023-11-16,109109.52087425966,NASDAQ_159941
2023-11-17,109484.46284303737,NASDAQ_159941
2023-11-20,107859.69196309672,NASDAQ_159941
2023-11-21,109109.52087425966,NASDAQ_159941
2023-11-22,108234.64138139795,NASDAQ_159941
2023-11-23,108984.53276847689,NASDAQ_159941
2023-11-24,109109.52087425966,NASDAQ_159941
2023-11-27,108484.60269391641,NASDAQ_159941
2023-11-28,108859.55211221766,NASDAQ_159941
2023-11-29,108984.53276847689,NASDAQ_159941
2023-11-30,108859.55211221766,NASDAQ_159941
2023-12-01,108234.64138139795,NASDAQ_159941
2023-12-04,108359.62203765719,NASDAQ_159941
2023-12-05,106895.79498046132,1.H20955
2023-12-06,107023.32524003641,1.H20955
2023-12-07,106411.74949797978,GOLD_518880
2023-12-08,106574.24491270071,GOLD_518880
2023-12-11,105784.9798884605,GOLD_518880
2023-12-12,105156.60605654209,NASDAQ_159941
2023-12-13,106338.1398482453,NASDAQ_159941
2023-12-14,107637.83265311635,NASDAQ_159941
2023-12-15,106338.1398482453,NASDAQ_159941
2023-12-18,107047.06575726475,NASDAQ_159941
2023-12-19,107637.83265311635,NASDAQ_159941
2023-12-20,107992.28856512917,NASDAQ_159941
2023-12-21,106574.45083208408,NASDAQ_159941
2023-12-22,107165.21772793568,NASDAQ_159941
2023-12-25,107283.36969860662,NASDAQ_159941
2023-12-26,107992.28856512917,NASDAQ_159941
2023-12-27,108464.90349030984,NASDAQ_159941
2023-12-28,108110.44757829701,NASDAQ_159941
2023-12-29,107992.28856512917,NASDAQ_159941
2024-01-02,107637.83265311635,NASDAQ_159941
2024-01-03,105865.53196556155,NASDAQ_159941
2024-01-04,105182.34178155895,GOLD_518880
2024-01-05,105476.33697402243,GOLD_518880
2024-01-08,105159.72842578021,GOLD_518880
2024-01-09,105137.11507000147,GOLD_518880
2024-01-10,104730.04231497437,GOLD_518880
2024-01-11,104730.04231497437,GOLD_518880
2024-01-12,105069.26421899533,GOLD_518880
2024-01-15,104859.3356191572,1.H20955
2024-01-16,105248.41502295063,1.H20955
2024-01-17,103833.06658286661,1.H20955
2024-01-18,102935.05317270051,1.H20955
2024-01-19,102180.27701815328,NASDAQ_159941
2024-01-22,105988.90986697811,NASDAQ_159941
2024-01-23,104683.09548466589,NASDAQ_159941
2024-01-24,105227.18589164085,NASDAQ_159941
2024-01-25,104356.6386460532,NASDAQ_159941
2024-01-26,103268.45783210323,NASDAQ_159941
2024-01-29,104247.82186187204,NASDAQ_159941
2024-01-30,105988.90986697811,NASDAQ_159941
2024-01-31,103594.91467071594,NASDAQ_159941
2024-02-01,102397.91058651557,NASDAQ_159941
2024-02-02,104791.91226884702,NASDAQ_159941
2024-02-05,105553.64273025356,NASDAQ_159941
2024-02-06,105880.09308279697,NASDAQ_159941
2024-02-07,105009.5458372093,NASDAQ_159941
2024-02-08,107512.3643037219,NASDAQ_159941
2024-02-19,106750.64032838464,NASDAQ_159941
2024-02-20,106641.82354420351,NASDAQ_159941
2024-02-21,105125.54113201419,1.H00016
2024-02-22,106122.58747734764,1.H00016
2024-02-23,106136.61488799921,1.H00016
2024-02-26,104398.31615627304,1.H00016
2024-02-27,104900.27741978575,1.H00016
2024-02-28,104052.0316462662,1.H00016
2024-02-29,105042.31803867317,0.399606
2024-03-01,106030.52816497955,0.399606
2024-03-04,106658.26251456895,0.399606
2024-03-05,106589.8313880472,0.399606
2024-03-06,106527.3273669722,0.399606
2024-03-07,104048.18080692,0.399606
2024-03-08,104847.50031064723,1.H00852
2024-03-11,106727.085547781,1.H00852
2024-03-12,107306.97614813672,1.H00852
2024-03-13,107803.47694495152,1.H00852
2024-03-14,107117.51730578224,1.H00852
2024-03-15,108464.48942532092,1.H00852
2024-03-18,110049.43735911067,0.399606
2024-03-19,108937.94455505734,0.399606
2024-03-20,109069.26909788974,0.399606
2024-03-21,108159.04434912284,1.H00852
2024-03-22,106966.30900900114,1.H00852
2024-03-25,104484.67478923482,1.H00852
2024-03-26,103926.63283615657,GOLD_518880
2024-03-27,104428.88958917563,GOLD_518880
2024-03-28,105245.06803928938,GOLD_518880
2024-03-29,107275.05110591132,GOLD_518880
2024-04-01,107881.9584037022,GOLD_518880
2024-04-02,107965.66287300191,GOLD_518880
2024-04-03,109472.45309020628,GOLD_518880
2024-04-08,112046.55512357072,GOLD_518880
2024-04-09,112360.46684159183,GOLD_518880
2024-04-10,112758.09300798624,GOLD_518880
2024-04-11,111920.98844054756,GOLD_518880
2024-04-12,115185.7022410026,GOLD_518880
2024-04-15,113364.99032670354,GOLD_518880
2024-04-16,114097.46430751758,GOLD_518880
2024-04-17,114285.80934251554,GOLD_518880
2024-04-18,113950.9715071695,GOLD_518880
2024-04-19,114495.090473912,GOLD_518880
2024-04-22,112255.8262758936,GOLD_518880
2024-04-23,109493.37920753121,GOLD_518880
2024-04-24,110644.4054720646,GOLD_518880
2024-04-25,110444.22203576438,1.H20955
