date,nav_1x,hold,scale_raw,weight,ret_tv25_max15,turnover_tv25_max15,trade_cost_tv25_max15,nav_tv25_max15
2017-01-16,101502.85352566442,GOLD_518880,1.2819841283965407,1.2819841283965407,0.009634404797577822,0.00041166522317270804,4.11665223172708e-07,104009.3861978726
2017-01-17,101957.00818497909,GOLD_518880,1.2798384359090833,1.2798384359090833,0.0057338291652877516,0.00214569248745744,2.14569248745744e-06,104605.75824991765
2017-01-18,101616.39219049309,GOLD_518880,1.2815992310020485,1.2815992310020485,-0.004277412678171055,0.0017607950929652283,1.7607950929652283e-06,104158.31625336976
2017-01-19,100745.93510892616,GOLD_518880,1.2806616929046133,1.2806616929046133,-0.010979245824905282,0.0009375380974352421,9.375380974352421e-07,103014.73649451579
2017-01-20,100973.0124385835,GOLD_518880,1.276139267535297,1.276139267535297,0.0028820250263139613,0.004522425369316352,4.522425369316352e-06,103311.62754317212
2017-01-23,101465.01031178128,GOLD_518880,1.2760614684151892,1.2760614684151892,0.006217997125272934,7.779912010774659e-05,7.77991201077466e-08,103954.01894624282
2017-01-24,101313.62843306949,GOLD_518880,1.275401712964717,1.275401712964717,-0.0019044929527288756,0.0006597554504721437,6.597554504721437e-07,103756.03924975186
2017-01-25,100329.63268667391,GOLD_518880,1.2815128814590115,1.2815128814590115,-0.012393212592637814,0.006111168494294494,6.111168494294494e-06,102470.16859755962
2017-01-26,99751.4708339925,1.H00016,1.2779756590098597,1.2779756590098597,-0.007381184632021531,2.5594885404688714,0.0025594885404688714,101713.81736386666
2017-02-03,98737.51650304475,1.H00016,1.2758309003566208,1.2758309003566208,-0.012992491309611665,0.0021447586532388208,2.144758653238821e-06,100392.30147569919
2017-02-06,98905.43250689597,1.H00016,1.269896879275742,1.269896879275742,0.00216376968127463,0.005934021080878926,5.934021080878926e-06,100609.52729386569
2017-02-07,98633.86066220583,1.H00016,1.2707786913495294,1.2707786913495294,-0.0034877270259415782,0.000881812073787458,8.81812073787458e-07,100258.62872645566
2017-02-08,99009.0883477349,1.H00016,1.271063404300838,1.271063404300838,0.004834071442362253,0.00028471295130860774,2.8471295130860774e-07,100743.28610043261
2017-02-09,99366.55568670278,1.H00016,1.27630650844717,1.27630650844717,0.0045838433938845125,0.0052431041463321115,5.243104146332112e-06,101205.07754690229
2017-02-10,99727.48218825675,GOLD_518880,1.2771408018699772,1.2771408018699772,0.004628510485050752,2.5534473103171473,0.0025534473103171473,101673.5063094685
2017-02-13,99785.12850938799,NASDAQ_159941,1.2767757355505118,1.2767757355505118,0.0007342172486921594,2.553916537420489,0.002553916537420489,101748.15675153592
2017-02-14,99785.12850938799,NASDAQ_159941,1.276856360538387,1.276856360538387,-8.06249879081733e-08,8.062498787508865e-05,8.062498787508865e-08,101748.14854809201
2017-02-15,99392.27404149235,NASDAQ_159941,1.277423132724867,1.277423132724867,-0.005027552749838904,0.0005667721864801578,5.667721864801578e-07,101236.60436406803
2017-02-16,99627.9885955076,NASDAQ_159941,1.276452428754278,1.276452428754278,0.0030285095512787574,0.0009707039705890708,9.707039705890708e-07,101543.20038732364
2017-02-17,101513.69566124032,NASDAQ_159941,1.27629054327264,1.27629054327264,0.024159865916397738,0.00016188548163809102,1.6188548163809104e-07,103996.47049340328
2017-02-20,102063.69004301635,NASDAQ_159941,1.2602557342152632,1.2602557342152632,0.006898710714343892,0.016034809057376753,1.6034809057376754e-05,104713.91205865006
2017-02-21,102063.69004301635,NASDAQ_159941,1.259244764210242,1.259244764210242,-1.0109700050442427e-06,0.00101097000502115,1.01097000502115e-06,104713.80619602586
2017-02-22,102535.10978465753,NASDAQ_159941,1.2592150691132242,1.2592150691132242,0.0058162681825204565,2.969509701777895e-05,2.969509701777895e-08,105322.84977527442
2017-02-23,102535.10978465753,NASDAQ_159941,1.2636779166771634,1.2636779166771634,-4.462847563946326e-06,0.004462847563939221,4.462847563939221e-06,105322.37973545087
2017-02-24,101670.8355751207,NASDAQ_159941,1.2645950070404668,1.2645950070404668,-0.010652519582677988,0.0009170903633033411,9.170903633033412e-07,104200.43102282473
2017-02-27,101592.26093498584,NASDAQ_159941,1.2610880623229532,1.2610880623229532,-0.000980825057277257,0.0035069447175135604,3.5069447175135605e-06,104098.22862909846
2017-02-28,101906.55012913595,NASDAQ_159941,1.2610271188200892,1.2610271188200892,0.0039012827519455673,6.094350286400818e-05,6.094350286400819e-08,104504.34525295725
2017-03-01,101985.11540288149,NASDAQ_159941,1.2609682736968262,1.2609682736968262,0.0009721351388269905,5.884512326304048e-05,5.884512326304048e-08,104605.93759913776
2017-03-02,102142.25531676188,NASDAQ_159941,1.2622618361049998,1.2622618361049998,0.001941619271827122,0.0012935624081735764,1.2935624081735763e-06,104809.04250352779
2017-03-03,101827.9754890011,NASDAQ_159941,1.2662539001660702,1.2662539001660702,-0.0038878092711936985,0.003992064061070444,3.992064061070444e-06,104401.56493637763
2017-03-06,102535.10978465753,NASDAQ_159941,1.2730776457464041,1.2730776457464041,0.008786491111712369,0.00682374558033394,6.8237455803339395e-06,105318.88835873998
2017-03-07,102220.82995689675,NASDAQ_159941,1.2711341483039464,1.2711341483039464,-0.003904039535308379,0.0019434974424576978,1.943497442457698e-06,104907.71925477273
2017-03-08,101592.26093498584,NASDAQ_159941,1.2705691613098093,1.2705691613098093,-0.007816927828420694,0.0005649869941370955,5.649869941370955e-07,104087.66318471395
2017-03-09,101389.27939465622,0.399606,1.2684794034065978,1.2684794034065978,-0.0025390485647164285,2.539048564716407,0.0025390485647164072,103823.37955290012
2017-03-10,101185.15875520061,0.399606,1.2719291812800564,1.2719291812800564,-0.0025571905212664614,0.0034497778734585705,3.4497778734585706e-06,103557.88339082159
2017-03-13,102267.95104164942,0.399606,1.2755268864868385,1.2755268864868385,0.013607391974072458,0.0035977052067821536,3.5977052067821535e-06,104967.03610212578
2017-03-14,101600.92290780184,0.399606,1.2838743897093876,1.2838743897093876,-0.008327720365798541,0.008347503222549069,8.347503222549068e-06,104092.8999778406
2017-03-15,101606.43968184118,0.399606,1.345256795227758,1.345256795227758,8.325722500535093e-06,0.061382405518370486,6.138240551837049e-05,104093.76662644009
2017-03-16,102068.84565132047,0.399606,1.346187434800535,1.346187434800535,0.006121261965885694,0.0009306395727768368,9.306395727768369e-07,104730.9518409763
