date,nav_1x,hold,scale_raw,weight,ret_tv25_max15,turnover_tv25_max15,trade_cost_tv25_max15,nav_tv25_max15
2016-05-03,100000.0,CASH,1.0,0.0,0.0,0.0,0.0,100000.0
2016-05-04,99900.09990009991,GOLD_518880,1.0,1.0,-0.0010000000000000009,1.0,0.001,99900.0
2016-05-05,99825.4605526755,GOLD_518880,1.0,1.0,-0.0007471398677182384,0.0,0.0,99825.36072721495
2016-05-06,100012.0544725926,GOLD_518880,1.0,1.0,0.0018692016934760414,0.0,0.0,100011.95446053812
2016-05-09,99638.87553004624,GOLD_518880,1.0,1.0,-0.0037313396321504433,0.0,0.0,99638.77589117069
2016-05-10,99153.74201500717,GOLD_518880,1.0,1.0,-0.0048689180047276626,0.0,0.0,99153.64286126515
2016-05-11,99601.55140769013,GOLD_518880,1.0,1.0,0.004516313591222509,0.0,0.0,99601.4518061387
2016-05-12,99265.69658749986,GOLD_518880,1.0,1.0,-0.003371983823982183,0.0,0.0,99265.59732180326
2016-05-13,100086.68492272918,GOLD_518880,1.0,1.0,0.008270614758701056,0.0,0.0,100086.58483604425
2016-05-16,100571.81843776825,GOLD_518880,1.0,1.0,0.004847133416533866,0.0,0.0,100571.71786594979
2016-05-17,100086.68492272918,GOLD_518880,1.0,1.0,-0.004823752046794749,0.0,0.0,100086.58483604425
2016-05-18,100049.36969766089,GOLD_518880,1.0,1.0,-0.0003728290640968579,0.0,0.0,100049.26964829117
2016-05-19,98519.33870240713,GOLD_518880,1.0,1.0,-0.015292759963179803,0.0,0.0,98519.24018306841
2016-05-20,98444.69935498273,GOLD_518880,1.0,1.0,-0.0007576111290176213,0.0,0.0,98444.60091028336
2016-05-23,98332.74478249003,GOLD_518880,1.0,1.0,-0.0011372331189615226,0.0,0.0,98332.64644974524
2016-05-24,97884.92649251927,GOLD_518880,1.0,1.0,-0.004554111562341978,0.0,0.0,97884.82860759278
2016-05-25,96317.58027219721,GOLD_518880,1.0,1.0,-0.016012130534131308,0.0,0.0,96317.48395461692
2016-05-26,96594.06845552883,CASH,1.0,0.0,0.002870588967769372,1.0,0.001,96593.97186146035
2016-05-27,96497.5708846442,NASDAQ_159941,1.0,1.0,-0.0010000000000000009,1.0,0.001,96497.3778895989
2016-05-30,97194.66666963392,NASDAQ_159941,1.0,1.0,0.00722397236115957,0.0,0.0,97194.47228039772
2016-05-31,97393.83350208208,NASDAQ_159941,1.0,1.0,0.0020491539224589683,0.0,0.0,97393.63871451243
2016-06-01,97393.83350208208,NASDAQ_159941,1.0,1.0,0.0,0.0,0.0,97393.63871451243
2016-06-02,97095.08325340983,NASDAQ_159941,1.0,1.0,-0.003067445216291431,0.0,0.0,97094.88906334038
2016-06-03,98389.67953574404,NASDAQ_159941,1.0,1.0,0.013333283611853153,0.0,0.0,98389.48275648331
2016-06-06,97194.66666963392,NASDAQ_159941,1.0,1.0,-0.012145713572285666,0.0,0.0,97194.47228039772
2016-06-07,97493.41691830616,NASDAQ_159941,1.0,1.0,0.0030737308836883415,0.0,0.0,97493.22193156977
2016-06-08,97199.24042815187,0.399606,1.0,1.0,-0.0030193944630632075,2.0,0.002,97198.8514370834
2016-06-13,91340.22121360885,0.399606,1.0,1.0,-0.06027844650569991,0.0,0.0,91339.8556703177
2016-06-14,91322.56932645374,NASDAQ_159941,1.0,1.0,-0.00019525587835012015,2.0,0.002,91322.02102657042
2016-06-15,91417.59678866292,NASDAQ_159941,1.0,1.0,0.0010405693018720186,0.0,0.0,91417.04791823558
2016-06-16,90942.45381346591,NASDAQ_159941,1.0,1.0,-0.0051975001737952775,0.0,0.0,90941.9077957927
2016-06-17,91140.10665047682,GOLD_518880,1.0,1.0,0.0021713772397207176,2.0,0.002,91139.37698451725
2016-06-20,91207.24799008113,GOLD_518880,1.0,1.0,0.0007366826973529417,0.0,0.0,91206.51778658928
2016-06-21,91039.39864281907,GOLD_518880,1.0,1.0,-0.001840307113315287,0.0,0.0,91038.6697831259
2016-06-22,89797.34388636996,GOLD_518880,1.0,1.0,-0.013643046581647167,0.0,0.0,89796.62497054352
2016-06-23,89998.75990168547,GOLD_518880,1.0,1.0,0.0022430063807943323,0.0,0.0,89998.03937332625
2016-06-24,94161.3308732147,GOLD_518880,1.0,1.0,0.04625142586493869,0.0,0.0,94160.57701939148
2016-06-27,94933.42026292588,GOLD_518880,1.0,1.0,0.008199643978596516,0.0,0.0,94932.66022776971
2016-06-28,94564.15490034832,GOLD_518880,1.0,1.0,-0.003889729892327165,0.0,0.0,94563.39782152361
2016-06-29,95000.55359903279,GOLD_518880,1.0,1.0,0.004614842686897047,0.0,0.0,94999.79302640841
2016-06-30,94597.72957189917,GOLD_518880,1.0,1.0,-0.0042402282078672915,0.0,0.0,94596.97222427628
2016-07-01,95940.49233600605,GOLD_518880,1.0,1.0,0.014194450228177002,0.0,0.0,95939.72423825001
2016-07-04,97316.82176816638,GOLD_518880,1.0,1.0,0.014345657382496046,0.0,0.0,97316.0426515431
2016-07-05,97014.7057486905,GOLD_518880,1.0,1.0,-0.003104458345296046,0.0,0.0,97013.92905080234
2016-07-06,98928.14188719307,GOLD_518880,1.0,1.0,0.019723155615800847,0.0,0.0,98927.34987037157
2016-07-07,98558.88452811289,GOLD_518880,1.0,1.0,-0.003732581569168003,0.0,0.0,98558.09546755879
2016-07-08,97887.49514256205,GOLD_518880,1.0,1.0,-0.006812063557388615,0.0,0.0,97886.7114571386
2016-07-11,98760.292539931,GOLD_518880,1.0,1.0,0.00891633191857455,0.0,0.0,98759.50186690819
2016-07-12,97988.20315021981,GOLD_518880,1.0,1.0,-0.007817811894380688,0.0,0.0,97987.41865852996
2016-07-13,97081.83908479741,GOLD_518880,1.0,1.0,-0.009249726357701604,0.0,0.0,97081.06184944102
2016-07-14,96410.45770274397,GOLD_518880,1.0,1.0,-0.0069156228227919,0.0,0.0,96409.68584245414
2016-07-15,96318.33620848285,0.399606,1.0,1.0,-0.0009575135930550704,2.0,0.002,96317.37225775783
2016-07-18,95540.87245789591,1.H00016,1.0,1.0,-0.008073800422814914,2.0,0.002,95539.72501689872
2016-07-19,95004.86371052686,1.H00016,1.0,1.0,-0.005610255941563391,0.0,0.0,95003.72270696734
2016-07-20,94643.15855957668,1.H00016,1.0,1.0,-0.003807227723122253,0.0,0.0,94642.02190007755
2016-07-21,94918.61258775873,NASDAQ_159941,1.0,1.0,0.0029084405583985617,2.0,0.002,94917.28259510058
2016-07-22,93628.46227730458,NASDAQ_159941,1.0,1.0,-0.013592174129824275,0.0,0.0,93627.15036213823
2016-07-25,94457.84305036621,NASDAQ_159941,1.0,1.0,0.008858212053138192,0.0,0.0,94456.51951397711
2016-07-26,95010.77088948216,NASDAQ_159941,1.0,1.0,0.005853699610959051,0.0,0.0,95009.43960550863
2016-07-27,94734.30696992418,NASDAQ_159941,1.0,1.0,-0.002909816613103411,0.0,0.0,94732.97955974287
2016-07-28,95932.30996426722,NASDAQ_159941,1.0,1.0,0.012645925564467086,0.0,0.0,95930.96576775557
2016-07-29,95471.54042687468,NASDAQ_159941,1.0,1.0,-0.004803069347169453,0.0,0.0,95470.2026866321
2016-08-01,95932.30996426722,NASDAQ_159941,1.0,1.0,0.004826250161381385,0.0,0.0,95930.96576775557
2016-08-02,96761.69073732883,NASDAQ_159941,1.0,1.0,0.008645479019222524,0.0,0.0,96760.33491959445
2016-08-03,95195.07650731671,NASDAQ_159941,1.0,1.0,-0.01619043877876092,0.0,0.0,95193.74264086635
2016-08-04,95655.84604470924,NASDAQ_159941,1.0,1.0,0.004840266474885446,0.0,0.0,95654.5057219898
2016-08-05,95379.38212515126,NASDAQ_159941,1.0,1.0,-0.0028901936576752885,0.0,0.0,95378.04567622404
2016-08-08,96669.54342121772,NASDAQ_159941,1.0,1.0,0.013526626691433119,0.0,0.0,96668.18889464477
2016-08-09,97038.1546568868,NASDAQ_159941,1.0,1.0,0.003813106203087724,0.0,0.0,97036.7949653602
2016-08-10,96577.38511949428,NASDAQ_159941,1.0,1.0,-0.004748333673715632,0.0,0.0,96576.03188423674
2016-08-11,96577.38511949428,NASDAQ_159941,1.0,1.0,0.0,0.0,0.0,96576.03188423674
2016-08-12,97038.1546568868,NASDAQ_159941,1.0,1.0,0.004770987916295599,0.0,0.0,97036.79496536021
2016-08-15,96761.69073732883,NASDAQ_159941,1.0,1.0,-0.0028490228460703593,0.0,0.0,96760.33491959446
2016-08-16,96946.00734077569,NASDAQ_159941,1.0,1.0,0.0019048510008699004,0.0,0.0,96944.64894041055
2016-08-17,96577.38511949428,NASDAQ_159941,1.0,1.0,-0.0038023455673183992,0.0,0.0,96576.03188423674
2016-08-18,96476.3974803162,1.H00016,1.0,1.0,-0.0010476654031770227,2.0,0.002,96474.8525168555
2016-08-19,96776.18774076855,1.H00016,1.0,1.0,0.003107394847672529,0.0,0.0,96774.63797649635
2016-08-22,96250.48292761006,1.H00016,1.0,1.0,-0.005432171130430041,0.0,0.0,96248.94158192261
2016-08-23,96458.25835564637,1.H00016,1.0,1.0,0.0021586949147316403,0.0,0.0,96456.71368266382
2016-08-24,96039.07967463983,1.H00016,1.0,1.0,-0.004345700286864096,0.0,0.0,96037.5417143431
2016-08-25,95606.37910069758,1.H00016,1.4441659898353125,1.4441659898353125,-0.004947628377529489,0.4441659898353125,0.0004441659898353125,95562.38364764904
2016-08-26,95484.02245974289,1.H00016,1.4429733207306603,1.4429733207306603,-0.0018494280108343197,0.0011926691046522109,1.192669104652211e-06,95385.64789854898
2016-08-29,95266.6827659716,1.H00016,1.442946746204895,1.442946746204895,-0.003284506671138776,2.6574525765266088e-05,2.657452576526609e-08,95072.3531016953
2016-08-30,95688.49986511192,1.H00016,1.442720151575036,1.442720151575036,0.00638878008753152,0.00022659462985896717,2.2659462985896717e-07,95679.74945806619
2016-08-31,95868.58771743748,0.399606,1.4413342816472374,1.4413342816472374,0.002708764368959393,2.8840544332222735,0.0028840544332222736,95938.92335422916
2016-09-01,95412.31025978421,0.399606,1.4417239028817461,1.4417239028817461,-0.006860280864892765,0.0003896212345086969,3.896212345086969e-07,95280.75539414374
2016-09-02,94954.34131943341,0.399606,1.441795172015796,1.441795172015796,-0.006920192155285276,7.126913404986723e-05,7.126913404986724e-08,94621.39425811553
2016-09-05,95471.93502487143,0.399606,1.4422586909734347,1.4422586909734347,0.007858721740916286,0.0004635189576387422,4.635189576387422e-07,95364.9974663276
2016-09-06,97033.43293788384,NASDAQ_159941,1.4402743837092054,1.4402743837092054,0.02356460465749821,2.88253307468264,0.0028825330746826403,97612.23592978492
2016-09-07,97388.22983626407,0.399606,1.4253634258219436,1.4253634258219436,0.005271229624695284,2.865637809531149,0.0028656378095311495,98126.77243955074
2016-09-08,97695.31616167445,NASDAQ_159941,1.4261451049100393,1.4261451049100393,0.00448457284324677,2.8515085307319827,0.0028515085307319827,98566.8290984286
2016-09-09,97511.84221572398,NASDAQ_159941,1.4267696189275474,1.4267696189275474,-0.0026789546199574854,0.000624514017508071,6.24514017508071e-07,98302.7730362408
2016-09-12,95126.79027225159,NASDAQ_159941,1.4265803134740949,1.4265803134740949,-0.03489768412245253,0.00018930545345252625,1.8930545345252626e-07,94872.23391446093
2016-09-13,95493.72722876415,NASDAQ_159941,1.4015316636675792,1.4015316636675792,0.005477627566392362,0.025048649806515666,2.5048649806515665e-05,95391.90867823601
2016-09-14,95760.67715548525,GOLD_518880,1.4003440091164037,1.4003440091164037,0.0039109168431215036,2.801875672783983,0.002801875672783983,95764.97850058324
2016-09-19,95188.0680407656,GOLD_518880,1.3997467574191116,1.3997467574191116,-0.008374068370275878,0.0005972516972920783,5.972516972920783e-07,94963.03602314135
2016-09-20,95261.13025105179,CASH,1.398783375641223,0.0,0.0010733945580709836,1.3997467574191116,0.0013997467574191117,95064.96882922649
2016-09-21,95261.13025105179,CASH,1.4159875089246206,0.0,0.0,0.0,0.0,95064.96882922649
2016-09-22,95261.13025105179,CASH,1.4166030866551513,0.0,0.0,0.0,0.0,95064.96882922649
2016-09-23,95165.96428676501,NASDAQ_159941,1.4166586162169665,1.4166586162169665,-0.0014166586162169814,1.4166586162169665,0.0014166586162169667,94930.29422203416
2016-09-26,94193.9780979345,NASDAQ_159941,1.420441825868203,1.420441825868203,-0.014472899455091226,0.0037832096512364632,3.7832096512364632e-06,93556.37761851643
2016-09-27,94900.87618675841,NASDAQ_159941,1.4138788984762112,1.4138788984762112,0.010653365046585872,0.006562927391991824,6.562927391991824e-06,94553.06786172272
2016-09-28,94900.87618675841,NASDAQ_159941,1.4096431404121705,1.4096431404121705,-4.235758064075057e-06,0.00423575806404064,4.23575806404064e-06,94552.66735780305
2016-09-29,94989.2423979543,NASDAQ_159941,1.410192486455151,1.410192486455151,0.001312028156214895,0.0005493460429804031,5.493460429804032e-07,94676.7231196217
2016-09-30,94635.78808675181,NASDAQ_159941,1.4231412044064597,1.4231412044064597,-0.005260197219352336,0.012948717951308808,1.2948717951308809e-05,94178.70488393048
2016-10-10,95077.59807556914,NASDAQ_159941,1.432361399321677,1.432361399321677,0.006634695548213498,0.009220194915217306,9.220194915217306e-06,94803.5519179604
2016-10-11,96137.95047559554,NASDAQ_159941,1.4314052734863891,1.4314052734863891,0.015973431385482684,0.0009561258352879243,9.561258352879243e-07,96317.88994962198
2016-10-12,95696.12995319719,NASDAQ_159941,1.4227958054961523,1.4227958054961523,-0.006586852271490806,0.008609467990236874,8.609467990236875e-06,95683.4582374221
2016-10-13,95607.77427558234,NASDAQ_159941,1.5,1.5,-0.001390761828059195,0.07720419450384775,7.720419450384775e-05,95550.3853361288
2016-10-14,95784.49616439307,NASDAQ_159941,1.5,1.5,0.0027726075125649174,0.0,0.0,95815.30905234024
2016-10-17,95519.40806438647,NASDAQ_159941,1.5,1.5,-0.004151320578305695,0.0,0.0,95417.54898815454
2016-10-18,95696.12995319719,NASDAQ_159941,1.5,1.5,0.002775172486804145,0.0,0.0,95682.34914486475
2016-10-19,95784.49616439307,NASDAQ_159941,1.5,1.5,0.0013851063450385226,0.0,0.0,95814.8793737735
2016-10-20,96226.30615321039,NASDAQ_159941,1.5,1.5,0.006918812644674643,0.0,0.0,96477.80457273274
2016-10-21,96403.02804202112,NASDAQ_159941,1.5,1.5,0.002754785503186863,0.0,0.0,96743.580230149
2016-10-24,96491.39425321699,NASDAQ_159941,1.5,1.5,0.0013749497239445851,0.0,0.0,96876.59778907985
2016-10-25,97551.73611966237,NASDAQ_159941,1.5,1.5,0.016483467898641635,0.0,0.0,98473.46007886577
2016-10-26,97198.29234204092,NASDAQ_159941,1.5,1.5,-0.005434712774171846,0.0,0.0,97938.28510745826
2016-10-27,96915.9003044098,1.H00016,1.5,1.5,-0.004359608956692185,3.0,0.003,97511.31248250071
2016-10-28,97068.50352651584,1.H00016,1.5,1.5,0.002361891417610895,0.0,0.0,97741.62361457311
2016-10-31,96924.7994123944,1.H00016,1.5,1.5,-0.002220660289908305,0.0,0.0,97524.57267234106
2016-11-01,97485.11361883118,1.H00016,1.5,1.5,0.008671375280119298,0.0,0.0,98370.2448410162
2016-11-02,96678.26116156222,1.H00016,1.5,1.5,-0.012415010261316972,0.0,0.0,97148.97724190673
2016-11-03,97922.48829644389,1.H00016,1.5,1.5,0.01930465732315567,0.0,0.0,99024.40495685679
2016-11-04,97848.98825642306,1.H00016,1.5,1.5,-0.0011258911201017519,0.0,0.0,98912.9142586425
2016-11-07,98065.53321738128,1.H00016,1.5,1.5,0.00331957894736834,0.0,0.0,99241.26348643834
2016-11-08,98300.86518408473,1.H00016,1.5,1.5,0.0035996128147561812,0.0,0.0,99598.49361023672
2016-11-09,97504.23022116843,1.H00016,1.5,1.5,-0.012156072503906268,0.0,0.0,98387.76710063084
2016-11-10,98406.7539337667,GOLD_518880,1.5,1.5,0.013864431817029566,3.0,0.003,99751.85758922732
2016-11-11,96867.51169873083,GOLD_518880,1.5,1.5,-0.023462448056235874,0.0,0.0,97411.43481202704
2016-11-14,93671.45741101637,1.H00016,1.5,1.5,-0.04944743451625899,3.0,0.003,92594.68926802451
2016-11-15,93393.7208253478,1.H00016,1.5,1.5,-0.004447511440703211,0.0,0.0,92182.87332815661
2016-11-16,93355.06038747635,1.H00016,1.5,1.5,-0.0006209267207120117,0.0,0.0,92125.63451891515
2016-11-17,93628.77628760628,1.H00016,1.5,1.5,0.004397981732225276,0.0,0.0,92530.801376599
2016-11-18,93247.12044493924,1.H00016,1.5,1.5,-0.00611439972516592,0.0,0.0,91965.03107009255
2016-11-21,94354.66466908077,1.H00016,1.5,1.5,0.017816274950745115,0.0,0.0,93603.50534949113
2016-11-22,95095.08937519495,1.H00016,1.5,1.5,0.011770876014094878,0.0,0.0,94705.30060544466
2016-11-23,95391.38297104179,1.H00016,1.5,1.5,0.004673641895605707,0.0,0.0,95147.9192660902
2016-11-24,95730.97625730469,1.H00016,1.5,1.5,0.005339999416393404,0.0,0.0,95656.00909944218
2016-11-25,96749.75611609335,1.H00016,1.5,1.5,0.01596316937242559,0.0,0.0,97182.98217418685
2016-11-28,97121.2056031623,1.H00016,1.5,1.5,0.005758921293143926,0.0,0.0,97742.651319561
2016-11-29,98675.04592209197,1.H00016,1.5,1.5,0.023998471434940605,0.0,0.0,100088.32554522884
2016-11-30,97779.05161398304,1.H00016,1.5,1.5,-0.013620378380411635,0.0,0.0,98725.084679841
2016-12-01,98259.67817760103,1.H00016,1.5,1.5,0.007373152362666779,0.0,0.0,99452.99977120265
2016-12-02,97661.83316635678,1.H00016,1.5,1.5,-0.009126505739673663,0.0,0.0,98545.34139796301
2016-12-05,95994.48580183655,1.H00016,1.5,1.5,-0.025608991411415927,0.0,0.0,96021.69459646753
2016-12-06,95728.81127278387,1.H00016,1.5,1.5,-0.004151402971225404,0.0,0.0,95623.06984821765
2016-12-07,96061.6003219814,1.H00016,1.5,1.5,0.005214559411730768,0.0,0.0,96121.70202707326
2016-12-08,96146.03471829266,1.H00016,1.5,1.5,0.001318441438018958,0.0,0.0,96248.43286211867
2016-12-09,97451.82966783903,1.H00016,1.5,1.5,0.020372056216967138,0.0,0.0,98209.21134718074
2016-12-12,96475.42164895749,1.H00016,1.5,1.5,-0.015029087019857723,0.0,0.0,96733.21656369236
2016-12-13,95900.46361693316,1.H00016,1.5,1.5,-0.008939448341305223,0.0,0.0,95868.47497133294
2016-12-14,95393.23867205963,1.H00016,1.5,1.5,-0.007933615632447877,0.0,0.0,95107.89133964143
2016-12-15,93163.28947588205,NASDAQ_159941,1.5,1.5,-0.03503538045539856,3.0,0.003,91775.75018224638
2016-12-16,93485.09289781393,NASDAQ_159941,1.5,1.5,0.005181280476606709,0.0,0.0,92251.26608489158
2016-12-19,93485.09289781393,NASDAQ_159941,1.5,1.5,0.0,0.0,0.0,92251.26608489158
2016-12-20,94128.70933229051,NASDAQ_159941,1.5,1.5,0.01032704382901084,0.0,0.0,93203.948953032
2016-12-21,97668.59492660529,NASDAQ_159941,1.5,1.5,0.05641029638181472,0.0,0.0,98461.61133742807
2016-12-22,98392.66701187125,NASDAQ_159941,1.5,1.5,0.011120341484538443,0.0,0.0,99556.53807861818
2016-12-23,98231.7557102925,NASDAQ_159941,1.5,1.5,-0.0024530989930275915,0.0,0.0,99312.3160353082
2016-12-26,104185.19574093485,NASDAQ_159941,1.5,1.5,0.09090909534693226,0.0,0.0,108340.70884288671
2016-12-27,103380.67759549234,NASDAQ_159941,1.391766549257988,1.391766549257988,-0.011689980703025404,0.10823345074201196,0.00010823345074201196,107074.20804716127
2016-12-28,102334.8020882945,NASDAQ_159941,1.3869852089023678,1.3869852089023678,-0.014084855292986531,0.004781340355620278,4.781340355620278e-06,105566.08332120586
2016-12-29,101047.57880995414,NASDAQ_159941,1.3795948485199472,1.3795948485199472,-0.017453522240534758,0.00739036038242058,7.39036038242058e-06,103723.58333811305
2016-12-30,101449.8378826754,NASDAQ_159941,1.368843205551212,1.368843205551212,0.005481201596873264,0.010751642968735098,1.0751642968735097e-05,104292.11320873933
2017-01-03,100243.06066451162,NASDAQ_159941,1.3682662235376957,1.3682662235376957,-0.01628338114477368,0.0005769820135164139,5.769820135164139e-07,102593.88497896754
2017-01-04,98151.30965011593,NASDAQ_159941,1.3601573965045366,1.3601573965045366,-0.02855920287810132,0.008108827033159072,8.108827033159071e-06,99663.88540380062
2017-01-05,96783.6211303734,NASDAQ_159941,1.3341163557083413,1.3341163557083413,-0.01897864818850803,0.02604104079619529,2.6041040796195293e-05,97772.39958562212
2017-01-06,94933.22747773303,NASDAQ_159941,1.323762999471737,1.323762999471737,-0.02551688895534565,0.010353356236604272,1.0353356236604272e-05,95277.5521224981
2017-01-09,95335.4865504543,NASDAQ_159941,1.3180985826622562,1.3180985826622562,0.00560346396258371,0.005664416809480821,5.6644168094808214e-06,95811.43645225972
2017-01-10,96300.91599747556,NASDAQ_159941,1.3178262226521613,1.3178262226521613,0.013347651747128042,0.0002723600100948964,2.723600100948964e-07,97090.29413941657
2017-01-11,98875.37214476908,NASDAQ_159941,1.3125030446666555,1.3125030446666555,0.03522453652750168,0.005323177985505856,5.323177985505856e-06,100510.25475179632
2017-01-12,101086.55110341216,GOLD_518880,1.2747010499192117,1.2747010499192117,0.0293681932791936,2.587204094585867,0.002587204094585867,103462.05933988806
2017-01-13,100745.93510892616,GOLD_518880,1.2823957936197135,1.2823957936197135,-0.004302828172628614,0.007694743700501716,7.694743700501716e-06,103016.87987616222
