,159915.SZ,159941.SZ,159985.SZ,513030.SH,513520.SH,518880.SH
159915.SZ,1.0,0.022994853118684235,-0.038589681093785494,-0.0020276356405096166,-0.03030997532413271,0.10586897029105932
159941.SZ,0.022994853118684235,1.0,-0.14125441090435978,0.1543997056509371,0.3420375103118823,-0.015021328425315521
159985.SZ,-0.038589681093785494,-0.14125441090435978,1.0,-0.03170120671256134,-0.12768917232646845,-0.017449260689255695
513030.SH,-0.0020276356405096166,0.1543997056509371,-0.03170120671256134,1.0,0.41379066471176923,0.061144096000640726
513520.SH,-0.03030997532413271,0.3420375103118823,-0.12768917232646845,0.41379066471176923,1.0,0.13112827511463673
518880.SH,0.10586897029105932,-0.015021328425315521,-0.017449260689255695,0.061144096000640726,0.13112827511463673,1.0
