scenario,window,start,end,days,total,cagr,maxdd,sharpe,vol,avg_weight,max_weight,cash_days,trades,stop_exits
six_etf_original_1x,near6_2020,2020-01-02,2026-04-30,1532,52.828513409347245,0.9263523135710061,-0.12584842625796022,2.7314927901983745,0.25155939683417655,1.059201969412499,1.5,69,209,34
six_etf_tv25_max1p5_vol80,near6_2020,2020-01-02,2026-04-30,1532,69.85561006434226,1.015438977495216,-0.15420722680279586,2.6163643484760883,0.28287731377691483,1.059201969412499,1.5,69,209,34
six_etf_original_1x,5Y,2021-04-30,2026-04-30,1211,18.470107107373313,0.854846021236688,-0.12584842625796056,2.556069734113238,0.2541637765119299,1.0805385981850912,1.5,56,143,22
six_etf_tv25_max1p5_vol80,5Y,2021-04-30,2026-04-30,1211,23.353689925918463,0.943272522313829,-0.15420722680279586,2.425169283022218,0.29089005538564505,1.0805385981850912,1.5,56,143,22
six_etf_original_1x,3Y,2023-05-04,2026-04-30,726,7.124102961371632,1.06913970631564,-0.12584842625796067,2.700196743795105,0.2839247539544544,0.9903560556165604,1.5,41,94,14
six_etf_tv25_max1p5_vol80,3Y,2023-05-04,2026-04-30,726,8.105111422917883,1.1526580649798972,-0.15420722680279608,2.5810532968877897,0.3155748001182545,0.9903560556165604,1.5,41,94,14
