start,end,total,cagr,maxdd,dd_date,sharpe,mode,window,vol_window,avg_weight,avg_scale,avg_turnover,cash_days,trade_actions
2016-05-03,2026-04-30,5.201783394215355,0.20040466622980135,-0.20579009244321445,2020-04-02,0.9891616376203872,1x,10Y,0,0.9485384932070811,1.0,,125,431
2016-05-03,2026-04-30,6.338661439639235,0.22080053898788599,-0.2254586408058945,2024-01-18,0.9167623849832033,tv25_max15_borrow3,10Y,20,1.2148082279283372,1.2807157923775743,0.23959271291884734,125,431
2016-05-03,2026-04-30,8.399466180254068,0.25142162595447415,-0.22565102132815695,2024-01-18,1.0155448711850943,tv25_max15_borrow3,10Y,40,1.2079348019371614,1.2734694591603146,0.22673651866069452,125,431
2016-05-03,2026-04-30,7.371742727554979,0.23700114264962258,-0.2312668703131726,2018-11-26,0.9647372133382212,tv25_max15_borrow3,10Y,60,1.2044920635623744,1.269839940274743,0.22476986281794492,125,431
2016-05-03,2026-04-30,6.0103695864615405,0.21522084958825527,-0.23648416290547358,2018-11-26,0.8954240780228856,tv25_max15_borrow3,10Y,80,1.1999137243174214,1.26501321022874,0.22379217676102675,125,431
2016-05-03,2026-04-30,6.1761286239588005,0.2180668266360477,-0.22852113777055838,2018-03-23,0.9017664931947221,tv25_max15_borrow3,10Y,100,1.196298744588958,1.2612021052979943,0.2196181505745844,125,431
2016-05-03,2026-04-30,6.660477780641379,0.22605626429900516,-0.22852113777055827,2018-03-23,0.9320769341361448,tv25_max15_borrow3,10Y,120,1.1936444175427587,1.2584037717931256,0.217571953818331,125,431
2016-05-03,2026-04-30,6.545415286519453,0.22420034969479197,-0.2285211377705585,2018-03-23,0.9328478667926388,tv25_max15_borrow3,10Y,160,1.189859505286929,1.2544135149053603,0.21767664154196756,125,431
2016-05-03,2026-04-30,6.3556591445795885,0.2210832757791077,-0.22852113777055816,2018-03-23,0.9171090347150198,tv25_max15_borrow3,10Y,200,1.183499625535127,1.2477085895941076,0.21781949007672743,125,431
2021-04-30,2026-04-30,2.0931298874525046,0.2534097241005824,-0.1537071302585581,2024-09-04,1.1757739885160021,1x,5Y,0,0.94467382328654,1.0,,67,203
2021-04-30,2026-04-30,2.199969030576212,0.26195243822676506,-0.22545864080589395,2024-01-18,1.0244886673406337,tv25_max15_borrow3,5Y,20,1.202413359974266,1.2728344221405912,0.22972591943690385,67,203
2021-04-30,2026-04-30,2.645395677451574,0.29528195924480327,-0.22565102132815762,2024-01-18,1.1138602169539455,tv25_max15_borrow3,5Y,40,1.1922245934358067,1.2620489358835332,0.2161277660724307,67,203
2021-04-30,2026-04-30,2.46626993788503,0.2822929625182593,-0.22422005263792466,2024-01-18,1.0847536132784277,tv25_max15_borrow3,5Y,60,1.1837787971639755,1.2531084994454322,0.21267052984797596,67,203
2021-04-30,2026-04-30,2.159254308691323,0.2587242437751387,-0.2253604714232953,2024-01-18,1.0166219358705084,tv25_max15_borrow3,5Y,80,1.177905566957078,1.2468912950918019,0.21194558273791622,67,203
2021-04-30,2026-04-30,2.3368597503979505,0.2725707034000413,-0.22544964810112578,2024-01-18,1.0479290318309196,tv25_max15_borrow3,5Y,100,1.1707272801123623,1.2392926015874746,0.20925152893264715,67,203
2021-04-30,2026-04-30,2.380072743912434,0.27585021925070907,-0.2254991681182621,2024-01-18,1.0678542393731272,tv25_max15_borrow3,5Y,120,1.164096608650113,1.2322735953455306,0.20620735355149572,67,203
2021-04-30,2026-04-30,2.3448310301182014,0.2731782042519737,-0.22558517677164325,2024-01-18,1.0676242688172732,tv25_max15_borrow3,5Y,160,1.1547972567168563,1.2224296135350636,0.20556660504993168,67,203
2021-04-30,2026-04-30,2.3014764115650648,0.269859999413673,-0.22545864080589362,2024-01-18,1.0507018178567364,tv25_max15_borrow3,5Y,200,1.1421398138078642,1.2090308693368212,0.2057281383181607,67,203
2023-05-04,2026-04-30,1.804374197777987,0.4118588710629394,-0.15370713025855798,2024-09-04,1.6039933020234312,1x,3Y,0,0.9573002754820936,1.0,,31,131
2023-05-04,2026-04-30,2.0344384313048556,0.44958807050083816,-0.22545864080589373,2024-01-18,1.4961767388884544,tv25_max15_borrow3,3Y,20,1.1594274312994712,1.2111428994581528,0.23377051603716967,31,131
2023-05-04,2026-04-30,2.1904282993339512,0.4740981908065782,-0.2256510213281574,2024-01-18,1.5297805990030415,tv25_max15_borrow3,3Y,40,1.1308026741076096,1.181241354535431,0.21829872371971046,31,131
2023-05-04,2026-04-30,1.9229334499480428,0.4315489192104158,-0.22032305204026925,2024-01-18,1.4410110797729956,tv25_max15_borrow3,3Y,60,1.1056075102839678,1.154922377649152,0.21468064628744263,31,131
2023-05-04,2026-04-30,1.7866985241756206,0.4088761544389141,-0.21718579266824756,2024-09-04,1.3974187816580446,tv25_max15_borrow3,3Y,80,1.0867356934351822,1.1352087963078306,0.2128103887587569,31,131
2023-05-04,2026-04-30,1.8575300269509003,0.42075404671709915,-0.20982784706304125,2024-09-04,1.4073669593582359,tv25_max15_borrow3,3Y,100,1.0714792375915778,1.1192718366783962,0.20967020185013105,31,131
2023-05-04,2026-04-30,1.9687176334810643,0.4390103191446737,-0.20112117033107257,2024-09-04,1.4750642666441423,tv25_max15_borrow3,3Y,120,1.0650574840276326,1.1125636451856997,0.20505585067876383,31,131
2023-05-04,2026-04-30,1.9656292551501746,0.4385094278299886,-0.20790278625459901,2024-09-04,1.497818673570138,tv25_max15_borrow3,3Y,160,1.0480309542327124,1.0947776586661138,0.2026254061565138,31,131
