label,year,changed_days,base_hold_top,plus_hold_top,base_comp_on_changed,plus_comp_on_changed,diff_comp_on_changed
four_add_soy,2020,66,??:21; ??50:18; ?????:13; ??ETF:7; ??ETF:7,??ETF:66,-0.08694667141606638,0.09503245506198232,0.1993083216292333
four_add_soy,2021,37,??50:15; ?????:12; ??ETF:6; ??ETF:3; ??:1,??ETF:37,0.1839467923464071,-0.0515790676636505,-0.19893280807263325
four_add_soy,2022,103,??ETF:56; ??:25; ??ETF:10; ?????:8; ??50:4,??ETF:103,0.1388823859806123,0.27267818126512,0.11747990567902722
four_add_soy,2023,66,??ETF:26; ??ETF:21; ??50:11; ?????:5; ??:3,??ETF:66,0.020735105569610113,0.09610926833436828,0.07384301995050557
four_add_soy,2024,34,??ETF:14; ?????:12; ??50:5; ??ETF:3,??ETF:34,0.04254559655798884,0.05894614735897563,0.015731255165370106
four_add_soy,2025,36,??ETF:26; ?????:5; ??ETF:4; ??50:1,??ETF:36,0.06541254817447162,-0.08793312674076503,-0.14393079486250315
four_add_soy,2026,25,??ETF:15; ?????:10,??ETF:25,-0.04128383784449363,0.11596600165234738,0.16402126688183927
six_add_soy,2020,47,??:16; ???100ETF:12; ??ETF:6; ??ETF:5; ??ETF:5,??ETF:47,-0.09255185525580611,0.010572146409826289,0.11364175712178315
six_add_soy,2021,33,???100ETF:21; ??ETF:6; ??:3; ??ETF:2; ??ETF:1,??ETF:33,0.16591419452466383,0.02032309617402639,-0.12487291006007006
six_add_soy,2022,94,??ETF:44; ??:21; ???100ETF:9; ??ETF:7; ??ETF:7,??ETF:94,-0.008806257070965828,0.30317978461581907,0.3147578804975588
six_add_soy,2023,69,??ETF:31; ??ETF:21; ???100ETF:13; ??:4,??ETF:69,-0.01927128603271433,0.14653693053087147,0.16906634240660834
six_add_soy,2024,32,???100ETF:14; ??ETF:12; ??ETF:5; ??ETF:1,??ETF:32,-0.0015857822577872716,0.09038207869165582,0.09211393359102682
six_add_soy,2025,32,??ETF:21; ???100ETF:4; ??ETF:4; ??ETF:3,??ETF:32,0.12520866996570756,-0.027224080553646224,-0.13547065054520013
six_add_soy,2026,15,???100ETF:8; ??ETF:5; ??ETF:2,??ETF:15,-0.06987444454665626,0.011387282016633415,0.08736640562862785
