strategy,window,start,end,days,total,cagr,maxdd,sharpe,cash_days,trades,top_holds
four_new_strategy,near6_2020,2020-01-02,2026-04-30,1532,3.2175684224687675,0.2555467171707826,-0.2057900924432141,1.124688629923352,103,283,??ETF:477; ??ETF:444; ?????:343; ??50:165; CASH:103
four_new_strategy,5Y,2021-04-30,2026-04-30,1211,2.019519886071121,0.24738558399086874,-0.15370713025855842,1.151064180637994,66,202,??ETF:402; ??ETF:386; ?????:232; ??50:125; CASH:66
four_new_strategy,3Y,2023-05-04,2026-04-30,726,1.8199529788336681,0.414477387473869,-0.1537071302585583,1.6108710109099709,30,130,??ETF:257; ??ETF:249; ?????:135; ??50:55; CASH:30
six_etf_same_new_strategy,near6_2020,2020-01-02,2026-04-30,1532,8.004987236375232,0.41553265640557235,-0.21167121929263233,1.4694083542062581,37,377,??ETF:322; ??ETF:313; ???100ETF:271; ??ETF:242; ??ETF:180; ??ETF:167; CASH:37
six_etf_same_new_strategy,5Y,2021-04-30,2026-04-30,1211,4.0231603208153395,0.38106653608110697,-0.19459328670254838,1.403297313448477,36,268,??ETF:268; ??ETF:241; ??ETF:219; ???100ETF:192; ??ETF:136; ??ETF:119; CASH:36
six_etf_same_new_strategy,3Y,2023-05-04,2026-04-30,726,3.193539648487742,0.6152493648751935,-0.15212726668218268,1.8566605089104657,27,174,??ETF:162; ??ETF:142; ??ETF:136; ???100ETF:104; ??ETF:92; ??ETF:63; CASH:27
