scenario,window,start,end,days,total,cagr,maxdd,sharpe,trades,stop_exits,cash_days
six_all_etf_original_conditions,near6_2020,2020-01-02,2026-04-30,1532,43.8232758830001,0.8692063557677832,-0.1258484262579601,2.6338725770597518,206,33,92
six_all_etf_original_conditions,5Y,2021-04-30,2026-04-30,1211,18.229092064558763,0.8500444948503416,-0.1258484262579601,2.546187617797215,143,22,56
six_all_etf_original_conditions,3Y,2023-05-04,2026-04-30,726,7.205615700114501,1.0763223913713191,-0.12584842625796,2.713271572330643,94,14,41
six_index_except_soy_original_conditions,near6_2020,2020-01-02,2026-04-30,1532,12.657332668465088,0.5372953488214616,-0.1305646631810795,2.132203406824296,209,30,79
six_index_except_soy_original_conditions,5Y,2021-04-30,2026-04-30,1211,4.978106512538971,0.45076496739885763,-0.1305646631810795,1.8555015546125941,155,22,46
six_index_except_soy_original_conditions,3Y,2023-05-04,2026-04-30,726,2.336152111065474,0.5192264899329553,-0.1305646631810795,1.9884031201237546,99,12,26
