date,position,nav,trade_count,return,strategy
2020-01-02,CASH,100000.0,0,0.0,six_etf_same_new_strategy
2020-01-03,ETF_159915,99900.0999000999,1,-0.0009990009990009652,six_etf_same_new_strategy
2020-01-06,ETF_159941,101056.96464571568,3,0.011580216103614038,six_etf_same_new_strategy
2020-01-07,ETF_159915,101884.18481704006,5,0.008185681949031798,six_etf_same_new_strategy
2020-01-08,ETF_159915,100206.62028093386,5,-0.016465406668549343,six_etf_same_new_strategy
2020-01-09,ETF_159915,102834.80338762379,5,0.026227639444596607,six_etf_same_new_strategy
2020-01-10,ETF_159915,102387.45151145235,5,-0.004350199168322355,six_etf_same_new_strategy
2020-01-13,ETF_159915,104120.93753184832,5,0.01693064916458109,six_etf_same_new_strategy
2020-01-14,ETF_159915,103449.91305061562,5,-0.00644466422545853,six_etf_same_new_strategy
2020-01-15,ETF_159915,103282.15526379521,5,-0.0016216329417148012,six_etf_same_new_strategy
2020-01-16,ETF_159915,103785.42195820752,5,0.004872736177192527,six_etf_same_new_strategy
2020-01-17,ETF_159915,103897.26492678706,5,0.0010776365935534216,six_etf_same_new_strategy
2020-01-20,ETF_159915,106525.44803347698,5,0.025295979721332573,six_etf_same_new_strategy
2020-01-21,ETF_159915,105798.50206795451,5,-0.006824153091513074,six_etf_same_new_strategy
2020-01-22,ETF_159915,107252.39399899944,5,0.013742084269880328,six_etf_same_new_strategy
2020-01-23,ETF_159915,103617.67083743602,5,-0.03388943617983331,six_etf_same_new_strategy
2020-02-03,ETF_159915,95509.42891415827,5,-0.07825153622685288,six_etf_same_new_strategy
2020-02-04,ETF_159915,101548.66924339926,5,0.06323187561585075,six_etf_same_new_strategy
2020-02-05,ETF_159941,104415.17150990732,7,0.028227866380379885,six_etf_same_new_strategy
2020-02-06,ETF_159941,106372.9577709958,7,0.018750017193648105,six_etf_same_new_strategy
2020-02-07,ETF_159941,108832.73958863122,7,0.023124127308097764,six_etf_same_new_strategy
2020-02-10,ETF_159941,110539.52208718716,7,0.01568262000026177,six_etf_same_new_strategy
2020-02-11,ETF_159941,113250.30766735513,7,0.024523225078084465,six_etf_same_new_strategy
2020-02-12,ETF_159941,115559.48962117464,7,0.020390072233641643,six_etf_same_new_strategy
2020-02-13,ETF_159941,121232.04060700681,7,0.04908771234995801,six_etf_same_new_strategy
2020-02-14,ETF_159941,113902.90308771795,7,-0.06045544958735327,six_etf_same_new_strategy
2020-02-17,ETF_159915,114476.91535816662,9,0.005039487624003858,six_etf_same_new_strategy
2020-02-18,ETF_159915,115527.15201096422,9,0.00917422215222774,six_etf_same_new_strategy
2020-02-19,ETF_159915,113537.20981687489,9,-0.017224887478403894,six_etf_same_new_strategy
2020-02-20,ETF_159941,116123.81996298106,11,0.022782047843857844,six_etf_same_new_strategy
2020-02-21,ETF_159941,113527.13601734384,11,-0.02236133763481951,six_etf_same_new_strategy
2020-02-24,ETF_159915,108842.92102668979,13,-0.041260751878198,six_etf_same_new_strategy
2020-02-25,ETF_518880,109473.30773419584,15,0.005791710674059036,six_etf_same_new_strategy
2020-02-26,ETF_518880,110073.48976969517,15,0.005482450909006786,six_etf_same_new_strategy
2020-02-27,ETF_518880,110103.49672504986,15,0.0002726083766171339,six_etf_same_new_strategy
2020-02-28,ETF_518880,108723.07661245458,15,-0.012537477497580829,six_etf_same_new_strategy
2020-03-02,ETF_159915,106079.96920438312,17,-0.02431045450905389,six_etf_same_new_strategy
2020-03-03,ETF_159915,108042.5058913248,17,0.018500539749973788,six_etf_same_new_strategy
2020-03-04,ETF_159915,107835.92632250472,17,-0.0019120212652961044,six_etf_same_new_strategy
2020-03-05,ETF_159915,109540.22931347605,17,0.01580459359967179,six_etf_same_new_strategy
2020-03-06,ETF_159915,109023.77423479565,17,-0.004714752579186632,six_etf_same_new_strategy
