date,position,asset_return,base_weight,trade_count,stop_exit_count,return_1x,nav_1x,realized_vol_for_scale,scale_raw,weight_tv25,return_tv25,nav_tv25
2015-03-19,513030.SH,0.0,1.0,2,0,0.0,1.200270140032998,,1.0,1.0,0.0,1.200270140032998
2015-03-20,513030.SH,-0.001974333662388972,1.0,2,0,-0.001974333662388972,1.1979004062915706,,1.0,1.0,-0.001974333662388972,1.1979004062915706
2015-03-23,513030.SH,0.011869436201780381,1.0,2,0,0.011869436201780381,1.2121188087401351,,1.0,1.0,0.011869436201780381,1.2121188087401351
2015-03-24,513030.SH,-0.003910068426197455,1.0,2,0,-0.003910068426197455,1.2073793412572802,,1.0,1.0,-0.003910068426197455,1.2073793412572802
2015-03-25,513030.SH,0.013738959764475034,1.0,2,0,0.013738959764475034,1.2239674774472724,,1.0,1.0,0.013738959764475034,1.2239674774472724
2015-03-26,513030.SH,-0.007744433688286589,1.0,2,0,-0.007744433688286589,1.2144885424815626,,1.0,1.0,-0.007744433688286589,1.2144885424815626
2015-03-27,513030.SH,0.0009756097560975618,1.0,2,0,0.0009756097560975618,1.2156734093522763,,1.0,1.0,0.0009756097560975618,1.2156734093522763
2015-03-30,513030.SH,-0.006822612085770063,1.0,2,0,-0.006822612085770063,1.2073793412572802,,1.0,1.0,-0.006822612085770063,1.2073793412572802
2015-03-31,513030.SH,0.0029440628066732533,1.0,2,0,0.0029440628066732533,1.2109339418694214,,1.0,1.0,0.0029440628066732533,1.2109339418694214
2015-04-01,513030.SH,-0.005870841487279899,1.0,2,0,-0.005870841487279899,1.203824740645139,,1.0,1.0,-0.005870841487279899,1.203824740645139
2015-04-02,513030.SH,0.004921259842519676,1.0,2,0,0.004921259842519676,1.2097490749987077,,1.0,1.0,0.004921259842519676,1.2097490749987077
2015-04-03,513030.SH,-0.0009794319294808007,1.0,2,0,-0.0009794319294808007,1.2085642081279941,,1.0,1.0,-0.0009794319294808007,1.2085642081279941
2015-04-07,513030.SH,0.006862745098039191,1.0,2,0,0.006862745098039191,1.2168582762229903,,1.0,1.0,0.006862745098039191,1.2168582762229903
2015-04-08,513030.SH,-0.0009737098344692052,1.0,2,0,-0.0009737098344692052,1.2156734093522767,,1.0,1.0,-0.0009737098344692052,1.2156734093522767
2015-04-09,513030.SH,-0.006822612085770063,1.0,2,0,-0.006822612085770063,1.2073793412572806,,1.0,1.0,-0.006822612085770063,1.2073793412572806
2015-04-10,513030.SH,0.012757605495584023,1.0,2,0,0.012757605495584023,1.2227826105765591,,1.0,1.0,0.012757605495584023,1.2227826105765591
2015-04-13,513030.SH,-0.0009689922480621282,1.0,2,0,-0.0009689922480621282,1.2215977437058452,,1.0,1.0,-0.0009689922480621282,1.2215977437058452
2015-04-14,513030.SH,-0.008729388942773864,1.0,2,0,-0.008729388942773864,1.2109339418694218,,1.0,1.0,-0.008729388942773864,1.2109339418694218
2015-04-15,513030.SH,-0.008806262230919848,1.0,2,0,-0.008806262230919848,1.2002701400329983,,1.0,1.0,-0.008806262230919848,1.2002701400329983
2015-04-16,513030.SH,0.001974333662388972,1.0,2,0,0.001974333662388972,1.2026398737744257,,1.0,1.0,0.001974333662388972,1.2026398737744257
2015-04-17,159915.SZ,-0.0009852216748766907,1.0,3,0,-0.0009852216748766907,1.2014550069037122,,1.0,1.0,-0.0009852216748766907,1.2014550069037122
2015-04-20,159915.SZ,-0.021114864864864802,1.0,3,0,-0.021114864864864802,1.1760864467917251,,1.0,1.0,-0.021114864864864802,1.1760864467917251
2015-04-21,159915.SZ,0.0767903364969802,1.0,3,0,0.0767903364969802,1.2663985207903996,,1.0,1.0,0.0767903364969802,1.2663985207903996
2015-04-22,159915.SZ,0.011217948717948678,1.0,3,0,0.011217948717948678,1.2806049144531124,,1.0,1.0,0.011217948717948678,1.2806049144531124
2015-04-23,159915.SZ,0.02931854199683026,1.0,3,0,0.02931854199683026,1.3181503834188533,,1.0,1.0,0.02931854199683026,1.3181503834188533
2015-04-24,159915.SZ,0.018090839107005374,1.0,3,0,0.018090839107005374,1.3419968299241212,,1.0,1.0,0.018090839107005374,1.3419968299241212
2015-04-27,159915.SZ,0.001890359168241984,1.0,3,0,0.001890359168241984,1.3445336859353199,,1.0,1.0,0.001890359168241984,1.3445336859353199
2015-04-28,159915.SZ,-0.02528301886792439,1.0,3,0,-0.02528301886792439,1.3105398153852572,,1.0,1.0,-0.02528301886792439,1.3105398153852572
2015-04-29,159915.SZ,0.054200542005419905,1.0,3,0,0.054200542005419905,1.381571783698821,,1.0,1.0,0.054200542005419905,1.381571783698821
2015-04-30,159915.SZ,0.00918105031215588,1.0,3,0,0.00918105031215588,1.394256063754815,,1.0,1.0,0.00918105031215588,1.394256063754815
2015-05-04,159915.SZ,-0.0029112081513827937,1.0,3,0,-0.0029112081513827937,1.390197094136897,,1.0,1.0,-0.0029112081513827937,1.390197094136897
2015-05-05,159915.SZ,-0.025547445255474588,1.0,3,0,-0.025547445255474588,1.3546811099801148,,1.0,1.0,-0.025547445255474588,1.3546811099801148
2015-05-06,159915.SZ,0.025468164794007597,1.0,3,0,0.025468164794007597,1.3891823517324176,0.2544964555479332,0.982331952174924,0.982331952174924,0.025018192040410153,1.3885727821431133
2015-05-07,159915.SZ,-0.018991964937910888,1.0,3,0,-0.018991964937910888,1.362799049215951,0.25720783866963154,0.9719765979648483,0.9719765979648483,-0.018459745469018306,1.3629400820195448
2015-05-08,159915.SZ,0.0774385703648548,1.0,3,0,0.0774385703648548,1.4683322592818175,0.26035726516467744,0.9602190276575289,0.9602190276575289,0.07435798873893,1.4642855652901905
2015-05-11,CASH,0.05390463026952297,1.0,4,0,0.05390463026952297,1.5474821668312173,0.29066093266144527,0.8601087105544861,0.8601087105544861,0.04636384203403572,1.5321754699320236
2015-05-12,CASH,0.0,0.0,4,0,0.0,1.5474821668312173,0.3030383817306196,0.8249780063247332,0.0,0.0,1.5321754699320236
2015-05-13,CASH,0.0,0.0,4,0,0.0,1.5474821668312173,0.3030383817306196,0.8249780063247332,0.0,0.0,1.5321754699320236
2015-05-14,CASH,0.0,0.0,4,0,0.0,1.5474821668312173,0.3030383817306196,0.8249780063247332,0.0,0.0,1.5321754699320236
2015-05-15,518880.SH,0.0,0.0,5,0,0.0,1.5474821668312173,0.3030383817306196,0.8249780063247332,0.0,0.0,1.5321754699320236
2015-05-18,518880.SH,0.011134020618556839,1.0,5,0,0.011134020618556839,1.5647118651835652,0.3030383817306196,0.8249780063247332,0.8249780063247332,0.009185322132275494,1.54624899518652
2015-05-19,518880.SH,-0.0077487765089723215,1.0,5,0,-0.0077487765089723215,1.5525872626393205,0.30302066206464523,0.8250262483641,0.8250262483641,-0.006392944012609302,1.5363639119307393
2015-05-20,513030.SH,-0.011097410604192226,1.0,6,0,-0.011097410604192226,1.535357564286973,0.30379422639019865,0.8229254484872783,0.8229254484872783,-0.009132341598502366,1.5223333118673763
2015-05-21,513030.SH,0.0067829457364338985,1.0,6,0,0.0067829457364338985,1.5457718113315548,0.3050770733404899,0.8194650527572763,0.8194650527572763,0.005558386985756547,1.5307950295360435
2015-05-22,513030.SH,-0.010587102983637964,1.0,6,0,-0.010587102983637964,1.5294065659757832,0.3049226026198155,0.8198801855030265,0.8198801855030265,-0.00868015595816474,1.5175074899396872
2015-05-25,513030.SH,-0.004863813229572078,1.0,6,0,-0.004863813229572078,1.5219678180867957,0.30610874140908534,0.8167032370562024,0.8167032370562024,-0.003972292009028299,1.5114795070637592
2015-05-26,513030.SH,-0.0009775171065492527,1.0,6,0,-0.0009775171065492527,1.5204800685089985,0.3065042920718056,0.8156492632130314,0.8156492632130314,-0.0007973111077350324,1.5102743876636633
2015-05-27,513030.SH,-0.008806262230919848,1.0,6,0,-0.008806262230919848,1.5070903223088212,0.3065638439149917,0.8154908185106248,0.8154908185106248,-0.007181425994712027,1.4994284639169477
2015-05-28,513030.SH,0.000987166831194486,1.0,6,0,0.000987166831194486,1.5085780718866186,0.3074476714777895,0.8131465065204124,0.8131465065204124,0.0008027112601386219,1.500632072028706
2015-05-29,513030.SH,-0.007889546351084853,1.0,6,0,-0.007889546351084853,1.496676075264239,0.30739875488195484,0.8132759031376144,0.8132759031376144,-0.006416377934024604,1.4910034495146514
2015-06-01,518880.SH,-0.006958250497017926,1.0,7,0,-0.006958250497017926,1.4862618282196567,0.30814416633215475,0.8113085604564716,0.8113085604564716,-0.005645288194031142,1.4825863053438466
2015-06-02,518880.SH,-0.00251572327044014,1.0,7,0,-0.00251572327044014,1.4825228047524377,0.30876045399735513,0.8096891838426352,0.8096891838426352,-0.002036953921616602,1.4795663453550414
2015-06-03,518880.SH,-0.003783102143757877,1.0,7,0,-0.003783102143757877,1.4769142695516089,0.30892447418677216,0.8092592879153139,0.8092592879153139,-0.003061510546968397,1.4750366373837975
2015-06-04,CASH,-0.002953586497890348,1.0,8,0,-0.002953586497890348,1.4725520755065196,0.3091938680190306,0.8085541980561294,0.8085541980561294,-0.002388134762191142,1.4715140511145557
2015-06-05,CASH,0.0,0.0,8,0,0.0,1.4725520755065196,0.30939029100760157,0.8080408702736493,0.0,0.0,1.4715140511145557
2015-06-08,CASH,0.0,0.0,8,0,0.0,1.4725520755065196,0.30939029100760157,0.8080408702736493,0.0,0.0,1.4715140511145557
2015-06-09,CASH,0.0,0.0,8,0,0.0,1.4725520755065196,0.30939029100760157,0.8080408702736493,0.0,0.0,1.4715140511145557
2015-06-10,CASH,0.0,0.0,8,0,0.0,1.4725520755065196,0.30939029100760157,0.8080408702736493,0.0,0.0,1.4715140511145557
2015-06-11,CASH,0.0,0.0,8,0,0.0,1.4725520755065196,0.3084167331693557,0.810591557179622,0.0,0.0,1.4715140511145557
2015-06-12,CASH,0.0,0.0,8,0,0.0,1.4725520755065196,0.30663461497527883,0.8153026037851442,0.0,0.0,1.4715140511145557
2015-06-15,CASH,0.0,0.0,8,0,0.0,1.4725520755065196,0.3064933989668414,0.8156782522648938,0.0,0.0,1.4715140511145557
2015-06-16,159915.SZ,0.0,0.0,9,0,0.0,1.4725520755065196,0.3065158977758663,0.8156183800385047,0.0,0.0,1.4715140511145557
2015-06-17,159915.SZ,0.04203409758965315,1.0,9,0,0.04203409758965315,1.5344494731542069,0.304679267268497,0.820534991570952,0.820534991570952,0.03449044791141862,1.5222672298454427
2015-06-18,CASH,0.0,1.0,10,1,0.0,1.5344494731542069,0.30574754174373336,0.8176680622653739,0.8176680622653739,0.0,1.5222672298454427
2015-06-19,CASH,0.0,0.0,10,1,0.0,1.5344494731542069,0.30534774388369196,0.8187386512841761,0.0,0.0,1.5222672298454427
2015-06-23,159915.SZ,0.0,0.0,11,1,0.0,1.5344494731542069,0.3044669663196551,0.8211071401996659,0.0,0.0,1.5222672298454427
2015-06-24,CASH,-0.002805486284289338,1.0,12,1,-0.002805486284289338,1.5301445962033378,0.3045570143028867,0.8208643645007996,0.8208643645007996,-0.002302923715868877,1.5187615645399415
2015-06-25,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.3021262122778212,0.8274687525957252,0.0,0.0,1.5187615645399415
2015-06-26,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.2993182918846839,0.8352312798053639,0.0,0.0,1.5187615645399415
2015-06-29,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.2972789484151465,0.8409609941531345,0.0,0.0,1.5187615645399415
2015-06-30,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.2936002740868701,0.8514978426962582,0.0,0.0,1.5187615645399415
2015-07-01,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.29355525103293556,0.8516284383274451,0.0,0.0,1.5187615645399415
2015-07-02,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.28748322864330406,0.8696159465712293,0.0,0.0,1.5187615645399415
2015-07-03,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.2850843009148753,0.876933591915497,0.0,0.0,1.5187615645399415
2015-07-06,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.28296073085064644,0.8835148228817521,0.0,0.0,1.5187615645399415
2015-07-07,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.2799593838670207,0.8929866773772754,0.0,0.0,1.5187615645399415
2015-07-08,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.2789478757320703,0.896224785164255,0.0,0.0,1.5187615645399415
2015-07-09,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.2790010094757903,0.8960541055737405,0.0,0.0,1.5187615645399415
2015-07-10,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.2790603762297199,0.8958634807909895,0.0,0.0,1.5187615645399415
2015-07-13,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.27834057265248474,0.8981802315687959,0.0,0.0,1.5187615645399415
2015-07-14,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.27782931339718503,0.8998330555660258,0.0,0.0,1.5187615645399415
2015-07-15,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.27782931339718503,0.8998330555660258,0.0,0.0,1.5187615645399415
2015-07-16,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.27773555545940337,0.9001368211083889,0.0,0.0,1.5187615645399415
2015-07-17,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.27735890696083576,0.9013591910185205,0.0,0.0,1.5187615645399415
2015-07-20,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.27713482521854654,0.9020879992359379,0.0,0.0,1.5187615645399415
2015-07-21,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.2765342171564811,0.904047255239064,0.0,0.0,1.5187615645399415
2015-07-22,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.2759281808787735,0.9060328640728261,0.0,0.0,1.5187615645399415
2015-07-23,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.275956520163384,0.9059398192584249,0.0,0.0,1.5187615645399415
2015-07-24,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.2754513813692891,0.9076011844893701,0.0,0.0,1.5187615645399415
2015-07-27,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.2755059567352452,0.9074213964827054,0.0,0.0,1.5187615645399415
2015-07-28,CASH,0.0,0.0,12,1,0.0,1.5301445962033378,0.2750997626463665,0.9087612348156346,0.0,0.0,1.5187615645399415
2015-07-29,159915.SZ,0.0,0.0,13,1,0.0,1.5301445962033378,0.27513677067095277,0.9086389993978128,0.0,0.0,1.5187615645399415
2015-07-30,CASH,0.0,1.0,14,2,0.0,1.5301445962033378,0.2750965958106151,0.908771696223052,0.908771696223052,0.0,1.5187615645399415
2015-07-31,CASH,0.0,0.0,14,2,0.0,1.5301445962033378,0.27506709793138984,0.9088691518545692,0.0,0.0,1.5187615645399415
2015-08-03,CASH,0.0,0.0,14,2,0.0,1.5301445962033378,0.27502800014287826,0.9089983560587427,0.0,0.0,1.5187615645399415
2015-08-04,159915.SZ,0.0,0.0,15,2,0.0,1.5301445962033378,0.2745212325371394,0.9106763716944117,0.0,0.0,1.5187615645399415
2015-08-05,159915.SZ,-0.03439803439803446,1.0,15,2,-0.03439803439803446,1.4775106297491687,0.27403069498893406,0.9123065575193886,0.9123065575193886,-0.03138155234710433,1.4711004689995613
2015-08-06,159915.SZ,-0.003392705682782049,1.0,15,2,-0.003392705682782049,1.4724978710392478,0.2817703542698572,0.8872473495226894,0.8872473495226894,-0.003010169124758939,1.4666722077883605
2015-08-07,159915.SZ,0.046382978723404245,1.0,15,2,0.046382978723404245,1.5407967084619192,0.2812551538269375,0.8888726005491459,0.8888726005491459,0.04122855891908803,1.5271409893221517
2015-08-10,159915.SZ,0.06628710858072373,1.0,15,2,0.06628710858072373,1.6429316671765561,0.29088333336310374,0.8594510971446071,0.8594510971446071,0.05697052819624671,1.6141430181139735
2015-08-11,159915.SZ,-0.021739130434782594,1.0,15,2,-0.021739130434782594,1.6072157613683702,0.31136164944694794,0.8029248317641534,0.8029248317641534,-0.0174548876470468,1.585968333086529
2015-08-12,CASH,0.0,1.0,16,3,0.0,1.6072157613683702,0.31456314255573914,0.7947529960720086,0.7947529960720086,0.0,1.585968333086529
2015-08-13,CASH,0.0,0.0,16,3,0.0,1.6072157613683702,0.3114770849678402,0.8026272623740919,0.0,0.0,1.585968333086529
2015-08-14,159941.SZ,0.0,0.0,17,3,0.0,1.6072157613683702,0.2831848372227405,0.8828156283076738,0.0,0.0,1.585968333086529
2015-08-17,159941.SZ,-0.007000000000000006,1.0,17,3,-0.007000000000000006,1.5959652510387916,0.28286762123103026,0.8838056434738218,0.8838056434738218,-0.006186639504316758,1.5761565187444606
2015-08-18,159941.SZ,0.0050352467270895485,1.0,17,3,0.0050352467270895485,1.6040013298456333,0.2794545238881444,0.894599938915521,0.894599938915521,0.004504531414478887,1.5832563652972809
2015-08-19,518880.SH,-0.0030060120240480437,1.0,18,3,-0.0030060120240480437,1.5991796825615283,0.27811205273595585,0.898918250901388,0.898918250901388,-0.0027021590708458084,1.5789781547483184
2015-08-20,518880.SH,0.01558441558441559,1.0,18,3,0.01558441558441559,1.624101963328721,0.2782732883939261,0.8983974043750035,0.8983974043750035,0.014000998509740318,1.6010854255398619
2015-08-21,518880.SH,0.018755328218243772,1.0,18,3,0.018755328218243772,1.6545625287108454,0.27481717724115257,0.909695683907795,0.909695683907795,0.017061641130410435,1.6284025704895537
2015-08-24,518880.SH,-0.003765690376569153,1.0,18,3,-0.003765690376569153,1.648331958519047,0.2606940701284622,0.9589784680442004,0.9589784680442004,-0.0036112159884510745,1.622522057091367
2015-08-25,518880.SH,-0.005459890802183898,1.0,18,3,-0.005459890802183898,1.639332246019783,0.2606313212700388,0.95920934898295,0.95920934898295,-0.005237178301880813,1.614024619779645
2015-08-26,518880.SH,-0.008023648648648463,1.0,18,3,-0.008023648648648463,1.6261788200593206,0.26082824492452694,0.95848515206756,0.95848515206756,-0.007690548095136494,1.6016118858144954
2015-08-27,518880.SH,-0.011494252873563315,1.0,18,3,-0.011494252873563315,1.607487109483926,0.2567566145860786,0.9736847496724824,0.9736847496724824,-0.011191778731867708,1.5836869999741303
2015-08-28,518880.SH,0.004737295434969813,1.0,18,3,0.004737295434969813,1.615102250829457,0.2545683246245047,0.982054622737361,0.982054622737361,0.004652282881184702,1.591054759893265
2015-08-31,518880.SH,0.002571795970852886,1.0,18,3,0.002571795970852886,1.6192559642906557,0.2518446393098422,0.9926754870983268,0.9926754870983268,0.002552958818083903,1.5951166571725888
2015-09-01,518880.SH,0.006412997007268162,1.0,18,3,0.006412997007268162,1.6296402479436527,0.2130638333078375,1.1733572803921002,1.1733572803921002,0.007524736727610848,1.607119490067639
2015-09-02,518880.SH,-0.0012744265080714134,1.0,18,3,-0.0012744265080714134,1.6275633912130532,0.19151081413054236,1.30540931140102,1.30540931140102,-0.0016636482303327101,1.6044458085720548
2015-09-07,518880.SH,-0.0161633347511696,1.0,18,3,-0.0161633347511696,1.6012565392921279,0.19153905287647469,1.3052168539291427,1.3052168539291427,-0.021096656932925166,1.5705973657811403
2015-09-08,518880.SH,-0.004323389537397415,1.0,18,3,-0.004323389537397415,1.5943336835234632,0.19383333167343192,1.2897678528334693,1.2897678528334693,-0.005576168840611751,1.5618394496889245
2015-09-09,518880.SH,0.004342162396873794,1.0,18,3,0.004342162396873794,1.601256539292128,0.19401835629980968,1.2885378722293879,1.2885378722293879,0.005595040695742218,1.5705780049701494
2015-09-10,518880.SH,-0.011673151750972832,1.0,18,3,-0.011673151750972832,1.5825648287167335,0.19413802162781202,1.2877436264354372,1.2877436264354372,-0.015032026767728928,1.5469690343586318
2015-09-11,518880.SH,0.00043744531933498365,1.0,18,3,0.00043744531933498365,1.5832571142935998,0.19437001258086992,1.2862066358923785,1.2862066358923785,0.0005626450725687165,1.54783942886323
2015-09-14,518880.SH,-0.0021862702229995534,1.0,18,3,-0.0021862702229995534,1.5797956864092675,0.19384899260633323,1.2896636533350354,1.2896636533350354,-0.0028195532429712068,1.54347521318198
2015-09-15,518880.SH,-0.0008764241893077784,1.0,18,3,-0.0008764241893077784,1.5784111152555342,0.19283051344111296,1.2964753116023082,1.2964753116023082,-0.0011362623239286023,1.5417214204493237
2015-09-16,CASH,-0.001315789473684048,1.0,19,3,-0.001315789473684048,1.5763342585249351,0.19250840384116125,1.2986446046598312,1.2986446046598312,-0.001708742900867988,1.5390870149170148
2015-09-17,CASH,0.0,0.0,19,3,0.0,1.5763342585249351,0.19154378818979928,1.3051845865775449,0.0,0.0,1.5390870149170148
2015-09-18,CASH,0.0,0.0,19,3,0.0,1.5763342585249351,0.19131077729466442,1.306774262983314,0.0,0.0,1.5390870149170148
2015-09-21,CASH,0.0,0.0,19,3,0.0,1.5763342585249351,0.19129460582616256,1.3068847337346536,0.0,0.0,1.5390870149170148
2015-09-22,CASH,0.0,0.0,19,3,0.0,1.5763342585249351,0.1905710533535909,1.3118466608679702,0.0,0.0,1.5390870149170148
2015-09-23,CASH,0.0,0.0,19,3,0.0,1.5763342585249351,0.19057321331016785,1.311831792399449,0.0,0.0,1.5390870149170148
2015-09-24,159941.SZ,0.0,0.0,20,3,0.0,1.5763342585249351,0.18997057969411454,1.3159932469677316,0.0,0.0,1.5390870149170148
2015-09-25,159941.SZ,0.0,1.0,20,3,0.0,1.5763342585249351,0.18948062588187733,1.319396106258645,1.319396106258645,0.0,1.5390870149170148
2015-09-28,159941.SZ,-0.00983606557377048,1.0,20,3,-0.00983606557377048,1.560829331391903,0.18939365846981276,1.320001957931697,1.320001957931697,-0.012983625815721595,1.5191040850174964
2015-09-29,159941.SZ,-0.03863134657836653,1.0,20,3,-0.03863134657836653,1.5005323925412224,0.19015809507298584,1.3146955426959124,1.3146955426959124,-0.05078845915491947,1.4419511292435139
