date,zz1000_close_csindex,zz1000_volume,zz1000_amount,zz1000_constituents,hs300_close_csindex,hs300_volume,hs300_amount,hs300_constituents,amount_ratio_zz1000_hs300
2014-07-24,4859.62,6607.8,677.48,,2237.02,11943.55,999.64,300.0,0.677723980633028
2014-07-25,4899.73,5698.94,571.66,,2260.45,9897.28,819.95,300.0,0.6971888529788401
2014-07-28,4984.28,7468.56,756.73,,2323.9,17986.93,1452.77,300.0,0.5208876835287073
2014-07-29,5046.41,8233.57,872.06,,2331.37,13426.96,1121.77,300.0,0.7773964359895522
2014-07-30,5088.65,8374.13,892.43,,2322.01,12302.28,1033.62,300.0,0.8634024109440607
2014-07-31,5115.58,7398.03,788.17,,2350.25,11098.78,931.36,300.0,0.8462570864112695
2014-08-01,5056.04,8692.54,898.93,,2329.4,12631.74,1061.25,300.0,0.8470482921083627
2014-08-04,5121.73,7539.87,782.99,,2375.62,11671.38,1013.02,300.0,0.7729264970089436
2014-08-05,5170.16,8483.42,904.61,,2369.35,11186.18,979.07,300.0,0.9239482365918678
2014-08-06,5192.31,8167.92,843.51,,2363.22,11634.18,966.81,300.0,0.8724671859000218
2014-08-07,5158.5,7946.6,853.21,,2327.46,11672.92,942.54,300.0,0.9052241814670996
2014-08-08,5206.2,6678.82,751.84,,2331.13,8673.97,726.06,300.0,1.0355067074346473
2014-08-11,5285.68,8010.41,891.68,,2365.35,9160.12,829.74,300.0,1.0746498903270902
2014-08-12,5322.3,8637.9,965.8,,2357.05,9182.26,829.74,300.0,1.163979077783402
2014-08-13,5320.85,8834.8,955.02,,2358.9,11044.78,941.85,300.0,1.0139831183309445
2014-08-14,5302.98,9299.37,1018.24,,2335.95,9796.95,842.51,300.0,1.2085791266572503
2014-08-15,5359.73,8513.16,948.27,,2360.64,9359.25,818.88,300.0,1.1580084994138335
2014-08-18,5449.27,9562.01,1101.6,,2374.56,10450.96,901.49,300.0,1.2219769492728703
2014-08-19,5473.4,10189.64,1177.52,,2374.77,11585.0,1027.43,300.0,1.1460829448234915
2014-08-20,5461.59,8964.11,1004.55,,2366.14,10128.81,913.75,300.0,1.0993707250341997
2014-08-21,5477.34,8457.21,971.69,,2354.24,10069.02,921.92,300.0,1.053985161402291
2014-08-22,5524.37,8476.92,1023.1,,2365.36,8982.39,856.42,300.0,1.194624133018846
2014-08-25,5485.08,8045.11,954.32,,2342.86,9737.37,851.82,300.0,1.1203305862740955
2014-08-26,5376.85,8335.76,944.35,,2324.09,9384.42,831.35,300.0,1.1359234979250616
2014-08-27,5406.56,6565.98,742.15,,2327.6,6767.62,624.49,300.0,1.1884097423497573
2014-08-28,5359.56,6696.56,759.66,,2311.28,7049.07,661.96,300.0,1.147591999516587
2014-08-29,5421.29,5140.33,611.89,,2338.29,6321.14,583.6,300.0,1.048474982864976
2014-09-01,5522.78,6744.19,821.55,,2355.32,7732.09,733.62,300.0,1.1198576919931298
2014-09-02,5604.66,9393.84,1144.22,,2386.46,11443.67,1069.26,300.0,1.070104558292651
2014-09-03,5648.72,10204.29,1229.27,,2408.84,12973.42,1236.29,300.0,0.9943217206318906
2014-09-04,5704.28,10611.21,1290.82,,2426.22,11127.23,1082.95,300.0,1.1919479200332423
2014-09-05,5722.82,9799.35,1164.36,,2449.26,13355.18,1233.49,300.0,0.9439557677808493
2014-09-09,5757.87,9741.51,1165.17,,2445.22,11819.43,1077.95,300.0,1.080912843823925
2014-09-10,5797.45,9729.41,1160.3,,2432.43,10917.55,974.73,300.0,1.1903809260000204
2014-09-11,5790.1,11501.36,1358.09,,2423.45,13298.26,1272.03,300.0,1.0676556370525851
2014-09-12,5862.17,9828.4,1130.11,,2438.36,10916.02,966.26,300.0,1.1695713369072505
2014-09-15,5922.27,10930.05,1304.73,,2437.19,12224.72,1125.08,300.0,1.1596775340420238
2014-09-16,5717.84,13332.98,1518.99,,2388.77,18674.28,1472.5,300.0,1.031572156196944
2014-09-17,5757.99,9143.84,1015.98,,2401.33,12526.9,980.39,300.0,1.0363018798641357
2014-09-18,5803.72,8206.36,910.23,,2408.66,11592.64,921.05,300.0,0.9882525378643939
2014-09-19,5870.09,8216.52,957.53,,2425.21,10181.36,882.21,300.0,1.0853764976592875
2014-09-22,5820.68,8763.45,1039.81,,2378.92,10224.09,889.58,300.0,1.1688774477843475
2014-09-23,5905.17,8377.98,1003.93,,2399.46,8403.33,754.64,300.0,1.3303429449803879
2014-09-24,5984.15,9919.04,1178.47,,2441.86,14271.35,1203.9,300.0,0.9788769831381343
2014-09-25,5989.88,10524.15,1276.43,,2436.97,13866.19,1196.13,300.0,1.0671331711436047
2014-09-26,6015.45,8993.19,1066.83,,2437.2,10029.95,877.57,300.0,1.2156637077384138
2014-09-29,6080.1,9646.19,1164.09,,2447.8,12340.17,1114.64,300.0,1.044364099619608
2014-09-30,6127.13,8723.91,1064.71,,2450.99,11580.42,1019.07,300.0,1.044785932271581
2014-10-08,6214.97,9546.89,1194.36,,2478.38,12195.36,1165.0,300.0,1.0252017167381973
2014-10-09,6238.26,11873.29,1473.36,,2481.96,13792.39,1207.53,300.0,1.220143598916797
2014-10-10,6216.98,10716.55,1320.88,,2466.79,14763.43,1219.25,300.0,1.0833545212220628
2014-10-13,6216.67,9876.63,1207.12,,2454.95,13159.34,1127.84,300.0,1.0702936586749894
2014-10-14,6204.0,9478.08,1182.36,,2446.56,12739.37,1063.57,300.0,1.1116898746673938
2014-10-15,6222.8,8967.86,1110.43,,2463.87,13580.19,1148.37,300.0,0.966961867690727
2014-10-16,6134.74,10000.84,1241.2,,2444.4,15816.66,1283.41,300.0,0.9671110557031658
2014-10-17,6058.67,9712.59,1169.91,1000.0,2441.73,13276.0,1126.86,300.0,1.0382035035408126
2014-10-20,6154.52,7902.5,983.67,1000.0,2454.71,9143.54,848.44,300.0,1.1593866390080618
2014-10-21,6103.01,7954.84,972.86,1000.0,2433.39,9624.19,866.22,300.0,1.1231096026413614
2014-10-22,6027.51,7355.88,923.57,1000.0,2418.64,8865.62,822.52,300.0,1.1228541555220544
2014-10-23,5930.48,7429.7,910.56,1000.0,2395.94,10349.18,860.45,300.0,1.0582369690278342
2014-10-24,5941.93,5943.13,741.7,1000.0,2390.71,7497.49,656.01,300.0,1.1306230087955977
2014-10-27,6006.84,6164.24,771.35,1000.0,2368.83,7386.24,659.56,300.0,1.1694917824003883
2014-10-28,6163.67,8458.32,1081.22,1000.0,2416.65,10152.31,905.3,300.0,1.1943223240914616
2014-10-29,6246.7,11142.72,1396.61,1000.0,2451.38,15858.41,1345.42,300.0,1.0380475985194213
2014-10-30,6241.59,10395.89,1296.45,1000.0,2468.93,18962.64,1391.57,300.0,0.9316455514275244
2014-10-31,6208.61,9256.13,1134.7,1000.0,2508.33,23917.24,1816.05,300.0,0.6248175986343989
2014-11-03,6275.99,9173.11,1105.81,1000.0,2512.55,20580.12,1514.07,300.0,0.7303559280614502
2014-11-04,6231.82,8906.78,1101.73,1000.0,2513.17,21824.7,1552.92,300.0,0.7094570228987971
2014-11-05,6227.25,7808.88,933.63,1000.0,2503.45,19049.19,1461.31,300.0,0.6388993437395214
2014-11-06,6289.19,7680.78,976.45,1000.0,2506.07,14965.11,1188.39,300.0,0.8216578732570957
2014-11-07,6228.17,9171.22,1196.35,1000.0,2502.15,20876.09,1768.69,300.0,0.6764045706144095
2014-11-10,6246.61,7710.69,994.95,1000.0,2565.73,22659.97,1876.13,300.0,0.5303203935761381
2014-11-11,6023.0,10183.03,1266.42,1000.0,2558.61,32371.17,2658.41,300.0,0.47638249931349946
2014-11-12,6120.06,6637.92,847.16,1000.0,2594.32,18468.63,1578.47,300.0,0.5366969280379101
2014-11-13,6023.78,8313.6,1043.08,1000.0,2579.75,21981.56,1929.85,300.0,0.5404979661631732
2014-11-14,6009.45,6106.64,765.06,1000.0,2581.09,16505.0,1454.1,300.0,0.5261398803383536
2014-11-17,6100.83,6487.0,827.1,1000.0,2567.1,15847.81,1477.25,300.0,0.5598916906413945
2014-11-18,6139.52,6380.19,801.86,1000.0,2541.42,14294.14,1242.47,300.0,0.6453757434787157
2014-11-19,6193.56,7149.5,929.23,1000.0,2537.22,12214.7,1130.32,300.0,0.8220946280699272
2014-11-20,6185.92,6504.85,832.03,1000.0,2537.1,10614.99,981.46,300.0,0.8477472337130397
2014-11-21,6240.77,7143.66,918.98,1000.0,2583.46,15102.81,1437.51,300.0,0.6392859875757386
2014-11-24,6293.02,9636.4,1201.42,1000.0,2649.26,27983.97,2649.75,300.0,0.45340881215208984
2014-11-25,6392.44,10162.9,1299.84,1000.0,2685.56,22261.17,2068.79,300.0,0.6283093015724167
2014-11-26,6435.14,10840.82,1381.82,1000.0,2723.02,24396.25,2393.34,300.0,0.5773605087451009
2014-11-27,6472.59,11363.67,1444.15,1000.0,2754.49,26546.47,2611.65,300.0,0.5529646009227883
2014-11-28,6478.11,11821.69,1552.08,1000.0,2808.82,37532.37,3302.56,300.0,0.46996269560583304
2014-12-01,6392.46,10627.64,1396.16,1000.0,2819.81,36548.74,3388.33,300.0,0.41204959375267464
2014-12-02,6457.56,9759.04,1278.88,1000.0,2923.94,36146.53,3411.85,300.0,0.374834767061858
2014-12-03,6513.96,13192.3,1682.04,1000.0,2967.55,46615.67,4648.58,300.0,0.3618395294907262
2014-12-04,6605.32,13502.2,1740.12,1000.0,3104.35,42681.29,4338.76,300.0,0.4010638984410292
2014-12-05,6462.09,14961.03,1956.62,1000.0,3124.89,52488.13,5543.63,300.0,0.3529492408403879
2014-12-08,6457.51,12904.35,1758.68,1000.0,3252.88,48446.23,5157.74,300.0,0.34097880079259524
2014-12-09,6161.37,15810.2,2010.88,1000.0,3106.91,63287.46,7021.5,300.0,0.2863889482304351
2014-12-10,6366.81,10295.15,1347.06,1000.0,3221.55,42501.87,4773.0,300.0,0.2822250157133878
2014-12-11,6463.32,11161.98,1411.42,1000.0,3183.01,36709.17,3929.45,300.0,0.35919021746045887
2014-12-12,6545.19,10446.07,1337.19,1000.0,3193.23,30106.53,3378.17,300.0,0.39583265495815784
2014-12-15,6658.15,11447.15,1432.02,1000.0,3217.23,29019.38,3266.68,300.0,0.43837168011559136
2014-12-16,6635.26,10686.38,1316.46,1000.0,3303.4,35812.38,4256.66,300.0,0.3092706488185573
2014-12-17,6551.12,11048.22,1315.83,1000.0,3360.6,44814.08,5277.49,300.0,0.2493287528730514
2014-12-18,6540.88,8866.74,1133.19,1000.0,3345.93,35597.02,4162.6,300.0,0.27223129774660065
2014-12-19,6438.04,10038.94,1201.87,1000.0,3383.17,41121.16,4355.17,300.0,0.2759639692595237
2014-12-22,6120.58,11679.42,1283.43,1000.0,3394.48,54980.17,5370.21,300.0,0.23899065399677108
2014-12-23,6023.37,7418.94,832.24,1000.0,3324.92,36973.61,3772.28,300.0,0.22061989035808582
2014-12-24,6154.88,6849.39,789.07,1000.0,3230.39,31744.96,3394.76,300.0,0.23243763918509702
2014-12-25,6222.51,6834.94,807.72,1000.0,3335.42,30979.95,3301.29,300.0,0.2446679934207537
2014-12-26,6233.94,7820.92,899.57,1000.0,3445.84,38461.41,4388.38,300.0,0.20498908481034003
2014-12-29,6098.98,9193.86,1055.84,1000.0,3455.46,42501.5,5050.05,300.0,0.2090751576717062
2014-12-30,5982.64,7947.72,921.29,1000.0,3457.55,32823.39,3946.08,300.0,0.2334696711673357
2014-12-31,6027.52,7059.78,802.95,1000.0,3533.71,34593.48,4037.11,300.0,0.19889227690105052
2015-01-05,6049.79,9480.52,1012.88,1000.0,3641.54,45119.81,5198.5,300.0,0.19484081946715398
2015-01-06,6172.39,9399.2,1100.59,1000.0,3641.06,42096.22,4985.3,300.0,0.2207670551421178
2015-01-07,6166.77,8062.01,932.45,1000.0,3643.79,32019.12,3987.32,300.0,0.23385381659861762
2015-01-08,6164.11,8131.56,958.07,1000.0,3559.26,29500.3,3558.32,300.0,0.26924784729872525
2015-01-09,6128.01,7326.78,907.96,1000.0,3546.72,34998.27,4302.11,300.0,0.21104992666389286
2015-01-12,6062.28,6608.88,795.56,1000.0,3513.58,26656.72,3342.57,300.0,0.2380084785060597
2015-01-13,6167.12,6071.43,803.23,1000.0,3514.04,18715.4,2507.97,300.0,0.3202709761281036
2015-01-14,6139.29,5869.06,753.76,1000.0,3502.42,19601.25,2412.86,300.0,0.31239276211632666
2015-01-15,6168.66,5469.73,700.27,1000.0,3604.12,23781.23,3034.45,300.0,0.23077328675707295
2015-01-16,6252.08,6855.9,888.76,1000.0,3635.15,28268.16,3555.69,300.0,0.24995429860308407
2015-01-19,6109.29,9341.7,1195.69,1000.0,3355.16,32950.53,3660.18,300.0,0.3266751908376091
2015-01-20,6336.63,8683.55,1174.45,1000.0,3396.22,29784.32,3819.18,300.0,0.307513654763588
2015-01-21,6465.73,10380.96,1395.33,1000.0,3548.89,33792.82,4254.34,300.0,0.3279780177418824
2015-01-22,6568.64,10366.39,1357.52,1000.0,3567.61,26885.36,3450.26,300.0,0.39345440633459505
2015-01-23,6502.07,10447.51,1320.46,1000.0,3571.73,28017.22,3618.36,300.0,0.3649332846925126
2015-01-26,6642.61,9817.86,1255.63,1000.0,3607.99,23976.62,3095.86,300.0,0.4055835858210643
2015-01-27,6693.81,10977.5,1428.96,1000.0,3574.93,28766.92,3575.48,300.0,0.3996554308792106
2015-01-28,6666.26,9399.43,1256.92,1000.0,3525.32,21622.02,2787.49,300.0,0.45091462211523636
2015-01-29,6625.01,7668.15,984.16,1000.0,3481.8,21161.89,2518.98,300.0,0.39069782213435594
2015-01-30,6546.6,8217.63,1021.59,1000.0,3434.39,19647.92,2374.21,300.0,0.4302862847010163
2015-02-02,6535.9,6826.96,871.87,1000.0,3353.96,19518.37,2248.38,300.0,0.3877769772013627
2015-02-03,6654.55,7622.09,1058.05,1000.0,3437.45,19284.61,2411.0,300.0,0.438842803815844
2015-02-04,6653.34,7943.75,1098.48,1000.0,3401.77,19130.43,2440.34,300.0,0.45013399772162893
2015-02-05,6654.08,9040.68,1265.48,1000.0,3366.95,25043.06,3115.24,300.0,0.40622231352961574
2015-02-06,6526.95,7927.09,1069.46,1000.0,3312.42,19266.42,2214.33,300.0,0.48297227603835025
2015-02-09,6474.82,5760.24,815.16,1000.0,3345.92,17235.38,2207.67,300.0,0.36923996792998953
2015-02-10,6555.82,5110.83,707.77,1000.0,3406.94,15930.91,1991.21,300.0,0.355447190401816
2015-02-11,6645.51,6097.06,896.57,1000.0,3434.12,14461.38,1859.79,300.0,0.482081310255459
2015-02-12,6703.82,6754.19,988.92,1000.0,3442.87,15608.17,1912.86,300.0,0.5169850381104734
2015-02-13,6815.85,8705.16,1251.26,1000.0,3469.83,20109.0,2470.76,300.0,0.5064271722061228
2015-02-16,6965.3,8751.57,1301.88,1000.0,3499.48,16564.13,2228.0,300.0,0.5843267504488331
2015-02-17,7020.05,8290.92,1203.62,1000.0,3522.32,16532.83,2144.57,300.0,0.5612407149218723
2015-02-25,7004.67,8444.72,1213.33,1000.0,3478.73,16553.94,2117.39,300.0,0.5730309484790237
2015-02-26,7045.27,9036.49,1256.78,1000.0,3566.3,22932.84,2798.09,300.0,0.44915638882237524
2015-02-27,7141.89,10004.13,1408.01,1000.0,3572.84,22278.64,2718.62,300.0,0.5179135002317352
2015-03-02,7317.68,13074.56,1906.84,1000.0,3601.27,24817.61,3251.65,300.0,0.5864222779204403
2015-03-03,7282.11,14115.73,1996.85,1000.0,3507.9,26186.65,3357.0,300.0,0.5948316949657432
2015-03-04,7411.03,12037.21,1722.0,1000.0,3530.82,19966.4,2574.69,300.0,0.6688183820188062
2015-03-05,7450.91,12569.14,1842.52,1000.0,3496.34,21750.88,2790.31,300.0,0.6603280639068777
2015-03-06,7338.4,11432.28,1630.47,1000.0,3478.52,18151.81,2334.68,300.0,0.6983697980022959
2015-03-09,7450.82,10041.08,1435.37,1000.0,3537.75,23394.04,2778.6,300.0,0.5165802922334989
2015-03-10,7566.48,10914.91,1635.35,1000.0,3520.61,19426.77,2453.67,300.0,0.6664914189764719
2015-03-11,7566.31,10946.72,1633.82,1000.0,3524.65,18894.78,2357.73,300.0,0.6929631467555657
2015-03-12,7514.45,11002.43,1617.13,1000.0,3592.84,26566.46,3221.41,300.0,0.5019944682607926
2015-03-13,7649.35,9765.9,1484.86,1000.0,3617.66,24686.48,2972.99,300.0,0.49945004860426706
2015-03-16,7903.36,14432.55,2208.81,1000.0,3705.67,27543.83,3584.98,300.0,0.6161289602731396
2015-03-17,7993.24,17120.05,2552.92,1000.0,3757.12,37162.57,4550.04,300.0,0.5610763861416603
2015-03-18,8150.95,16470.76,2480.36,1000.0,3846.06,41519.0,4844.66,300.0,0.5119781367526308
2015-03-19,8216.62,16808.96,2477.09,1000.0,3839.74,39154.76,4632.13,300.0,0.5347626254012733
2015-03-20,8318.83,15379.26,2397.94,1000.0,3892.57,40181.76,5444.68,300.0,0.44041890432495573
2015-03-23,8560.44,17837.59,2799.96,1000.0,3972.06,39111.99,5197.6,300.0,0.5387024780668
2015-03-24,8655.38,21137.98,3392.25,1000.0,3973.05,46858.13,5910.67,300.0,0.5739197079180532
2015-03-25,8784.91,18216.33,3086.15,1000.0,3940.41,37996.89,5017.34,300.0,0.6150968441445068
2015-03-26,8611.86,17218.21,2989.16,1000.0,3950.0,34675.63,4685.38,300.0,0.6379760019464803
2015-03-27,8710.29,13191.35,2215.08,1000.0,3971.7,29875.61,3931.32,300.0,0.563444339305882
2015-03-30,8719.22,15608.99,2581.15,1000.0,4088.18,42829.7,5462.11,300.0,0.47255547764508593
2015-03-31,8780.74,15664.82,2624.56,1000.0,4051.2,43606.56,5981.22,300.0,0.4388001110141409
2015-04-01,9008.2,14979.4,2613.77,1000.0,4123.9,32951.29,4665.97,300.0,0.5601771978816837
2015-04-02,9238.05,17843.02,3057.77,1000.0,4124.78,33907.05,4766.18,300.0,0.6415557112824106
2015-04-03,9419.2,17610.63,3112.59,1000.0,4170.54,32130.38,4669.66,300.0,0.6665560233507365
2015-04-07,9600.72,18085.6,3244.08,1000.0,4260.04,41536.27,5646.46,300.0,0.5745334244818877
2015-04-08,9455.59,18749.15,3361.82,1000.0,4295.8,45867.67,6583.08,300.0,0.5106758538556421
2015-04-09,9369.66,17409.7,3057.1,1000.0,4262.14,43969.99,6504.19,300.0,0.47002009473892986
2015-04-10,9600.4,14730.18,2706.27,1000.0,4344.42,34819.02,5093.54,300.0,0.5313141744248597
2015-04-13,9813.6,17113.8,3107.34,1000.0,4421.07,43415.3,5985.18,300.0,0.519172355718625
2015-04-14,9830.06,17541.21,3143.16,1000.0,4438.18,43443.21,6021.27,300.0,0.5220094764061401
2015-04-15,9441.19,15766.75,2770.35,1000.0,4380.51,47215.41,5968.23,300.0,0.46418284818111905
2015-04-16,9541.77,13521.18,2385.15,1000.0,4513.55,42260.37,5647.23,300.0,0.4223575097879846
2015-04-17,9567.7,16182.31,2805.7,1000.0,4596.14,55280.27,7339.54,300.0,0.3822719134986661
2015-04-20,9353.61,17543.97,2961.43,1000.0,4521.92,68643.91,9392.65,300.0,0.3152922764076166
2015-04-21,9716.35,15181.82,2631.64,1000.0,4619.16,49031.5,6853.65,300.0,0.3839764213229447
2015-04-22,9995.26,18096.55,3166.73,1000.0,4739.81,51621.38,7699.25,300.0,0.411303698412183
2015-04-23,10105.27,18855.73,3360.26,1000.0,4740.89,49743.1,7522.58,300.0,0.44668983247768723
2015-04-24,10123.91,17419.43,3166.22,1000.0,4702.64,48015.29,7212.73,300.0,0.4389766426859178
2015-04-27,10174.9,17248.89,3188.48,1000.0,4807.59,51307.65,7659.1,300.0,0.416299565223068
2015-04-28,9847.89,16926.61,2996.68,1000.0,4741.86,60863.85,8603.5,300.0,0.34830940896146917
2015-04-29,10107.4,13462.34,2460.12,1000.0,4774.33,39505.7,6016.76,300.0,0.408877867822549
2015-04-30,10180.49,14074.51,2662.07,1000.0,4749.89,39972.74,6125.11,300.0,0.43461586812318476
2015-05-04,10270.13,13215.68,2430.15,1000.0,4787.74,37784.39,5654.53,300.0,0.4297704672183188
2015-05-05,10007.27,14857.82,2622.28,1000.0,4596.84,46041.96,6600.2,300.0,0.3973031120269083
2015-05-06,9973.99,13319.9,2501.73,1000.0,4553.33,37607.37,5860.34,300.0,0.4268916137971517
2015-05-07,9806.51,11342.81,2071.42,1000.0,4470.09,29775.92,4271.9,300.0,0.4848943093237202
2015-05-08,10274.38,12780.71,2474.47,1000.0,4558.4,30240.8,4520.91,300.0,0.5473389207040176
2015-05-11,10771.62,16040.96,3234.95,1000.0,4690.53,37383.84,5832.6,300.0,0.554632582381785
2015-05-12,11051.43,17809.29,3618.73,1000.0,4747.42,37705.39,6071.23,300.0,0.5960456118447168
2015-05-13,11137.3,17698.05,3600.59,1000.0,4718.44,37073.04,5904.8,300.0,0.6097734046877117
2015-05-14,11211.1,16981.52,3423.27,1000.0,4700.78,33772.52,5132.2,300.0,0.6670180429445463
2015-05-15,11217.93,16038.27,3225.85,1000.0,4617.47,32843.12,5066.95,300.0,0.6366453191762302
2015-05-18,11542.28,15285.59,3249.18,1000.0,4575.14,26918.05,4340.83,300.0,0.748515836833048
2015-05-19,11831.36,16296.31,3465.04,1000.0,4731.22,31478.6,5242.32,300.0,0.6609745303606037
2015-05-20,12132.37,19811.52,4183.68,1000.0,4754.92,36318.07,5899.56,300.0,0.7091511909362732
2015-05-21,12586.05,19195.61,4167.85,1000.0,4840.98,30505.45,5053.46,300.0,0.8247517542436272
2015-05-22,12687.29,22874.7,4917.34,1000.0,4951.34,45584.67,7191.3,300.0,0.6837901353023793
2015-05-25,12877.87,22281.3,4689.91,1000.0,5099.5,46573.66,7570.86,300.0,0.6194685940566858
2015-05-26,13401.31,22803.46,4913.35,1000.0,5198.92,48794.94,8022.96,300.0,0.6124111300567372
2015-05-27,13582.55,23041.22,5126.13,1000.0,5181.43,47079.87,7778.26,300.0,0.6590329970970371
2015-05-28,12818.99,25665.59,5607.26,1000.0,4834.01,57182.9,8732.07,300.0,0.6421455622779021
2015-05-29,13027.21,21002.56,4511.98,1000.0,4840.83,42787.89,6360.08,300.0,0.7094218940642255
2015-06-01,13691.17,18801.44,4226.13,1000.0,5076.18,41750.37,6378.44,300.0,0.6625648277635284
2015-06-02,14276.32,21223.55,4829.0,1000.0,5161.87,41297.32,6584.53,300.0,0.7333856782488651
2015-06-03,14356.6,21656.03,5035.14,1000.0,5143.59,41425.83,6720.57,300.0,0.7492132363772717
2015-06-04,14308.65,20307.71,4757.12,1000.0,5181.42,48276.73,7351.71,300.0,0.6470766665170415
2015-06-05,14465.75,22874.59,5329.96,1000.0,5230.55,54596.12,8552.24,300.0,0.6232238571415208
2015-06-08,14099.73,21378.22,4857.11,1000.0,5353.75,63731.32,9494.98,300.0,0.5115450480148457
2015-06-09,14106.23,16987.54,3884.78,1000.0,5317.46,57042.73,8714.32,300.0,0.44579267229112546
2015-06-10,14461.81,17912.36,4180.37,1000.0,5309.11,44216.57,7115.09,300.0,0.5875357866168945
2015-06-11,14768.88,18550.52,4387.87,1000.0,5306.59,39233.88,6605.85,300.0,0.6642400296706706
2015-06-12,15006.34,20535.09,4839.53,1000.0,5335.12,43013.14,6942.13,300.0,0.6971246577059201
2015-06-15,14707.78,22276.4,4977.74,1000.0,5221.17,47574.57,7662.38,300.0,0.6496336647360219
2015-06-16,14102.22,19258.97,4202.47,1000.0,5064.82,41167.56,6515.23,300.0,0.645022508798615
2015-06-17,14407.31,18035.93,3844.51,1000.0,5138.83,39712.42,5898.68,300.0,0.6517576813795629
2015-06-18,13934.21,16969.62,3648.49,1000.0,4930.55,36439.58,5556.47,300.0,0.656620120328194
2015-06-19,13024.72,15020.17,3048.9,1000.0,4637.05,35810.47,5196.1,300.0,0.5867669983256673
2015-06-23,13047.02,15652.89,3012.3,1000.0,4786.09,36508.79,5369.84,300.0,0.5609664347541081
2015-06-24,13313.79,16515.63,3347.29,1000.0,4880.13,43463.87,6153.74,300.0,0.5439440080341386
2015-06-25,12760.48,17286.38,3493.17,1000.0,4706.52,44613.6,6402.46,300.0,0.5455980982309925
2015-06-26,11730.75,14740.32,2665.8,1000.0,4336.19,44663.98,6129.59,300.0,0.43490673927619955
2015-06-29,10906.04,18227.38,3015.75,1000.0,4191.55,52566.25,7040.15,300.0,0.42836445246195043
2015-06-30,11381.47,21688.09,3580.06,1000.0,4473.0,52704.53,7160.46,300.0,0.49997625850853156
2015-07-01,10734.01,19036.15,3416.77,1000.0,4253.02,43172.14,6233.31,300.0,0.548146971673156
2015-07-02,10002.36,16921.73,2624.26,1000.0,4108.0,45706.22,5935.07,300.0,0.4421615920284007
2015-07-03,9358.73,16450.77,2307.8,1000.0,3885.92,42930.09,5382.17,300.0,0.4287861587426633
2015-07-06,8858.91,20266.12,2643.23,1000.0,3998.54,64809.45,7795.58,300.0,0.33906777943398697
2015-07-07,8356.13,7838.33,786.85,1000.0,3928.0,67938.5,7959.63,300.0,0.09885509753594074
2015-07-08,8114.6,7850.77,938.87,1000.0,3663.04,58146.71,6401.22,300.0,0.14667047844004735
2015-07-09,8348.87,13413.59,1299.16,1000.0,3897.63,50387.06,5647.44,300.0,0.2300440553595966
2015-07-10,8620.27,8227.0,920.28,1000.0,4106.56,50070.18,6290.8,300.0,0.14628982005468302
2015-07-13,9032.56,13273.76,1699.58,1000.0,4211.81,50209.22,6592.52,300.0,0.2578042994181284
2015-07-14,9338.17,18654.01,2509.78,1000.0,4112.15,45442.2,5975.21,300.0,0.42003209929023416
2015-07-15,8942.91,21409.85,2893.83,1000.0,3966.76,42195.64,5140.65,300.0,0.5629307577835488
2015-07-16,9041.23,20267.45,2672.82,1000.0,3997.36,33053.13,4100.51,300.0,0.6518262362486618
2015-07-17,9541.26,18798.28,2623.21,1000.0,4151.5,33110.71,4355.97,300.0,0.6022102998872811
2015-07-20,9839.92,23039.61,3486.24,1000.0,4160.61,35267.35,4834.94,300.0,0.721051347069457
2015-07-21,10062.89,20816.14,3209.03,1000.0,4166.01,31837.49,4316.96,300.0,0.7433541195656203
2015-07-22,10228.86,22086.11,3442.57,1000.0,4157.16,31894.6,4418.33,300.0,0.7791563780885539
2015-07-23,10553.22,23520.74,3705.15,1000.0,4250.81,35447.18,4839.72,300.0,0.7655711487441422
2015-07-24,10449.75,25880.69,4180.56,1000.0,4176.28,39204.54,5359.02,300.0,0.7800978537120593
2015-07-27,9719.55,22717.97,3649.26,1000.0,3818.73,36505.45,4779.52,300.0,0.7635201861274772
2015-07-28,9284.54,21978.73,3179.85,1000.0,3811.09,38352.72,4826.55,300.0,0.6588246262858564
2015-07-29,9727.23,18633.11,2833.08,1000.0,3930.38,27697.28,3722.88,300.0,0.7609914904589995
2015-07-30,9460.73,20116.85,3096.59,1000.0,3815.41,27154.87,3763.51,300.0,0.8227930841156261
2015-07-31,9223.64,14950.54,2237.57,1000.0,3816.7,22237.68,2993.13,300.0,0.7475685987578221
2015-08-03,8723.59,14617.51,2022.79,1000.0,3829.24,24580.5,3096.31,300.0,0.6532905296950241
2015-08-04,9265.22,16639.47,2380.95,1000.0,3948.16,22023.66,2887.57,300.0,0.8245514394456237
2015-08-05,9240.88,18859.1,2823.88,1000.0,3866.9,20048.43,2726.94,300.0,1.0355490036451114
2015-08-06,9229.35,14382.32,2096.91,1000.0,3831.85,14727.87,1955.32,300.0,1.0724126997115562
2015-08-07,9585.14,18553.28,2811.79,1000.0,3906.94,18334.92,2465.46,300.0,1.1404727718154015
2015-08-10,10077.94,22400.71,3468.08,1000.0,4084.36,30678.05,4017.02,300.0,0.8633464608092566
2015-08-11,10153.71,24234.33,3754.47,1000.0,4066.67,32203.42,4169.97,300.0,0.9003589953884559
2015-08-12,10005.93,20256.04,3111.09,1000.0,4016.13,25514.62,3397.99,300.0,0.915567732689031
