date,nav,hold
2023-05-04,99900.09990009991,1.H20955
2023-05-05,100063.29039736491,1.H20955
2023-05-08,102171.29194523784,1.H20955
2023-05-09,101351.17354959088,1.H20955
2023-05-10,99332.7133366497,1.H20955
2023-05-11,99301.44330124561,1.H20955
2023-05-12,98654.59587480314,1.H20955
2023-05-15,98594.52449100057,1.H20955
2023-05-16,97816.37377444857,1.H20955
2023-05-17,97620.21601946314,1.H20955
2023-05-18,98213.31807255487,1.H20955
2023-05-19,96659.5589020432,1.H11077
2023-05-22,96712.68152234842,1.H11077
2023-05-23,96824.82927632611,1.H11077
2023-05-24,96842.53681642786,1.H11077
2023-05-25,96836.63430306062,1.H11077
2023-05-26,96807.12173622438,1.H11077
2023-05-29,96818.92676295887,1.H11077
2023-05-30,96842.53681642786,1.H11077
2023-05-31,96889.75692336584,1.H11077
2023-06-01,96960.58708377281,1.H11077
2023-06-02,96942.87954367108,1.H11077
2023-06-05,96948.78205703832,1.H11077
2023-06-06,97007.8071907108,1.H11077
2023-06-07,97049.12478428152,1.H11077
2023-06-08,97060.92981101602,1.H11077
2023-06-09,97161.27253825923,1.H11077
2023-06-12,97243.90772540068,1.H11077
2023-06-13,97485.91077345783,1.H11077
2023-06-14,97562.64344723204,1.H11077
2023-06-15,97344.25045264389,1.H11077
2023-06-16,97155.37002489198,1.H11077
2023-06-19,96908.2369202619,1.H00852
2023-06-20,96935.26412092187,1.H00852
2023-06-21,94866.77370118034,1.H00852
2023-06-26,92842.92240131779,1.H11077
2023-06-27,92786.59593016488,1.H11077
2023-06-28,92826.02445997192,1.H11077
2023-06-29,92865.45298977895,1.H11077
2023-06-30,92978.10593208473,1.H11077
2023-07-03,92792.335490662,0.399606
2023-07-04,92983.30599372568,0.399606
2023-07-05,92136.30928884202,0.399606
2023-07-06,91114.24669900468,1.H11077
2023-07-07,91158.39119837435,1.H11077
2023-07-10,91174.94538563798,1.H11077
2023-07-11,91230.12600985008,1.H11077
2023-07-12,91224.60794742886,1.H11077
2023-07-13,91230.12600985008,1.H11077
2023-07-14,91202.53569774402,1.H11077
2023-07-17,91091.90433437616,1.H20955
2023-07-18,91161.24349717174,1.H20955
2023-07-19,91680.33836643716,1.H20955
2023-07-20,91294.37468973926,1.H20955
2023-07-21,91595.08769049481,1.H20955
2023-07-24,91791.86493564943,1.H20955
2023-07-25,93163.5638824616,1.H20955
2023-07-26,93477.22019360568,1.H20955
2023-07-27,93841.77388319478,1.H20955
2023-07-28,95787.55243889274,1.H20955
2023-07-31,96620.88752804157,1.H20955
2023-08-01,96819.31918129096,1.H20955
2023-08-02,96264.50856080311,1.H20955
2023-08-03,96761.60953422039,1.H20955
2023-08-04,96733.43593754766,1.H20955
2023-08-07,95862.5847118968,1.H20955
2023-08-08,95717.9213217275,1.H20955
2023-08-09,95476.42639895243,1.H20955
2023-08-10,95705.56192007831,1.H20955
2023-08-11,94068.13583780885,1.H20955
2023-08-14,93996.02310850144,1.H20955
2023-08-15,94626.20661542461,1.H20955
2023-08-16,94711.60326855181,1.H20955
2023-08-17,94476.62404203977,1.H11077
2023-08-18,94510.62474646949,1.H11077
2023-08-21,94669.29470047483,1.H11077
2023-08-22,94657.96113233159,1.H11077
2023-08-23,94652.29434825997,1.H11077
2023-08-24,94646.62756418835,1.H11077
2023-08-25,94595.62650754378,1.H11077
2023-08-28,94453.9569057533,1.H11077
2023-08-29,94397.2890650371,1.H11077
2023-08-30,94476.62404203977,1.H11077
2023-08-31,94516.2915305411,1.H11077
2023-09-01,94368.955144679,1.H11077
2023-09-04,94153.61734995747,1.H11077
2023-09-05,94181.95127031555,1.H11077
2023-09-06,93985.86920786939,CASH
2023-09-07,93891.97723063876,1.H00016
2023-09-08,93366.36647419797,1.H00016
2023-09-11,93966.66186895341,1.H00016
2023-09-12,93805.78458201778,1.H00016
2023-09-13,93535.69862584847,1.H00016
2023-09-14,93774.31369669022,1.H00016
2023-09-15,93218.64119904101,1.H00016
2023-09-18,93845.7103320602,1.H00016
2023-09-19,93859.80177325165,1.H00016
2023-09-20,93496.00773315923,1.H00016
2023-09-21,92538.49430420074,1.H00016
2023-09-22,94586.68528137686,1.H00016
2023-09-25,93589.76508785575,1.H20955
2023-09-26,93105.62162458924,1.H20955
2023-09-27,92645.97467062586,CASH
2023-09-28,92645.97467062586,CASH
2023-10-09,92645.97467062586,CASH
2023-10-10,92645.97467062586,CASH
2023-10-11,92645.97467062586,CASH
2023-10-12,92645.97467062586,CASH
2023-10-13,92645.97467062586,CASH
2023-10-16,92645.97467062586,CASH
2023-10-17,92645.97467062586,CASH
2023-10-18,92645.97467062586,CASH
2023-10-19,92645.97467062586,CASH
2023-10-20,92553.4212493765,1.H11077
2023-10-23,92620.33943067388,1.H11077
2023-10-24,92531.11518894405,1.H11077
2023-10-25,92625.91594578199,1.H11077
2023-10-26,92653.79852132256,1.H11077
2023-10-27,92648.22200621443,1.H11077
2023-10-30,92703.9871572956,1.H11077
2023-10-31,92804.36442924164,1.H11077
2023-11-01,92843.40003499846,1.H11077
2023-11-02,92966.08336737698,1.H11077
2023-11-03,92966.08336737698,1.H11077
2023-11-06,93005.11897313378,1.H11077
2023-11-07,93005.11897313378,1.H11077
2023-11-08,92858.25217213956,0.399606
2023-11-09,92640.25406533031,0.399606
2023-11-10,92036.92727363363,0.399606
2023-11-13,92219.58584359684,0.399606
2023-11-14,91833.49067404472,1.H00852
2023-11-15,92209.16082240129,1.H00852
2023-11-16,91286.38533250033,1.H00852
2023-11-17,92090.17868987125,1.H00852
2023-11-20,92893.17529189038,1.H00852
2023-11-21,92281.7983519704,1.H00852
2023-11-22,91105.92024532588,1.H00852
2023-11-23,92065.6120665252,1.H00852
2023-11-24,90846.5763783268,1.H00852
2023-11-27,90793.85773255178,1.H00852
2023-11-28,91086.50135669012,1.H20955
2023-11-29,90386.43767831573,1.H20955
2023-11-30,90566.6011249562,1.H20955
2023-12-01,90862.94473812182,1.H20955
2023-12-04,90825.22827826437,1.H20955
2023-12-05,89962.56047448418,1.H20955
2023-12-06,90069.8888187979,1.H20955
2023-12-07,89734.48172935135,1.H20955
2023-12-08,89377.78915635585,1.H11077
2023-12-11,89506.24397040175,1.H11077
2023-12-12,89506.24397040175,1.H11077
2023-12-13,89629.34650052908,1.H11077
2023-12-14,89613.28964877334,1.H11077
2023-12-15,89677.51705579628,1.H11077
2023-12-18,89731.03989498208,1.H11077
2023-12-19,89731.03989498208,1.H11077
2023-12-20,89720.33532714492,1.H11077
2023-12-21,89816.67643767934,1.H11077
2023-12-22,89854.1424251094,1.H11077
2023-12-25,90025.41551050392,1.H11077
2023-12-26,90036.12007834109,1.H11077
2023-12-27,90073.58606577115,1.H11077
2023-12-28,90105.69976928263,1.H11077
2023-12-29,90159.22260846841,1.H11077
2024-01-02,90175.27946022415,1.H11077
2024-01-03,90169.92717630557,1.H11077
2024-01-04,90207.39316373563,1.H11077
2024-01-05,90341.20026170011,1.H11077
2024-01-08,90367.96168129302,1.H11077
2024-01-09,90496.41649533893,1.H11077
2024-01-10,90464.30279182745,1.H11077
2024-01-11,90458.95050790886,1.H11077
2024-01-12,90378.66624913018,1.H11077
2024-01-15,90373.3139652116,1.H11077
2024-01-16,90182.06472325383,1.H20955
2024-01-17,88969.32394609551,1.H20955
2024-01-18,88023.63799474643,1.H11077
2024-01-19,88117.39652980208,1.H11077
2024-01-22,88190.31983484537,1.H11077
2024-01-23,88174.69341233608,1.H11077
2024-01-24,88174.69341233608,1.H11077
2024-01-25,88231.99029487009,1.H11077
2024-01-26,88247.61671737937,1.H11077
2024-01-29,88299.7047924103,1.H11077
2024-01-30,88544.51874505561,1.H11077
2024-01-31,88716.40939265762,1.H11077
2024-02-01,88695.57416264527,1.H11077
2024-02-02,88695.57416264527,1.H11077
2024-02-05,88841.42077273183,1.H11077
2024-02-06,88601.8156275896,1.H11077
2024-02-07,88690.36535514217,1.H11077
2024-02-08,88476.77302589202,1.H00016
2024-02-19,89190.38910567103,1.H00016
2024-02-20,89097.65933259239,1.H00016
2024-02-21,90644.89472789918,1.H00016
2024-02-22,91504.60170337238,1.H00016
2024-02-23,91516.69689116524,1.H00016
2024-02-26,90017.84224702991,1.H00016
2024-02-27,90450.66024157849,1.H00016
2024-02-28,89719.25712092764,1.H00016
2024-02-29,90573.13530146872,0.399606
2024-03-01,91425.22321372593,0.399606
2024-03-04,91966.48952658288,0.399606
2024-03-05,91907.48452938731,0.399606
2024-03-06,91853.59020124018,0.399606
2024-03-07,89715.93672016307,0.399606
2024-03-08,90405.15297997117,1.H00852
2024-03-11,92025.8324468017,1.H00852
2024-03-12,92525.84530625452,1.H00852
2024-03-13,92953.9549927776,1.H00852
2024-03-14,92362.48370415892,1.H00852
2024-03-15,93523.91549953654,1.H00852
2024-03-18,94890.54283919666,0.399606
2024-03-19,93932.1539726156,0.399606
2024-03-20,94045.38905547034,0.399606
2024-03-21,93260.54432941946,1.H00852
2024-03-22,92232.10377939358,1.H00852
2024-03-25,90092.30530433616,1.H00852
2024-03-26,89790.53318819654,1.H00852
2024-03-27,86798.7329113491,1.H00852
2024-03-28,88710.69270233232,1.H00852
2024-03-29,89504.42150838475,1.H11077
2024-04-01,89389.98568150126,1.H11077
2024-04-02,89431.59870945889,1.H11077
2024-04-03,89530.42965085829,1.H11077
2024-04-08,89608.45407827887,1.H11077
2024-04-09,89512.47597808186,1.H20955
2024-04-10,89442.6412737849,1.H20955
2024-04-11,89990.93930413209,1.H20955
2024-04-12,89595.92253152144,1.H20955
2024-04-15,90649.72548788783,1.H20955
2024-04-16,89579.62473221355,1.H20955
2024-04-17,91417.2243664683,1.H20955
2024-04-18,91613.0711056375,1.H20955
2024-04-19,92348.01991018128,1.H20955
2024-04-22,91041.87421201693,1.H20955
2024-04-23,89757.58031180731,1.H20955
2024-04-24,89930.0274173333,1.H20955
2024-04-25,90561.49885364565,1.H20955
2024-04-26,90303.23791656831,1.H20955
2024-04-29,90622.72941249795,1.H20955
2024-04-30,90681.8658407129,1.H20955
2024-05-06,91832.20641848774,1.H00016
2024-05-07,91979.71164202926,1.H00016
2024-05-08,91473.64812352676,1.H00016
2024-05-09,91867.92100685977,0.399606
2024-05-10,90820.96392650758,0.399606
2024-05-13,89960.310830654,0.399606
2024-05-14,89729.88221824783,0.399606
2024-05-15,88935.6389159117,0.399606
2024-05-16,89018.60563017246,1.H00852
2024-05-17,90234.99779192108,1.H00852
2024-05-20,90782.99649719613,1.H00852
2024-05-21,89641.3891836087,1.H00016
2024-05-22,89776.53516422142,1.H00016
2024-05-23,88775.02289729659,1.H00016
2024-05-24,87662.45069615461,1.H20955
2024-05-27,88622.05988304337,1.H20955
2024-05-28,87978.12980333074,1.H20955
2024-05-29,88043.4948627474,1.H20955
2024-05-30,87657.05041034688,1.H20955
2024-05-31,87257.23413816089,1.H11077
2024-06-03,87327.7124903177,1.H11077
