date,nav,hold
2021-04-30,100000.0,CASH
2021-05-06,99900.09990009991,0.399606
2021-05-07,96440.58575345561,0.399606
2021-05-10,96815.23647393529,0.399606
2021-05-11,96802.75851488518,0.399606
2021-05-12,97907.88591122984,SOYMEAL_159985
2021-05-13,95593.96634628379,SOYMEAL_159985
2021-05-14,93280.03816130101,SOYMEAL_159985
2021-05-17,94003.13856409895,SOYMEAL_159985
2021-05-18,93670.99069664253,GOLD_518880
2021-05-19,93917.36339584617,GOLD_518880
2021-05-20,93892.72788812235,GOLD_518880
2021-05-21,94015.91130072992,GOLD_518880
2021-05-24,94311.56088936968,GOLD_518880
2021-05-25,93917.36339584617,GOLD_518880
2021-05-26,94713.23810036766,0.399606
2021-05-27,95595.85523874254,0.399606
2021-05-28,95816.64891328232,0.399606
2021-05-31,98092.88673224348,0.399606
2021-06-01,97844.49384838624,0.399606
2021-06-02,96157.87550120741,0.399606
2021-06-03,94940.16493253353,0.399606
2021-06-04,96168.74791699916,0.399606
2021-06-07,95743.05102176906,0.399606
2021-06-08,95166.25542502312,0.399606
2021-06-09,95142.28035430289,0.399606
2021-06-10,97456.15345869696,0.399606
2021-06-11,97843.09994892577,0.399606
2021-06-15,96766.17322576018,0.399606
2021-06-16,92718.56797242312,0.399606
2021-06-17,94408.81658522981,NASDAQ_159941
2021-06-18,96530.36421701261,NASDAQ_159941
2021-06-21,95845.99506589865,NASDAQ_159941
2021-06-22,96461.92403857168,NASDAQ_159941
2021-06-23,98001.75870774,NASDAQ_159941
2021-06-24,97830.66234079961,NASDAQ_159941
2021-06-25,98070.19072785712,NASDAQ_159941
2021-06-28,98412.3753034141,NASDAQ_159941
2021-06-29,99199.40064302752,NASDAQ_159941
2021-06-30,99917.99396252385,NASDAQ_159941
2021-07-01,99575.80938696687,NASDAQ_159941
2021-07-02,99610.02539702543,NASDAQ_159941
2021-07-05,100670.79513375492,NASDAQ_159941
2021-07-06,100773.45132225439,NASDAQ_159941
2021-07-07,101628.91684030875,NASDAQ_159941
2021-07-08,101560.47666186783,NASDAQ_159941
2021-07-09,101457.82047336835,NASDAQ_159941
2021-07-12,102484.3742000393,NASDAQ_159941
2021-07-13,102518.59836842166,NASDAQ_159941
2021-07-14,102244.84581298179,NASDAQ_159941
