scenario,window,start,end,days,total,cagr,maxdd,sharpe,trades,stop_exits,cash_days
all_etf,near6_2020,2020-01-06,2026-04-30,1530,42.651521098523766,0.8625911935645063,-0.1258484262579601,2.6168168222202666,203,32,91
all_etf,5Y,2021-04-30,2026-04-30,1211,18.22909206455875,0.8500444948503414,-0.1258484262579601,2.5461876177972145,143,22,56
all_etf,3Y,2023-05-04,2026-04-30,726,7.205615700114489,1.0763223913713178,-0.1258484262579601,2.7132715723306373,94,14,41
index_raw_no_fx,near6_2020,2020-01-06,2026-04-30,1530,12.617766848755913,0.537424905016537,-0.13056466318107962,2.1313606578435453,209,30,79
index_raw_no_fx,5Y,2021-04-30,2026-04-30,1211,4.978106512538984,0.4507649673988583,-0.13056466318107962,1.8555015546125935,155,22,46
index_raw_no_fx,3Y,2023-05-04,2026-04-30,726,2.3361521110654784,0.519226489932956,-0.1305646631810795,1.988403120123759,99,12,26
index_cny_fx_adjusted,near6_2020,2020-01-06,2026-04-30,1530,16.434774332209074,0.6012847664136889,-0.15837374087945089,2.256111043162762,201,26,82
index_cny_fx_adjusted,5Y,2021-04-30,2026-04-30,1211,5.407974003920576,0.47188040692465716,-0.15837374087945089,1.8758999872247906,145,17,49
index_cny_fx_adjusted,3Y,2023-05-04,2026-04-30,726,2.709344579317221,0.5761853451377839,-0.15837374087945089,2.0994180068119825,91,9,35
