date,scenario,position,return,nav,trade_count,stop_exit_count
2023-01-06,six_all_etf_original_conditions,159985.SZ,-0.008188331627430934,5.244099930275162,105,19
2023-01-09,six_all_etf_original_conditions,159985.SZ,0.005675954592363253,5.273865203357219,105,19
2023-01-10,six_all_etf_original_conditions,159985.SZ,-0.01026167265264244,5.219746525026205,105,19
2023-01-11,six_all_etf_original_conditions,518880.SH,0.010886469673405896,5.276571137273769,106,19
2023-01-12,six_all_etf_original_conditions,518880.SH,-0.0014906832298137163,5.268705441168516,106,19
2023-01-13,six_all_etf_original_conditions,518880.SH,0.0019905449116695006,5.279193035975519,106,19
2023-01-16,six_all_etf_original_conditions,159915.SZ,0.005711447727837049,5.309344871045655,107,19
2023-01-17,six_all_etf_original_conditions,159915.SZ,0.0032493907392363575,5.326597007101042,107,19
2023-01-18,six_all_etf_original_conditions,159915.SZ,-0.0008097165991903799,5.3222839730871945,107,19
2023-01-19,six_all_etf_original_conditions,159915.SZ,0.011345218800648205,5.382666449281052,107,19
2023-01-20,six_all_etf_original_conditions,159915.SZ,0.004407051282051322,5.406388136357211,107,19
2023-01-30,six_all_etf_original_conditions,159915.SZ,0.01037096130833648,5.4624575785372205,107,19
2023-01-31,six_all_etf_original_conditions,159915.SZ,-0.010264508487958901,5.40638813635721,107,19
2023-02-01,six_all_etf_original_conditions,159915.SZ,0.011966493817311408,5.471083646564914,107,19
2023-02-02,six_all_etf_original_conditions,159915.SZ,-0.005124162396531351,5.443048925474908,107,19
2023-02-03,six_all_etf_original_conditions,159915.SZ,-0.009508716323296418,5.391292517308744,107,19
2023-02-06,six_all_etf_original_conditions,159915.SZ,-0.012800000000000034,5.322283973087192,107,19
2023-02-07,six_all_etf_original_conditions,159915.SZ,-0.002836304700162162,5.307188354038727,107,19
2023-02-08,six_all_etf_original_conditions,159915.SZ,-0.005688744412840174,5.276997115941799,107,19
2023-02-09,six_all_etf_original_conditions,159941.SZ,0.018798528810788584,5.376196898260279,108,19
2023-02-10,six_all_etf_original_conditions,159941.SZ,-0.015197568389057725,5.294491778225928,108,19
2023-02-13,six_all_etf_original_conditions,159941.SZ,-0.0030864197530864335,5.278150754219058,108,19
2023-02-14,six_all_etf_original_conditions,159941.SZ,0.01393188854489158,5.351685362249973,108,19
2023-02-15,six_all_etf_original_conditions,159941.SZ,0.003053435114503733,5.368026386256843,108,19
2023-02-16,six_all_etf_original_conditions,159941.SZ,0.021308980213089912,5.482413554304935,108,19
2023-02-17,six_all_etf_original_conditions,159941.SZ,-0.0253353204172877,5.343514850246538,108,19
2023-02-20,six_all_etf_original_conditions,159941.SZ,0.0,5.343514850246538,108,19
2023-02-21,six_all_etf_original_conditions,159941.SZ,-0.003058103975535187,5.327173826239668,108,19
2023-02-22,six_all_etf_original_conditions,159941.SZ,-0.016871165644171793,5.237298194201882,108,19
2023-02-23,six_all_etf_original_conditions,159941.SZ,0.006240249609984483,5.269980242215623,108,19
2023-02-24,six_all_etf_original_conditions,159941.SZ,0.0031007751937983663,5.286321266222493,108,19
2023-02-27,six_all_etf_original_conditions,159941.SZ,-0.007727975270479193,5.245468706205317,108,19
2023-02-28,six_all_etf_original_conditions,159941.SZ,0.0031152647975078995,5.261809730212188,108,19
2023-03-01,six_all_etf_original_conditions,513030.SH,-0.0031055900621117516,5.245468706205318,109,19
2023-03-02,six_all_etf_original_conditions,513030.SH,-0.010657193605683624,5.189566730650733,109,19
2023-03-03,six_all_etf_original_conditions,513030.SH,0.007181328545780907,5.22683471435379,109,19
2023-03-06,six_all_etf_original_conditions,513030.SH,0.01960784313725461,5.329321669537196,109,19
2023-03-07,six_all_etf_original_conditions,513030.SH,0.011363636363636465,5.389882143054664,109,19
2023-03-08,six_all_etf_original_conditions,513030.SH,-0.018150388936905903,5.292053685834138,109,19
2023-03-09,six_all_etf_original_conditions,513030.SH,0.007042253521126751,5.329321669537196,109,19
2023-03-10,six_all_etf_original_conditions,518880.SH,-0.013111888111888015,5.259444200093964,110,19
2023-03-13,six_all_etf_original_conditions,518880.SH,0.006894853484363583,5.295707297262798,110,19
2023-03-14,six_all_etf_original_conditions,518880.SH,0.012961604304230878,5.364348159760946,110,19
2023-03-15,six_all_etf_original_conditions,518880.SH,-0.0007242877836793893,5.360462827921428,110,19
2023-03-16,six_all_etf_original_conditions,518880.SH,0.008456148828219323,5.405791699382469,110,19
2023-03-17,six_all_etf_original_conditions,518880.SH,0.005749880210828895,5.436874354098611,110,19
2023-03-20,six_all_etf_original_conditions,518880.SH,0.030728918532634486,5.603943623197877,110,19
2023-03-21,six_all_etf_original_conditions,518880.SH,-0.00947538710422935,5.5508440880578,110,19
2023-03-22,six_all_etf_original_conditions,518880.SH,-0.01469902006532886,5.469252119427926,110,19
2023-03-23,six_all_etf_original_conditions,518880.SH,0.007103954534690926,5.5081054378231045,110,19
2023-03-24,six_all_etf_original_conditions,518880.SH,0.005172819186456623,5.536597871312902,110,19
2023-03-27,six_all_etf_original_conditions,518880.SH,-0.006783625730994114,5.499039663530897,110,19
2023-03-28,six_all_etf_original_conditions,518880.SH,-0.004945831370702036,5.471842340654271,110,19
2023-03-29,six_all_etf_original_conditions,518880.SH,0.0035502958579882726,5.491268999851861,110,19
2023-03-30,six_all_etf_original_conditions,518880.SH,0.0018867924528302993,5.501629884757242,110,19
2023-03-31,six_all_etf_original_conditions,518880.SH,0.007768361581920846,5.544368534991937,110,19
2023-04-03,six_all_etf_original_conditions,159941.SZ,-0.01401541695865438,5.466661898201582,111,19
2023-04-04,six_all_etf_original_conditions,159941.SZ,0.0043290043290042934,5.490327101224099,111,19
2023-04-06,six_all_etf_original_conditions,159941.SZ,-0.01867816091954011,5.387777888126523,111,19
2023-04-07,six_all_etf_original_conditions,159941.SZ,0.008784773060029227,5.435108294171559,111,19
2023-04-10,six_all_etf_original_conditions,159941.SZ,-0.004354136429608024,5.411443091149041,111,19
2023-04-11,six_all_etf_original_conditions,159941.SZ,0.004373177842565523,5.435108294171559,111,19
2023-04-12,six_all_etf_original_conditions,159941.SZ,-0.005805515239477366,5.403554690141536,111,19
2023-04-13,six_all_etf_original_conditions,159941.SZ,-0.007299270072992692,5.364112685104006,111,19
2023-04-14,six_all_etf_original_conditions,159941.SZ,0.008823529411764675,5.411443091149041,111,19
2023-04-17,six_all_etf_original_conditions,513030.SH,0.004373177842565523,5.435108294171559,112,19
2023-04-18,six_all_etf_original_conditions,513030.SH,-0.0025210084033612246,5.421406340488774,112,19
2023-04-19,six_all_etf_original_conditions,513030.SH,0.005054759898904804,5.448810247854345,112,19
2023-04-20,six_all_etf_original_conditions,513030.SH,0.0008382229673091768,5.453377565748606,112,19
2023-04-21,six_all_etf_original_conditions,513030.SH,-0.009212730318257867,5.403137068911726,112,19
2023-04-24,six_all_etf_original_conditions,513030.SH,0.008453085376162406,5.448810247854345,112,19
2023-04-25,six_all_etf_original_conditions,513030.SH,0.010896898575020852,5.508185380479748,112,19
2023-04-26,six_all_etf_original_conditions,513030.SH,-0.00497512437810943,5.4807814731141775,112,19
2023-04-27,six_all_etf_original_conditions,513030.SH,-0.0016666666666667052,5.471646837325654,112,19
2023-04-28,six_all_etf_original_conditions,513030.SH,0.008347245409014992,5.517320016268272,112,19
2023-05-04,six_all_etf_original_conditions,513030.SH,-0.009933774834437137,5.4625122015371295,112,19
2023-05-05,six_all_etf_original_conditions,513030.SH,-0.0025083612040133207,5.448810247854344,112,19
2023-05-08,six_all_etf_original_conditions,513030.SH,0.010896898575020852,5.508185380479747,112,19
2023-05-09,six_all_etf_original_conditions,513030.SH,-0.005804311774460946,5.476214155219915,112,19
2023-05-10,six_all_etf_original_conditions,513030.SH,0.0033361134278564464,5.494483426796961,112,19
2023-05-11,six_all_etf_original_conditions,513520.SH,-0.0033250207813798616,5.476214155219914,113,19
2023-05-12,six_all_etf_original_conditions,513520.SH,0.023642732049036885,5.605686819134921,113,19
2023-05-15,six_all_etf_original_conditions,513520.SH,-0.0008554319931566301,5.600891535286217,113,19
2023-05-16,six_all_etf_original_conditions,513520.SH,0.001712328767123239,5.6104821029836245,113,19
2023-05-17,six_all_etf_original_conditions,513520.SH,0.036752136752136844,5.816679308477895,113,19
2023-05-18,six_all_etf_original_conditions,513520.SH,0.06347897774113753,6.185916164828099,113,19
2023-05-19,six_all_etf_original_conditions,513520.SH,0.0821705426356587,6.694216252790717,113,19
2023-05-22,six_all_etf_original_conditions,CASH,0.0,6.694216252790717,114,20
2023-05-23,six_all_etf_original_conditions,159941.SZ,0.0,6.694216252790717,115,20
2023-05-24,six_all_etf_original_conditions,159941.SZ,-0.01468624833110821,6.595903330520092,115,20
2023-05-25,six_all_etf_original_conditions,159941.SZ,0.01490514905149043,6.694216252790716,115,20
2023-05-26,six_all_etf_original_conditions,159941.SZ,0.004005340453938633,6.721028867955432,115,20
2023-05-29,six_all_etf_original_conditions,159941.SZ,0.03590425531914887,6.962342404437875,115,20
2023-05-30,six_all_etf_original_conditions,159941.SZ,0.0012836970474967568,6.971279942826113,115,20
2023-05-31,six_all_etf_original_conditions,159941.SZ,-0.0038461538461538325,6.944467327661397,115,20
2023-06-01,six_all_etf_original_conditions,159941.SZ,-0.0012870012870013214,6.935529789273159,115,20
2023-06-02,six_all_etf_original_conditions,159941.SZ,0.012886597938144284,7.0249051731555445,115,20
2023-06-05,six_all_etf_original_conditions,159941.SZ,0.0050890585241729624,7.060655326708498,115,20
2023-06-06,six_all_etf_original_conditions,159941.SZ,0.0012658227848101333,7.069592865096737,115,20
2023-06-07,six_all_etf_original_conditions,159941.SZ,0.0037926675094817064,7.096405480261453,115,20
2023-06-08,six_all_etf_original_conditions,159941.SZ,-0.02267002518891692,6.935529789273158,115,20
2023-06-09,six_all_etf_original_conditions,159941.SZ,0.01675257731958757,7.051717788320259,115,20
2023-06-12,six_all_etf_original_conditions,159941.SZ,0.011406844106463865,7.132155633814406,115,20
2023-06-13,six_all_etf_original_conditions,159941.SZ,0.022556390977443552,7.293031324802701,115,20
2023-06-14,six_all_etf_original_conditions,159941.SZ,0.001225490196078427,7.30196886319094,115,20
2023-06-15,six_all_etf_original_conditions,159941.SZ,0.006119951040391758,7.3466565551321334,115,20
2023-06-16,six_all_etf_original_conditions,159941.SZ,0.009732360097323589,7.4181568622380425,115,20
2023-06-19,six_all_etf_original_conditions,159941.SZ,-0.004819277108433773,7.382406708685088,115,20
2023-06-20,six_all_etf_original_conditions,159941.SZ,-0.001210653753026647,7.37346917029685,115,20
2023-06-21,six_all_etf_original_conditions,159941.SZ,0.0036363636363636598,7.400281785461566,115,20
2023-06-26,six_all_etf_original_conditions,159941.SZ,-0.007246376811594235,7.3466565551321334,115,20
2023-06-27,six_all_etf_original_conditions,159941.SZ,-0.01338199513381988,7.248343632861509,115,20
2023-06-28,six_all_etf_original_conditions,159941.SZ,0.013563501849568338,7.3466565551321334,115,20
2023-06-29,six_all_etf_original_conditions,159985.SZ,0.007299270072992803,7.400281785461566,116,20
2023-06-30,six_all_etf_original_conditions,159985.SZ,0.0068855932203391035,7.451237115552138,116,20
2023-07-03,six_all_etf_original_conditions,159985.SZ,0.07943187795896889,8.043102872758014,116,20
2023-07-04,six_all_etf_original_conditions,159985.SZ,-0.0185185185185186,7.894156523262495,116,20
2023-07-05,six_all_etf_original_conditions,159985.SZ,0.0024826216484610253,7.913754727143487,116,20
2023-07-06,six_all_etf_original_conditions,159985.SZ,-0.00099058940069352,7.9059154455910905,116,20
2023-07-07,six_all_etf_original_conditions,159985.SZ,-0.005453644025780968,7.862799397052913,116,20
2023-07-10,six_all_etf_original_conditions,159985.SZ,0.0009970089730808596,7.870638678605309,116,20
2023-07-11,six_all_etf_original_conditions,159985.SZ,0.004482071713147295,7.90591544559109,116,20
2023-07-12,six_all_etf_original_conditions,159985.SZ,0.01636093207734257,8.035263591205618,116,20
2023-07-13,six_all_etf_original_conditions,159985.SZ,-0.007317073170731603,7.976468979562651,116,20
2023-07-14,six_all_etf_original_conditions,159985.SZ,0.0004914004914005066,7.980388620338849,116,20
2023-07-17,six_all_etf_original_conditions,159985.SZ,0.00982318271119853,8.058781435862807,116,20
2023-07-18,six_all_etf_original_conditions,159985.SZ,0.0014591439688715901,8.070540358191401,116,20
2023-07-19,six_all_etf_original_conditions,159985.SZ,0.022826614861583217,8.2547634746727,116,20
2023-07-20,six_all_etf_original_conditions,159985.SZ,0.007122507122507171,8.313558086315668,116,20
2023-07-21,six_all_etf_original_conditions,159985.SZ,-0.008486562942008335,8.243004552344107,116,20
2023-07-24,six_all_etf_original_conditions,159985.SZ,0.0019020446980504424,8.2586831154489,116,20
2023-07-25,six_all_etf_original_conditions,159985.SZ,0.01850972947318441,8.411549105720615,116,20
2023-07-26,six_all_etf_original_conditions,159985.SZ,0.006989748369058857,8.470343717363585,116,20
2023-07-27,six_all_etf_original_conditions,159985.SZ,0.011568718186024896,8.56833473676853,116,20
2023-07-28,six_all_etf_original_conditions,159985.SZ,-0.011436413540713564,8.470343717363585,116,20
2023-07-31,six_all_etf_original_conditions,159985.SZ,-0.0046274872744100914,8.431147309601606,116,20
2023-08-01,six_all_etf_original_conditions,159985.SZ,0.010227801022780314,8.51737940667796,116,20
2023-08-02,six_all_etf_original_conditions,159985.SZ,0.0023009664058903923,8.53697761055895,116,20
2023-08-03,six_all_etf_original_conditions,159985.SZ,-0.011478420569329573,8.438986591154004,116,20
2023-08-04,six_all_etf_original_conditions,159985.SZ,0.010218300046446638,8.525218688230355,116,20
2023-08-07,six_all_etf_original_conditions,159985.SZ,-0.011034482758620734,8.431147309601606,116,20
2023-08-08,six_all_etf_original_conditions,159985.SZ,-0.004184100418409997,8.395870542615825,116,20
2023-08-09,six_all_etf_original_conditions,159985.SZ,0.021008403361344463,8.572254377544727,116,20
2023-08-10,six_all_etf_original_conditions,159985.SZ,0.00137174211248281,8.58401329987332,116,20
2023-08-11,six_all_etf_original_conditions,159985.SZ,0.007305936073059405,8.646727552292486,116,20
2023-08-14,six_all_etf_original_conditions,159985.SZ,0.005893019038984537,8.697682882383058,116,20
2023-08-15,six_all_etf_original_conditions,159985.SZ,0.008111762054979765,8.76823641635462,116,20
2023-08-16,six_all_etf_original_conditions,159985.SZ,-0.0013410818059902407,8.756477494026026,116,20
2023-08-17,six_all_etf_original_conditions,159985.SZ,0.01611459265890791,8.89758456196915,116,20
2023-08-18,six_all_etf_original_conditions,159985.SZ,0.011453744493391982,8.999495222150294,116,20
2023-08-21,six_all_etf_original_conditions,159985.SZ,0.020470383275261295,9.183718338631593,116,20
2023-08-22,six_all_etf_original_conditions,159985.SZ,-0.030303030303030387,8.905423843521543,116,20
2023-08-23,six_all_etf_original_conditions,159985.SZ,-0.0008802816901407606,8.897584561969149,116,20
2023-08-24,six_all_etf_original_conditions,159985.SZ,0.007048458149779835,8.960298814388315,116,20
2023-08-25,six_all_etf_original_conditions,159985.SZ,0.0209973753280841,9.148441571645813,116,20
2023-08-28,six_all_etf_original_conditions,159985.SZ,0.009854327335047097,9.238593309498365,116,20
2023-08-29,six_all_etf_original_conditions,159985.SZ,0.0063640220619429755,9.29738792114133,116,20
2023-08-30,six_all_etf_original_conditions,159985.SZ,-0.002107925801011712,9.277789717260342,116,20
2023-08-31,six_all_etf_original_conditions,159985.SZ,0.0021123785382339832,9.29738792114133,116,20
2023-09-01,six_all_etf_original_conditions,159985.SZ,-0.010539629005059004,9.199396901736385,116,20
2023-09-04,six_all_etf_original_conditions,159985.SZ,-0.018321261184490956,9.030852348359875,116,20
2023-09-05,six_all_etf_original_conditions,159985.SZ,0.010850694444444642,9.128843367764825,116,20
2023-09-06,six_all_etf_original_conditions,159985.SZ,0.01545727780163153,9.269950435707948,116,20
2023-09-07,six_all_etf_original_conditions,159985.SZ,0.0012684989429174731,9.28170935803654,116,20
2023-09-08,six_all_etf_original_conditions,159985.SZ,-0.01858108108108114,9.109245163883834,116,20
2023-09-11,six_all_etf_original_conditions,159985.SZ,0.009896729776248003,9.199396901736387,116,20
2023-09-12,six_all_etf_original_conditions,159985.SZ,-0.011077971878994397,9.097486241555243,116,20
2023-09-13,six_all_etf_original_conditions,159985.SZ,-0.01594140456699711,8.95245953283592,116,20
2023-09-14,six_all_etf_original_conditions,518880.SH,-0.005253940455341555,8.905423843521545,117,20
2023-09-15,six_all_etf_original_conditions,518880.SH,-0.009581881533100911,8.82009312725087,117,20
2023-09-18,six_all_etf_original_conditions,518880.SH,-0.00527704485488123,8.773549100194137,117,20
2023-09-19,six_all_etf_original_conditions,518880.SH,0.007736516357206069,8.841425806318538,117,20
2023-09-20,six_all_etf_original_conditions,518880.SH,0.007677122175915763,8.90930251244294,117,20
2023-09-21,six_all_etf_original_conditions,518880.SH,-0.0030474531998259113,8.882151829993179,117,20
2023-09-22,six_all_etf_original_conditions,518880.SH,-0.004148471615720517,8.845304475239931,117,20
2023-09-25,six_all_etf_original_conditions,518880.SH,0.004385003288752465,8.884091164453876,117,20
2023-09-26,six_all_etf_original_conditions,518880.SH,-0.0006548788474132206,8.878273161071785,117,20
2023-09-27,six_all_etf_original_conditions,518880.SH,-0.014635211882918386,8.748337752205073,117,20
2023-09-28,six_all_etf_original_conditions,518880.SH,-0.01662602527155843,8.602887667652782,117,20
2023-10-09,six_all_etf_original_conditions,518880.SH,-0.0069882777276825125,8.54276829937117,117,20
2023-10-10,six_all_etf_original_conditions,CASH,0.0,8.54276829937117,118,21
2023-10-11,six_all_etf_original_conditions,CASH,0.0,8.54276829937117,118,21
2023-10-12,six_all_etf_original_conditions,CASH,0.0,8.54276829937117,118,21
2023-10-13,six_all_etf_original_conditions,CASH,0.0,8.54276829937117,118,21
2023-10-16,six_all_etf_original_conditions,CASH,0.0,8.54276829937117,118,21
2023-10-17,six_all_etf_original_conditions,CASH,0.0,8.54276829937117,118,21
2023-10-18,six_all_etf_original_conditions,CASH,0.0,8.54276829937117,118,21
2023-10-19,six_all_etf_original_conditions,CASH,0.0,8.54276829937117,118,21
2023-10-20,six_all_etf_original_conditions,CASH,0.0,8.54276829937117,118,21
2023-10-23,six_all_etf_original_conditions,CASH,0.0,8.54276829937117,118,21
2023-10-24,six_all_etf_original_conditions,CASH,0.0,8.54276829937117,118,21
2023-10-25,six_all_etf_original_conditions,CASH,0.0,8.54276829937117,118,21
2023-10-26,six_all_etf_original_conditions,CASH,0.0,8.54276829937117,118,21
2023-10-27,six_all_etf_original_conditions,518880.SH,0.0,8.54276829937117,119,21
2023-10-30,six_all_etf_original_conditions,518880.SH,0.0021743857360294605,8.561343572907527,119,21
2023-10-31,six_all_etf_original_conditions,518880.SH,0.0023866348448686736,8.58177637379752,119,21
2023-11-01,six_all_etf_original_conditions,518880.SH,-0.003679653679653727,8.550198408785711,119,21
2023-11-02,six_all_etf_original_conditions,518880.SH,0.002172496198131757,8.568773682322071,119,21
2023-11-03,six_all_etf_original_conditions,518880.SH,-0.0006503360069369801,8.563201100261162,119,21
2023-11-06,six_all_etf_original_conditions,518880.SH,-0.004989154013015362,8.520477971127537,119,21
2023-11-07,six_all_etf_original_conditions,518880.SH,-0.003924133420536213,8.487042478762094,119,21
2023-11-08,six_all_etf_original_conditions,518880.SH,-0.003939592908732692,8.45360698639665,119,21
2023-11-09,six_all_etf_original_conditions,159985.SZ,-0.0065919578114700395,8.397881165787576,120,21
2023-11-10,six_all_etf_original_conditions,159985.SZ,-0.022467147096227214,8.20920473433919,120,21
2023-11-13,six_all_etf_original_conditions,159985.SZ,0.006938421509106618,8.26616365704059,120,21
2023-11-14,six_all_etf_original_conditions,159985.SZ,0.009474590869939625,8.344482175755013,120,21
2023-11-15,six_all_etf_original_conditions,159985.SZ,0.010238907849829282,8.429920559807112,120,21
2023-11-16,six_all_etf_original_conditions,159985.SZ,-0.0016891891891891442,8.415680829131762,120,21
2023-11-17,six_all_etf_original_conditions,159985.SZ,-0.022419627749576954,8.227004397683377,120,21
2023-11-20,six_all_etf_original_conditions,159985.SZ,-0.012115967113803583,8.127326282955927,120,21
2023-11-21,six_all_etf_original_conditions,513030.SH,0.010074463425317592,8.209204734339188,121,21
2023-11-22,six_all_etf_original_conditions,513030.SH,-0.0049261083743842304,8.168765302150325,121,21
2023-11-23,six_all_etf_original_conditions,513030.SH,0.0008250825082509738,8.175505207515137,121,21
2023-11-24,six_all_etf_original_conditions,513030.SH,0.009068425391590917,8.249644166528052,121,21
2023-11-27,six_all_etf_original_conditions,513030.SH,0.0016339869281045694,8.263123977257672,121,21
2023-11-28,six_all_etf_original_conditions,513030.SH,-0.005709624796084722,8.215944639704,121,21
2023-11-29,six_all_etf_original_conditions,513030.SH,0.00656275635767023,8.269863882622484,121,21
2023-11-30,six_all_etf_original_conditions,513030.SH,0.013854930725346382,8.384442273824263,121,21
2023-12-01,six_all_etf_original_conditions,513030.SH,-0.003215434083601254,8.357482652365022,121,21
2023-12-04,six_all_etf_original_conditions,513030.SH,0.004838709677419395,8.397922084553885,121,21
2023-12-05,six_all_etf_original_conditions,513030.SH,-0.007223113964686889,8.33726293627059,121,21
2023-12-06,six_all_etf_original_conditions,513030.SH,0.014551333872271366,8.458581232837178,121,21
2023-12-07,six_all_etf_original_conditions,513030.SH,-0.0023904382470119057,8.438361516742747,121,21
2023-12-08,six_all_etf_original_conditions,513030.SH,0.005591054313099031,8.48554085429642,121,21
2023-12-11,six_all_etf_original_conditions,513030.SH,0.012708498808578161,8.593379340133389,121,21
2023-12-12,six_all_etf_original_conditions,513030.SH,-0.0023529411764705577,8.573159624038958,121,21
2023-12-13,six_all_etf_original_conditions,513030.SH,0.0015723270440251014,8.586639434768578,121,21
2023-12-14,six_all_etf_original_conditions,513030.SH,0.014128728414442682,8.707957731335167,121,21
2023-12-15,six_all_etf_original_conditions,513030.SH,-0.00851393188854499,8.63381877232225,121,21
2023-12-18,six_all_etf_original_conditions,513030.SH,-0.005464480874316835,8.586639434768578,121,21
2023-12-19,six_all_etf_original_conditions,513030.SH,0.0,8.586639434768578,121,21
2023-12-20,six_all_etf_original_conditions,513030.SH,0.007849293563579218,8.654038488416683,121,21
2023-12-21,six_all_etf_original_conditions,513030.SH,-0.010124610591900396,8.566419718674146,121,21
2023-12-22,six_all_etf_original_conditions,513520.SH,0.00472069236821393,8.606859150863007,122,21
2023-12-25,six_all_etf_original_conditions,513520.SH,0.016091954022988686,8.745360332601035,122,21
2023-12-26,six_all_etf_original_conditions,513520.SH,0.02413273001508287,8.956409752392311,122,21
2023-12-27,six_all_etf_original_conditions,513520.SH,-0.016200294550810068,8.811313276285807,122,21
2023-12-28,six_all_etf_original_conditions,513520.SH,-0.010479041916167664,8.718979155127123,122,21
2023-12-29,six_all_etf_original_conditions,513520.SH,-0.00302571860816947,8.692597977653213,122,21
2024-01-02,six_all_etf_original_conditions,513520.SH,-0.0015174506828528056,8.679407388916259,122,21
2024-01-03,six_all_etf_original_conditions,513520.SH,-0.015197568389057725,8.54750150154671,122,21
2024-01-04,six_all_etf_original_conditions,513520.SH,0.013117283950617287,8.659621505810826,122,21
2024-01-05,six_all_etf_original_conditions,513520.SH,-0.009900990099009799,8.57388267902062,122,21
2024-01-08,six_all_etf_original_conditions,513520.SH,0.020000000000000018,8.745360332601033,122,21
2024-01-09,six_all_etf_original_conditions,513520.SH,0.03318250377073917,9.03555328481404,122,21
2024-01-10,six_all_etf_original_conditions,513520.SH,0.008759124087591053,9.114696817235766,122,21
2024-01-11,six_all_etf_original_conditions,513520.SH,0.04630969609261948,9.53679565681832,122,21
2024-01-12,six_all_etf_original_conditions,513520.SH,0.006915629322268302,9.602748600503094,122,21
2024-01-15,six_all_etf_original_conditions,513520.SH,0.04670329670329676,10.051228617559557,122,21
2024-01-16,six_all_etf_original_conditions,513520.SH,-0.042650918635170565,9.622534483608527,122,21
2024-01-17,six_all_etf_original_conditions,CASH,0.0,9.622534483608527,123,22
2024-01-18,six_all_etf_original_conditions,518880.SH,0.0,9.622534483608527,124,22
2024-01-19,six_all_etf_original_conditions,518880.SH,0.005849220103986141,9.67881880576135,124,22
2024-01-22,six_all_etf_original_conditions,513520.SH,-0.003876803790652583,9.641295924326135,125,22
2024-01-23,six_all_etf_original_conditions,513520.SH,0.04896907216494828,10.113421240208083,125,22
2024-01-24,six_all_etf_original_conditions,CASH,0.0,10.113421240208083,126,23
2024-01-25,six_all_etf_original_conditions,159941.SZ,0.0,10.113421240208083,127,23
2024-01-26,six_all_etf_original_conditions,159941.SZ,-0.010427528675703845,10.007963250216342,127,23
2024-01-29,six_all_etf_original_conditions,513520.SH,0.0094836670179137,10.10287544120891,128,23
2024-01-30,six_all_etf_original_conditions,513520.SH,0.04605722260990941,10.568185824404855,128,23
2024-01-31,six_all_etf_original_conditions,CASH,0.0,10.568185824404855,129,24
2024-02-01,six_all_etf_original_conditions,159941.SZ,0.0,10.568185824404855,130,24
2024-02-02,six_all_etf_original_conditions,159941.SZ,0.023379383634431372,10.815263495113575,130,24
2024-02-05,six_all_etf_original_conditions,159941.SZ,0.007268951194184803,10.893879117611805,130,24
2024-02-06,six_all_etf_original_conditions,159941.SZ,0.003092783505154628,10.927571527253903,130,24
2024-02-07,six_all_etf_original_conditions,159941.SZ,-0.008221993833504637,10.83772510154164,130,24
2024-02-08,six_all_etf_original_conditions,159941.SZ,0.023834196891191706,11.096033575464395,130,24
2024-02-19,six_all_etf_original_conditions,159941.SZ,-0.007085020242915019,11.017417952966165,130,24
2024-02-20,six_all_etf_original_conditions,159941.SZ,-0.0010193679918450993,11.006187149752131,130,24
2024-02-21,six_all_etf_original_conditions,159941.SZ,-0.01224489795918371,10.871417511183738,130,24
2024-02-22,six_all_etf_original_conditions,159941.SZ,0.015495867768595017,11.03987955939423,130,24
2024-02-23,six_all_etf_original_conditions,159941.SZ,0.014242115971515812,11.19711080439069,130,24
2024-02-26,six_all_etf_original_conditions,159941.SZ,-0.011033099297893645,11.07357196903633,130,24
2024-02-27,six_all_etf_original_conditions,159941.SZ,-0.0020283975659228792,11.051110362608265,130,24
2024-02-28,six_all_etf_original_conditions,159941.SZ,0.00203252032520318,11.07357196903633,130,24
2024-02-29,six_all_etf_original_conditions,159941.SZ,-0.008113590263691739,10.983725543324066,130,24
2024-03-01,six_all_etf_original_conditions,159915.SZ,0.01635991820040905,11.163418394748591,131,24
2024-03-04,six_all_etf_original_conditions,159915.SZ,0.004507042253521165,11.213732393147458,131,24
2024-03-05,six_all_etf_original_conditions,159915.SZ,-0.0016825574873807758,11.194864643747882,131,24
2024-03-06,six_all_etf_original_conditions,159915.SZ,0.0011235955056179137,11.207443143347598,131,24
2024-03-07,six_all_etf_original_conditions,159915.SZ,-0.02244668911335579,10.955873151353265,131,24
2024-03-08,six_all_etf_original_conditions,159915.SZ,0.008036739380022917,11.04392264855128,131,24
2024-03-11,six_all_etf_original_conditions,159915.SZ,0.04783599088838275,11.572219631739383,131,24
2024-03-12,six_all_etf_original_conditions,159915.SZ,0.0059782608695651,11.641401379537824,131,24
2024-03-13,six_all_etf_original_conditions,159915.SZ,-0.0054024851431658805,11.57850888153924,131,24
2024-03-14,six_all_etf_original_conditions,159915.SZ,-0.004888647474198704,11.521905633340515,131,24
2024-03-15,six_all_etf_original_conditions,159915.SZ,0.0005458515283842669,11.528194883140372,131,24
2024-03-18,six_all_etf_original_conditions,159915.SZ,0.022913256955810146,11.792343374734424,131,24
2024-03-19,six_all_etf_original_conditions,159915.SZ,-0.011733333333333373,11.65397987913754,131,24
2024-03-20,six_all_etf_original_conditions,159985.SZ,0.001618996222342295,11.672847628537117,132,24
2024-03-21,six_all_etf_original_conditions,159985.SZ,0.017335766423357546,11.875205388520879,132,24
2024-03-22,six_all_etf_original_conditions,159985.SZ,-0.01704035874439458,11.672847628537115,132,24
2024-03-25,six_all_etf_original_conditions,159985.SZ,-0.026459854014598716,11.363985784351367,132,24
