date,nav,hold
2016-05-03,100000.0,CASH
2016-05-04,99900.09990009991,GOLD_518880
2016-05-05,99825.4605526755,GOLD_518880
2016-05-06,100012.0544725926,GOLD_518880
2016-05-09,99638.87553004624,GOLD_518880
2016-05-10,99153.74201500717,GOLD_518880
2016-05-11,99601.55140769013,GOLD_518880
2016-05-12,99265.69658749986,GOLD_518880
2016-05-13,100086.68492272918,GOLD_518880
2016-05-16,100571.81843776825,GOLD_518880
2016-05-17,100086.68492272918,GOLD_518880
2016-05-18,100049.36969766089,GOLD_518880
2016-05-19,98519.33870240713,GOLD_518880
2016-05-20,98444.69935498273,GOLD_518880
2016-05-23,98332.74478249003,GOLD_518880
2016-05-24,97884.92649251927,GOLD_518880
2016-05-25,96125.13755437065,1.H11077
2016-05-26,96117.72449525486,1.H11077
2016-05-27,95940.47758528768,NASDAQ_159941
2016-05-30,96633.54894368025,NASDAQ_159941
2016-05-31,96831.56595953931,NASDAQ_159941
2016-06-01,96831.56595953931,NASDAQ_159941
2016-06-02,96534.54043575072,NASDAQ_159941
2016-06-03,97821.66284172048,NASDAQ_159941
2016-06-06,96633.54894368025,NASDAQ_159941
2016-06-07,96930.57446746885,NASDAQ_159941
2016-06-08,96638.0962972825,0.399606
2016-06-13,90812.90197921408,0.399606
2016-06-14,90795.3519987491,1.H00852
2016-06-15,94213.00968210211,1.H00852
2016-06-16,94421.18913973925,1.H00852
2016-06-17,95065.67220434554,1.H00852
2016-06-20,95565.90663388273,1.H00852
2016-06-21,94359.95354577866,1.H00852
2016-06-22,96011.70552315823,GOLD_518880
2016-06-23,96034.798532354,1.H00852
2016-06-24,95285.54186011835,1.H00852
2016-06-27,97551.85512160906,GOLD_518880
2016-06-28,97172.40475469056,GOLD_518880
2016-06-29,97620.84011614096,GOLD_518880
2016-06-30,97206.90547620479,GOLD_518880
2016-07-01,98586.70405782189,GOLD_518880
2016-07-04,100000.99513670494,GOLD_518880
2016-07-05,99690.54621281488,GOLD_518880
2016-07-06,101656.75836919442,GOLD_518880
2016-07-07,101277.3162265242,GOLD_518880
2016-07-08,100587.40871146737,GOLD_518880
2016-07-11,101484.27943436815,GOLD_518880
2016-07-12,100690.89442751349,GOLD_518880
2016-07-13,99759.53120734676,GOLD_518880
2016-07-14,98871.69059402765,1.H00905
2016-07-15,98665.40792595001,1.H00905
2016-07-18,98225.70383387178,1.H00905
2016-07-19,98532.10460670148,1.H00905
2016-07-20,98324.97824672986,1.H00905
2016-07-21,98704.63959902,1.H00905
2016-07-22,97728.5718006925,NASDAQ_159941
2016-07-25,98594.27221335338,NASDAQ_159941
2016-07-26,99171.41346625148,NASDAQ_159941
2016-07-27,98882.84283980244,NASDAQ_159941
2016-07-28,100133.30790995747,NASDAQ_159941
2016-07-29,99652.36068810447,NASDAQ_159941
2016-08-01,100133.30790995747,NASDAQ_159941
2016-08-02,100999.00832261835,NASDAQ_159941
2016-08-03,99363.79006165543,NASDAQ_159941
2016-08-04,99844.73728350842,NASDAQ_159941
2016-08-05,99556.16665705937,NASDAQ_159941
2016-08-08,100902.82575825951,NASDAQ_159941
2016-08-09,101287.57894906739,NASDAQ_159941
2016-08-10,100806.63172721441,NASDAQ_159941
2016-08-11,100806.63172721441,NASDAQ_159941
2016-08-12,101287.57894906739,NASDAQ_159941
2016-08-15,100999.00832261835,NASDAQ_159941
2016-08-16,101191.39638470855,NASDAQ_159941
2016-08-17,100605.2198756116,1.H20955
2016-08-18,100212.13285243209,1.H20955
2016-08-19,100039.07000342848,1.H20955
2016-08-22,99653.01365848974,1.H20955
2016-08-23,99609.71192749737,1.H00016
2016-08-24,99176.83797379959,1.H00016
2016-08-25,98730.00034417608,1.H00016
2016-08-26,98603.64610592126,1.H00016
2016-08-29,98379.20555872469,1.H00016
2016-08-30,98617.37195602717,1.H00852
2016-08-31,98616.52127551028,1.H00852
2016-09-01,97861.8613219704,1.H00852
2016-09-02,97156.30787857287,0.399606
2016-09-05,97685.90444785847,0.399606
2016-09-06,99283.61309266937,NASDAQ_159941
2016-09-07,99646.63763914512,0.399606
2016-09-08,99960.8452168324,NASDAQ_159941
2016-09-09,99773.11655763931,NASDAQ_159941
2016-09-12,97332.75587790103,NASDAQ_159941
2016-09-13,97708.20200731003,NASDAQ_159941
2016-09-14,97981.3424336274,GOLD_518880
2016-09-19,97395.45466198117,GOLD_518880
2016-09-20,97470.21116598317,CASH
2016-09-21,97470.21116598317,CASH
2016-09-22,97470.21116598317,CASH
2016-09-23,97372.83832765553,1.H11077
2016-09-26,97317.52160804087,NASDAQ_159941
2016-09-27,98047.86097179807,NASDAQ_159941
2016-09-28,98047.86097179807,NASDAQ_159941
2016-09-29,98139.15747334866,NASDAQ_159941
2016-09-30,97773.9823500288,NASDAQ_159941
2016-10-10,98230.44309201674,NASDAQ_159941
