date,position,nav,trade_count,return,strategy
2020-01-02,CASH,100000.0,0,0.0,four_new_strategy
2020-01-03,0.399606,99900.09990009991,1,-0.0009990009990008542,four_new_strategy
2020-01-06,0.399606,101200.82604052497,1,0.013020268665654866,four_new_strategy
2020-01-07,0.399606,103012.66225436842,1,0.017903373764142083,four_new_strategy
2020-01-08,0.399606,101351.94132963859,1,-0.016121522232179775,four_new_strategy
2020-01-09,0.399606,104096.77262200262,1,0.027082177769409466,four_new_strategy
2020-01-10,0.399606,103609.9028850632,1,-0.004677087720167394,four_new_strategy
2020-01-13,0.399606,105290.22237971221,1,0.016217749924088087,four_new_strategy
2020-01-14,0.399606,104608.914199101,1,-0.006470764000803264,four_new_strategy
2020-01-15,0.399606,104700.71802661712,1,0.0008775908651665887,four_new_strategy
2020-01-16,0.399606,105012.23213796396,1,0.00297528151877291,four_new_strategy
2020-01-17,0.399606,105150.96938291809,1,0.0013211531850103597,four_new_strategy
2020-01-20,0.399606,107852.99327256395,1,0.025696614168207565,four_new_strategy
2020-01-21,0.399606,107028.82183227876,1,-0.007641618607676093,four_new_strategy
2020-01-22,0.399606,108490.97829861702,1,0.013661333847340362,four_new_strategy
2020-01-23,0.399606,104891.03045556908,1,-0.03318200185400877,four_new_strategy
2020-02-03,0.399606,97710.73333939239,1,-0.06845482483097731,four_new_strategy
2020-02-04,0.399606,102440.17771199261,1,0.04840250616247843,four_new_strategy
2020-02-05,NASDAQ_159941,105326.9185610778,3,0.0281797719758079,four_new_strategy
2020-02-06,NASDAQ_159941,107301.80009505198,3,0.018750017193648105,four_new_strategy
2020-02-07,NASDAQ_159941,109783.06058083802,3,0.023124127308097764,four_new_strategy
2020-02-10,NASDAQ_159941,111504.74660239302,3,0.01568262000026177,four_new_strategy
2020-02-11,NASDAQ_159941,114239.20260059825,3,0.024523225078084243,four_new_strategy
2020-02-12,NASDAQ_159941,116568.54819353808,3,0.020390072233641865,four_new_strategy
2020-02-13,NASDAQ_159941,122290.63155631468,3,0.04908771234995779,four_new_strategy
2020-02-14,NASDAQ_159941,114897.49644525631,3,-0.06045544958735316,four_new_strategy
2020-02-17,0.399606,115476.52095662123,5,0.00503948762400408,four_new_strategy
2020-02-18,0.399606,116809.6877518717,5,0.011544916526808668,four_new_strategy
2020-02-19,0.399606,115113.90366839513,5,-0.014517495219050436,four_new_strategy
2020-02-20,NASDAQ_159941,117423.77219222518,7,0.020065938607068734,four_new_strategy
2020-02-21,NASDAQ_159941,114798.0195758807,7,-0.022361337634819622,four_new_strategy
2020-02-24,0.399606,110061.36697405177,9,-0.041260751878198,four_new_strategy
2020-02-25,GOLD_518880,110974.15379858905,11,0.008293435286447881,four_new_strategy
2020-02-26,GOLD_518880,111582.56414895838,11,0.005482450909006786,four_new_strategy
2020-02-27,GOLD_518880,111612.9824906298,11,0.0002726083766171339,four_new_strategy
2020-02-28,GOLD_518880,110213.63723421564,11,-0.01253747749758094,four_new_strategy
2020-03-02,0.399606,107534.29361995588,13,-0.02431045450905389,four_new_strategy
2020-03-03,0.399606,109444.55059697192,13,0.017764165390505182,four_new_strategy
2020-03-04,0.399606,109247.89245740906,13,-0.0017968746592696982,four_new_strategy
2020-03-05,0.399606,111269.36629490607,13,0.018503549972692435,four_new_strategy
